ID#	10
Name	isobutyrate
	Data Filename	Sample ID	Sample Name	Ret. Time	Area	Relative Retention Time	Peak Start	Peak End	Height	Std. Conc.	Conc.	T.Plate#	Width(5%)	Width(50%)
1	2017-06-12_000.lcd	BLANK	No injection	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
2	2017-06-12_001.lcd	STD-0111	40 mM Mix	20.836	310153	1.333	20.175	21.875	10247	-----	41.46663	11435.216	1.062	0.454
3	2017-06-12_002.lcd	STD-0112	20 mM Mix	20.847	152813	1.334	19.967	21.942	5006	-----	20.43067	11427.894	1.063	0.454
4	2017-06-12_003.lcd	STD-0113	10 mM Mix	20.855	76731	1.334	19.975	22.008	2515	-----	10.25873	11567.972	1.057	0.452
5	2017-06-12_004.lcd	STD-0114	5 mM Mix	20.865	40316	1.335	19.992	22.058	1261	-----	5.39013	11308.029	1.151	0.457
6	2017-06-12_005.lcd	STD-0115	2.5 mM Mix	20.870	17949	1.335	20.058	21.525	627	-----	2.39974	12146.205	0.954	0.443
7	2017-06-12_006.lcd	STD-0116	1 mM Mix	20.871	5928	1.335	20.125	21.658	218	-----	0.79262	12851.559	0.879	0.433
8	2017-06-12_007.lcd	STD-0117	0.5 mM Mix	20.876	3325	1.334	20.175	21.508	117	-----	0.44458	12530.911	0.944	0.439
9	2017-06-12_008.lcd	STD-0118	0.25 mM Mix	20.866	1657	1.334	20.308	21.458	59	-----	0.22155	12626.788	0.959	0.439
10	2017-06-12_009.lcd	STD-0119	0.1 mM Mix	20.898	613	1.335	20.392	21.358	22	-----	0.08202	13850.952	0.880	0.443
11	2017-06-12_010.lcd	BLANK	Water	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
12	2017-06-12_011.lcd	P1-A03		21.336	17336	1.365	20.308	22.142	440	-----	2.31778	10165.776	0.000	0.491
13	2017-06-12_012.lcd	P1-A05		-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
14	2017-06-12_013.lcd	P1-A07		-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
15	2017-06-12_014.lcd	P1-A08		20.819	757	1.332	20.425	21.225	39	-----	0.10127	26263.423	0.559	0.319
16	2017-06-12_015.lcd	P1-A09		21.331	7929	1.364	20.492	21.592	183	-----	1.06013	6743.391	1.054	0.811
17	2017-06-12_016.lcd	P1-A11		20.828	1631	1.332	20.558	21.025	108	-----	0.21808	39472.719	0.433	0.247
18	2017-06-12_017.lcd	P1-A12		20.849	2953	1.333	20.508	21.142	154	-----	0.39477	24962.843	0.557	0.314
19	2017-06-12_018.lcd	P1-B03		21.091	80	1.350	20.692	21.142	4	-----	0.01068	--	0.000	0.000
20	2017-06-12_019.lcd	P1-B04		20.827	2142	1.332	20.558	21.108	112	-----	0.28634	24599.632	0.517	0.325
21	2017-06-12_020.lcd	P1-B07		21.262	10825	1.361	20.625	21.708	348	-----	1.44722	12323.589	0.990	0.457
22	2017-06-12_021.lcd	P1-B08		21.231	18810	1.359	20.558	21.708	568	-----	2.51486	10189.498	1.044	0.517
23	2017-06-12_022.lcd	P1-B09		20.882	15933	1.335	20.508	21.708	409	-----	2.13019	6025.582	1.092	0.691
24	2017-06-12_023.lcd	P1-B10		21.334	5356	1.365	20.492	21.708	192	-----	0.71603	15461.860	1.046	0.402
25	2017-06-12_024.lcd	P1-B12		20.814	2690	1.332	20.492	21.175	112	-----	0.35959	15827.625	0.654	0.405
