ID#	10
Name	isobutyrate
	Data Filename	Sample ID	Sample Name	Ret. Time	Area	Relative Retention Time	Peak Start	Peak End	Height	Std. Conc.	Conc.	T.Plate#	Width(5%)	Width(50%)
1	2017-07-24_000.lcd	BLANK	No injection	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
2	2017-07-24_001.lcd	STD-0111	40 mM Mix	20.995	301854	1.332	19.958	21.908	10299	-----	40.35705	12504.877	1.042	0.437
3	2017-07-24_002.lcd	STD-0112	20 mM Mix	21.012	145887	1.333	20.025	22.025	4985	-----	19.50466	12579.976	1.029	0.436
4	2017-07-24_003.lcd	STD-0113	10 mM Mix	21.023	72398	1.334	20.092	22.158	2471	-----	9.67940	12637.058	1.012	0.436
5	2017-07-24_004.lcd	STD-0114	5 mM Mix	21.030	33323	1.334	20.308	21.708	1190	-----	4.45515	12889.653	0.947	0.431
6	2017-07-24_005.lcd	STD-0115	2.5 mM Mix	21.010	17345	1.334	20.292	21.625	624	-----	2.31902	13127.886	0.936	0.428
7	2017-07-24_006.lcd	STD-0116	1 mM Mix	21.014	5909	1.334	20.375	21.592	216	-----	0.79006	13315.739	0.908	0.425
8	2017-07-24_007.lcd	STD-0117	0.5 mM Mix	21.026	2971	1.334	20.392	21.592	109	-----	0.39715	12965.889	0.896	0.427
9	2017-07-24_008.lcd	STD-0118	0.25 mM Mix	21.004	1469	1.334	20.375	21.542	55	-----	0.19645	14301.532	0.880	0.422
10	2017-07-24_009.lcd	STD-0119	0.1 mM Mix	21.030	501	1.336	20.608	21.558	19	-----	0.06692	13930.424	0.814	0.418
11	2017-07-24_019.lcd	P7-A01		20.845	53	1.330	20.508	21.175	8	-----	0.00712	69780.108	0.302	0.188
12	2017-07-24_020.lcd	P7-A02		20.870	204	1.332	20.492	21.475	37	-----	0.02723	37444.612	0.445	0.269
13	2017-07-24_021.lcd	P7-A03		20.871	-86	1.332	20.508	21.492	17	-----	0.00000	46778.971	0.398	0.261
14	2017-07-24_022.lcd	P7-A04		20.854	-242	1.331	20.475	21.492	34	-----	0.00000	45715.876	0.397	0.238
15	2017-07-24_023.lcd	P7-A05		20.853	1332	1.331	20.542	21.475	58	-----	0.17811	16309.771	0.610	0.397
16	2017-07-24_024.lcd	P7-A06		-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
17	2017-07-24_025.lcd	P7-A07		-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
18	2017-07-24_026.lcd	P7-A08		20.492	-1325	1.309	20.492	21.325	0	-----	0.00000	9636.876	0.000	0.000
19	2017-07-24_027.lcd	P7-A09		20.843	31	1.332	20.408	21.442	10	-----	0.00411	39057.639	0.509	0.267
20	2017-07-24_028.lcd	P7-A10		20.811	517	1.330	20.358	21.442	31	-----	0.06917	15692.873	0.626	0.379
21	2017-07-24_029.lcd	P7-A11		20.821	-261	1.330	20.508	21.258	15	-----	0.00000	73314.153	0.000	0.195
22	2017-07-24_030.lcd	P7-A12		20.812	-772	1.330	20.442	21.392	13	-----	0.00000	99514.468	0.723	0.147
23	2017-07-24_031.lcd	P7-B01		20.542	-942	1.313	20.542	21.408	1	-----	0.00000	9593.365	0.000	0.000
24	2017-07-24_032.lcd	P7-B02		20.845	-171	1.332	20.542	21.475	18	-----	0.00000	53541.435	0.347	0.209
25	2017-07-24_033.lcd	P7-B03		20.774	-499	1.328	20.525	21.308	5	-----	0.00000	157901.309	0.000	0.128
26	2017-07-24_034.lcd	P7-B04		20.727	582	1.325	20.425	21.475	33	-----	0.07783	14863.568	0.574	0.407
27	2017-07-24_035.lcd	P7-B05		20.831	-233	1.331	20.575	21.308	8	-----	0.00000	71078.199	0.349	0.207
28	2017-07-24_036.lcd	P7-B06		20.713	-810	1.324	20.358	21.458	5	-----	0.00000	22479.790	0.000	0.193
29	2017-07-24_037.lcd	P7-B07		20.788	131	1.329	20.425	21.475	18	-----	0.01756	36595.690	0.481	0.268
30	2017-07-24_038.lcd	P7-B08		20.826	-54	1.332	20.558	21.175	8	-----	0.00000	80104.385	0.243	0.144
31	2017-07-24_039.lcd	P7-B09		20.833	-21	1.332	20.575	21.208	9	-----	0.00000	52372.683	0.350	0.204
32	2017-07-24_040.lcd	P7-B10		20.843	1711	1.333	20.492	21.508	77	-----	0.22881	20912.382	0.615	0.343
33	2017-07-24_041.lcd	P7-B11		20.805	903	1.330	20.458	21.508	32	-----	0.12072	14368.237	0.667	0.425
