ID#	10
Name	isobutyrate
	Data Filename	Sample ID	Sample Name	Ret. Time	Area	Relative Retention Time	Peak Start	Peak End	Height	Std. Conc.	Conc.	T.Plate#	Width(5%)	Width(50%)
1	2017-07-19_000.lcd	BLANK	No injection	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
2	2017-07-19_001.lcd	STD-0111	40 mM Mix	20.828	303781	1.332	19.833	21.642	10638	-----	40.61478	12934.890	1.020	0.426
3	2017-07-19_002.lcd	STD-0112	20 mM Mix	20.840	145368	1.332	19.850	21.625	5136	-----	19.43532	13016.750	1.002	0.425
4	2017-07-19_003.lcd	STD-0113	10 mM Mix	20.846	71681	1.333	19.883	21.542	2561	-----	9.58356	13164.866	0.981	0.423
5	2017-07-19_004.lcd	STD-0114	5 mM Mix	20.859	34843	1.333	19.933	21.542	1255	-----	4.65846	13267.800	0.956	0.422
6	2017-07-19_005.lcd	STD-0115	2.5 mM Mix	20.854	17556	1.333	20.008	21.442	641	-----	2.34725	13399.824	0.931	0.420
7	2017-07-19_006.lcd	STD-0116	1 mM Mix	20.862	6104	1.334	20.042	21.442	227	-----	0.81610	13724.069	0.900	0.415
8	2017-07-19_007.lcd	STD-0117	0.5 mM Mix	20.856	3158	1.333	20.142	21.475	117	-----	0.42227	13350.535	0.916	0.418
9	2017-07-19_008.lcd	STD-0118	0.25 mM Mix	20.874	1601	1.334	20.258	21.458	58	-----	0.21409	13068.450	0.972	0.423
10	2017-07-19_009.lcd	STD-0119	0.1 mM Mix	20.854	630	1.335	20.342	21.375	23	-----	0.08418	15583.642	0.926	0.427
11	2017-07-19_010.lcd	BLANK	Water	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
12	2017-07-19_011.lcd	P6-A01		21.335	682	1.365	20.508	21.492	74	-----	0.09119	61957.262	0.335	0.219
13	2017-07-19_012.lcd	P6-A02		21.334	284	1.364	20.492	21.492	56	-----	0.03794	65557.714	0.320	0.211
14	2017-07-19_013.lcd	P6-A03		20.837	1287	1.333	20.408	21.508	41	-----	0.17206	14626.285	1.038	0.417
15	2017-07-19_014.lcd	P6-A04		20.839	2605	1.332	20.358	21.492	80	-----	0.34827	11739.949	1.074	0.442
16	2017-07-19_015.lcd	P6-A05		21.320	1389	1.363	20.492	21.492	41	-----	0.18577	28095.193	0.967	0.322
17	2017-07-19_016.lcd	P6-A06		20.829	724	1.332	20.442	21.475	22	-----	0.09681	24325.371	0.637	0.337
18	2017-07-19_017.lcd	P6-A07		20.850	1378	1.333	20.375	21.492	50	-----	0.18420	15919.785	1.010	0.401
19	2017-07-19_018.lcd	P6-A08		20.799	816	1.330	20.392	21.492	23	-----	0.10907	15754.624	1.069	0.403
20	2017-07-19_019.lcd	P6-A09		21.337	1576	1.365	20.408	21.508	45	-----	0.21067	44998.393	1.062	0.251
21	2017-07-19_020.lcd	P6-A10		21.340	-310	1.365	20.508	21.442	15	-----	0.00000	152519.731	0.000	0.142
22	2017-07-19_021.lcd	P6-A11		20.821	1963	1.332	20.375	21.492	53	-----	0.26244	10614.786	1.084	0.477
23	2017-07-19_022.lcd	P6-A12		20.797	-78	1.330	20.542	21.425	12	-----	0.00000	42837.602	0.682	0.219
24	2017-07-19_023.lcd	P6-B01		20.842	3456	1.333	20.358	21.508	112	-----	0.46207	14234.809	1.051	0.400
25	2017-07-19_024.lcd	P6-B02		20.800	479	1.331	20.442	21.025	26	-----	0.06405	29473.656	0.542	0.295
26	2017-07-19_025.lcd	P6-B03		21.314	2270	1.363	20.458	21.492	90	-----	0.30347	43627.184	0.949	0.248
27	2017-07-19_026.lcd	P6-B04		20.784	3174	1.330	20.325	21.492	81	-----	0.42437	8087.796	1.117	0.593
28	2017-07-19_027.lcd	P6-B05		21.329	2131	1.364	20.508	21.508	62	-----	0.28488	35931.031	0.960	0.265
29	2017-07-19_028.lcd	P6-B06		20.851	2217	1.334	20.558	21.508	77	-----	0.29635	15576.783	0.916	0.386
30	2017-07-19_029.lcd	P6-B07		20.798	183	1.330	20.525	21.142	18	-----	0.02448	44335.383	0.431	0.226
31	2017-07-19_030.lcd	P6-B08		20.525	-1305	1.312	20.525	21.225	2	-----	0.00000	13514.186	0.000	0.000
32	2017-07-19_031.lcd	P6-B09		20.767	2422	1.328	20.308	21.575	53	-----	0.32386	4263.541	1.196	0.830
33	2017-07-19_032.lcd	P6-B10		21.259	3442	1.360	20.508	21.508	90	-----	0.46014	7827.049	0.962	0.734
34	2017-07-19_033.lcd	P6-B11		21.267	1039	1.361	20.392	21.508	35	-----	0.13887	21571.015	0.988	0.363
