ID#	10
Name	isobutyrate
	Data Filename	Sample ID	Sample Name	Ret. Time	Area	Relative Retention Time	Peak Start	Peak End	Height	Std. Conc.	Conc.	T.Plate#	Width(5%)	Width(50%)
1	2017-08-01_000.lcd	BLANK	No injection	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
2	2017-08-01_001.lcd	STD-0111	40 mM Mix	20.898	303633	1.332	19.883	21.875	10515	-----	40.59499	12741.487	1.025	0.431
3	2017-08-01_002.lcd	STD-0112	20 mM Mix	20.915	148715	1.333	19.917	21.942	5158	-----	19.88274	12870.174	1.023	0.429
4	2017-08-01_003.lcd	STD-0113	10 mM Mix	20.926	74930	1.334	19.958	21.992	2594	-----	10.01793	12960.548	1.020	0.428
5	2017-08-01_004.lcd	STD-0114	5 mM Mix	20.930	35703	1.334	20.000	21.592	1276	-----	4.77335	13240.758	0.979	0.423
6	2017-08-01_005.lcd	STD-0115	2.5 mM Mix	20.935	18137	1.334	20.075	21.542	657	-----	2.42490	13572.817	0.953	0.420
7	2017-08-01_006.lcd	STD-0116	1 mM Mix	20.937	6399	1.334	20.092	21.508	235	-----	0.85548	13763.620	0.927	0.417
8	2017-08-01_007.lcd	STD-0117	0.5 mM Mix	20.944	3308	1.334	20.292	21.542	122	-----	0.44221	13897.268	0.920	0.416
9	2017-08-01_008.lcd	STD-0118	0.25 mM Mix	20.949	1628	1.334	20.375	21.492	63	-----	0.21770	15008.805	0.878	0.403
10	2017-08-01_009.lcd	STD-0119	0.1 mM Mix	20.992	615	1.338	20.175	21.442	23	-----	0.08220	15094.035	0.875	0.413
11	2017-08-01_010.lcd	BLANK	Water	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
12	2017-08-01_031.lcd	P8-A01		21.272	849	1.363	20.525	21.492	53	-----	0.11345	33503.698	0.461	0.298
13	2017-08-01_032.lcd	P8-A02		21.246	379	1.359	20.525	21.475	16	-----	0.05070	30272.628	0.926	0.302
14	2017-08-01_033.lcd	P8-A03		20.846	1046	1.332	20.508	21.492	28	-----	0.13983	7494.807	0.955	0.734
15	2017-08-01_034.lcd	P8-A04		20.492	-1465	1.309	20.492	21.308	2	-----	0.00000	10203.963	0.000	0.000
16	2017-08-01_035.lcd	P8-A05		20.820	214	1.329	20.392	21.392	10	-----	0.02859	19706.654	0.666	0.373
17	2017-08-01_036.lcd	P8-A06		-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
18	2017-08-01_037.lcd	P8-A07		-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
19	2017-08-01_038.lcd	P8-A08		20.525	-412	1.310	20.508	21.442	-0	-----	0.00000	--	0.000	0.000
20	2017-08-01_039.lcd	P8-A09		20.525	0	1.309	20.508	21.058	-0	-----	0.00002	24047.158	0.000	0.000
21	2017-08-01_040.lcd	P8-A10		20.804	-108	1.327	20.508	21.292	6	-----	0.00000	65699.803	0.354	0.198
22	2017-08-01_041.lcd	P8-A11		20.819	178	1.327	20.275	21.225	6	-----	0.02383	23691.224	0.820	0.436
23	2017-08-01_042.lcd	P8-B01		20.508	-535	1.308	20.508	21.292	1	-----	0.00000	5906.078	0.000	0.000
24	2017-08-01_043.lcd	P8-B02		-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
25	2017-08-01_044.lcd	P8-B03		20.592	-226	1.313	20.592	21.292	1	-----	0.00000	163666.081	0.000	0.000
26	2017-08-01_045.lcd	P8-B04		-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
27	2017-08-01_046.lcd	P8-B05		20.525	0	1.309	20.508	21.508	0	-----	0.00000	193.812	0.000	0.000
28	2017-08-01_047.lcd	P8-B06		20.492	0	1.306	20.475	21.508	0	-----	0.00000	294.806	0.000	0.000
29	2017-08-01_048.lcd	P8-B07		20.525	0	1.308	20.508	21.492	0	-----	0.00000	--	0.000	0.000
30	2017-08-01_049.lcd	P8-B08		20.525	0	1.309	20.508	21.292	0	-----	0.00000	--	0.000	0.000
31	2017-08-01_050.lcd	P8-B09		20.542	0	1.310	20.525	21.492	0	-----	0.00000	--	0.000	0.000
32	2017-08-01_051.lcd	P8-B10		20.508	0	1.308	20.492	21.308	0	-----	0.00000	24.098	0.000	0.000
33	2017-08-01_052.lcd	P8-B11		20.542	-187	1.310	20.525	21.375	-0	-----	0.00000	2343.043	0.000	0.000
