ID#	10
Name	isobutyrate
	Data Filename	Sample ID	Sample Name	Ret. Time	Area	Relative Retention Time	Peak Start	Peak End	Height	Std. Conc.	Conc.	T.Plate#	Width(5%)	Width(50%)
1	2017-07-12_000.lcd	BLANK	No injection	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
2	2017-07-12_001.lcd	STD-0111	40 mM Mix	20.831	300438	1.332	19.858	21.758	9660	-----	40.16780	10859.573	1.107	0.465
3	2017-07-12_002.lcd	STD-0112	20 mM Mix	20.845	145668	1.333	19.933	21.725	4718	-----	19.47538	11000.395	1.095	0.462
4	2017-07-12_003.lcd	STD-0113	10 mM Mix	20.844	70981	1.334	19.967	21.642	2357	-----	9.48992	11298.114	1.053	0.456
5	2017-07-12_004.lcd	STD-0114	5 mM Mix	20.856	34713	1.334	20.008	21.608	1161	-----	4.64107	11379.057	1.036	0.455
6	2017-07-12_005.lcd	STD-0115	2.5 mM Mix	20.861	17511	1.334	20.092	21.542	595	-----	2.34112	11655.711	1.000	0.451
7	2017-07-12_006.lcd	STD-0116	1 mM Mix	20.863	6144	1.334	20.175	21.492	212	-----	0.82147	11833.972	0.965	0.448
8	2017-07-12_007.lcd	STD-0117	0.5 mM Mix	20.860	3235	1.334	20.142	21.508	111	-----	0.43250	12068.834	0.963	0.448
9	2017-07-12_008.lcd	STD-0118	0.25 mM Mix	20.878	1579	1.334	20.308	21.458	56	-----	0.21117	12394.445	0.917	0.447
10	2017-07-12_009.lcd	STD-0119	0.1 mM Mix	20.858	593	1.333	20.325	21.342	22	-----	0.07925	13518.125	0.800	0.427
11	2017-07-12_010.lcd	BLANK	Water	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
12	2017-07-12_011.lcd	P5-A01		21.311	863	1.363	20.492	21.508	52	-----	0.11534	38208.222	0.452	0.272
13	2017-07-12_012.lcd	P5-A02		21.309	3132	1.363	20.508	21.525	174	-----	0.41869	31644.164	0.515	0.292
14	2017-07-12_013.lcd	P5-A03		21.312	922	1.363	20.542	21.508	40	-----	0.12331	30862.217	0.862	0.296
15	2017-07-12_014.lcd	P5-A04		21.287	3330	1.362	20.475	21.525	87	-----	0.44520	7212.196	1.006	0.745
16	2017-07-12_015.lcd	P5-A05		21.285	2282	1.362	20.475	21.508	51	-----	0.30514	6715.085	1.013	0.825
17	2017-07-12_016.lcd	P5-A06		21.288	859	1.362	20.492	21.508	23	-----	0.11489	19745.916	0.984	0.746
18	2017-07-12_017.lcd	P5-A07		21.306	295	1.362	20.508	21.492	16	-----	0.03947	48543.588	0.392	0.250
19	2017-07-12_018.lcd	P5-A08		20.802	1372	1.330	20.508	21.492	32	-----	0.18346	3526.690	0.973	0.827
20	2017-07-12_019.lcd	P5-A09		21.313	1031	1.363	20.508	21.492	42	-----	0.13782	40023.157	0.953	0.259
21	2017-07-12_020.lcd	P5-A10		20.691	1206	1.296	20.342	21.492	36	-----	0.16125	8613.558	0.951	0.554
22	2017-07-12_021.lcd	P5-A11		21.269	2433	1.361	20.508	21.508	77	-----	0.32523	19591.955	0.979	0.377
23	2017-07-12_022.lcd	P5-A12		21.250	2661	1.360	20.508	21.542	76	-----	0.35571	7164.724	0.979	0.668
24	2017-07-12_023.lcd	P5-B01		21.325	1215	1.363	20.508	21.508	83	-----	0.16248	43261.228	0.411	0.253
25	2017-07-12_024.lcd	P5-B02		21.321	399	1.364	20.508	21.492	44	-----	0.05328	47664.514	0.370	0.241
26	2017-07-12_025.lcd	P5-B03		21.290	2052	1.362	20.508	21.492	85	-----	0.27429	30281.879	0.884	0.298
27	2017-07-12_026.lcd	P5-B04		21.307	3232	1.363	20.508	21.542	147	-----	0.43209	26239.423	0.856	0.319
28	2017-07-12_027.lcd	P5-B05		21.299	1682	1.363	20.508	21.492	108	-----	0.22486	37928.880	0.441	0.270
29	2017-07-12_028.lcd	P5-B06		21.305	2008	1.363	20.508	21.542	82	-----	0.26853	24965.894	0.922	0.334
30	2017-07-12_029.lcd	P5-B07		21.296	998	1.362	20.275	21.542	45	-----	0.13337	23647.695	0.935	0.335
31	2017-07-12_030.lcd	P5-B08		21.234	2754	1.359	20.508	21.525	64	-----	0.36821	7184.702	0.979	0.790
32	2017-07-12_031.lcd	P5-B09		21.250	1051	1.360	20.475	21.508	24	-----	0.14058	7510.471	1.001	0.743
33	2017-07-12_032.lcd	P5-B10		20.850	3149	1.334	20.442	21.492	79	-----	0.42107	6359.987	1.026	0.767
34	2017-07-12_033.lcd	P5-B11		20.828	1947	1.333	20.508	21.492	53	-----	0.26027	4745.839	0.951	0.677
35	2017-07-12_034.lcd	P5-B12		20.854	6258	1.334	20.358	21.625	196	-----	0.83666	10091.560	1.081	0.480
36	2017-07-12_035.lcd	P5-C01		21.248	2382	1.360	20.525	21.492	80	-----	0.31843	20301.226	0.924	0.379
37	2017-07-12_036.lcd	P5-C02		21.292	1095	1.362	20.508	21.475	90	-----	0.14645	43732.881	0.399	0.253
38	2017-07-12_037.lcd	P5-C03		21.333	734	1.364	20.492	21.508	62	-----	0.09811	47273.337	0.384	0.246
39	2017-07-12_038.lcd	P5-C04		21.336	387	1.365	20.492	21.508	70	-----	0.05174	51447.467	0.364	0.238
40	2017-07-12_039.lcd	P5-C05		21.317	217	1.363	20.508	21.492	32	-----	0.02895	58014.191	0.347	0.222
41	2017-07-12_040.lcd	P5-C06		21.288	1540	1.362	20.625	21.492	75	-----	0.20588	32151.827	0.807	0.290
42	2017-07-12_041.lcd	P5-C07		21.298	891	1.363	20.542	21.508	38	-----	0.11909	28907.940	0.906	0.308
43	2017-07-12_042.lcd	P5-C08		21.283	1530	1.362	20.525	21.492	40	-----	0.20461	8616.282	0.939	0.732
44	2017-07-12_043.lcd	P5-C09		20.836	1350	1.333	20.525	21.508	44	-----	0.18043	12722.236	0.945	0.450
45	2017-07-12_044.lcd	P5-C10		21.313	1008	1.363	20.508	21.542	47	-----	0.13473	26967.022	0.817	0.318
46	2017-07-12_045.lcd	P5-C11		20.849	2186	1.334	20.458	21.492	60	-----	0.29230	4716.923	0.998	0.727
47	2017-07-12_046.lcd	P5-C12		20.833	1516	1.333	20.392	21.508	36	-----	0.20269	3158.910	1.086	0.831
48	2017-07-12_047.lcd	P5-D01		21.316	675	1.364	20.525	21.475	76	-----	0.09022	59546.429	0.340	0.222
49	2017-07-12_048.lcd	P5-D02		21.321	741	1.364	20.525	21.492	75	-----	0.09905	50959.218	0.368	0.238
50	2017-07-12_049.lcd	P5-D03		21.289	1389	1.362	20.525	21.508	66	-----	0.18565	29593.591	0.839	0.302
51	2017-07-12_050.lcd	P5-D04		21.271	672	1.361	20.508	21.508	27	-----	0.08981	26501.170	0.886	0.333
52	2017-07-12_051.lcd	P5-D05		21.298	104	1.363	20.508	21.492	12	-----	0.01390	44338.497	0.392	0.253
53	2017-07-12_052.lcd	P5-D06		21.299	813	1.363	20.442	21.492	28	-----	0.10865	29772.404	1.002	0.290
54	2017-07-12_053.lcd	P5-D07		21.298	1705	1.363	20.492	21.492	46	-----	0.22800	21276.920	0.959	0.358
55	2017-07-12_054.lcd	P5-D08		21.317	854	1.364	20.525	21.492	38	-----	0.11420	42356.680	0.889	0.255
56	2017-07-12_055.lcd	P5-D09		21.303	2338	1.363	20.492	21.525	66	-----	0.31260	23431.570	0.992	0.350
57	2017-07-12_056.lcd	P5-D10		20.854	2190	1.335	20.508	21.508	57	-----	0.29281	1529.086	0.974	0.724
58	2017-07-12_057.lcd	P5-D11		20.850	2588	1.335	20.442	21.508	69	-----	0.34606	2496.156	1.010	0.683
59	2017-07-12_058.lcd	P5-D12		21.257	2195	1.361	20.525	21.508	66	-----	0.29348	15616.593	0.941	0.673
60	2017-07-12_059.lcd	BLANK	Water	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
61	2017-07-12_060.lcd	STD-0111	40 mM Mix	20.809	297551	1.332	19.892	21.825	8894	-----	39.78185	9477.467	1.204	0.496
62	2017-07-12_061.lcd	STD-0112	20 mM Mix	20.826	144700	1.333	19.933	21.858	4350	-----	19.34596	9629.082	1.199	0.492
63	2017-07-12_062.lcd	STD-0113	10 mM Mix	20.836	71829	1.334	20.000	21.942	2177	-----	9.60335	9803.235	1.178	0.488
64	2017-07-12_063.lcd	STD-0114	5 mM Mix	20.839	35345	1.334	20.025	21.925	1076	-----	4.72550	9912.110	1.167	0.486
65	2017-07-12_064.lcd	STD-0115	2.5 mM Mix	20.839	16819	1.334	20.108	21.625	542	-----	2.24866	10367.642	1.060	0.475
66	2017-07-12_065.lcd	STD-0116	1 mM Mix	20.841	5777	1.334	20.225	21.525	191	-----	0.77242	10956.349	1.010	0.466
67	2017-07-12_066.lcd	STD-0117	0.5 mM Mix	20.840	3020	1.333	20.208	21.508	100	-----	0.40373	10689.276	0.995	0.471
68	2017-07-12_067.lcd	STD-0118	0.25 mM Mix	20.848	1418	1.334	20.258	21.475	49	-----	0.18962	10798.814	0.907	0.467
69	2017-07-12_068.lcd	STD-0119	0.1 mM Mix	20.806	513	1.333	20.258	21.325	19	-----	0.06865	14797.653	0.835	0.425
70	2017-07-12_069.lcd	P5-E01		21.312	1566	1.364	20.508	21.525	63	-----	0.20932	29714.170	0.947	0.299
71	2017-07-12_070.lcd	P5-E02		21.295	1531	1.363	20.508	21.508	68	-----	0.20465	29770.951	0.879	0.300
72	2017-07-12_071.lcd	P5-E03		21.298	297	1.364	20.508	21.492	26	-----	0.03977	40682.295	0.415	0.265
73	2017-07-12_072.lcd	P5-E04		21.275	1211	1.361	20.508	21.525	42	-----	0.16192	21818.490	0.954	0.360
74	2017-07-12_073.lcd	P5-E05		21.267	2821	1.362	20.525	21.508	129	-----	0.37712	25685.439	0.834	0.322
75	2017-07-12_074.lcd	P5-E06		21.222	1275	1.359	20.542	21.508	32	-----	0.17050	7627.375	0.946	0.731
76	2017-07-12_075.lcd	P5-E07		21.249	1618	1.361	20.525	21.492	46	-----	0.21633	90.921	0.940	0.701
77	2017-07-12_076.lcd	P5-E08		21.268	2073	1.362	20.508	21.508	100	-----	0.27715	25766.272	0.770	0.321
78	2017-07-12_077.lcd	P5-E09		21.266	1416	1.362	20.508	21.508	46	-----	0.18928	19895.522	0.936	0.369
79	2017-07-12_078.lcd	P5-E10		21.259	1916	1.361	20.542	21.492	59	-----	0.25619	19093.319	0.926	0.670
80	2017-07-12_079.lcd	P5-E11		21.248	1207	1.361	20.475	21.492	32	-----	0.16139	8247.792	0.981	0.741
81	2017-07-12_080.lcd	P5-E12		21.275	1357	1.363	20.525	21.508	61	-----	0.18144	28213.744	0.898	0.309
82	2017-07-12_081.lcd	P5-F01		21.287	1718	1.363	20.525	21.492	115	-----	0.22964	36756.234	0.444	0.276
83	2017-07-12_082.lcd	P5-F02		21.297	1804	1.364	20.508	21.542	95	-----	0.24122	26761.751	0.558	0.316
84	2017-07-12_083.lcd	P5-F03		21.277	459	1.363	20.525	21.508	29	-----	0.06136	29410.776	0.467	0.289
85	2017-07-12_085.lcd	P5-F05		21.224	2607	1.360	20.508	21.525	70	-----	0.34854	2250.582	0.989	0.714
86	2017-07-12_086.lcd	P5-F06		21.218	360	1.359	20.558	21.508	14	-----	0.04815	24255.188	0.907	0.354
87	2017-07-12_087.lcd	P5-F07		21.226	3439	1.360	20.525	21.492	86	-----	0.45983	7900.475	0.941	0.729
88	2017-07-12_088.lcd	P5-F08		21.233	1645	1.360	20.525	21.475	45	-----	0.21998	5970.886	0.933	0.717
89	2017-07-12_089.lcd	P5-F09		21.259	1290	1.361	20.525	21.525	52	-----	0.17241	21692.772	0.917	0.348
90	2017-07-12_090.lcd	P5-F10		21.237	1370	1.360	20.508	21.508	44	-----	0.18317	18114.729	0.952	0.434
91	2017-07-12_091.lcd	P5-F11		21.253	3112	1.362	20.508	21.508	100	-----	0.41609	17244.270	0.953	0.406
92	2017-07-12_092.lcd	P5-F12		21.251	882	1.362	20.525	21.508	29	-----	0.11793	20539.461	0.952	0.346
93	2017-07-12_093.lcd	P5-G01		21.274	3720	1.363	20.492	21.508	200	-----	0.49741	28110.555	0.530	0.312
94	2017-07-12_094.lcd	P5-G02		21.277	1949	1.363	20.508	21.508	104	-----	0.26051	27762.423	0.545	0.311
95	2017-07-12_095.lcd	P5-G03		21.279	2861	1.363	20.508	21.525	140	-----	0.38257	26273.892	0.732	0.320
96	2017-07-12_096.lcd	P5-G04		21.267	1678	1.362	20.508	21.492	95	-----	0.22438	31850.118	0.498	0.295
97	2017-07-12_097.lcd	P5-G05		20.833	5486	1.334	20.508	21.492	158	-----	0.73341	10428.580	0.950	0.682
98	2017-07-12_098.lcd	P5-G06		20.842	1970	1.334	20.458	21.508	50	-----	0.26334	5742.960	1.016	0.756
99	2017-07-12_099.lcd	P5-G07		21.274	2013	1.363	20.492	21.508	88	-----	0.26912	26059.017	0.855	0.323
100	2017-07-12_100.lcd	P5-G08		20.790	629	1.332	20.392	21.492	17	-----	0.08405	11368.346	1.052	0.685
101	2017-07-12_101.lcd	P5-G09		20.803	3313	1.333	20.392	21.492	82	-----	0.44300	3508.747	1.058	0.744
102	2017-07-12_102.lcd	P5-G10		21.218	3403	1.359	20.442	21.492	79	-----	0.45500	7083.080	1.018	0.769
103	2017-07-12_103.lcd	P5-G11		21.245	1857	1.361	20.525	21.508	81	-----	0.24830	21625.555	0.841	0.344
104	2017-07-12_105.lcd	P5-H01		21.246	3749	1.362	20.525	21.508	138	-----	0.50117	19269.155	0.922	0.367
105	2017-07-12_106.lcd	P5-H02		21.249	1595	1.361	20.508	21.492	68	-----	0.21322	24260.360	0.874	0.330
106	2017-07-12_107.lcd	P5-H03		21.238	2976	1.361	20.508	21.508	113	-----	0.39784	20119.751	0.919	0.362
107	2017-07-12_108.lcd	P5-H04		21.224	1303	1.360	20.508	21.508	53	-----	0.17425	18187.583	0.758	0.380
108	2017-07-12_109.lcd	P5-H05		21.240	2489	1.361	20.508	21.508	60	-----	0.33282	7179.723	0.979	0.770
109	2017-07-12_110.lcd	P5-H06		21.268	2753	1.363	20.492	21.492	114	-----	0.36814	26263.445	0.899	0.320
110	2017-07-12_111.lcd	P5-H07		20.806	1479	1.333	20.458	21.492	37	-----	0.19775	7030.049	1.002	0.757
111	2017-07-12_112.lcd	P5-H08		21.258	1675	1.362	20.508	21.492	65	-----	0.22399	22637.372	0.932	0.335
112	2017-07-12_113.lcd	P5-H09		21.229	2226	1.361	20.542	21.492	56	-----	0.29756	7972.906	0.930	0.742
113	2017-07-12_114.lcd	P5-H10		20.816	-10	1.335	20.592	21.508	2	-----	0.00000	84377.498	0.269	0.217
114	2017-07-12_115.lcd	P5-H11		21.260	1486	1.362	20.508	21.525	43	-----	0.19863	12965.500	0.988	0.697
115	2017-07-12_116.lcd	P5-H12		21.248	2725	1.362	20.508	21.508	77	-----	0.36436	14870.991	0.963	0.712
116	2017-07-12_117.lcd	BLANK	Water	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
117	2017-07-12_118.lcd	STD-0111	40 mM Mix	20.781	295066	1.333	19.875	21.908	8404	-----	39.44952	9307.591	1.363	0.500
118	2017-07-12_119.lcd	STD-0112	20 mM Mix	20.797	141991	1.333	19.950	21.925	4096	-----	18.98381	9516.121	1.345	0.494
119	2017-07-12_120.lcd	STD-0113	10 mM Mix	20.806	68512	1.334	20.025	21.958	2035	-----	9.15985	9813.896	1.285	0.487
120	2017-07-12_121.lcd	STD-0114	5 mM Mix	20.810	33174	1.334	20.108	21.975	999	-----	4.43528	9991.452	1.263	0.483
121	2017-07-12_122.lcd	STD-0115	2.5 mM Mix	20.815	16909	1.334	20.175	22.025	512	-----	2.26075	10180.318	1.321	0.479
122	2017-07-12_123.lcd	STD-0116	1 mM Mix	20.817	5134	1.334	20.208	21.542	173	-----	0.68635	11278.364	0.997	0.459
123	2017-07-12_124.lcd	STD-0117	0.5 mM Mix	20.826	2554	1.334	20.308	21.525	89	-----	0.34146	12079.053	0.950	0.446
124	2017-07-12_125.lcd	STD-0118	0.25 mM Mix	20.848	1224	1.337	20.358	21.508	43	-----	0.16370	13349.560	0.935	0.450
125	2017-07-12_126.lcd	STD-0119	0.1 mM Mix	20.815	432	1.334	20.325	21.325	17	-----	0.05777	15188.240	0.837	0.426

