ID#	8
Name	propionate
	Data Filename	Sample ID	Sample Name	Ret. Time	Area	Relative Retention Time	Peak Start	Peak End	Height	Std. Conc.	Conc.	T.Plate#	Width(5%)	Width(50%)
1	2017-06-12_000.lcd	BLANK	No injection	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
2	2017-06-12_001.lcd	STD-0111	40 mM Mix	18.486	225820	1.182	17.717	19.092	9274	-----	55.22560	13266.820	0.825	0.374
3	2017-06-12_002.lcd	STD-0112	20 mM Mix	18.486	104768	1.183	17.825	19.008	4459	-----	25.62164	13821.953	0.770	0.367
4	2017-06-12_003.lcd	STD-0113	10 mM Mix	18.491	51456	1.183	18.008	19.017	2234	-----	12.58374	14205.541	0.743	0.363
5	2017-06-12_004.lcd	STD-0114	5 mM Mix	18.497	24858	1.183	18.083	18.983	1103	-----	6.07908	14624.675	0.712	0.358
6	2017-06-12_005.lcd	STD-0115	2.5 mM Mix	18.500	12925	1.183	18.133	18.950	587	-----	3.16085	15035.009	0.679	0.354
7	2017-06-12_006.lcd	STD-0116	1 mM Mix	18.511	3302	1.184	18.308	18.925	181	-----	0.80758	22279.885	0.523	0.303
8	2017-06-12_007.lcd	STD-0117	0.5 mM Mix	18.523	1652	1.184	18.342	18.867	95	-----	0.40403	24369.845	0.482	0.287
9	2017-06-12_008.lcd	STD-0118	0.25 mM Mix	18.553	538	1.186	18.408	18.817	38	-----	0.13158	37973.302	0.382	0.235
10	2017-06-12_009.lcd	STD-0119	0.1 mM Mix	18.563	242	1.186	18.433	18.817	18	-----	0.05930	42026.585	0.361	0.219
11	2017-06-12_010.lcd	BLANK	Water	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
12	2017-06-12_011.lcd	P1-A03		18.506	11582	1.184	18.133	18.933	457	-----	2.83238	11992.059	0.000	0.397
13	2017-06-12_012.lcd	P1-A05		18.497	13917	1.183	18.117	18.958	623	-----	3.40352	14713.009	0.694	0.358
14	2017-06-12_013.lcd	P1-A07		18.512	14648	1.184	18.117	18.950	552	-----	3.58218	10958.413	0.000	0.414
15	2017-06-12_014.lcd	P1-A08		18.498	4572	1.183	18.175	18.900	218	-----	1.11816	16680.909	0.629	0.340
16	2017-06-12_015.lcd	P1-A09		18.497	49950	1.183	18.033	19.000	2049	-----	12.21555	13320.675	0.000	0.373
17	2017-06-12_016.lcd	P1-A11		18.499	55483	1.183	18.050	19.033	2400	-----	13.56869	14144.499	0.748	0.364
18	2017-06-12_017.lcd	P1-A12		18.500	43501	1.183	18.042	19.017	1905	-----	10.63851	14392.375	0.734	0.360
19	2017-06-12_018.lcd	P1-B03		18.487	1400	1.184	18.192	18.800	72	-----	0.34246	18650.838	0.552	0.328
20	2017-06-12_019.lcd	P1-B04		18.499	20344	1.183	18.117	18.967	925	-----	4.97535	15275.231	0.687	0.351
21	2017-06-12_020.lcd	P1-B07		18.485	51640	1.183	17.992	19.008	2235	-----	12.62892	14086.875	0.746	0.364
22	2017-06-12_021.lcd	P1-B08		18.483	45109	1.183	18.008	19.000	1961	-----	11.03156	14182.611	0.737	0.363
23	2017-06-12_022.lcd	P1-B09		18.492	77311	1.183	17.658	19.092	2785	-----	18.90695	10604.192	0.997	0.416
24	2017-06-12_023.lcd	P1-B10		18.501	11918	1.184	18.117	18.925	473	-----	2.91469	11894.969	0.000	0.396
25	2017-06-12_024.lcd	P1-B12		18.497	9017	1.183	18.150	18.925	415	-----	2.20514	15474.395	0.661	0.351
26	2017-06-12_025.lcd	P1-B14		18.496	19023	1.183	18.092	18.975	846	-----	4.65207	14603.866	0.705	0.359
27	2017-06-12_026.lcd	P1-B16		18.488	57336	1.183	18.067	19.017	2474	-----	14.02190	13900.043	0.738	0.367
28	2017-06-12_027.lcd	P1-B19		18.483	32518	1.183	18.042	18.983	1327	-----	7.95245	12981.575	0.000	0.379
29	2017-06-12_028.lcd	P1-B22		18.493	20901	1.183	18.108	18.975	889	-----	5.11156	13815.079	0.000	0.368
30	2017-06-12_029.lcd	P1-B26		18.485	17110	1.183	18.100	18.958	761	-----	4.18442	14550.372	0.701	0.360
31	2017-06-12_030.lcd	P1-B27		18.483	21557	1.183	18.083	18.967	956	-----	5.27190	14493.815	0.707	0.360
32	2017-06-12_031.lcd	P1-B28		18.484	9478	1.183	18.133	18.925	434	-----	2.31801	15404.738	0.670	0.351
33	2017-06-12_032.lcd	P1-B29		18.492	16621	1.183	18.108	18.975	731	-----	4.06469	14277.953	0.712	0.363
34	2017-06-12_033.lcd	P1-B31		18.491	12446	1.183	18.125	18.933	569	-----	3.04364	15411.261	0.672	0.351
35	2017-06-12_034.lcd	P1-B32		18.498	44407	1.183	18.092	19.000	1961	-----	10.86009	14520.322	0.718	0.359
36	2017-06-12_035.lcd	P1-B33		18.503	21860	1.183	18.142	18.967	980	-----	5.34596	14800.811	0.690	0.358
37	2017-06-12_036.lcd	P1-B34		18.500	24021	1.183	18.092	18.967	979	-----	5.87441	13008.303	0.000	0.379
38	2017-06-12_037.lcd	P1-B35		18.497	52623	1.183	18.017	19.017	2284	-----	12.86923	14156.956	0.742	0.363
39	2017-06-12_038.lcd	P1-B37		18.486	70873	1.183	17.958	19.017	3021	-----	17.33242	13695.581	0.759	0.369
40	2017-06-12_039.lcd	P1-B40		18.484	20347	1.183	18.067	18.967	878	-----	4.97600	13738.010	0.726	0.369
41	2017-06-12_040.lcd	P1-B41		18.493	41466	1.183	18.050	19.000	1806	-----	10.14084	14145.150	0.732	0.364
42	2017-06-12_041.lcd	P1-B42		18.479	52363	1.183	18.000	19.008	2196	-----	12.80556	13130.437	0.765	0.377
43	2017-06-12_042.lcd	P1-B43		18.480	18866	1.183	18.067	18.925	842	-----	4.61384	14645.808	0.697	0.359
44	2017-06-12_043.lcd	P1-B44		18.483	37188	1.183	18.050	18.983	1614	-----	9.09447	13988.987	0.731	0.366
45	2017-06-12_044.lcd	P1-B46		18.484	40260	1.183	18.050	18.992	1749	-----	9.84589	14035.067	0.731	0.365
46	2017-06-12_045.lcd	P1-B49		18.480	29801	1.182	18.050	18.958	1296	-----	7.28811	13966.592	0.724	0.366
47	2017-06-12_046.lcd	P1-B51		18.481	28774	1.183	18.050	18.975	1252	-----	7.03696	14039.138	0.726	0.366
48	2017-06-12_047.lcd	P1-B55		18.489	5509	1.183	18.150	18.883	259	-----	1.34715	15944.069	0.634	0.346
49	2017-06-12_048.lcd	P1-B56		18.495	16687	1.183	18.092	18.942	682	-----	4.08085	12874.267	0.000	0.380
50	2017-06-12_049.lcd	P1-B57		18.494	50667	1.183	17.992	19.008	2085	-----	12.39096	13130.388	0.000	0.377
51	2017-06-12_050.lcd	P1-B58		18.498	11555	1.183	18.133	18.942	528	-----	2.82591	15322.362	0.670	0.353
52	2017-06-12_051.lcd	P1-B60		18.495	17260	1.183	18.108	18.950	779	-----	4.22093	15066.094	0.686	0.355
53	2017-06-12_052.lcd	P1-B62		18.491	20055	1.183	18.092	18.950	888	-----	4.90466	14524.050	0.702	0.361
54	2017-06-12_053.lcd	P1-B63		18.493	49493	1.183	18.017	18.983	2134	-----	12.10374	13856.571	0.737	0.368
55	2017-06-12_054.lcd	P1-B66		18.493	26223	1.183	18.075	18.967	1157	-----	6.41289	14382.703	0.710	0.362
56	2017-06-12_055.lcd	P1-B67		-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
57	2017-06-12_056.lcd	P1-B67		18.452	27636	1.183	18.033	18.942	1245	-----	6.75857	15033.330	0.704	0.353
58	2017-06-12_057.lcd	P1-B68		18.451	24843	1.183	18.042	18.917	1134	-----	6.07543	15334.002	0.688	0.350
59	2017-06-12_058.lcd	P1-B69		18.462	20258	1.184	18.058	18.933	855	-----	4.95421	13905.415	0.000	0.366
60	2017-06-12_059.lcd	P1-B71		18.458	34807	1.183	18.033	18.967	1539	-----	8.51232	14552.494	0.722	0.358
61	2017-06-12_060.lcd	P1-B74		18.461	37331	1.183	18.025	18.967	1631	-----	9.12950	14215.985	0.735	0.362
62	2017-06-12_061.lcd	P1-B76		18.454	41395	1.183	17.992	18.950	1768	-----	10.12339	14027.696	0.799	0.363
63	2017-06-12_062.lcd	P1-B77		18.450	44261	1.183	17.992	18.958	1951	-----	10.82421	14555.575	0.730	0.358
64	2017-06-12_063.lcd	P1-B80		18.455	30418	1.183	18.025	18.917	1373	-----	7.43883	15043.932	0.699	0.352
65	2017-06-12_064.lcd	P1-B81		18.452	20414	1.183	18.025	18.942	874	-----	4.99247	13785.177	0.754	0.368
66	2017-06-12_065.lcd	P1-B83		18.454	59437	1.183	17.967	18.975	2608	-----	14.53565	14500.138	0.740	0.358
67	2017-06-12_066.lcd	P1-B94	40 mM Mix	18.446	227314	1.183	17.675	19.017	9624	-----	55.59084	13991.832	0.797	0.363
68	2017-06-12_067.lcd	P1-B95	20 mM Mix	18.451	115842	1.183	17.550	18.983	4808	-----	28.32984	13800.683	0.841	0.365
69	2017-06-12_068.lcd	P1-B96	10 mM Mix	18.456	52431	1.183	17.975	18.958	2334	-----	12.82232	14838.098	0.725	0.354
70	2017-06-12_069.lcd	P1-B97	5 mM Mix	18.457	25388	1.183	18.058	18.925	1162	-----	6.20870	15438.420	0.688	0.348
71	2017-06-12_070.lcd	P1-B98	2.5 mM Mix	18.457	12982	1.183	18.100	18.892	609	-----	3.17482	16043.150	0.657	0.342
72	2017-06-12_071.lcd	P1-B99	1 mM Mix	18.475	3173	1.184	18.283	18.833	184	-----	0.77592	24707.930	0.491	0.287
73	2017-06-12_072.lcd	P1-B100	0.5 mM Mix	18.477	1263	1.184	18.325	18.800	82	-----	0.30883	29834.226	0.429	0.256
74	2017-06-12_073.lcd	P1-B101	0.25 mM Mix	18.484	723	1.185	18.342	18.783	49	-----	0.17683	34115.188	0.407	0.242
75	2017-06-12_074.lcd	P1-B102	0.1 mM Mix	18.514	164	1.187	18.417	18.767	15	-----	0.04005	55168.022	0.293	0.176

