ID#	8
Name	propionate
	Data Filename	Sample ID	Sample Name	Ret. Time	Area	Relative Retention Time	Peak Start	Peak End	Height	Std. Conc.	Conc.	T.Plate#	Width(5%)	Width(50%)
1	2017-07-24_000.lcd	BLANK	No injection	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
2	2017-07-24_001.lcd	STD-0111	40 mM Mix	18.631	225195	1.182	17.808	19.192	9475	-----	55.07280	14404.097	0.826	0.360
3	2017-07-24_002.lcd	STD-0112	20 mM Mix	18.639	106051	1.183	17.900	19.158	4563	-----	25.93540	14720.163	0.787	0.357
4	2017-07-24_003.lcd	STD-0113	10 mM Mix	18.645	50300	1.183	18.108	19.125	2230	-----	12.30107	15192.550	0.739	0.352
5	2017-07-24_004.lcd	STD-0114	5 mM Mix	18.648	23917	1.183	18.192	19.092	1081	-----	5.84902	15473.869	0.706	0.350
6	2017-07-24_005.lcd	STD-0115	2.5 mM Mix	18.628	12187	1.183	18.250	19.033	564	-----	2.98039	15718.419	0.671	0.346
7	2017-07-24_006.lcd	STD-0116	1 mM Mix	18.627	4112	1.183	18.325	18.975	204	-----	1.00551	17461.789	0.591	0.331
8	2017-07-24_007.lcd	STD-0117	0.5 mM Mix	18.642	1659	1.183	18.425	18.942	95	-----	0.40573	24345.097	0.481	0.292
9	2017-07-24_008.lcd	STD-0118	0.25 mM Mix	18.619	810	1.183	18.425	18.900	50	-----	0.19806	25286.217	0.451	0.279
10	2017-07-24_009.lcd	STD-0119	0.1 mM Mix	18.632	216	1.183	18.492	18.858	16	-----	0.05271	40775.144	0.345	0.225
11	2017-07-24_019.lcd	P7-A01		18.527	11284	1.183	18.117	18.925	530	-----	2.75960	16179.304	0.662	0.340
12	2017-07-24_020.lcd	P7-A02		18.530	11723	1.183	18.133	18.933	549	-----	2.86702	16093.690	0.663	0.342
13	2017-07-24_021.lcd	P7-A03		18.527	7528	1.183	18.150	18.908	358	-----	1.84102	16569.348	0.638	0.338
14	2017-07-24_022.lcd	P7-A04		18.529	10965	1.182	18.100	18.942	500	-----	2.68156	15270.303	0.686	0.350
15	2017-07-24_023.lcd	P7-A05		18.521	5944	1.183	18.142	18.883	284	-----	1.45372	16686.954	0.633	0.337
16	2017-07-24_024.lcd	P7-A06		18.514	11744	1.183	18.117	18.925	552	-----	2.87206	16258.852	0.662	0.340
17	2017-07-24_025.lcd	P7-A07		18.514	7209	1.183	18.158	18.900	350	-----	1.76301	17130.923	0.626	0.333
18	2017-07-24_026.lcd	P7-A08		18.508	6906	1.182	18.142	18.883	322	-----	1.68901	15726.283	0.643	0.347
19	2017-07-24_027.lcd	P7-A09		18.498	2149	1.182	18.208	18.792	113	-----	0.52545	20395.765	0.527	0.315
20	2017-07-24_028.lcd	P7-A10		18.507	5796	1.182	18.142	18.883	275	-----	1.41741	16534.888	0.636	0.339
21	2017-07-24_029.lcd	P7-A11		18.509	12965	1.183	18.108	18.917	617	-----	3.17078	16623.863	0.653	0.336
22	2017-07-24_030.lcd	P7-A12		18.506	9493	1.183	18.108	18.892	447	-----	2.32150	16226.402	0.655	0.341
23	2017-07-24_031.lcd	P7-B01		18.508	15994	1.183	18.092	18.925	744	-----	3.91137	15961.438	0.676	0.342
24	2017-07-24_032.lcd	P7-B02		18.509	10095	1.183	18.133	18.908	480	-----	2.46879	16367.754	0.647	0.339
25	2017-07-24_033.lcd	P7-B03		18.498	19161	1.183	18.092	18.933	871	-----	4.68598	15309.798	0.690	0.350
26	2017-07-24_034.lcd	P7-B04		18.510	13664	1.183	18.125	18.925	643	-----	3.34156	16194.354	0.660	0.341
27	2017-07-24_035.lcd	P7-B05		18.512	12307	1.183	18.125	18.917	581	-----	3.00981	16403.636	0.656	0.339
28	2017-07-24_036.lcd	P7-B06		18.501	7260	1.182	18.108	18.883	335	-----	1.77535	15419.114	0.663	0.349
29	2017-07-24_037.lcd	P7-B07		18.492	8598	1.183	18.092	18.883	404	-----	2.10257	16051.928	0.656	0.342
30	2017-07-24_038.lcd	P7-B08		18.498	10166	1.183	18.100	18.892	479	-----	2.48617	16206.101	0.657	0.340
31	2017-07-24_039.lcd	P7-B09		18.497	11336	1.183	18.100	18.900	531	-----	2.77221	16097.496	0.660	0.342
32	2017-07-24_040.lcd	P7-B10		18.491	5976	1.183	18.108	18.867	283	-----	1.46150	16490.843	0.638	0.339
33	2017-07-24_041.lcd	P7-B11		18.497	10867	1.183	18.117	18.900	511	-----	2.65748	16256.462	0.656	0.341
34	2017-07-24_042.lcd	P7-B12		18.497	16651	1.183	18.100	18.917	781	-----	4.07210	16291.738	0.666	0.340
35	2017-07-24_043.lcd	P7-C01		18.482	3883	1.182	18.133	18.833	187	-----	0.94953	16936.635	0.611	0.336
36	2017-07-24_044.lcd	P7-C02		18.495	13264	1.183	18.133	18.875	632	-----	3.24368	16451.859	0.637	0.338
37	2017-07-24_045.lcd	P7-C03		18.495	11981	1.183	18.100	18.892	564	-----	2.92992	16197.012	0.654	0.340
38	2017-07-24_046.lcd	P7-C04		18.491	6336	1.183	18.142	18.842	309	-----	1.54960	17199.169	0.608	0.333
39	2017-07-24_047.lcd	P7-C05		18.492	13751	1.183	18.100	18.900	645	-----	3.36297	16056.676	0.663	0.341
40	2017-07-24_048.lcd	P7-C06		18.487	14225	1.183	18.083	18.925	649	-----	3.47869	15252.735	0.683	0.350
41	2017-07-24_049.lcd	P7-C07		18.494	8629	1.183	18.133	18.892	414	-----	2.11034	16784.904	0.637	0.335
42	2017-07-24_050.lcd	P7-C08		18.489	14373	1.183	18.083	18.900	670	-----	3.51508	15976.874	0.671	0.342
43	2017-07-24_051.lcd	P7-C09		18.492	8762	1.183	18.133	18.883	420	-----	2.14275	16659.215	0.635	0.336
44	2017-07-24_052.lcd	P7-C10		18.497	14048	1.183	18.142	18.892	685	-----	3.43561	17392.173	0.630	0.329
45	2017-07-24_053.lcd	P7-C11		18.490	6646	1.182	18.108	18.858	319	-----	1.62527	16555.559	0.630	0.336
