"mtry","train_auc","Sens","Spec","ROCSD","SensSD","SpecSD","test_auc","run"
33,0.495922398915187,0.460576923076923,0.508557692307692,0.114707757575205,0.146647035533517,0.137913975584682,0.572043010752688,"run_22"
2,0.552100180802104,0.44599358974359,0.64400641025641,0.116739979436769,0.154940751135022,0.147752607264281,0.373655913978495,"run_23"
33,0.572102543556871,0.525224358974359,0.572115384615385,0.111867327228326,0.142756068822515,0.152845322418496,0.574731182795699,"run_24"
2,0.534073594674556,0.458365384615385,0.569551282051282,0.112658355747645,0.151260862675067,0.148118131014966,0.556989247311828,"run_25"
2,0.470103755752794,0.387019230769231,0.570480769230769,0.107857140312961,0.137380167045239,0.169317351310555,0.653763440860215,"run_26"
33,0.513165680473373,0.469230769230769,0.540897435897436,0.104040485486069,0.132421642472726,0.13863269497004,0.573655913978495,"run_27"
549,0.593309294871795,0.523173076923077,0.608589743589744,0.106690031402921,0.147595720587745,0.132856978655161,0.606451612903226,"run_28"
33,0.502657996383958,0.483333333333333,0.530224358974359,0.0999961373544378,0.146631897993005,0.140609748440685,0.525268817204301,"run_29"
549,0.556656804733728,0.538557692307692,0.558942307692308,0.110956593445005,0.128018930469542,0.1375653083452,0.543010752688172,"run_30"
549,0.543650661571335,0.483397435897436,0.615865384615385,0.10398721509253,0.138133762725026,0.125907017720996,0.50752688172043,"run_31"
2,0.522953238001315,0.443044871794872,0.595801282051282,0.10738052742052,0.158110458108202,0.14088383175393,0.571505376344086,"run_32"
2,0.535397559171598,0.439615384615385,0.632211538461538,0.109830808964191,0.140935358996737,0.158045485222927,0.489784946236559,"run_33"
2,0.585859837278107,0.510544871794872,0.60573717948718,0.103587388983811,0.159015161452291,0.140788237555941,0.440322580645161,"run_34"
2,0.559922337278106,0.496826923076923,0.601730769230769,0.110757473315409,0.146600910446443,0.140131564543623,0.42258064516129,"run_35"
549,0.538467804898093,0.461089743589744,0.595769230769231,0.107434822710223,0.130011609267782,0.146295850557354,0.555913978494624,"run_36"
549,0.563782051282051,0.525480769230769,0.577948717948718,0.105122997871946,0.156555563617581,0.13523663104179,0.490860215053763,"run_37"
2,0.528891354372124,0.432051282051282,0.614102564102564,0.102163792297271,0.139955646134189,0.144175102716662,0.523118279569892,"run_38"
549,0.488763765614727,0.438429487179487,0.56150641025641,0.100057749224529,0.139166888562207,0.129321415028048,0.590322580645161,"run_39"
549,0.521702005259698,0.486057692307692,0.561730769230769,0.112223739188902,0.147228384437735,0.148794891323222,0.571505376344086,"run_40"
2,0.537932589579224,0.423012820512821,0.619391025641026,0.102540711396079,0.147261413365954,0.133210556293,0.590860215053763,"run_41"
33,0.525606097961867,0.481602564102564,0.541762820512821,0.104436338895111,0.151806354081717,0.134809251526223,0.525806451612903,"run_42"
2,0.539689451840894,0.445352564102564,0.589423076923077,0.111218652159303,0.158087941378382,0.141650566867806,0.456989247311828,"run_43"
549,0.51767638477975,0.481410256410256,0.552564102564103,0.110268232684222,0.139008188515701,0.139072048095104,0.525268817204301,"run_44"
549,0.554894497863248,0.532692307692308,0.536891025641026,0.106548126055417,0.14706639299246,0.150684365569945,0.540860215053763,"run_45"
549,0.499191424227482,0.48099358974359,0.525160256410256,0.0964372107246821,0.138806582198707,0.141709137595784,0.655376344086021,"run_46"
33,0.546911776791585,0.516314102564103,0.545224358974359,0.103787765865994,0.136412340357386,0.143559652813493,0.526344086021505,"run_47"
549,0.533489172419461,0.501891025641026,0.576217948717949,0.102771445741603,0.148871873915739,0.112275006731259,0.541935483870968,"run_48"
33,0.551727790105194,0.528461538461538,0.561698717948718,0.105500346486009,0.132636095360824,0.124524272396454,0.556989247311828,"run_49"
33,0.524316342044707,0.514903846153846,0.520032051282051,0.106304893012005,0.1425923236645,0.126499309977525,0.556989247311828,"run_50"
33,0.551397620808678,0.500544871794872,0.541858974358974,0.105884177248816,0.139015285060574,0.139701515270768,0.474731182795699,"run_51"
2,0.544337401380671,0.423846153846154,0.635897435897436,0.106344196167362,0.143026995623933,0.139435341140998,0.489247311827957,"run_52"
33,0.486170385437212,0.444807692307692,0.536217948717949,0.113193053598267,0.150996880703605,0.141193557714664,0.574193548387097,"run_53"
2,0.481328998191979,0.382948717948718,0.582820512820513,0.102787287687516,0.148818383993385,0.154509586158661,0.504838709677419,"run_54"
2,0.528102810650888,0.437884615384615,0.594583333333333,0.108140202686169,0.135935583937095,0.152014579315089,0.540322580645161,"run_55"
549,0.587617624095989,0.516826923076923,0.610352564102564,0.110932477756688,0.145973398615593,0.128841157630793,0.506451612903226,"run_56"
2,0.517547871466141,0.44224358974359,0.582435897435897,0.0986236210520385,0.148576410861138,0.142042578637335,0.522043010752688,"run_57"
549,0.511249383629191,0.464198717948718,0.556314102564103,0.110840493138987,0.143234331614498,0.135823870798776,0.624731182795699,"run_58"
549,0.499491596811308,0.464294871794872,0.524935897435897,0.106870510658754,0.141266310787584,0.144479541787194,0.573118279569892,"run_59"
549,0.530107659434582,0.4875,0.550352564102564,0.109518470136529,0.145918662231279,0.157721083391414,0.474731182795699,"run_60"
2,0.556209935897436,0.48676282051282,0.593237179487179,0.107011593569297,0.139469512355157,0.153295946161809,0.458064516129032,"run_61"
549,0.526650846482577,0.523782051282051,0.534903846153846,0.113136433117707,0.140233614195641,0.153751766212742,0.540860215053763,"run_62"
2,0.517192533694938,0.429583333333333,0.5975,0.108482501653531,0.136540461562529,0.149741486549594,0.601612903225806,"run_63"
2,0.55329758382643,0.46775641025641,0.599807692307692,0.114083116401265,0.157336378630283,0.144254582924344,0.521505376344086,"run_64"
2,0.530761320677186,0.443942307692308,0.606025641025641,0.110213634741405,0.147796092142518,0.154627787205798,0.474193548387097,"run_65"
2,0.524938979289941,0.409198717948718,0.610608974358974,0.113208463376591,0.163279408831728,0.138093108008588,0.573118279569892,"run_66"
2,0.557448224852071,0.473205128205128,0.616794871794872,0.105042694159652,0.143557585166909,0.146846015806043,0.440322580645161,"run_67"
2,0.534187315088757,0.439038461538462,0.625705128205128,0.108930560921995,0.148236915258665,0.133982365583241,0.506989247311828,"run_68"
33,0.571373376890204,0.53323717948718,0.582115384615385,0.116170856890819,0.150107140051018,0.141283674751465,0.476344086021505,"run_69"
549,0.551139875082183,0.506858974358974,0.550288461538462,0.120548933723811,0.140994171911485,0.158964769667893,0.428494623655914,"run_70"
33,0.538553377712032,0.50474358974359,0.553910256410256,0.0996649260988684,0.133705362457139,0.147070871861416,0.508064516129032,"run_71"
549,0.522844140368179,0.457692307692308,0.585384615384615,0.102834824558557,0.129271751661653,0.14163017164796,0.573118279569892,"run_72"
2,0.520833127876397,0.423397435897436,0.580705128205128,0.100805318265315,0.136936520392438,0.149558799157476,0.522043010752688,"run_73"
2,0.511204080374753,0.434134615384615,0.57724358974359,0.107341247244586,0.133711072610997,0.156213994427565,0.621505376344086,"run_74"
33,0.507305226824458,0.476089743589744,0.559455128205128,0.109736183295928,0.1437544354133,0.13736438410422,0.55752688172043,"run_75"
2,0.543919604700855,0.445544871794872,0.608878205128205,0.111505388462616,0.139350900739756,0.15883791426609,0.474731182795699,"run_76"
2,0.517122883793557,0.434358974358974,0.581602564102564,0.109643597748303,0.140110830310159,0.150568132717619,0.570967741935484,"run_77"
33,0.555109919460881,0.487596153846154,0.585128205128205,0.113772686435165,0.14944953202596,0.145451511906156,0.524731182795699,"run_78"
549,0.540435157790927,0.486025641025641,0.563173076923077,0.0946942964678329,0.138564460404392,0.142162252530999,0.508602150537634,"run_79"
2,0.529121877054569,0.450448717948718,0.593205128205128,0.112178673479027,0.136633031752995,0.156894698019107,0.570967741935484,"run_80"
2,0.565003595496384,0.467820512820513,0.596153846153846,0.105925899791591,0.14951567502625,0.141591151592339,0.45752688172043,"run_81"
33,0.546813568376068,0.512820512820513,0.585288461538462,0.110339475868489,0.144509851825647,0.133600238929764,0.541397849462366,"run_82"
2,0.511659064760026,0.384487179487179,0.616314102564103,0.10890987839921,0.144466921447546,0.141328985669513,0.554301075268817,"run_83"
2,0.536600920447074,0.437339743589744,0.615192307692308,0.109913045447661,0.15347047167747,0.138970913637245,0.489784946236559,"run_84"
33,0.546040023011177,0.511698717948718,0.589423076923077,0.10951722288076,0.137301986152899,0.13623201720631,0.591397849462366,"run_85"
549,0.532711004273504,0.467916666666667,0.59474358974359,0.113666108634115,0.148925542206295,0.140372796339958,0.540322580645161,"run_86"
2,0.516209216798159,0.418076923076923,0.601025641025641,0.108847120558925,0.145672808043667,0.156112827946992,0.522043010752688,"run_87"
2,0.519903743425378,0.435641025641026,0.587115384615385,0.105787804629224,0.149395309057669,0.139696016721802,0.604838709677419,"run_88"
33,0.515073348126233,0.477179487179487,0.547435897435897,0.114794975641697,0.143752898453272,0.136995693486201,0.60752688172043,"run_89"
549,0.565826039612097,0.502884615384615,0.58573717948718,0.106970520223534,0.135829757928942,0.137426753724057,0.506451612903226,"run_90"
2,0.576016395463511,0.464455128205128,0.616858974358974,0.121275870473101,0.136262400184047,0.164882601934277,0.52258064516129,"run_91"
549,0.576692040598291,0.518910256410256,0.574230769230769,0.108470710705353,0.148347976837581,0.142814323521178,0.524731182795699,"run_92"
33,0.550712832840237,0.499615384615385,0.588782051282051,0.118895399647031,0.157518343645235,0.145963938381668,0.523118279569892,"run_93"
549,0.538488966962525,0.488589743589744,0.545961538461538,0.106256441233306,0.136244763802227,0.135521353010643,0.508064516129032,"run_94"
2,0.533384286653517,0.457275641025641,0.575673076923077,0.108015039891107,0.147586766587359,0.140126241281391,0.524731182795699,"run_95"
2,0.477268655489809,0.400641025641026,0.59,0.10919086846981,0.149049588236493,0.148097343737021,0.56989247311828,"run_96"
549,0.566187849276792,0.499102564102564,0.597916666666667,0.108104581936432,0.143852551385427,0.145222452970054,0.50752688172043,"run_97"
549,0.585123685075608,0.520641025641026,0.591634615384615,0.106450375380785,0.137331643750627,0.133545514315396,0.508064516129032,"run_98"
33,0.563487426035503,0.50474358974359,0.573333333333333,0.106695813011153,0.13438009022704,0.146322665663454,0.574193548387097,"run_99"
549,0.552797604372124,0.493044871794872,0.607179487179487,0.114721873646536,0.143995645801528,0.126480083678696,0.522043010752688,"run_100"
