"Overall","Variable","run"
0.626766192649806,"Otu00001",1
0.351832444217747,"Otu00002",1
0.501678565310264,"Otu00003",1
1.74551911565353,"Otu00004",1
0.606986332365996,"Otu00005",1
1.12195780004089,"Otu00006",1
0.541112308031646,"Otu00007",1
0.95906428141869,"Otu00008",1
0.700762937547802,"Otu00009",1
0.864980343179028,"Otu00010",1
0.519135589625637,"Otu00011",1
0.546163880029377,"Otu00012",1
0.576425707513286,"Otu00013",1
2.01237099632409,"Otu00014",1
1.39297441640747,"Otu00015",1
0.32960714040845,"Otu00016",1
0.515688906838163,"Otu00017",1
0.674845281329862,"Otu00018",1
0.321243052952594,"Otu00019",1
0.859022403663767,"Otu00020",1
2.92699483119766,"Otu00021",1
0.464224256160606,"Otu00022",1
0.298541258520065,"Otu00023",1
0.613205904863777,"Otu00024",1
0.297339160784387,"Otu00025",1
0.491292564701167,"Otu00026",1
0.277688154538569,"Otu00027",1
0.869358494105651,"Otu00028",1
0.471552772193386,"Otu00029",1
0.457296753983817,"Otu00030",1
0.329279252355845,"Otu00031",1
0.21213095464563,"Otu00032",1
1.33626565740625,"Otu00033",1
1.02586225756535,"Otu00034",1
0.500714955670664,"Otu00035",1
0.801245371791764,"Otu00036",1
0.386357590033003,"Otu00037",1
0.965843006690839,"Otu00038",1
0.269583290855164,"Otu00040",1
0.484817816673957,"Otu00041",1
0.0748578327947046,"Otu00042",1
0.327240089232517,"Otu00043",1
0.191786598640309,"Otu00044",1
0.243677613885476,"Otu00045",1
0.470452631255393,"Otu00046",1
0.411683520546421,"Otu00047",1
0.167276768644119,"Otu00048",1
0.257325425121743,"Otu00049",1
0.586966993875737,"Otu00050",1
0.614829827150127,"Otu00053",1
0.466958712709984,"Otu00054",1
0.296181900520671,"Otu00055",1
0.654468518720903,"Otu00056",1
0.0816140934982255,"Otu00057",1
0.346616097535882,"Otu00060",1
0.107795579321543,"Otu00061",1
0.186423055907701,"Otu00062",1
0.251068278317548,"Otu00064",1
0.357778023025235,"Otu00065",1
0.0734426264258596,"Otu00066",1
0.0235254901960784,"Otu00067",1
0.0934877841352958,"Otu00068",1
0.456432128359773,"Otu00069",1
0.382739668528073,"Otu00072",1
0.206694563406571,"Otu00073",1
0.515718022059147,"Otu00074",1
0.309568833844482,"Otu00075",1
0.575512101754854,"Otu00078",1
0.363337103386196,"Otu00079",1
0.169872951882167,"Otu00080",1
0.251504527316872,"Otu00081",1
0.256582262756438,"Otu00082",1
0.213599045621364,"Otu00083",1
0.886196841027097,"Otu00084",1
0.18013053215608,"Otu00086",1
0.243977061069908,"Otu00087",1
0.277473186944451,"Otu00088",1
0.580607287020971,"Otu00092",1
0.286346439789819,"Otu00093",1
0.341425177842657,"Otu00094",1
0.972378629632608,"Otu00095",1
0.121299201873445,"Otu00096",1
0.0601889340765031,"Otu00097",1
0.407705596194934,"Otu00098",1
0.157555203387064,"Otu00099",1
0.0952105386238708,"Otu00100",1
0.0638728353415462,"Otu00101",1
0.228435508433686,"Otu00102",1
0.125175339873707,"Otu00103",1
0.333558511496893,"Otu00105",1
0.195150703009968,"Otu00106",1
0.943439472456465,"Otu00107",1
0.440105818731513,"Otu00110",1
0.0509814395000731,"Otu00111",1
0.246585115831093,"Otu00112",1
0.401662641359246,"Otu00113",1
0.261638453544596,"Otu00114",1
0.351329280939792,"Otu00115",1
0.368549896808775,"Otu00116",1
0.114002486124259,"Otu00117",1
0.0243140951533192,"Otu00118",1
0.45387982800368,"Otu00120",1
0.436015668543956,"Otu00121",1
0.143646941006332,"Otu00122",1
0.0246693067989915,"Otu00123",1
0.608636965487321,"Otu00124",1
0.239676636300249,"Otu00125",1
0.388785787754096,"Otu00126",1
0.0771093138922137,"Otu00127",1
0.478245338981578,"Otu00128",1
0.291776467931824,"Otu00130",1
0.252391395197817,"Otu00131",1
0.261686564083245,"Otu00132",1
0.253505825822533,"Otu00133",1
0.36819029709964,"Otu00134",1
0.354054533845447,"Otu00135",1
0.128860441038041,"Otu00136",1
0.375887593824749,"Otu00137",1
0.418752163497767,"Otu00138",1
0.207400781253319,"Otu00139",1
0.431979907360634,"Otu00140",1
0.147377935073125,"Otu00141",1
0.209765126538497,"Otu00142",1
0.370964683177867,"Otu00143",1
0.434784398892727,"Otu00144",1
0.197982173512219,"Otu00145",1
0.443621782848239,"Otu00147",1
0.170709677237403,"Otu00148",1
0.217614315001988,"Otu00150",1
0.749971968205582,"Otu00151",1
0.173230585817668,"Otu00152",1
0.225801183966295,"Otu00153",1
0.200880832350407,"Otu00154",1
0.312062915031718,"Otu00156",1
0.270772191968834,"Otu00157",1
0.13943837150634,"Otu00159",1
0.272246413432846,"Otu00160",1
0.356356403909086,"Otu00161",1
0.236111673514949,"Otu00162",1
0.155743718156564,"Otu00163",1
0.130193628830052,"Otu00164",1
0.0826638296203809,"Otu00166",1
0.937562072029215,"Otu00167",1
0.0606537871473541,"Otu00168",1
0.127340678517892,"Otu00169",1
0.108692554399215,"Otu00170",1
0.107781985567159,"Otu00171",1
0.220789210556377,"Otu00172",1
0.196129145196131,"Otu00173",1
0.0797835000046287,"Otu00174",1
0.192544701424256,"Otu00175",1
0.36805154608954,"Otu00176",1
0.1223779741011,"Otu00177",1
0.274309120779764,"Otu00178",1
0.0597063563887093,"Otu00179",1
0.24962130055052,"Otu00180",1
0.115300641320042,"Otu00181",1
0.562071366072989,"Otu00182",1
0.0284906204906205,"Otu00183",1
0.298433432606909,"Otu00184",1
0.174754283864726,"Otu00185",1
0.165462629559435,"Otu00186",1
0.0951159089390704,"Otu00187",1
0.482230011456739,"Otu00188",1
0.654587991113837,"Otu00189",1
0.072163404954342,"Otu00190",1
0.106479365355722,"Otu00191",1
0.122723210598428,"Otu00192",1
0.320621205303951,"Otu00193",1
0.0868953076977158,"Otu00194",1
0.260938372673948,"Otu00195",1
0.0257511001998845,"Otu00196",1
0.263906296246547,"Otu00197",1
0.0581312755909122,"Otu00198",1
0.0551652908165136,"Otu00199",1
0.167181804564888,"Otu00200",1
0.185035435640523,"Otu00202",1
0.0589512004402485,"Otu00203",1
0.304831881502602,"Otu00204",1
0.187137079178774,"Otu00205",1
0.235695603301303,"Otu00207",1
0.26000624739012,"Otu00208",1
1.15548144784938,"Otu00211",1
0.0637011876684516,"Otu00212",1
0.100188633688361,"Otu00213",1
0.390465646463108,"Otu00214",1
0.245809601169844,"Otu00215",1
0.187838683656739,"Otu00216",1
0.0857201412336401,"Otu00217",1
0.0105030303030303,"Otu00218",1
0.385919765428762,"Otu00219",1
0.197065845414774,"Otu00220",1
0.082738313276046,"Otu00221",1
0.059609617906198,"Otu00222",1
0.49676925542088,"Otu00223",1
0.201755430830229,"Otu00224",1
0.057327278291014,"Otu00225",1
0.0656673581645004,"Otu00226",1
0.60561258318598,"Otu00227",1
0.0427267969563304,"Otu00228",1
0.101286414334976,"Otu00229",1
0.129197229596207,"Otu00230",1
0.443339222791814,"Otu00231",1
0.170905405016942,"Otu00232",1
0.17543243653763,"Otu00233",1
0.297627811876933,"Otu00234",1
0.25503081362332,"Otu00235",1
0.328321258368546,"Otu00236",1
0.0837165317299868,"Otu00237",1
1.67523558138009,"Otu00238",1
0.0645658126647708,"Otu00239",1
0.253261395704524,"Otu00240",1
0.404534350150667,"Otu00241",1
0.729159111656943,"Otu00242",1
0.136067222070073,"Otu00243",1
0.170824363981454,"Otu00246",1
0.266334417473424,"Otu00247",1
0.338034862349378,"Otu00248",1
0.83082470531108,"Otu00249",1
2.10636717322573,"Otu00250",1
0.186380380450625,"Otu00251",1
0.182905515347731,"Otu00252",1
0.156923028009517,"Otu00253",1
0.098241514664601,"Otu00254",1
0.357132372724267,"Otu00255",1
0.19587112233901,"Otu00256",1
0.119621090356666,"Otu00258",1
0.0680597143216013,"Otu00259",1
0.524206715011693,"Otu00260",1
0.231511943617589,"Otu00262",1
0.127421831715012,"Otu00263",1
0.0457791361240485,"Otu00265",1
0.490208086009613,"Otu00266",1
0.127759792623044,"Otu00267",1
0.112986206657376,"Otu00268",1
0.384047890121408,"Otu00269",1
0.0925564833153028,"Otu00270",1
0.164776502642776,"Otu00271",1
0.62569842041211,"Otu00272",1
0.324097868797351,"Otu00273",1
0.0378318688805645,"Otu00276",1
0.110244248594853,"Otu00277",1
0.37827590868319,"Otu00279",1
0.0991001917176436,"Otu00282",1
0.0451817140236877,"Otu00283",1
0.262500202101143,"Otu00284",1
0.155689902712192,"Otu00286",1
0.835355394574008,"Otu00288",1
0.157598168107238,"Otu00291",1
0.301035503745026,"Otu00296",1
0.126839786968162,"Otu00299",1
0.0683292805070057,"Otu00301",1
0.262987919166491,"Otu00304",1
0.324072846253199,"Otu00305",1
0.0239585649447691,"Otu00306",1
0.0526114056991139,"Otu00307",1
0.0943162008636444,"Otu00308",1
0.226710385987987,"Otu00309",1
0.169123028415641,"Otu00310",1
0.575375148767374,"Otu00311",1
0.34908418294797,"Otu00312",1
0.0712865818687611,"Otu00313",1
0.127529977238909,"Otu00316",1
0.166621259782068,"Otu00317",1
0.129739656668766,"Otu00318",1
0.0770912454441028,"Otu00319",1
0.114612745781875,"Otu00321",1
0.0265372173647518,"Otu00322",1
0.133058092667308,"Otu00323",1
0.0194155918990335,"Otu00325",1
0.216109271349125,"Otu00326",1
0.135769485450045,"Otu00329",1
0.114346550661771,"Otu00330",1
0.0766682872383077,"Otu00334",1
0.0675174789825727,"Otu00335",1
0.46982393229377,"Otu00336",1
0.141324138267458,"Otu00343",1
0.441631483668256,"Otu00344",1
0.0902245555149885,"Otu00347",1
0.13011326186621,"Otu00348",1
0.0965603724047309,"Otu00349",1
0.165574259647736,"Otu00351",1
0.0345154342805318,"Otu00352",1
0.177236508960324,"Otu00353",1
0.0358380175842056,"Otu00356",1
0.119052830352364,"Otu00358",1
0.021815870063612,"Otu00359",1
0.131204477576586,"Otu00363",1
0.142985679357645,"Otu00364",1
0.0600000694484535,"Otu00366",1
0.0339700183909259,"Otu00368",1
0.339862514753545,"Otu00369",1
0.12446617989527,"Otu00371",1
0.356428605508868,"Otu00372",1
0.190424482934509,"Otu00375",1
1.00946173535979,"Otu00376",1
0.127022981252757,"Otu00379",1
0.00754945054945055,"Otu00381",1
0.0967198853942566,"Otu00382",1
0.15172859769461,"Otu00383",1
0.0896802016564854,"Otu00385",1
0.0942512513167255,"Otu00387",1
0.363233468751994,"Otu00388",1
0.169008961383753,"Otu00389",1
0.0677337077929945,"Otu00391",1
0.33606701242055,"Otu00392",1
0.159118698170315,"Otu00393",1
2.69017876464833,"Otu00396",1
0.113519226540322,"Otu00398",1
0.0445622225057043,"Otu00400",1
0.182508219567683,"Otu00401",1
0.118931992529918,"Otu00404",1
0.235064397621177,"Otu00406",1
0.368035704209077,"Otu00407",1
0.238777361384092,"Otu00408",1
0.0622717930523761,"Otu00410",1
0.169209921643309,"Otu00412",1
0.0768058374641188,"Otu00413",1
0.0285167930701419,"Otu00414",1
0.0154335726385416,"Otu00415",1
0.113361865868291,"Otu00416",1
0.030505197491236,"Otu00418",1
0.233506293291241,"Otu00419",1
0.187208611310685,"Otu00421",1
0.177332411614364,"Otu00422",1
0.184220177756675,"Otu00427",1
0.313205192664337,"Otu00429",1
0.0681231268695384,"Otu00435",1
0.127261141588873,"Otu00436",1
0.166286808542569,"Otu00438",1
0.0847549044132594,"Otu00440",1
1.15029667607293,"Otu00441",1
0.0141980256642795,"Otu00442",1
0.454252729791834,"Otu00448",1
0.0332145446922555,"Otu00449",1
0.245653792927111,"Otu00450",1
0.129107464537669,"Otu00452",1
0.180800009655258,"Otu00453",1
0.245930858400417,"Otu00455",1
0.0462242626548984,"Otu00459",1
0.368847940306225,"Otu00462",1
0.315380687312801,"Otu00463",1
0.676552224313997,"Otu00464",1
0.397048012341248,"Otu00465",1
0.123999367369347,"Otu00467",1
0.256956091186191,"Otu00470",1
0.0304579320642031,"Otu00472",1
0.203971876560301,"Otu00473",1
0.0366027769959658,"Otu00479",1
0.418533854552688,"Otu00480",1
0.20805886357808,"Otu00481",1
0.155432014927789,"Otu00482",1
0.126535805944506,"Otu00484",1
0.119988988854047,"Otu00485",1
0.106599775343664,"Otu00486",1
0.759314221534898,"Otu00487",1
