mtry,train_r2,test_r2,RMSE,MAE,RMSESD,RsquaredSD,MAESD
2,0.04360943344871544,-0.0056797716706544765,2.771688788969676,1.8082247770974338,0.8627690563726491,0.06994382699278122,0.31241587805106974
2,0.040700898034265014,0.010068528902201446,2.8209840279846525,1.9211477994910728,1.133990020642478,0.030677759935139475,0.47201409767972263
522,0.028503606849824836,-0.012405755551209818,3.265422121700034,2.1195515840032177,0.9594446479123827,0.034707833532972125,0.453519821824701
32,0.024258319410186215,0.051305981543382506,2.969330490071782,2.020654340353613,0.6454155378734084,0.03711372764425709,0.2267517105521836
32,0.041282762702821725,-0.008610801587081829,2.862456758030967,1.9333812543263682,1.025940655623306,0.04185159449578239,0.40388900381685044
2,0.04563762333506015,-0.012290348861537792,2.933263185635154,1.9572112930214192,1.1643173352172544,0.05006611211829407,0.49697672043876095
2,0.023048872807105096,-6.092995218374142e-4,2.9347231639911935,1.8618067329456494,0.9702134715820213,0.03964339378961428,0.3328784267303294
2,0.058710485994590306,-0.010696596814649295,2.8822125481943166,1.8612395519133382,1.024569705999254,0.07191487687285017,0.40449131652388565
32,0.03402223313299442,-0.00955338815267548,2.847357444724941,1.9076118586632078,0.9502783028280979,0.04887042467825642,0.3264699619507131
32,0.012681496576697685,0.009187361186051679,3.0608563829015982,2.06487067490613,1.140925929520299,0.008674708527984099,0.5193796500786008
2,0.032336919449781606,0.0024826142426592757,2.5596938886168914,1.7243043369127555,0.4807325409402507,0.03892955571598239,0.17766261692822857
2,0.028157595281053646,0.0262575995340123,2.9907942643235756,1.9500282453664,1.0919938019426159,0.03362231221056706,0.4099001612485454
32,0.07604630173057914,-0.011802670885095345,2.876043631690865,1.9107807539438193,0.8120903563498093,0.11972361505858894,0.24298246742755245
2,0.030050622079961183,0.025922914571589017,3.1145354088389876,2.0051810730906143,0.711125798417843,0.05156924847097891,0.19722968014850434
2,0.054203197962729516,-0.012431062171373908,2.6498183341023673,1.707633720277718,0.7537071037036831,0.043482713564329416,0.20436811112520928
2,0.017768673995341697,0.06830530951888447,2.9666943737871754,1.9109495025112726,0.9896409345196779,0.015369375612166628,0.35254097965943837
2,0.03145788194087794,-0.0018674235953679563,2.745466439019913,1.8073335156483048,0.5744406138091611,0.036180843480907825,0.3231766720258294
32,0.014052557835737623,-0.00940896393304902,3.0187330843292526,2.0177988115388743,0.6998777278507763,0.015554522865188382,0.23372682303177553
2,0.04229469679224945,-0.011619043338905177,3.077312370130929,2.0098964647050797,0.9002111662902064,0.05907710260851381,0.29303703159502237
32,0.032348187328342166,-0.010683288810951375,2.7774701336395555,1.87135338801034,1.2858266003873617,0.040045320775389,0.5546114997934871
522,0.0672000084875072,-0.01246896707336731,3.053611933395899,2.0207740962026906,1.1246080229370996,0.0588550143675113,0.4905584069853821
522,0.04510518520492117,-9.047610733541323e-4,3.1081612815198816,2.097522058001469,1.25969047869975,0.05189492949165134,0.54105832369397
32,0.02902591917329469,-0.010898066075790025,2.872893043513151,1.9107659005579654,1.0306678097310984,0.026895513821182392,0.4132033981484029
522,0.017886776866779912,-0.012494860467671787,3.2071099833716947,2.0310268155305335,0.5694632497235573,0.019583222714434387,0.2580865264067226
2,0.037826446274864874,-0.010130983633361179,2.63000551334126,1.7862899254560574,0.7801933672951091,0.0444076136752694,0.27490551282736053
2,0.03829965531637009,0.03132294639198463,3.076791243580634,1.9456922646431027,0.6861189738079622,0.03372636984375541,0.25547385819618434
2,0.010954139849052967,0.004373461769821341,2.468980524907701,1.7316662654103558,0.6445073380313623,0.00869599417699757,0.29983500099252625
2,0.02886741102430621,0.0012901511242527919,2.804414325690346,1.8124752656709757,1.0064135239015424,0.03370088957543389,0.3288811055210504
2,0.043884296236812864,-0.012475896705036904,2.8694514233250152,1.8530546377720238,0.881393182109013,0.05949959022865803,0.3009609762032184
32,0.018109338719057788,0.036795457858316394,2.9736717172000406,1.9887299889044396,1.2486741996786768,0.02480600823391501,0.5761489356255786
2,0.056076869531366584,-0.011228091072145174,3.000353167845986,1.935608836117336,0.9037309804007635,0.06384551250868535,0.3748923530283002
2,0.03705579196423603,-0.01240524739815041,2.6583328376715856,1.823666530327278,0.7500012571059277,0.03663138864791517,0.32543357989626104
32,0.036631173173519174,-0.010639663030462598,3.0192497950478523,2.010841297894244,0.9694254334214969,0.04026681862458082,0.35824336889128766
522,0.017203775947011106,-0.009072664981490286,3.2040546386077153,2.1294973707204057,0.9733458947251159,0.021196230537033324,0.4100380883137942
2,0.027806022013613606,0.08187259643428502,3.1008212463546507,2.0076085843828837,0.8524069751463272,0.03764329972105094,0.32126864123759774
32,0.048850786399914026,-0.011332659410669743,3.031280653217124,1.9756301009329829,0.9232342879040042,0.07280775224076734,0.3586951735118785
32,0.04436615795351357,-0.007007314192170266,2.9259519743258102,1.956169038776313,0.923280974783738,0.04678534075167916,0.3724058230800517
522,0.041860817413286906,-0.012344727498983632,3.2773293342927214,2.0846168628507753,1.0341797579496506,0.11871978461468004,0.5117225316244519
2,0.06373199703436998,-0.005413407122440761,2.871648896950961,1.928890841337267,1.1210078539818262,0.0701844132079163,0.47436684914939764
2,0.04363520729228583,-0.009802844732932137,2.8621156368852207,1.8744706697052773,0.8928087796803259,0.04258320457580019,0.32506207633299333
32,0.03853430672707126,-0.012482751306780004,2.9488518088205176,1.8463876506906576,0.8645787127010057,0.04131843536710879,0.2612260427769886
2,0.0404945267419626,-0.008350624273854246,2.9072118268046276,1.9243095778297525,1.1577893455068975,0.03736255691456975,0.4606953870162955
32,0.03439341650874407,-0.0010863011050814553,2.707814373669895,1.8587855563221591,0.9884180474661993,0.04491420832614412,0.36320197651956415
2,0.05531843132920052,-0.011625609810125948,3.025149024203372,1.9658709594003083,1.036035739761519,0.09619055137898928,0.40080344780348176
2,0.04691245634808667,-0.003360073769426375,2.855680437313366,1.8038051704145697,0.7557401387677887,0.05587571743196754,0.2067653393478512
522,0.031327623341332336,-0.007964371542461546,2.9993386192437015,1.955171616066272,0.929229398983449,0.050696499206797696,0.3065054679793238
522,0.04324541697459422,-0.0107555925345304,3.3214094573973676,2.125809381644048,0.9733462895463371,0.08041119231752462,0.36907427674653875
2,0.042036255293593984,0.008027336704282684,2.710932957688268,1.8193781896017476,0.9711631691615591,0.07926437046301718,0.42367540268060516
522,0.021333926676925543,-0.005901114785976214,2.953945438673957,1.93885085418818,0.8643580197896663,0.018903196525904657,0.3714656959252759
32,0.02838196080717923,-0.010173348873790289,2.9995964171297964,1.9542797606385085,0.8508096860335954,0.03756322581264245,0.37157258767103013
32,0.02166934347220416,-0.011471802274807485,2.987958283433655,1.987557547895137,0.8625624170815475,0.04320829488513062,0.3605132972674552
2,0.04943437911913602,0.004779753171156198,2.5636285803259473,1.6784486364568487,0.8179619454122095,0.07810649286760932,0.26474429554123635
32,0.023739457521201757,-0.009202205760990845,2.6300385085076066,1.8029739059084628,0.579332272477964,0.04655289210474927,0.24117862180732344
2,0.028366247177491376,-0.009753396734933695,2.88626563933304,1.8794267855474653,0.9591023682145521,0.03176409091674453,0.3895143462935006
2,0.02453339160817224,0.040092827853425383,3.1030073358155343,1.9772148253648645,0.6845316058436884,0.022273346313068956,0.23538247585447097
522,0.04088483640490112,-0.007461181662456573,2.883176705791838,1.911757983861919,0.8584957936565525,0.055884572648354246,0.2917317605044977
32,0.034976026357300585,-0.007567619764863753,2.9294031106523906,1.927182009564056,0.7453323154086668,0.03766260381267085,0.26878959268918157
2,0.047089763640470926,-0.011246349368097874,2.9687917267032575,2.0183136233387176,1.294770690229351,0.09920121980510534,0.5485342182055019
2,0.04179949832252225,-0.01249871167618366,2.706727067010187,1.7425076139839426,0.7494435377413826,0.03353359520714346,0.24359281574077918
32,0.0349134225086227,-0.01048967643192844,3.071011103902408,2.039206700164388,0.8762666915253807,0.03559977949653793,0.29182617783430465
32,0.035945652669316625,-0.012492463924012265,2.7872988955461158,1.8669846002890282,0.7755800512186406,0.042924936003179454,0.2293818082859148
32,0.029640111310596202,0.0055370584855044536,3.145291624175941,2.1019396342050447,0.8156804446956673,0.04506994869520927,0.31510213016938593
32,0.041344974055828,-0.007183118253049514,2.849554879473661,1.9092712945511354,0.9279123074432547,0.04358249891550142,0.37062408094831567
32,0.03795662057403763,-0.009532437646804448,2.829741176305459,1.9492214522263518,1.1691012020824003,0.047218876597448826,0.5144239914668466
2,0.027243483616227304,-0.01115278311144885,3.024798460648119,1.9666110034197013,0.9518947447657037,0.026537045608787682,0.33732824151857366
2,0.02786957077056786,-0.004677937789941078,2.65781628419357,1.7505229585549213,1.3235935519758169,0.046562910622352516,0.47143415276530287
