"Variable","median_mda","iqr25","iqr75","Genus"
"Otu00492",0.187035617980827,0.15623482892131,0.218277110599178,"Clostridiales"
"Otu00516",0.186913128561014,0.157376466205957,0.210918146972226,"Streptococcus"
"Otu00307",0.186853520997159,0.165152872650436,0.209267194423514,"Porphyromonadaceae"
"Otu00312",0.186090451195704,0.155715651039596,0.205815430857532,"Lachnospiraceae"
"Otu00122",0.185629964675488,0.163900918148669,0.222063839250983,"Clostridiales"
"Otu00435",0.185619533256545,0.146280637384216,0.216613581327592,"Ruminococcaceae"
"Otu00391",0.184086252544996,0.157380294893473,0.208588671647738,"Clostridium_IV"
"Otu00270",0.183660734690742,0.162425631608557,0.203892084791407,"Lactobacillus"
"Otu00558",0.18345620190282,0.150031708139033,0.212990834565336,"Clostridium_XlVa"
"Otu00562",0.18269631553097,0.148688009685727,0.216018183257531,"Ruminococcaceae"
"Otu00057",0.181896641327216,0.154986952611629,0.210932871625797,"Alistipes"
"Otu00186",0.18171821232229,0.162778124052386,0.212775669687089,"Streptococcus"
"Otu00467",0.180843533561584,0.156850123543846,0.209378626752982,"Lachnospiraceae"
"Otu00323",0.1806194515544,0.144234648299913,0.199056345435786,"Ruminococcaceae"
"Otu00216",0.178960180521259,0.154676454016417,0.221864633149481,"Lactobacillus"
"Otu00101",0.178871544026201,0.149577593330484,0.206530176363367,"Bacteroides"
"Otu00485",0.177274883136509,0.1555835704083,0.203676785747989,"Streptococcus"
"Otu00609",0.177225082713675,0.144675258866065,0.199093956194666,"Clostridiales"
"Otu00416",0.176661237531077,0.145859210529268,0.20614790775777,"Ruminococcaceae"
"Otu00061",0.17388307712081,0.14896936290766,0.197653258782596,"Faecalibacterium"
"Otu00233",0.173034454301359,0.149631714290032,0.203897706752508,"Coprococcus"
"Otu00508",0.170662392979874,0.147003514349436,0.195081848513812,"Bacteria"
"Otu00436",0.169919574243052,0.143825042411606,0.192858182469553,"Clostridium_XlVa"
"Otu00762",0.16948953032396,0.14399624554349,0.195062265587719,"Clostridiales"
"Otu00503",0.168983620394351,0.127462875265582,0.210906863242651,"Clostridium_IV"
"Otu00173",0.168974436062581,0.132940225077694,0.210632213703372,"Porphyromonas"
"Otu00551",0.168353798268838,0.146111470556232,0.20060666542949,"Clostridiales"
"Otu00775",0.166901570457752,0.141330820465773,0.191601096275384,"Clostridiales"
"Otu00256",0.166883541345871,0.134662344075122,0.192477477523814,"Porphyromonadaceae"
"Otu00628",0.166805580572218,0.147963634769161,0.185507023900164,"Firmicutes"
"Otu00482",0.166793966307704,0.146037228429245,0.189334561598643,"Lachnospiraceae"
"Otu00410",0.1658382897003,0.138769909547649,0.190117246029636,"Ruminococcus2"
"Otu00213",0.164749772311136,0.142291214597363,0.201000968530688,"Akkermansia"
"Otu00811",0.164064413621145,0.142005875754611,0.188670742426327,"Clostridiales"
"Otu00692",0.163976851994126,0.140417827472424,0.18639864190603,"Erysipelotrichaceae"
"Otu00310",0.163842632133465,0.140585903608728,0.195219091985341,"Alistipes"
"Otu00334",0.163656626068398,0.141762758514689,0.185207987557853,"Clostridiales"
"Otu00200",0.163191507612969,0.148842113681362,0.182679911457717,"Bacteroides"
"Otu01029",0.161166822341924,0.131156235765644,0.197957620444965,"Clostridiales"
"Otu00585",0.161088408191542,0.141066682667983,0.186023572181648,"Lachnospiraceae"
"Otu00166",0.160982299311504,0.141826188836673,0.190378241866193,"Blautia"
"Otu00580",0.16010736218725,0.136883082719993,0.1798609761253,"Ruminococcaceae"
"Otu01139",0.160084162329084,0.131620463590125,0.183879443359603,"Clostridia"
"Otu00625",0.15923001490519,0.138676832007043,0.189521953368901,"Bacteria"
"Otu00123",0.157730287576695,0.129515684948367,0.172451291605701,"Bacteroides"
"Otu00349",0.157715985969605,0.136597203574694,0.189251837796746,"Pseudoflavonifractor"
"Otu00594",0.157322927543801,0.127756923833039,0.180034253886022,"Ruminococcaceae"
"Otu00802",0.157023482631633,0.13421751714109,0.186703153184939,"Ruminococcaceae"
"Otu00606",0.156715824170634,0.133717127505767,0.190808257290234,"Oxalobacteraceae"
"Otu00177",0.155146991020618,0.138998673327012,0.185183793678961,"Paraprevotella"
"Otu00581",0.154511341685492,0.135758673817986,0.182930168813487,"Flavonifractor"
"Otu00758",0.153924576513112,0.130291722295721,0.179175942309477,"Anaerofustis"
