"","Abiotrophia","Acetanaerobacterium","Acetitomaculum","Acetobacteraceae","Acidaminococcaceae","Acidaminococcus","Acidisoma","Acidobacteria_Gp4","Acidobacterium","Acidovorax","Acinetobacter","Actinobacteria","Actinobaculum","Actinomyces","Actinomycetales","Aerococcaceae","Aerococcus","Aeromonas","Akkermansia","Alcaligenaceae","Alistipes","Allisonella","Allobaculum","Alloprevotella","Alloscardovia","Alphaproteobacteria","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroglobus","Anaerolineaceae","Anaerophaga","Anaeroplasma","Anaerorhabdus","Anaerosporobacter","Anaerostipes","Anaerotruncus","Anaerovorax","Anoxybacillus","Arcanobacterium","Arcobacter","Arthrobacter","Asaccharobacter","Atopobium","Bacillaceae_2","Bacillales","Bacilli","Bacillus","Bacteria","Bacteroidales","Bacteroides","Bacteroidetes","Barnesiella","Betaproteobacteria","Bifidobacteriaceae","Bifidobacterium","Bilophila","Blastococcus","Blautia","Bosea","Brachybacterium","Brachyspira","Bradyrhizobium","Brevibacterium","Brevundimonas","Brochothrix","Brucellaceae","Bulleidia","Burkholderiales","Butyricicoccus","Butyricimonas","Caldilineaceae","Calditerricola","Campylobacter","Candidatus_Saccharibacteria","Capnocytophaga","Cardiobacterium","Carnobacteriaceae","Carnobacterium","Catenibacterium","Catonella","Cellulosilyticum","Cerasicoccus","Cetobacterium","Chryseobacterium","Cloacibacillus","Cloacibacterium","Clostridiaceae_1","Clostridiales_Incertae_Sedis_XIII","Clostridiales_Incertae_Sedis_XI","Clostridiales","Clostridia","Clostridium_III","Clostridium_IV","Clostridium_sensu_stricto","Clostridium_XI","Clostridium_XlVa","Clostridium_XlVb","Clostridium_XVIII","Collinsella","Comamonadaceae","Comamonas","Coprobacillus","Coprococcus","Coriobacteriaceae","Corynebacteriaceae","Corynebacterium","Cryptobacterium","Cupriavidus","Defluviitalea","Deinococcus","Deltaproteobacteria","Dermacoccus","Desulfobulbus","Desulfovibrio","Desulfovibrionaceae","Desulfovibrionales","Dialister","Dietzia","Dokdonella","Dorea","Dysgonomonas","Eggerthella","Eggerthia","Eikenella","Elusimicrobium","Enhydrobacter","Enterobacter","Enterobacteriaceae","Enterococcaceae","Enterococcus","Enterorhabdus","Erysipelotrichaceae","Escherichia/Shigella","Ethanoligenens","Eubacteriaceae","Eubacterium","Facklamia","Faecalibacterium","Fastidiosipila","Filifactor","Finegoldia","Firmicutes","Flavobacteriaceae","Flavobacterium","Flavonifractor","Fontibacillus","Fusobacteriaceae","Fusobacterium","Gammaproteobacteria","Gardnerella","Gemella","Geobacillus","Gordonibacter","Gp4","Gp6","Granulicatella","Haemophilus","Hallella","Halomonas","Helcococcus","Helicobacter","Hespellia","Holdemania","Howardella","Hydrogenoanaerobacterium","Hydrogenophaga","Hymenobacter","Janibacter","Johnsonella","Jonquetella","Kingella","Kocuria","Kosakonia","Lachnoanaerobaculum","Lachnospira","Lachnospiraceae","Lactobacillaceae","Lactobacillales","Lactobacillus","Lactococcus","Lactonifactor","Lentisphaeria","Lentzea","Leptotrichia","Leptotrichiaceae","Leuconostoc","Lewinella","Listeria","Litorilinea","Lutispora","Marvinbryantia","Massilia","Megamonas","Megasphaera","Methylobacillus","Methylobacterium","Microbacteriaceae","Microbacterium","Micrococcaceae","Micrococcus","Mitsuokella","Mobiluncus","Mogibacterium","Mollicutes","Moraxellaceae","Morganella","Moryella","Mucispirillum","Murdochiella","Mycobacterium","Mycoplasma","Myroides","Negativicoccus","Neisseria","Neisseriaceae","Nocardioides","Novosphingobium","Ochrobactrum","Odoribacter","Oenococcus","Oligosphaera","Olsenella","Oribacterium","Oscillibacter","Oxalobacter","Oxalobacteraceae","Paenibacillaceae_1","Paenibacillus","Papillibacter","Parabacteroides","Paraeggerthella","Paraprevotella","Parasutterella","Parvimonas","Pasteurellaceae","Pediococcus","Pelomonas","Peptococcus","Peptoniphilus","Peptostreptococcaceae","Peptostreptococcus","Perlucidibaca","Petrimonas","Phascolarctobacterium","Phenylobacterium","Phocaeicola","Photobacterium","Planctomyces","Planctomycetaceae","Planococcaceae","Pleomorphomonas","Porphyrobacter","Porphyromonadaceae","Porphyromonas","Prevotella","Prevotellaceae","Promicromonospora","Propionibacterium","Proteobacteria","Proteus","Providencia","Pseudoalteromonas","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonadaceae","Pseudomonas","Pseudoramibacter","Psychrobacter","Puniceicoccaceae","Pyramidobacter","Ralstonia","Rhizobiales","Rhizobium","Rhodobacter","Rhodobacteraceae","Rhodocyclaceae","Rikenella","Rikenellaceae","Robinsoniella","Roseburia","Rothia","Ruminococcaceae","Ruminococcus","Ruminococcus2","Sarcina","Scardovia","Schwartzia","Sedimentibacter","Selenomonadales","Selenomonas","Shewanella","Shinella","Shuttleworthia","Slackia","Sneathia","Solirubrobacter","Solobacterium","Sphaerobacter","Sphingobacterium","Sphingomonadaceae","Sphingomonas","Sporobacter","Sporosarcina","SR1","Staphylococcus","Stenotrophomonas","Steroidobacter","Streptococcaceae","Streptococcus","Subdivision3","Subdoligranulum","Succinatimonas","Succiniclasticum","Succinivibrio","Sutterella","Sutterellaceae","Synergistes","Syntrophaceticus","Syntrophomonadaceae","Syntrophomonas","Tannerella","Tepidimonas","Terrimonas","Thermicanus","Thermus","Thiobacillus","Thiothrix","Tissierella","Treponema","Truepera","Trueperella","Tumebacillus","Turicibacter","Turneriella","Ureaplasma","Vagococcus","Varibaculum","Veillonella","Veillonellaceae","Verrucomicrobia","Verrucomicrobium","Victivallis","Weissella","Wolinella","Xanthomonadaceae","Group"
"61",0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,527.38,0,1136.26,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,74.61,5.91,0,0,0,0,0,7.49,0,0,0,0,0,205.32,0,2712.42,0,0,0,0,164.07,20.04,0,600.32,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809.38,11.19,0,44.92,11.49,17.91,111.32,5.86,2.36,0.34,0,0,0,39.22,0.86,0,0,0,0,0,0,0,0,0,20.32,0,0,178.28,0,0,97.91,0,0,0,0,0,0,0,2.98,0,0.26,0,6.72,0,0,0,1.28,0,438.63,0,0,0,119.46,0,0,0.55,0,0,0,0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,818.72,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.44,0,0,0,0,31.7,0,0,0,0,0,294.44,0,1.26,58.54,0,2.31,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,2.52,0,0,0,0,0,8.72,0,0,0,0,4.92,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,440.99,0,694.83,394.03,152.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08,0,6.47,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,1.57,0,0,0,0,0,0,0,"2153660"
"62",0,0,0,0,0,0,0,0,0,0,0,0,0,17.95,1.8,0,0,0,33.14,0,228.81,79.1,0,0.47,0,0,0,0,0,0,0,0,0,0,0,185.26,0,0,0,0,0,0,0,76.36,0,0,0.41,0,76.24,0.98,1838.18,0,61.55,3.17,0,85.17,27.67,0,1728.35,0,0,0,0,0,0,0,0,0,17.55,4.7,2.37,0,0,1.23,3.55,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,402.92,0.85,0,140.78,13.04,207.52,90.7,71.25,6.45,0,0,0,14.47,114.74,5.88,0,0,0,0,0,0,0,0,0,0,0,0.38,4.2,0,0,130.73,0,1.6,0,0,0,0,0,932.24,0,11.35,0,84.02,10.09,0,0,7.83,0,329.92,0,0,0.97,38.5,0,0,5.07,0,0,4.58,0,0,4.9,0.48,0,0,0,0,0,0,0,0,0,0,1.83,4.93,0,0,0,0,0,0,0,0,0,0,0,246.53,0,17.25,2.74,8.19,0.95,0,0.51,0,0,0,0,0,0,0,0,0,0.47,3.63,0,1.4,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82,0,0,0,2.2,31.51,0,0,0,0,0,235.6,0,1.84,3.04,0.43,2.31,0,0,0,0,15.4,0,0,0,384.68,0,0,0,0,0,0,0,0,14.27,0.88,15.45,0,0,0,0,0,0,0,0,0,0,6.47,0,0,0,0,0,0,0,0,0,0,0,0,0,515.57,1.96,900.85,20.09,427.35,0,0,0,0,0,0,0,0,0,0,0,0,8.98,0,0,0,0,0,0,0,1.89,0,0,0,366.18,0,56.74,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.89,0,0,0,0,18.07,0,0,0,0,0,0,0,"2155650"
"63",0,0,0,0,430.21,432.57,0,0,0,0,0,2.47,0,0,0,0,0,0,238.84,0,51.34,40.5,0.29,178.27,0,0,0,0,0,0,0,0,0,0,0,69.79,0,0,0,0,0,0,0,0,0,0,0,0,14.84,0.2,484.59,1.43,22.98,0.21,0,136.77,1.88,0,951.73,0,0,0,0,0,0,0,0,0,0,1.33,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,1404.16,2.81,0,23.18,8.69,2.4,55.33,5.64,25.18,348.02,0,0,0.21,295.23,195.87,0,0,0,0,0,0,0,0,0,1.89,0,0,0.44,0,0,389.2,0,0,0,0.12,0,0,0,54.4,0,0.9,82.14,195.18,0,0,0,3.58,0,235.54,0,0,0.12,88.06,0,0,1.78,0,0,5.52,0.67,0,0,0,0.21,0,0,0,0,0,0,0,0,0,2.17,8.1,0,0,0,0,0,0,0,0,0,0,0,740.2,0,0,2,0.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0,340.85,0,0,0,0,0,0.14,0.19,0,53.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51,0,0,5.24,0,3.69,0,0,0,0.51,0,59.09,0,28.53,0.09,0.18,3.88,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,45.91,0.37,893.56,14.92,0,0,89.63,0,0,0,0,0,0,16.03,0,0,0,0,0.17,0,0,0,0,0,0,0,0,195.33,0.37,727.36,363.66,349.08,0,0,0,0,0,0,0,0,0,16.9,0,0,0,0,0,0.16,0,0.55,0,0,0,0,0,0,19.48,0,22.08,0,0,5.69,9.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,3.59,0,0,0,0,3.83,0,0,0,0,0.7,0,0,"2157660"
"64",0,0,0,0,0,9.83,0,0,0,0,0,0,0,2.72,0,0,0,0,49.71,0,907.41,0,0,0,0,0.34,0,0,1.1,0,0,0,0,0,0,182.4,6.62,0,0,0,0,0,10.17,0,0,0,0,0,174.64,1.13,842.31,0,363.26,0,0,0.67,14.6,0,639.48,0,0,0,0,0,0,0,0,0,0.37,1.93,39.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2230.78,16.32,37.06,127.53,97.39,178.44,36.99,1.54,76.52,107.94,0,0,0,44.39,5.94,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,60.01,0,7.17,0,0,0,0,0,1.37,0,0.16,0,346.99,0,0,0,0.98,0,111.27,0,0,0,622.99,0,0,0.84,0,0,0,0,0.11,0,0,1.27,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,451.78,0,0,1.29,0.23,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,52.47,0,0,0,0,25.34,0,1.54,0,0,0,84.84,0,0.96,0.47,0,0.42,0,0,0,0,0,0,0,0,82.29,0,0,0,0,0,0,0,0,1.51,0,31.29,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,162.78,0,772,983.42,229.56,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0.53,0,0,0,0,0,0,268.33,0,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,"2159650"
"65",0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,554.35,0,159.22,0,0,0,0,0,2.41,0,1.37,0,0,0,0,1.4,0,190.39,0,0,0,0,0,0,0,0,0,0,0,0,13.52,8.62,481.99,4.5,0,0,0,75.41,6.59,0,37.85,0.97,0,0,0,0,0,0,0,0,0,0.91,8.07,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,87.95,0,0.43,0,0,761.11,207.29,1.39,118.82,2084.25,3324.69,45.15,0.81,6.86,0.45,0,0,0,1.31,3.34,0,0.88,0,0,0,0,0,0,0,23.09,0,0.84,69.73,0,0,33.33,0.43,12.76,0,0,0,0,0,128.31,0,0,0,9.21,0,0,0,0,0,16.85,0,0,0,280.68,0,0,3.65,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,178.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,12.39,0,0,0,0,0,35.46,0,0,1.66,1.29,0,0,0,0,0,41.62,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0,4.71,0,0,0,0,0,0,0,0,0,0,12.32,0,0,0,0,0,0,0,0,0,0,0,0,0,55.52,0,948.38,224.99,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,1.8,0,28.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,192.08,0,0,0,1.27,0,0,0,0,0,0,0,0,"2161653"
"66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,960.15,0,50.58,0,0,0,0,18.47,0,0,0.87,0,0,0,0,0,0,130.24,0,0,0,0,0,0,40.04,0,0,0,0,0,4.08,0,1573.12,0,0.78,0,0,77.95,8.17,0,1568.42,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.05,4.08,0,89.38,34.6,104.2,455.76,6.53,14.63,0.85,0,0,0,338.6,8.96,0,0,0,0,0.79,0.82,0,0,0,0,0,0,0,0,0,31.11,0,2.61,0,0,0,0,0,0,0,0,0,81.04,2.45,0,0,2.42,0,380.23,0,0,0,188.59,0,0,6.64,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,968.95,0,0,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74,0,0,0,0,80.35,0,0,0,0,0,79.75,0,0,8.02,0,0.81,0,0,0,0,0,0,0,0,212.24,0,0,0,0,0,0,0,0,41.59,0,1.68,0,0,0,0,0,0,0,0,17.13,0,7.22,0,0,0,0,0,0,0,0,0,0,0,0,0,209.34,0,953.71,980.36,136.37,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.63,0,0,0,0,0,0,0,0,0,0,0,0,"2163653"
"67",0,0,0,0,0,0,0,0,0,0,0,0,0,6.16,0,0,0,0,857.45,0,139.44,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,115.57,0,0,0,0,0,0,2.24,1.7,0,0,0,0,132.44,0,208.47,1.85,26.19,0,0,456.28,1.15,0,200.27,0,0,0,0,0,0,0,0,0,1.2,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229.24,36.17,1.24,137.95,709.56,713.46,173.56,1.12,5.59,46.32,0,0,0,290.34,64.39,0,0,0,0,0,1.12,0,0,0,21.37,0,0,133.89,0,0,78.09,0,1.79,0,0,0,0,0,0,0,0,0.57,6.28,0,0,0,1.17,0,109.25,0,0,0,183.65,0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903.13,0,0,0.53,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,0,0,0,0,5.2,0,0,0,0,0,30.91,0,0,1.06,0,2.9,0,0,0,0,143.09,0,0,0,0.56,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0.65,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,105.01,0,1081.92,811.65,100.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.83,0,0,0,0,0,0,3.26,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.28,0,0,0,0,6.25,0.54,0,0,0,0,0,0,"2165652"
"68",0,0,0,0,0,271.33,0,0,0,0,0,6.76,0,1.21,0,0,0,0,512.6,0,703.01,3.48,0,0,0,87.7,0,0,0,0,0,0,0,0,0,197.37,0.32,0.62,0,0,0,0,3.91,0,0,0,0,0,29.06,0,1712.7,1,32.92,0,0,236.01,9.55,0,668.41,0,0,0,0,0,0,0,0,0,55.97,1.07,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,353.64,0.45,0,2.17,15.6,8.44,103.75,76.28,0.55,142.25,0,0,0,283.5,100.03,0,0,0,0,0,0,0,0,0,0,0,0,242.47,0,0,86.11,0,0,0,0,0,0,0,2.4,0,0,0,7.86,0,0,0,0.99,0,545.35,0,0,0,75.97,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350.67,0,0.18,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.42,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.44,0,0,0.54,0,82.52,0,2.04,0,0,0,257,0,0.35,249.31,0,20.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,3.12,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.33,0,864.22,377.01,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37,0,47.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.74,0,0,0,0.28,0,0,0,"2167670"
"69",0,0,0,0,147.52,0,0,0,0,0,0,0,0,4.14,0,0,0,0,776.22,0,131.72,16.12,0,0,0,0,0,0,1.16,0,0,0,0,0,0,84.48,0,0,0,0,0,0,0.57,0,0,0,0,0,54.66,0,1651.51,37.06,0,0,0,7.01,8.94,0,440.23,0,0,0,0,0,0,0,0,0,0,77.37,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.66,17.77,0,12.96,274.18,484.04,117.69,0.64,4.78,1.81,0,0,0,255.02,23.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.97,0,1.79,0,0,0,0,0,15.87,0,0,0,20.22,0,0,0,0,0,581.52,0,0,0,130.37,0,0,3.13,0,0,0,0,0,1.79,0,3.33,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,876.02,0,0,0.61,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.84,0,9.95,0,0,0,0,0,139.61,0,1.24,35.58,0,38.11,0,0,0,0,5.78,0,0,0,119.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544.25,0.48,1219.37,755.68,164.1,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,155.6,0,0,0,0,0,0,0,"2169653"
"70",0,0,0,0,0.31,0,0,0,0,0,0,0,0,3.19,0,0,0,0,10.33,0,961.77,0,0,0,0,81.83,0.46,0,1.54,0,0,0,0,0,0,159.23,0.13,0,0,0,0,0,5.99,0,0,0,0,0,9.3,0,3822.95,0,0.15,0,0,7.07,31.81,0,1081.82,0,0,0,0,0,0,0,0,0,0,1.57,0.36,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.33,0,0,15.18,4.69,10.03,19.19,64.18,4.68,380.31,0,0,0,46.97,1.95,0,0.27,0,0,0.52,0,0,0,0,0,0,0,0.19,0,0,182.84,0,3.68,0,0,0,0,0,4.06,0,0.14,0,29,0,0,0,0.19,0,626.21,0,0,0.19,10.14,0,0,7.22,0,0,3.84,0,0.29,0,0,2.53,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,500.09,0,0.19,0,0.76,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,79.97,0,0,0,0,16.58,0,0,0,0,0,0,0,0,5.6,0.16,0,0,0,0,0.79,0,0,0,0,360.33,0,0,0,0,0,0,0,0,0.49,0.43,3.84,0,0,0,0.36,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742.24,0,274.23,219.87,356.18,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.97,0,11.16,0,0,0,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84,0,0,0,0,0.23,0,0,0,0,0,0,0,"2171690"
"71",0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,386.69,5.49,0,0,0,0,0,0,0.73,0,0,0,0,0.75,0,375.14,0,0,0,0,0,0,0,0,0,0,0,0,25.79,0.7,1622.48,2.26,0.69,0,0,0,100.11,0,879.72,0,0,0,0,0,0,0,0,0,0,3.84,1.49,0,0,1.69,0.79,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.93,0,0,7.14,20.61,178.59,16.36,20.45,34.5,0,0,0,0,130.04,0,0,0.77,0,0,0,0,0,0,0,0,0,0,738.99,0,0,337.16,0,3.88,0,0,0,0,0,6.33,0,0,0,1473.52,0,0,0,0,0,952.37,0,0,0,18.84,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,725.22,0,0,10.66,0.75,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,2.38,0,0,0,0,0,2.39,0,0,0,0,31,0,0,0,1.64,3.89,0,0,0,0,0,71.55,0,0,0,0,1.51,0,0,0,0,0,0,0,0,16.02,0,0,0,0,0,0,0,0,2.4,0,177.17,0,0,0,0,0,0,0,0,0,0,10.07,0,0,0,0,0,0,0,0,0,0,0,0,0,401.43,7.33,216.23,8.66,277.79,0,0.84,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,0,406.83,0,6.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,1.47,0,0,0,0,25.97,0,0,0,0,0,0,0,"2173650"
"72",0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,0,0,0,738.59,0,308.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.97,0.78,0,0,0,0,0,5.96,0,0,0,0,0,24.09,0,1888.38,0,0,0,0,155.05,0,0,438.21,0,0,0,0,0,0,0,0,0,0,6.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873.76,0.83,0,41.87,28.95,138.16,208.94,6.55,1.67,212.61,0,0,0,600.14,10.67,0,0,0,0,0,0,0,0,0,6.54,0,0,198.7,0,0,90.92,0,0,0,0,0,0,0,20.72,0,0,0,31.97,0,0,0,0,0,783.87,0,0,0,122.97,0,0,5.71,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,850.41,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.31,0,0,0,0,0,52.72,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490.5,0,1189.89,599.57,56.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.58,0,21.48,0,0,0,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84,0,0,0,0,0,0,0,0,0,0,0,0,"2177653"
"73",0,0,0,0,0,0,0,0,0,0,0,0.88,0,3,0,0,0,0,310.35,0,548.71,0,0,0,0,0,0,0.46,1.66,0,0,0,0,0,0,86.07,1.03,0,0,0,0,0,4.72,0,0,0,0,0,29.72,1.28,3695.65,19.75,414.27,0,0,128.94,88.09,0,616.45,0,0,0,0,0,0,0,0,0,0,1.93,30.73,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0.26,0,517.19,4.07,0,63.43,32.1,61.78,34.35,10.67,1.88,174.09,0,0,0,66,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.47,0,1.97,0,0,0,0,0,54.53,0,0,0,7.08,0,0,0,0.18,0,587.9,0,0,0,24.34,0,0,5.18,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.72,0,0,3.53,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.42,0,0,0,0,93.61,0,0,0,0,0,205.59,0,0,195.54,0,0,0,0,0,0,0,0,0,0,607.28,0,0,0,0,0,0,0,0,34.66,0,0.26,0,0,0,14.65,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,263.38,0.15,376.06,429.37,58.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,0,40.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.02,0,0,0,0,0.32,0,0,0,0,0,0,0,"2179650"
