"","Abiotrophia","Acetanaerobacterium","Acetitomaculum","Acetobacteraceae","Acidaminococcaceae","Acidaminococcus","Acidisoma","Acidobacteria_Gp4","Acidobacterium","Acidovorax","Acinetobacter","Actinobacteria","Actinobaculum","Actinomyces","Actinomycetales","Aerococcaceae","Aerococcus","Aeromonas","Akkermansia","Alcaligenaceae","Alistipes","Allisonella","Allobaculum","Alloprevotella","Alloscardovia","Alphaproteobacteria","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroglobus","Anaerolineaceae","Anaerophaga","Anaeroplasma","Anaerorhabdus","Anaerosporobacter","Anaerostipes","Anaerotruncus","Anaerovorax","Anoxybacillus","Arcanobacterium","Arcobacter","Arthrobacter","Asaccharobacter","Atopobium","Bacillaceae_2","Bacillales","Bacilli","Bacillus","Bacteria","Bacteroidales","Bacteroides","Bacteroidetes","Barnesiella","Betaproteobacteria","Bifidobacteriaceae","Bifidobacterium","Bilophila","Blastococcus","Blautia","Bosea","Brachybacterium","Brachyspira","Bradyrhizobium","Brevibacterium","Brevundimonas","Brochothrix","Brucellaceae","Bulleidia","Burkholderiales","Butyricicoccus","Butyricimonas","Caldilineaceae","Calditerricola","Campylobacter","Candidatus_Saccharibacteria","Capnocytophaga","Cardiobacterium","Carnobacteriaceae","Carnobacterium","Catenibacterium","Catonella","Cellulosilyticum","Cerasicoccus","Cetobacterium","Chryseobacterium","Cloacibacillus","Cloacibacterium","Clostridiaceae_1","Clostridiales_Incertae_Sedis_XIII","Clostridiales_Incertae_Sedis_XI","Clostridiales","Clostridia","Clostridium_III","Clostridium_IV","Clostridium_sensu_stricto","Clostridium_XI","Clostridium_XlVa","Clostridium_XlVb","Clostridium_XVIII","Collinsella","Comamonadaceae","Comamonas","Coprobacillus","Coprococcus","Coriobacteriaceae","Corynebacteriaceae","Corynebacterium","Cryptobacterium","Cupriavidus","Defluviitalea","Deinococcus","Deltaproteobacteria","Dermacoccus","Desulfobulbus","Desulfovibrio","Desulfovibrionaceae","Desulfovibrionales","Dialister","Dietzia","Dokdonella","Dorea","Dysgonomonas","Eggerthella","Eggerthia","Eikenella","Elusimicrobium","Enhydrobacter","Enterobacter","Enterobacteriaceae","Enterococcaceae","Enterococcus","Enterorhabdus","Erysipelotrichaceae","Escherichia/Shigella","Ethanoligenens","Eubacteriaceae","Eubacterium","Facklamia","Faecalibacterium","Fastidiosipila","Filifactor","Finegoldia","Firmicutes","Flavobacteriaceae","Flavobacterium","Flavonifractor","Fontibacillus","Fusobacteriaceae","Fusobacterium","Gammaproteobacteria","Gardnerella","Gemella","Geobacillus","Gordonibacter","Gp4","Gp6","Granulicatella","Haemophilus","Hallella","Halomonas","Helcococcus","Helicobacter","Hespellia","Holdemania","Howardella","Hydrogenoanaerobacterium","Hydrogenophaga","Hymenobacter","Janibacter","Johnsonella","Jonquetella","Kingella","Kocuria","Kosakonia","Lachnoanaerobaculum","Lachnospira","Lachnospiraceae","Lactobacillaceae","Lactobacillales","Lactobacillus","Lactococcus","Lactonifactor","Lentisphaeria","Lentzea","Leptotrichia","Leptotrichiaceae","Leuconostoc","Lewinella","Listeria","Litorilinea","Lutispora","Marvinbryantia","Massilia","Megamonas","Megasphaera","Methylobacillus","Methylobacterium","Microbacteriaceae","Microbacterium","Micrococcaceae","Micrococcus","Mitsuokella","Mobiluncus","Mogibacterium","Mollicutes","Moraxellaceae","Morganella","Moryella","Mucispirillum","Murdochiella","Mycobacterium","Mycoplasma","Myroides","Negativicoccus","Neisseria","Neisseriaceae","Nocardioides","Novosphingobium","Ochrobactrum","Odoribacter","Oenococcus","Oligosphaera","Olsenella","Oribacterium","Oscillibacter","Oxalobacter","Oxalobacteraceae","Paenibacillaceae_1","Paenibacillus","Papillibacter","Parabacteroides","Paraeggerthella","Paraprevotella","Parasutterella","Parvimonas","Pasteurellaceae","Pediococcus","Pelomonas","Peptococcus","Peptoniphilus","Peptostreptococcaceae","Peptostreptococcus","Perlucidibaca","Petrimonas","Phascolarctobacterium","Phenylobacterium","Phocaeicola","Photobacterium","Planctomyces","Planctomycetaceae","Planococcaceae","Pleomorphomonas","Porphyrobacter","Porphyromonadaceae","Porphyromonas","Prevotella","Prevotellaceae","Promicromonospora","Propionibacterium","Proteobacteria","Proteus","Providencia","Pseudoalteromonas","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonadaceae","Pseudomonas","Pseudoramibacter","Psychrobacter","Puniceicoccaceae","Pyramidobacter","Ralstonia","Rhizobiales","Rhizobium","Rhodobacter","Rhodobacteraceae","Rhodocyclaceae","Rikenella","Rikenellaceae","Robinsoniella","Roseburia","Rothia","Ruminococcaceae","Ruminococcus","Ruminococcus2","Sarcina","Scardovia","Schwartzia","Sedimentibacter","Selenomonadales","Selenomonas","Shewanella","Shinella","Shuttleworthia","Slackia","Sneathia","Solirubrobacter","Solobacterium","Sphaerobacter","Sphingobacterium","Sphingomonadaceae","Sphingomonas","Sporobacter","Sporosarcina","SR1","Staphylococcus","Stenotrophomonas","Steroidobacter","Streptococcaceae","Streptococcus","Subdivision3","Subdoligranulum","Succinatimonas","Succiniclasticum","Succinivibrio","Sutterella","Sutterellaceae","Synergistes","Syntrophaceticus","Syntrophomonadaceae","Syntrophomonas","Tannerella","Tepidimonas","Terrimonas","Thermicanus","Thermus","Thiobacillus","Thiothrix","Tissierella","Treponema","Truepera","Trueperella","Tumebacillus","Turicibacter","Turneriella","Ureaplasma","Vagococcus","Varibaculum","Veillonella","Veillonellaceae","Verrucomicrobia","Verrucomicrobium","Victivallis","Weissella","Wolinella","Xanthomonadaceae","Group"
"223",0,0,0,0,1.98,7.89,0,0,0,0,1,0,0,0,0,0,27.7,0,874.82,0,28.75,0,0,0,0,0,0,0,0,0,0,0,91.18,0,0,0.99,0,0,0,0,0,0,0,0,0,2.98,0,0,47.49,13.89,1271.83,7.86,1887.42,0,0,39.54,0,0,70.21,0,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.43,0,0,0,36.67,1,14.82,0,0,27.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1834.98,0,65.39,0,0.98,0,0,0,0,0,58.47,0,0,0,0.99,0,0,33.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.57,0,0,539.36,0,0,0,0,0,0,0,0,0,0,0,73.36,0,0,0.99,0.99,25.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.56,0,71.36,0,0,0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97,0,0,0,0,0,0,0,0,1467.47,0,38.47,0,0,0,0,0,0,0,0,0,0,854.66,0,0,0,0,0,0,0,0,0,0,0,0,0,24.72,0,62.48,1.99,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.1,0,0,0,0,0,0,0,0,0,0,0,0,"2603650"
"224",0,0,0,0,0,0,0,0,0,0,0,0,0,8.37,0,0,0,0,323.62,0,728.04,0,0,0,0.87,0,0,0,1.87,0,0,0,0,0,0,153,1.91,0,0,0,0,0,4.49,0,0,0,0,0,149.84,1.92,2698.88,25.82,497.73,0,0,76.29,24.94,0,605.2,0,0,0,0,0,0,0,0,1.87,0,0,30.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,0,560.31,0,0,22.23,27.77,252.3,41.4,18.6,16.56,0,0,0,0,199.46,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.17,0,2.74,0,0,0,0,0,5.59,0,0,0,128.01,0,0,0,0,0,870.1,0,0,0.94,27.99,1.89,0,11.3,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,313.85,0,2.74,1.78,0,0,0,0,2.73,0,3.62,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.27,0,0,0,0,42.55,0,0,0,0,0,219.98,0,0,25.9,0,0.92,0,0,0,0,9.22,0,0,0,470.97,0,0,0,0,0,0,0,0,2.79,0.92,0.94,0,0,0,3.7,0,0,0,0,1.89,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,665.09,0,265.99,277.03,65.75,0,0,0,0,0,0.88,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,37.08,0,71.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.35,0,0,0,0,0.92,0,0,0,0,0,0,0,"2605650"
"225",0,0,0,0,136.6,3.38,0,0,0,0,0,0,0,1.82,0,0,0,0,4.69,0,116.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.72,0.41,0,0,0,0,0,1.2,0,0,0,0,0,15.41,0,2568.21,0,41.23,0,0,46.04,4.69,0,218.39,0,0,0,0,0,0,0,0,0,44.59,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0.88,0,0,269.03,0,0,4.38,134.1,90.43,54.23,8.15,0.45,13.2,0,0,0,63.88,0,0,0,0,0,0,0,0,0,0,72.57,0,0,0.51,0,0,28.09,0,0,0,0,0,0,0,356.17,0,0,0,5.5,2.39,0,0,1.62,0,599.57,0,0,0,78.8,0,0,1.2,0,0,0.43,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,405.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.42,0,0,0,0,0,466.66,0,0,134.76,0,0.89,0,0,0,0,22.19,0,0,0,0.41,0,0,0,0,0,0,0,0,3.15,1.67,2930.66,0,0,0,0.33,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,504.46,0,188.98,767.46,42.51,0,0,0,0,0,0,0,0,0,5.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.41,0,0,0,0,0,0,0,0,0,0,0,0,"2611670"
"226",0,0,0,0,0,0,0,0,0,0,0,1.94,0,6.57,0,0,0,0,524.19,0,90.53,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,693.99,4.05,0,0,0,0,0,1.93,0,0,0,0,0,69.12,9.41,87.62,12.03,0,0,0,0.52,0.53,0,2454.99,0,0,0,0,0,0,0,0,0,0,1.04,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.36,0,0,0,0,1473.62,8.65,0,103.67,1.56,25.51,195.69,0,0,0.48,0,0,0,146.38,1.32,0,1.09,0,0,0,0,0,0,0,9.06,0,0,0.49,0,0,3.76,0,0,0,0,0,0,0,0.43,0,0,25.6,211.45,0,0,0,0,0,84.58,0,0,0,209.2,0,0,0.93,0,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.15,0,0,5.69,0,1.99,0,0,0,0,0,54.85,0,22.39,0,0,0.91,0,0,0,0,0,19.73,0,0,35.03,0,0,0,0,0,0,0,0,18.36,790.21,11.23,8.25,0,0,0,0,0,0,0,0,0,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,173.66,0,473.57,1032.67,704.26,0,0,0,0,0,0,0,0,0,51.19,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,5.29,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,0,0,0,0,2.52,0,0,0,0,0,0,0,"2613650"
"227",0,0,0,0,0.22,0,0,0,0,0,0,0,0,9.14,0,0,0,0,0,0,1.52,0,0,0,0,0,1.24,0,0.87,0,0,0,0,0,0,3.16,0,0,0.59,0,0,0,0,0.55,0,0,0,0,15.92,0,34.99,0,5.3,0,0,196.79,0,0,5850.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893.95,0,0,32.85,0.61,411.38,318.27,0,34.66,202.97,0,0,41.67,0.74,39.47,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,559.9,0,19.29,0.73,0,0,0,0,69.62,0,0,0,0.28,0,0,0,0,0,229.85,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,2.95,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0.3,0,932.3,0,5.02,0,30.77,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0.58,0.57,0,0,0,0,1.19,1.91,0,0,14.52,0,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,178.75,2.5,20.94,0.54,118.59,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0.5,0,0,0.55,0,0,0,110.69,0,20.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.62,0,0,0,0,1.21,0,0,0,0,0.6,0,0,"2617653"
"228",0,0,0,0,1.46,0,0,0,0,0,1.75,0,0,2.57,0,0,0,0,18.98,0,0.17,0,0.69,0,0,0,0,0,0,0.58,0,0,0,0,0,736.94,0,0,0,0,0,0,0,0,0,0,0,0,35.74,0.26,97.31,0.28,3.12,0,0,43.39,0,0,4124.17,0,0,0,0,0,0,0,0,0,0,23.64,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.95,0,0,14.66,2.17,157.36,237.54,35.39,10.91,0,0,0,8.43,426.08,7.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.93,0,11.08,0,0,0,0,0,412.98,0,2.41,0,0.54,0,0,0,0,0,551.85,0,0,0,1.41,0,0,3.72,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,687.29,0,2.23,41.67,27.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0.97,20.65,0,1.09,0,0,0,0,0,0,0,0,0,0,149.14,0,0,0,0,0,0,0,0,27.66,0,0,0,0,0,0.32,12.65,0,0,0,0,0,30.37,0,0,0,0,0,0,0,0,0,0,0,0,0,1444.46,1.67,322.54,201.77,46.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,179.77,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,0,0,0,5.77,0.82,0,0,0,0,0,0,"2619653"
"229",0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,644.1,0,59.18,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,286.5,0,0,0,0,0,0,2.46,0.25,0,0,0,0,14.73,0.31,188.94,0,53.46,0,0,85.48,0,0,3044.37,0,0,0,0.31,0,0,0,0,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.63,3.75,0,4.83,22.15,76.44,14.4,15.32,4.82,43.2,0,0,0,45.2,0,0,0,0,0,0,0,0,0,0,10.31,0,0,56.49,0,0,304.27,0,1.25,0,0,0,0,0,29.36,0,0,0,202.52,0,0,0,0,0,897.86,0,0,0,55.13,0,0,0.51,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,976.43,0,0.65,1.36,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,80.55,0,0,6.43,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0.26,6.71,0,0,0,0,0,0,0,0,0,0,75.11,0,0,0,0,0,0,0,0,0,0,0,0,0,715.1,0.55,1257.44,281.82,540.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,13.66,0,12.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,3.25,1.33,0,0,0,0,0,0,"2625653"
"230",0,0,0,0,0,4.31,0,0,0,0,0,0,0,4.24,0,0,0,0,17.77,0,6.91,0,0,0,0.39,0,0.36,0,2.54,0,0,0,0,0,0,377.6,0,0,0,0,0,0,3.55,0.34,0,0,0,0,30.21,0,107.17,0.71,3.36,2.12,0,17.39,0,0,1969.84,0,0,0,0,0,0,0,0,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.46,5.33,0,50.13,423.89,202.82,70.96,0,16.37,51.46,0,0,3.59,101.29,43.39,0,1.08,0,0,0,0,0,0,0,0,0,0,0.39,0,0,229.7,0,0.35,0,0,0,0,0,1200.27,0,9.39,0,129.39,0,0,0,2.59,0,629.4,0,0,0,50.53,0,0,1.4,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,715.37,0,0.48,0.32,1.32,1.2,0,0,0,0,0,0,0,0,0,0,0,0,4.73,0,4.48,0,0,0,0,0,0.34,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,2.15,0,0,1.44,0,0,0,0,0,0,1.86,0,0,0,137.4,0,0,0,0,0,0,0,0,1.34,0,34.24,0,0,0,0,0,0,0,0,0,0,49.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1731.26,0,398.85,769.29,364.53,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,1.12,0,0,0,0,0,0,35.43,0,19.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.84,0,0,0,0,0.29,0,0,"2629651"
"231",0,0,0,0,0,4.33,0,0,0,0,0,0,0,14.39,0,0,0,0,2.61,0,6.76,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,46.11,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,1234.76,0,1.68,0,0,1.64,22.95,0,234.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,0,4.3,0,1.73,61.2,73.67,39.3,180.62,0,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,13.49,0,7.67,0,0,0,0,0,9.16,0,2.56,0,0.83,0,0,0,0.81,0,202.82,0,0,1.71,1.63,0,0,0,0,34.34,2311.59,0,0,3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.22,0,567.78,0,8.26,7.46,16.08,0,0,0,0,0,46.32,0,0,0,0,0,0,0,6.55,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,2.56,0,0,0,0,0,0,143.4,0,0.85,312.94,6.69,0,0,0,0,0,0,0,0,0,373.3,0,0,0,0,0,0,0,0,4.91,0,1.69,0,0,0,0,0,0,0,0,0,0,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,34.85,21.58,78.16,3.38,4.08,21.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3241.81,1.71,0,0,0,43.7,0,0,"2633670"
"232",0,0,0,0,0,0.37,0,0,0,0,0,0,0,20.44,0,0,0,0,36.39,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.75,0,0,0,0,0,0,0.4,0,0,0,0,0,9.04,0,13.7,0,0,0,0,3775.64,8.23,0,2478.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.71,0,0,2.44,0.88,374.44,0,3.11,0,371.24,0.36,0,0,0.79,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,138.17,0,4.03,0,0,0,0,0,6.1,0,1.14,0.42,61.72,0,0,0,0,0,112.68,0,0,0,3.18,0,0,0,0,0,0.4,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.88,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0.33,0.46,0,0,0,0,0,2.97,0,0,0,0.44,358.09,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73,5.74,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,110.62,8.67,21.71,420.11,4.37,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430.5,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.25,0,0,0,0,0,0,0,"2637651"
"233",0,0,0,0,254.21,190.9,0,0,0,0,0,4.7,0,2.49,0,0,0,0,9.87,0,243.99,0,0,0,0,6.27,0,0,0.4,0,0,0,0,2.11,0,320.3,0.34,0,0,0,0,0,4.9,0.24,0,0,0,0,49.24,9.11,2069.54,1.21,39.88,5.35,0,39,51.87,0,941.22,0,0,0,0,0,0,0,0,0,0,1.13,11.24,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,5.91,0,0,0,0,416.2,7.69,0,125.07,26.65,13.64,146.86,7.4,2.72,245.98,0,0,0,70.06,10.89,0,0,0,0,0,0,0,0,0,40.31,0,0,0,0,0,26.73,0,3.41,0,0,0,0,0,82.53,0,0,0.55,63.25,0.52,0,0,0,0,830.82,0,0,0,139.32,0,0,6.45,0,0,0,3.83,0,0.21,0,1.45,0,0,0,0,0,0,0,0,0,0,4.05,0,0,0,0,0,0,0,0,0,0,0,552.75,0,0,0.16,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.72,0,0,0,0.22,61.07,0,2.18,0,0,0,251.93,0,522.59,30.27,0,0.16,0,0,0,0,0,0,0,0,285.09,0,0,0,0,0,0,0,0,93.33,0,343.51,30.21,0,0,0.2,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606.61,0.19,472.17,300.64,86.05,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,47.93,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,"2639690"
"234",0,0,0,0,0,0,0,0,0,0,0,0,0,9.11,0,0,0,0,0,0,653.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.73,9.79,0,0,0,0,0,0.41,0,0,0,0,0,60.45,0,793.47,17.68,38.57,0,0,0.35,11.86,0,1290.01,0,0,0,0,0,0,0,0,0,0,0.92,7.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,1602.07,8.52,6.57,33.26,480.63,8.27,61.99,8.99,0,288.76,0,0,4.3,103.34,70.06,0,0,0,0,0,0,0,0,0,0,0,0,26.25,0,0,375.39,0,9.09,0,0,0,0,0,212.63,0,129.71,143.22,37.4,1.17,0,0,5.84,0,117.41,0,0,0.29,185.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,248.17,0,0,18.75,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.32,0,0,0,0,10.11,0,2,0,0,0,186.67,0,11.77,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0.37,0,38.49,0.32,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,81.08,0.59,1050.55,767.32,335.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696.09,0,19.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,"2641650"
"235",0,0,0,0,0.13,0,0,0,0.17,0,0,4.68,0,13.93,0.14,0,0,0,322.12,0,2.35,0.02,0.07,0,0,0,0.05,0,0.32,0,0,0,0,0,0,182.37,0,0,0,0,0,0.14,0,0.15,0,0.05,0,0.21,2.72,0,60.59,0,0.19,0,0,172.03,0.06,0,2244.89,0,0,0,0,0,0,0,0,0.14,0,1.25,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,316.04,0,0,44.95,770.23,285.93,184.26,0.09,3.37,148.47,0,0,1.63,375.69,0,0,1.45,0,0.11,0,0,0,0,0,0.11,0,0,18.28,0,0,72.01,0,0.81,0,0,0,0,0,5.65,0,0.71,0,0.45,0,0,0,0,0,48.66,0,0,0.23,4.64,0,0.03,0.28,0,0,0,0,0,1,0.09,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,699.21,0,0.67,65.62,1.81,1.94,0,0,0.06,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0.15,0,0,1.08,0,0,0,0,0,0,0,0,0.14,0,0.07,0,0,0,0,0.05,0,0,0.33,0,2.28,0,0.06,0,0,0,17.21,0,0.22,0,0,0.06,0,0,0,0.23,0,0,0,0,0.38,0,0,0,0,0,0,0,0,2.41,0,0.23,0.01,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1163.74,2.2,361.88,46.15,520.84,119.66,0.06,0,0,0,0,0,0,0,14.05,0,0,0.01,0,0.07,0,0.1,0,0,0,0.07,0,0,0,2196.96,0,2.64,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0.78,0.07,0,0.1,0,0,0.15,0,"2643651"
