"mtry","train_auc","Sens","Spec","ROCSD","SensSD","SpecSD","test_auc","run"
541,0.561735700197239,0.494134615384615,0.601126373626374,0.104538313773182,0.129105166814512,0.131140307306189,0.540322580645161,"run_1"
2,0.523835675542406,0.278974358974359,0.767527472527473,0.112178920278946,0.123109265389315,0.124696122086622,0.561195445920304,"run_2"
2,0.500915486756833,0.267564102564103,0.738983516483516,0.110791096545981,0.126199097690398,0.126814025057109,0.571631878557875,"run_3"
2,0.504610981966751,0.265512820512821,0.737335164835165,0.104259776420414,0.12641018976401,0.128157165900776,0.542220113851992,"run_4"
2,0.51407967032967,0.325352564102564,0.722884615384615,0.10767698608116,0.124353457457624,0.130808433657271,0.51280834914611,"run_5"
2,0.512551422936038,0.314102564102564,0.726181318681319,0.10107262862728,0.129354786047981,0.131486527825307,0.464421252371917,"run_6"
541,0.484640919977458,0.419262820512821,0.546098901098901,0.107945107375426,0.143792333516749,0.142259920117258,0.580170777988615,"run_7"
32,0.491511781487743,0.41198717948718,0.585494505494506,0.113151186886655,0.14059555072736,0.137469879170808,0.550759013282732,"run_8"
32,0.504332910679064,0.439551282051282,0.571675824175824,0.108733482866907,0.140573225071783,0.143405432382278,0.484819734345351,"run_9"
541,0.546109643561567,0.482660256410256,0.576071428571429,0.10124208196202,0.139735340628139,0.125632688189995,0.56831119544592,"run_10"
2,0.51337744787264,0.316121794871795,0.709395604395604,0.110283115420009,0.125148093184765,0.132396036392314,0.515654648956357,"run_11"
2,0.527927937447168,0.315769230769231,0.706483516483516,0.103225612076514,0.134140165356567,0.129597585805159,0.500948766603416,"run_12"
2,0.509271889969005,0.253782051282051,0.756236263736264,0.106893516058913,0.124416030252589,0.119892632650648,0.590607210626186,"run_13"
2,0.498048658072697,0.226794871794872,0.766923076923077,0.115987966531144,0.118453302413228,0.131806407775262,0.592030360531309,"run_14"
32,0.544317413355875,0.484166666666667,0.601978021978022,0.109133559565501,0.14757226065339,0.137766417419033,0.55550284629981,"run_15"
2,0.507263489715413,0.284679487179487,0.728681318681319,0.109619601737273,0.138420476547729,0.126274020966286,0.56404174573055,"run_16"
32,0.530963651732883,0.439166666666667,0.615549450549451,0.105234950179599,0.141443767003224,0.125671097182244,0.458254269449715,"run_17"
541,0.507933220625528,0.436410256410256,0.595934065934066,0.100624987675075,0.13800839247885,0.134864173976329,0.531783681214421,"run_18"
2,0.510688398140321,0.244519230769231,0.777005494505494,0.105150435133701,0.128231535580814,0.117729741917991,0.464421252371917,"run_19"
2,0.515063750352212,0.277980769230769,0.757994505494506,0.105870272991403,0.128126469717527,0.116421007981711,0.51707779886148,"run_20"
32,0.506052497182305,0.433685897435897,0.591950549450549,0.11771703395279,0.131021124758298,0.140801805437483,0.489089184060721,"run_21"
2,0.551485717807833,0.320032051282051,0.727087912087912,0.119688249256111,0.143447043182079,0.136746766690123,0.502371916508539,"run_22"
2,0.541237936742744,0.344391025641026,0.696428571428571,0.114705547293654,0.126562955072466,0.136271829931403,0.562618595825427,"run_23"
2,0.472424802761341,0.229711538461538,0.732774725274725,0.116294331717735,0.11558804937811,0.123443766573005,0.514231499051233,"run_24"
32,0.476003539729501,0.382532051282051,0.60510989010989,0.107867615066229,0.134933202207533,0.146949986823891,0.629981024667932,"run_25"
2,0.561089127218935,0.332596153846154,0.738956043956044,0.111048946879319,0.128215077406762,0.134633544390609,0.495256166982922,"run_26"
2,0.519792018878557,0.271602564102564,0.763846153846154,0.102208531973641,0.118889609631142,0.120260012249234,0.514231499051233,"run_27"
2,0.499066374330797,0.271153846153846,0.729313186813187,0.10390718829474,0.132636655811739,0.123953099649214,0.545066413662239,"run_28"
541,0.590273404480135,0.500512820512821,0.634423076923077,0.105912523427499,0.145715609877833,0.132141512483531,0.471537001897533,"run_29"
2,0.502841117216117,0.270769230769231,0.751620879120879,0.095103505776014,0.118225908580892,0.118632194277324,0.545066413662239,"run_30"
2,0.529971999154692,0.316923076923077,0.712197802197802,0.105126920954818,0.130828778466515,0.125094739690297,0.56404174573055,"run_31"
2,0.520537915610031,0.295384615384615,0.722252747252747,0.105091097874689,0.12345998938262,0.124980921453475,0.527514231499051,"run_32"
541,0.533697960693153,0.470961538461538,0.585247252747253,0.100152251311226,0.123286845709445,0.134163958224698,0.51707779886148,"run_33"
2,0.499107671174979,0.271089743589744,0.703543956043956,0.0962030636429718,0.135239913782436,0.127492064626345,0.543643263757116,"run_34"
2,0.461390708650324,0.229358974358974,0.721126373626374,0.104739676557716,0.124470737499774,0.12817468425431,0.671252371916508,"run_35"
2,0.568897224570301,0.358333333333333,0.71282967032967,0.107148478496337,0.133090466468025,0.129310609462714,0.524667931688805,"run_36"
2,0.484692871231333,0.282724358974359,0.725521978021978,0.107295901620816,0.129170117657644,0.13939715627136,0.51280834914611,"run_37"
32,0.482964215271908,0.396666666666667,0.594642857142857,0.102848817009094,0.14508250421074,0.145795525524062,0.611005692599621,"run_38"
2,0.533626461679346,0.310737179487179,0.718021978021978,0.0976744431540434,0.117098711204464,0.128761894892305,0.515654648956357,"run_39"
32,0.500690687517611,0.426794871794872,0.590054945054945,0.108059445360775,0.152359023843025,0.118760634248289,0.565464895635674,"run_40"
2,0.539004120879121,0.325576923076923,0.713241758241758,0.105768964654709,0.136372663905792,0.134421988535324,0.483396584440228,"run_41"
2,0.489006234150465,0.227660256410256,0.759285714285714,0.10013086446392,0.119590377385266,0.127795246061935,0.577324478178368,"run_42"
2,0.514603585517047,0.275288461538462,0.748049450549451,0.110386386337629,0.125045126303834,0.121929280187036,0.479127134724858,"run_43"
2,0.504150817131586,0.255705128205128,0.743791208791209,0.10833646029642,0.121236300443655,0.140335395354296,0.531783681214421,"run_44"
32,0.517809682304875,0.450897435897436,0.593461538461538,0.107091266219483,0.144763172896148,0.132805846929492,0.52134724857685,"run_45"
2,0.477243765849535,0.257948717948718,0.7375,0.10114258292551,0.121909663182035,0.1255570009401,0.593453510436433,"run_46"
2,0.544567747957171,0.331923076923077,0.702087912087912,0.102298692666791,0.120842853542922,0.123983304937836,0.503795066413662,"run_47"
32,0.50558572837419,0.437307692307692,0.592115384615385,0.104819466099368,0.136682063662284,0.127695000170733,0.484819734345351,"run_48"
