"Overall","Variable","run"
0.551563061215831,"Otu00001",1
0.694883786765841,"Otu00002",1
0.591999577784618,"Otu00003",1
1.46974995416462,"Otu00004",1
0.776512667999823,"Otu00005",1
0.505683368083453,"Otu00006",1
0.301879665512,"Otu00007",1
0.867764392764304,"Otu00008",1
0.365468929225005,"Otu00009",1
1.21589730246901,"Otu00010",1
0.713324245149246,"Otu00011",1
0.291350327820571,"Otu00012",1
0.439742116545717,"Otu00013",1
0.904770409076364,"Otu00014",1
0.458609285804392,"Otu00015",1
0.224129771961114,"Otu00016",1
0.225215452212939,"Otu00017",1
0.521007240770771,"Otu00018",1
0.293035485483254,"Otu00019",1
0.354883348231389,"Otu00020",1
0.313761352558015,"Otu00021",1
0.30298329464484,"Otu00022",1
0.235273324766741,"Otu00023",1
0.336592613941558,"Otu00024",1
0.527710946367157,"Otu00025",1
0.356798130788552,"Otu00026",1
0.629609285926251,"Otu00027",1
0.600609441449032,"Otu00028",1
0.430721914730412,"Otu00029",1
0.562971811693966,"Otu00030",1
0.931380873172947,"Otu00031",1
0.156347377412628,"Otu00032",1
0.852238252942779,"Otu00033",1
0.338703194322382,"Otu00034",1
0.467810473471774,"Otu00035",1
0.387908200711878,"Otu00036",1
0.807668818801868,"Otu00037",1
0.410235777034826,"Otu00038",1
0.399717815977168,"Otu00040",1
0.540263048560745,"Otu00041",1
0.0432933826496649,"Otu00042",1
0.264862867360118,"Otu00043",1
0.122010508644627,"Otu00044",1
0.393475291754253,"Otu00045",1
0.267553841622323,"Otu00046",1
0.312322204779869,"Otu00047",1
0.151819112467604,"Otu00048",1
0.525489684874079,"Otu00049",1
0.296830191721843,"Otu00050",1
0.168777138975676,"Otu00053",1
0.18582870517697,"Otu00054",1
0.11352397745131,"Otu00055",1
0.341594464957088,"Otu00056",1
0.0625939387385161,"Otu00057",1
0.340374165022712,"Otu00060",1
0.0967567461687652,"Otu00061",1
0.442365137920524,"Otu00062",1
0.232820761603283,"Otu00064",1
0.532834610893682,"Otu00065",1
0.168061985700235,"Otu00066",1
0.0420101006993186,"Otu00067",1
0.0424099216982908,"Otu00068",1
0.313806956513952,"Otu00069",1
0.359015674483013,"Otu00072",1
0.124832280292567,"Otu00073",1
0.613369230878007,"Otu00074",1
0.324637483589064,"Otu00075",1
0.216501581964113,"Otu00078",1
0.111738312121463,"Otu00079",1
0.213246278264231,"Otu00080",1
0.381528475397126,"Otu00081",1
0.277817964054928,"Otu00082",1
0.259475968776702,"Otu00083",1
0.382137814202883,"Otu00084",1
0.196816902850561,"Otu00086",1
0.281808762089001,"Otu00087",1
0.333392283906615,"Otu00088",1
0.253132651273804,"Otu00092",1
0.326711235022129,"Otu00093",1
0.627757237053538,"Otu00094",1
0.269081742034487,"Otu00095",1
0.216149399803114,"Otu00096",1
0.215105005212743,"Otu00098",1
0.216748855648989,"Otu00099",1
0.112742549828065,"Otu00100",1
0.121519169987911,"Otu00101",1
0.222629274243178,"Otu00102",1
0.371936912505504,"Otu00103",1
0.360896647020858,"Otu00105",1
0.22263223767887,"Otu00106",1
0.330904513783502,"Otu00107",1
0.250102737471467,"Otu00110",1
0.106159926590057,"Otu00111",1
0.165017557887857,"Otu00112",1
0.372312322472034,"Otu00113",1
0.116694072431522,"Otu00114",1
1.3079489293641,"Otu00115",1
0.243224805848128,"Otu00116",1
0.0568112415001819,"Otu00117",1
0.325634134743426,"Otu00119",1
0.235070227917331,"Otu00120",1
0.295650333759807,"Otu00121",1
0.0729115222207572,"Otu00122",1
0.0453683042179268,"Otu00123",1
0.111323179682729,"Otu00124",1
0.253009614498056,"Otu00125",1
0.1771942490996,"Otu00126",1
0.184504254539651,"Otu00127",1
0.179070193815685,"Otu00128",1
0.145413533757067,"Otu00130",1
0.264522371774583,"Otu00131",1
0.279234051580216,"Otu00132",1
0.547543088836752,"Otu00133",1
0.473044739862557,"Otu00134",1
0.17906245594371,"Otu00135",1
0.0681871061605243,"Otu00136",1
0.0828126950714954,"Otu00137",1
0.215838262154305,"Otu00138",1
0.440441397225721,"Otu00139",1
0.28222187460694,"Otu00140",1
0.700633797836602,"Otu00141",1
0.239372133672709,"Otu00142",1
0.388500425508555,"Otu00143",1
0.119096959797826,"Otu00144",1
0.169389008462225,"Otu00145",1
0.319936442034654,"Otu00147",1
0.375569827916985,"Otu00148",1
0.145885348095986,"Otu00150",1
0.291505737339519,"Otu00151",1
0.208768762897044,"Otu00152",1
0.129728332805615,"Otu00153",1
0.0980487042855083,"Otu00154",1
0.213512466378581,"Otu00156",1
0.131971444201436,"Otu00157",1
0.038007146175081,"Otu00158",1
0.0513205450934784,"Otu00159",1
0.237183940445651,"Otu00160",1
0.155721879639066,"Otu00161",1
0.141925794024161,"Otu00162",1
0.169117582046771,"Otu00163",1
0.0555515822286226,"Otu00164",1
0.0836423948685055,"Otu00166",1
0.313305334931518,"Otu00167",1
0.0341853197476797,"Otu00168",1
0.0856292711127342,"Otu00170",1
0.0350419377013266,"Otu00171",1
0.213190254663845,"Otu00172",1
4.34049903402284,"Otu00173",1
0.112578600649717,"Otu00175",1
0.124689721921153,"Otu00176",1
0.0623887824370121,"Otu00177",1
0.123387785957689,"Otu00178",1
0.0868861586205176,"Otu00179",1
0.140316256648086,"Otu00180",1
0.336912827776541,"Otu00182",1
0.0203077231366705,"Otu00183",1
0.378624610218691,"Otu00184",1
0.165681626905108,"Otu00185",1
0.166534777893288,"Otu00186",1
0.0357592721362672,"Otu00187",1
0.42356638454384,"Otu00188",1
0.364580475362002,"Otu00189",1
0.0504971487736528,"Otu00190",1
0.181594600291202,"Otu00191",1
0.249785063020754,"Otu00192",1
0.28508535555756,"Otu00193",1
0.160600225103006,"Otu00194",1
0.230987524597663,"Otu00195",1
0.150061428414816,"Otu00196",1
0.310647872949604,"Otu00197",1
0.0317702681851586,"Otu00198",1
0.058544545038105,"Otu00199",1
0.268642465644025,"Otu00200",1
0.455910948167528,"Otu00202",1
0.355659666793176,"Otu00203",1
0.406971599217765,"Otu00204",1
0.338120250543223,"Otu00205",1
0.142351852285592,"Otu00206",1
0.157869460637812,"Otu00207",1
0.109956199588106,"Otu00208",1
0.427694235310365,"Otu00211",1
0.288276815961651,"Otu00212",1
0.0281972892936949,"Otu00213",1
0.131365521265808,"Otu00214",1
0.912580247431068,"Otu00215",1
0.215245502886043,"Otu00216",1
0.0665382599264897,"Otu00217",1
0.179689640844479,"Otu00219",1
0.143394031931496,"Otu00220",1
0.0320768514094601,"Otu00222",1
0.125062766634832,"Otu00223",1
0.395346077022042,"Otu00224",1
0.0171238095238095,"Otu00225",1
0.0366199374585007,"Otu00226",1
0.357984233584807,"Otu00227",1
0.0313537257220714,"Otu00228",1
0.0634586779151553,"Otu00229",1
0.425540499524132,"Otu00230",1
0.586864011394853,"Otu00231",1
0.103265638913058,"Otu00232",1
0.0592001566500172,"Otu00233",1
0.138637590842727,"Otu00234",1
0.150493523515824,"Otu00235",1
0.274280213068993,"Otu00236",1
0.0224456375845535,"Otu00237",1
0.0160919902319902,"Otu00239",1
0.114022939109441,"Otu00240",1
0.199620506056135,"Otu00241",1
0.0621832468263509,"Otu00242",1
0.176341163596021,"Otu00243",1
0.111687351834768,"Otu00246",1
0.203394641143953,"Otu00247",1
0.320114683390856,"Otu00248",1
0.245303985144961,"Otu00249",1
0.0521155959834348,"Otu00250",1
0.0867477607524927,"Otu00251",1
0.132974690312567,"Otu00252",1
0.236372955339012,"Otu00253",1
0.0856179963510802,"Otu00254",1
0.130393054434348,"Otu00255",1
