Overall,kegg_id,run
0,K10805,1
0,K06948,1
0,K06949,1
1.0973558309748797,K06418,1
1.001001502504383,K09138,1
-0.5005007512521915,K09134,1
0,K09136,1
0,K09137,1
0,K09131,1
0.18385623134303564,K09132,1
0,K09133,1
0,K05808,1
0.5005007512521915,K05809,1
-0.5005007512521915,K05804,1
0,K05805,1
0,K05807,1
0,K05800,1
0,K05801,1
0,K05802,1
0,K05803,1
0,K01044,1
0,K01046,1
0,K02068,1
0,K04561,1
0,K01042,1
0,K05568,1
0,K05567,1
-0.433517631394983,K14274,1
0,K02062,1
0,K05564,1
0.5005007512521915,K01048,1
0,K02066,1
0.5005007512521915,K01322,1
0,K02065,1
0,K05560,1
0,K02243,1
0,K02679,1
0,K02676,1
0,K02674,1
0,K02672,1
0.2852653168116528,K02241,1
0,K02670,1
0,K02671,1
0,K00810,1
-0.5005007512521915,K00811,1
0,K00812,1
0,K00813,1
0,K00817,1
0,K00818,1
0,K00819,1
0,K02530,1
0,K02245,1
0,K02244,1
0.8026391582706489,K01499,1
0,K01493,1
0.05789625534417983,K01492,1
0,K01491,1
0,K01497,1
0,K01496,1
0,K01495,1
0,K01494,1
0.5005007512521915,K02418,1
0,K02419,1
0,K02412,1
0,K02413,1
0,K02410,1
0,K02411,1
0,K02416,1
0,K02417,1
-1.1102230246251565e-16,K02414,1
0,K02415,1
0,K00121,1
0,K13058,1
1.7801480283546256,K13727,1
-0.9235289957885529,K13057,1
-0.5005007512521915,K13051,1
-0.5005007512521914,K13052,1
0,K00435,1
-1.001001502504383,K03231,1
0,K03230,1
0.16650382477259296,K12059,1
0,K12058,1
0,K12234,1
0.14550111389452386,K13940,1
-1.001001502504383,K12097,1
0,K12096,1
0,K12095,1
0,K12094,1
0,K12093,1
0,K12092,1
0,K12091,1
0,K12090,1
0,K12099,1
0,K12098,1
1.001001502504383,K05992,1
-0.14893770503026071,K06331,1
-0.5578601765556213,K06330,1
1.1102230246251565e-16,K07138,1
0,K07139,1
0,K11811,1
0,K07132,1
-1.0010015025043828,K07133,1
0,K07130,1
0,K07131,1
0,K07137,1
0,K01866,1
0,K01867,1
0.7741297123509097,K01865,1
0.5005007512521914,K01868,1
0,K01869,1
0,K06140,1
0,K04766,1
0,K04767,1
0,K04764,1
0,K04762,1
0,K04763,1
0,K04760,1
0.7640123959997782,K04761,1
0,K04768,1
-0.2346239810812143,K04769,1
-0.5005007512521915,K08313,1
0.5005007512521915,K08312,1
0,K08311,1
0,K08310,1
0,K08317,1
0,K08316,1
1.1943101567581922,K08315,1
-1.2593373601916724,K08314,1
0,K08319,1
1.001001502504383,K14392,1
0,K14393,1
0,K14645,1
0,K14647,1
0,K01689,1
0,K01686,1
0,K01687,1
1.0010015025043828,K01684,1
0,K01685,1
0,K01682,1
0,K01681,1
0,K02888,1
0,K02884,1
0,K02887,1
0,K02886,1
0,K02881,1
0,K02086,1
0,K02081,1
-0.7057903697941346,K02080,1
0,K02083,1
0,K02082,1
0,K03428,1
-1.1102230246251565e-16,K03429,1
0.5005007512521915,K03424,1
0,K03932,1
0,K03933,1
1.001001502504383,K03930,1
0.314001885962469,K03931,1
0,K02339,1
0,K02338,1
1.2067605286036622,K02337,1
0,K02336,1
0,K02335,1
-1.001001502504383,K02334,1
0,K02330,1
0,K03688,1
0,K03689,1
0.7913131801191706,K03680,1
0,K03683,1
0,K03684,1
0,K03685,1
0,K03686,1
0,K03687,1
0,K07301,1
0,K07300,1
0,K07303,1
-0.5005007512521914,K07302,1
0,K07305,1
0,K07304,1
-1.1102230246251565e-16,K07307,1
0,K07306,1
0.8468744988015072,K07309,1
1.7162684193393574,K07308,1
0,K02610,1
-0.5005007512521915,K02963,1
0,K02612,1
0,K02961,1
0,K09686,1
0,K09687,1
0,K09684,1
0,K09685,1
0,K09682,1
0,K09683,1
0.00859484083840134,K09680,1
0,K09681,1
0,K09688,1
0.5005007512521914,K09689,1
0,K05962,1
0,K05961,1
0,K05967,1
0,K05966,1
0,K11159,1
0,K05964,1
0,K05968,1
0,K00309,1
0,K00658,1
0,K00304,1
0,K00305,1
0,K00655,1
0,K00652,1
0,K00301,1
0,K00302,1
0,K00303,1
0,K06431,1
0,K06432,1
0,K06433,1
0,K06434,1
0.5005007512521914,K06436,1
0.13429822483160025,K10820,1
0,K06439,1
0,K10826,1
0.5005007512521914,K09167,1
0.724152283782602,K01308,1
0.5005007512521914,K01303,1
0,K01301,1
-0.10503767429567867,K01305,1
-0.5005007512521914,K01304,1
0,K02658,1
0.5005007512521915,K00672,1
0,K02650,1
0,K02651,1
0,K02652,1
0,K02653,1
0,K02654,1
0,K02656,1
0,K05685,1
0,K00878,1
2.219762604335533,K00879,1
0,K00872,1
0,K00873,1
1.001001502504383,K00870,1
0,K00876,1
-1.1102230246251565e-16,K00874,1
-0.5005007512521915,K00875,1
0,K04487,1
0,K04486,1
0,K04485,1
0.8462485540230552,K04480,1
0,K04488,1
0,K12049,1
0.4148630192114961,K13693,1
0,K13694,1
0,K13695,1
0.5005007512521915,K09516,1
-0.5005007512521914,K02434,1
0,K02435,1
-0.47539296520375357,K02436,1
-1.001001502504383,K02437,1
0,K05350,1
-0.708245814542837,K02431,1
0,K08100,1
0,K02433,1
0,K02438,1
0,K02439,1
0,K03745,1
0.5005007512521915,K03744,1
0,K03747,1
-0.2015371445351243,K03210,1
0,K03217,1
0,K03216,1
0,K03215,1
0,K03742,1
0.5005007512521914,K03219,1
0,K03218,1
0,K03749,1
0,K03748,1
0,K06327,1
-0.7509429679924511,K06320,1
0,K07238,1
-0.5005007512521914,K09474,1
1.1102230246251565e-16,K09477,1
0,K09476,1
0,K09471,1
0,K09472,1
0.5005007512521915,K06898,1
0,K13967,1
0,K13963,1
-0.654534041659105,K00737,1
-0.35278153281644675,K11706,1
0,K11707,1
-0.7797617065109143,K11704,1
1.4557553541740984,K11705,1
0,K11708,1
0,K11709,1
0,K05588,1
-0.5005007512521915,K07114,1
0,K07443,1
0.5005007512521914,K07116,1
0,K07117,1
0,K07110,1
0,K07447,1
0,K07112,1
0,K07113,1
-1.001001502504383,K07448,1
0,K07118,1
0,K07119,1
0,K10619,1
0,K10617,1
0,K10616,1
0,K01848,1
0.20708132013237712,K01849,1
-0.17142984376232695,K01844,1
0,K01845,1
0,K01846,1
0,K01847,1
0.17967314020643366,K01840,1
-0.3447376810529543,K01841,1
0,K01843,1
0,K06219,1
1.001001502504383,K14203,1
0,K08483,1
0.5005007512521915,K08482,1
0,K08481,1
0,K08480,1
0,K08485,1
0,K08484,1
0,K00464,1
0,K00467,1
0,K00466,1
0,K00462,1
0,K04509,1
0,K00469,1
0,K04744,1
0,K01518,1
-1.001001502504383,K04748,1
0,K04749,1
0,K01514,1
0,K01515,1
0,K01512,1
0.5005007512521915,K14623,1
0,K03918,1
0,K03919,1
0,K12372,1
0,K12373,1
0,K12370,1
0,K12371,1
0,K02358,1
0,K02351,1
0,K02352,1
0,K02355,1
0,K02357,1
0,K02356,1
0,K13574,1
0,K13573,1
0,K13572,1
0.5005007512521914,K13571,1
0,K13570,1
0,K12111,1
0,K07323,1
0,K07322,1
-0.33326442585128685,K07321,1
0,K07320,1
-0.877035839362423,K07326,1
0,K06180,1
0,K06181,1
0,K06182,1
0,K06183,1
0,K06186,1
0,K06187,1
0,K06188,1
0.5005007512521914,K06189,1
0,K08359,1
0.5005007512521915,K07589,1
0,K07588,1
0,K07586,1
-0.5005007512521914,K07584,1
0,K05989,1
0.7709433818324951,K05985,1
1.001001502504383,K05986,1
-0.5005007512521914,K10843,1
0,K08354,1
0.4923907450975996,K10844,1
0.7076963652101989,K10848,1
0,K00673,1
0,K00674,1
0,K00675,1
0,K00676,1
0,K00677,1
0,K06988,1
-1.2613932773320882,K06989,1
0,K08351,1
0,K06980,1
0,K08350,1
0,K06985,1
0,K06986,1
0,K06987,1
0,K02445,1
0.5005007512521914,K02444,1
0,K02110,1
0,K00587,1
0.3614730043085801,K00584,1
0,K02441,1
0,K00588,1
0,K02440,1
1.1102230246251565e-16,K00018,1
0,K02443,1
0,K00019,1
0,K02442,1
0,K08926,1
-0.7057315091161223,K08927,1
0,K03149,1
0,K00015,1
0,K01989,1
0,K00854,1
0,K00855,1
0,K00856,1
0,K00857,1
0,K00850,1
0,K00851,1
0,K00852,1
0,K00853,1
0,K00858,1
0,K00859,1
0.5005007512521914,K01181,1
1.001001502504383,K01183,1
0,K01182,1
0,K01185,1
0,K01184,1
0,K01187,1
-0.31700465876542205,K01188,1
0,K02596,1
0,K13766,1
0,K13767,1
-0.19163747544314386,K13002,1
0,K02986,1
0,K02636,1
0,K02982,1
0,K02638,1
-0.5005007512521915,K02639,1
0,K02988,1
0.8181896105613609,K08298,1
0,K08299,1
0,K03583,1
0,K03582,1
0,K03581,1
0,K03580,1
0,K03587,1
0,K03586,1
-0.5005007512521914,K03585,1
0,K03584,1
-0.5005007512521914,K03589,1
0,K03588,1
0,K01725,1
0,K01724,1
1.1102230246251565e-16,K01727,1
0,K01726,1
0,K01721,1
0,K01720,1
0.5005007512521914,K01729,1
0,K01728,1
0,K02188,1
1.001001502504383,K02189,1
0,K02182,1
-0.5005007512521915,K03769,1
0,K03768,1
0,K03767,1
0.459773580498147,K03764,1
-1.0010015025043828,K03763,1
0,K03762,1
0,K03761,1
0,K03760,1
0,K09457,1
0,K09456,1
1.1758240118084187,K09459,1
0,K09458,1
0,K00602,1
0,K09981,1
0,K09980,1
0,K09983,1
0,K09982,1
0.5005007512521915,K09985,1
0,K09984,1
0,K09987,1
0,K09986,1
1.001001502504383,K09989,1
1.207934237350714,K09988,1
-0.5005007512521914,K12583,1
0,K12582,1
0,K11720,1
-1.4021178280671196,K09759,1
-0.8872856226245469,K10985,1
1.107865171279083,K10984,1
-0.15576934939500764,K07469,1
0.10948274869672547,K07464,1
0,K07465,1
-0.27494844869799906,K07466,1
0.5005007512521915,K07467,1
0,K07460,1
0,K07461,1
0,K07462,1
-1.001001502504383,K07463,1
-1.1102230246251565e-16,K10679,1
0,K10678,1
-1.2587302327061038,K10670,1
0,K10673,1
-0.4146291744367189,K10672,1
0,K10674,1
0.024960463594419724,K10677,1
0,K10676,1
-0.961579827567172,K08724,1
-0.8044894634119577,K08722,1
0,K08721,1
0,K08728,1
0,K00119,1
0,K00118,1
0,K00449,1
0,K00448,1
0,K00115,1
0,K00446,1
-1.001001502504383,K00117,1
0,K00116,1
0,K00111,1
0,K00442,1
0,K00113,1
-0.4287182546180206,K00112,1
0,K01531,1
-0.5005007512521914,K04720,1
0,K01533,1
0,K01534,1
0,K01535,1
0,K01537,1
0,K14605,1
0,K14606,1
0,K00413,1
-0.7464731475396009,K10120,1
0.06426892371415907,K05600,1
-0.5005007512521914,K05777,1
0.5005007512521915,K03972,1
0,K03973,1
0,K03970,1
0,K03976,1
0,K03977,1
0,K03974,1
0,K03975,1
0,K03978,1
0,K03979,1
0,K13378,1
0,K02372,1
0,K02371,1
0,K02377,1
0,K02379,1
0,K03396,1
0,K03394,1
0,K03395,1
0,K03392,1
0.12004172331013019,K03390,1
0,K03391,1
0.7591927722304072,K03399,1
3.257029030790436,K12136,1
0,K12137,1
0,K06610,1
0.9464061726078205,K12138,1
0.5307903408074917,K12139,1
0,K11444,1
0,K11443,1
0,K11442,1
0,K00612,1
-0.2556167055275794,K00613,1
0,K00610,1
0,K00611,1
0,K00616,1
0.5005007512521915,K00614,1
0,K00615,1
0,K00619,1
0,K10240,1
0,K10241,1
0,K10242,1
-0.5005007512521915,K10243,1
0,K04110,1
0.5005007512521915,K05517,1
0,K07705,1
-0.5005007512521915,K07704,1
-0.5005007512521915,K07707,1
0,K07706,1
0,K07701,1
0,K07700,1
0,K07703,1
0,K07702,1
0,K07709,1
0,K07708,1
0,K01955,1
0.4462674987555096,K09934,1
0,K09935,1
0,K06216,1
0,K09937,1
0,K13745,1
0,K13747,1
0,K06211,1
0,K06212,1
0,K09933,1
0,K02618,1
0,K02619,1
0,K02968,1
0,K02967,1
0,K02616,1
0,K02965,1
0,K02611,1
0,K02613,1
-0.5005007512521914,K03569,1
0,K03568,1
0,K03565,1
-0.5005007512521915,K06218,1
0,K03567,1
-1.1102230246251565e-16,K03566,1
0,K03561,1
0,K03560,1
0,K03563,1
0,K03562,1
0,K01709,1
0,K01708,1
0,K01707,1
0,K01706,1
0.5005007512521914,K01704,1
0.5005007512521915,K01703,1
0,K14166,1
0,K14161,1
0,K14160,1
0,K14162,1
0,K05396,1
0,K03709,1
0,K03708,1
0,K08160,1
0,K03701,1
0,K03700,1
0,K03703,1
0,K03702,1
0,K03705,1
0,K03704,1
0.5005007512521915,K03707,1
0,K03706,1
-0.22466526016154542,K06283,1
0.5005007512521914,K06282,1
0,K06281,1
0,K06287,1
-0.5005007512521915,K06286,1
1.0010015025043828,K06285,1
0.16892376601689785,K06284,1
0,K08161,1
0.2856908337033833,K06438,1
0,K06867,1
0,K06866,1
0,K06864,1
-0.5005007512521914,K06861,1
0,K06860,1
0,K12658,1
0,K15022,1
-0.053153085668943445,K15024,1
-0.1656248181110609,K08700,1
0,K08162,1
0,K00137,1
0,K00135,1
0,K00134,1
0,K00133,1
-0.9455640593342076,K00132,1
0.5005007512521915,K00131,1
0,K00130,1
0,K00429,1
0,K00428,1
0,K00423,1
0,K00425,1
0,K00426,1
0,K09845,1
0,K14083,1
0.5423526954506828,K14081,1
-0.16696239130985538,K14086,1
-0.5039705693429922,K14087,1
-0.8045547574926795,K14084,1
0.570548304441068,K14088,1
-0.461280827043518,K14089,1
0,K01552,1
0,K01551,1
0,K01556,1
1.1102230246251565e-16,K01557,1
0,K01554,1
-0.5005007512521915,K01555,1
0.5005007512521915,K13688,1
-1.0010015025043828,K13685,1
1.206104622277023,K13687,1
0.3963314087159332,K13686,1
0.3117163350535755,K14159,1
0,K02399,1
0,K02398,1
0,K02395,1
0,K02394,1
0,K02397,1
0,K02396,1
-0.5005007512521915,K02391,1
0,K02390,1
0,K02393,1
0,K02392,1
0,K13533,1
0,K13531,1
0,K13530,1
0,K14054,1
0,K02601,1
0,K02970,1
0,K05378,1
0,K12339,1
0.5005007512521915,K14060,1
0,K11686,1
0,K11689,1
0,K11688,1
0,K03048,1
0,K13821,1
1.3369615766615537,K13820,1
0,K03043,1
0,K03040,1
0,K03046,1
0.14168350366450944,K00348,1
-0.5005007512521914,K00692,1
0,K00638,1
0,K00639,1
0.5005007512521915,K00693,1
-0.5005007512521914,K00634,1
0,K00631,1
0,K00632,1
0,K00633,1
0.5005007512521915,K00691,1
0,K00696,1
0,K00694,1
0,K00695,1
-0.5005007512521915,K10854,1
0,K07810,1
0.4747204855010982,K07813,1
0,K07812,1
0,K07814,1
-0.5005007512521914,K07816,1
0,K00090,1
0,K00091,1
-0.6380865432476844,K00094,1
-0.3643602394244951,K00096,1
0,K00097,1
0,K00098,1
0,K00099,1
0,K10228,1
0,K10229,1
0,K10222,1
1.1102230246251565e-16,K10220,1
0,K10221,1
0,K10227,1
0,K05822,1
0,K01945,1
0,K01947,1
0,K01941,1
0,K01940,1
0,K07729,1
0,K07727,1
0.2819990376855609,K07726,1
0,K07724,1
0,K07723,1
-0.6794593852665283,K07722,1
0,K07721,1
0,K07720,1
-0.5005007512521914,K00899,1
0,K00891,1
0,K00895,1
0,K00897,1
0,K08151,1
-0.5005007512521915,K08153,1
0,K02948,1
0,K02946,1
0,K01768,1
0,K01761,1
0,K01760,1
0,K01766,1
0,K08164,1
0,K02493,1
0,K08167,1
0,K02496,1
-1.0010015025043828,K02497,1
0,K02494,1
-0.5005007512521915,K02495,1
0,K02498,1
0.5005007512521915,K02499,1
0,K08169,1
0,K14415,1
0,K14414,1
0,K06881,1
0,K00436,1
0,K06332,1
0,K06885,1
1.2909719654872727,K00437,1
0.10264860494731615,K06334,1
0,K03547,1
0,K03546,1
0,K03545,1
0,K03544,1
0,K03543,1
0,K06888,1
0,K10941,1
0,K03549,1
0,K03548,1
-0.5005007512521914,K02236,1
0,K02237,1
0,K02234,1
0,K02232,1
0,K02233,1
0,K02230,1
0,K02231,1
0,K02238,1
0,K02239,1
0,K03723,1
0,K03722,1
0.5005007512521915,K03721,1
0,K03720,1
0,K03727,1
-1.001001502504383,K03724,1
-0.5106605941840248,K06410,1
0,K11898,1
1.0010015025043828,K11899,1
0,K11896,1
0,K11897,1
0,K11894,1
0,K11895,1
0,K11892,1
0,K11893,1
0,K11890,1
0,K11891,1
0.5005007512521915,K11325,1
0,K11329,1
0,K00151,1
0,K00150,1
0,K00153,1
0,K00407,1
0.5005007512521915,K00406,1
0,K00405,1
0,K00404,1
0,K00158,1
0,K01342,1
0,K09388,1
0,K09386,1
-0.12697701572584885,K09384,1
-0.5005007512521915,K04094,1
0,K04095,1
0,K04096,1
0,K04097,1
0,K04090,1
0,K04091,1
0,K04092,1
0,K04093,1
0,K04098,1
0,K01578,1
0,K01579,1
0,K01574,1
0.2079922408212329,K01575,1
0,K01576,1
-1.485441080764716,K01577,1
0.30315807320770294,K01571,1
0,K01572,1
0,K01573,1
-0.014241990675050609,K02009,1
0,K02008,1
-1.001001502504383,K02005,1
0,K02004,1
0.8172552932393974,K02007,1
0,K02006,1
0,K02001,1
0.5005007512521914,K02000,1
0,K02003,1
0,K02002,1
0,K03060,1
0,K09607,1
0,K04337,1
-0.6411417688051081,K06120,1
0,K09703,1
0,K00004,1
0,K09702,1
0,K05311,1
0.40300401635611127,K13829,1
0.5005007512521914,K10943,1
0.5005007512521914,K07290,1
-0.7351697514165235,K10206,1
0.5379198848206541,K10202,1
-0.5005007512521914,K10208,1
0,K10209,1
0,K01966,1
0,K01965,1
0,K01963,1
0,K01962,1
0.2501985460027105,K01961,1
-0.5005007512521915,K01960,1
0,K01969,1
0,K01968,1
0,K07749,1
-0.50370563929697,K07741,1
0,K07740,1
0,K07742,1
0,K07746,1
1.1102230246251565e-16,K01299,1
0,K01295,1
0,K01297,1
0,K05603,1
0,K02926,1
0,K00216,1
0,K00217,1
0,K00214,1
0.5005007512521915,K00215,1
0,K00210,1
0,K00218,1
0,K00219,1
0,K01035,1
0,K01034,1
0,K04517,1
0,K01740,1
0,K01031,1
-0.1787697557555017,K01746,1
-0.5005007512521915,K01745,1
-0.5005007512521914,K01744,1
0,K01749,1
0,K01039,1
0,K04518,1
0,K14128,1
0,K14127,1
-0.5005007512521915,K14126,1
-0.5005007512521914,K03521,1
0,K03520,1
0,K03523,1
0,K03522,1
0,K03525,1
0,K03524,1
0,K03527,1
1.001001502504383,K03526,1
0,K03529,1
0,K03528,1
0,K02217,1
0,K03299,1
0,K03298,1
0,K13472,1
0,K03293,1
0.5005007512521914,K03292,1
0,K03291,1
-0.5005007512521914,K03290,1
0,K03297,1
0,K03296,1
0,K03295,1
0,K03294,1
0.5005007512521914,K07190,1
0,K07192,1
0.7085252515814198,K06020,1
0,K06027,1
0,K09744,1
0,K09835,1
0,K09834,1
0,K10439,1
0,K06351,1
0,K09833,1
0,K10924,1
0.5005007512521915,K10697,1
-0.20782295066645495,K00179,1
0,K00172,1
-0.5005007512521915,K00171,1
-0.5005007512521914,K00170,1
0.5005007512521914,K00177,1
-0.5005007512521915,K00176,1
-0.5005007512521914,K00175,1
0,K00174,1
0,K14338,1
-0.9566600176776665,K14339,1
0,K14335,1
0.0013132135254155797,K14337,1
0,K14330,1
0,K14331,1
0,K14333,1
0.7005277497054649,K13479,1
0,K04078,1
0,K04079,1
0,K04076,1
-0.5005007512521915,K04077,1
-0.5005007512521915,K04074,1
0,K04075,1
0,K04072,1
0.5005007512521914,K04073,1
