"mtry","train_auc","Sens","Spec","ROCSD","SensSD","SpecSD","test_auc","run"
31,0.728436518838305,0.266607142857143,0.953461538461538,0.108221213587749,0.146954324641774,0.0582029081377521,0.679738562091503,"run_1"
31,0.698229003139717,0.251160714285714,0.954697802197802,0.119751450014553,0.141494278671723,0.0565251230351041,0.638888888888889,"run_2"
31,0.726519574175824,0.246428571428571,0.951291208791209,0.111720520968961,0.146336838529255,0.0554279883736892,0.651960784313726,"run_3"
31,0.713362686420722,0.234553571428571,0.956895604395604,0.121416528192595,0.150063628481612,0.0585075612485081,0.59640522875817,"run_4"
31,0.726924303375196,0.269196428571429,0.954752747252747,0.112339353302876,0.149906150135087,0.0582838296457322,0.609477124183007,"run_5"
31,0.762717572605966,0.279642857142857,0.963379120879121,0.107488065272099,0.157836360466998,0.0541055685001843,0.566993464052288,"run_6"
31,0.72573930533752,0.275535714285714,0.943241758241758,0.113393527350992,0.153513925193064,0.0619287762734581,0.611111111111111,"run_7"
31,0.732013098508634,0.27,0.949532967032967,0.121316311756943,0.153712643132581,0.0602247637737123,0.583333333333333,"run_8"
31,0.73002477433281,0.227589285714286,0.956346153846154,0.110443172937053,0.133330472351412,0.0532233353210084,0.679738562091503,"run_9"
31,0.691263245682889,0.260089285714286,0.94510989010989,0.120513826840958,0.147227408598332,0.0681137629828425,0.583333333333333,"run_10"
31,0.702082760989011,0.229553571428571,0.969862637362637,0.127938158546269,0.149718541486876,0.043824619571312,0.694444444444444,"run_11"
31,0.735141041993721,0.236785714285714,0.963351648351648,0.111331846773499,0.147712708324622,0.0490767311502475,0.622549019607843,"run_12"
31,0.704194711538462,0.238660714285714,0.953076923076923,0.123206334459329,0.13412348224257,0.0588069085997635,0.694444444444444,"run_13"
31,0.728645015698587,0.277232142857143,0.961236263736264,0.101488779173106,0.144695386533623,0.0547436739731922,0.59640522875817,"run_14"
31,0.750184948979592,0.258035714285714,0.950714285714286,0.110691630195631,0.145543545189414,0.0529825395945393,0.624183006535948,"run_15"
31,0.733251815149137,0.265625,0.950357142857143,0.110848354453082,0.141605897546597,0.0569419489311359,0.638888888888889,"run_16"
31,0.725080700549451,0.267767857142857,0.954423076923077,0.108359508361676,0.134091459930125,0.0551044061225143,0.638888888888889,"run_17"
31,0.752370977237049,0.219553571428571,0.959010989010989,0.106369870532959,0.147414709205369,0.0589820699967282,0.694444444444444,"run_18"
31,0.728429650706436,0.270267857142857,0.95532967032967,0.126932704630891,0.166234631191653,0.0539034012816176,0.568627450980392,"run_19"
31,0.706197507849294,0.25125,0.952774725274725,0.113117910462257,0.148084005482446,0.0590495677138186,0.665032679738562,"run_20"
31,0.759805484693878,0.287589285714286,0.957335164835165,0.108248546062427,0.157011438186401,0.0529311680277493,0.622549019607843,"run_21"
31,0.732455602433281,0.267410714285714,0.968434065934066,0.118103424306581,0.151315860976631,0.0473520970839278,0.609477124183007,"run_22"
31,0.744168220172684,0.225714285714286,0.954972527472527,0.111754159754059,0.139693064948215,0.0503992223354783,0.69281045751634,"run_23"
31,0.692902276295133,0.264910714285714,0.970851648351648,0.120759698769945,0.13929949013364,0.0453697423436008,0.583333333333333,"run_24"
31,0.70727261577708,0.248035714285714,0.951813186813187,0.118759424501169,0.151033406530531,0.0564316804233214,0.666666666666667,"run_25"
31,0.741256868131868,0.252321428571429,0.953763736263736,0.113571810339544,0.155647270990773,0.0530751375055264,0.611111111111111,"run_26"
31,0.697387902276295,0.287053571428571,0.968021978021978,0.118540074515508,0.145104557012869,0.042287625055432,0.566993464052288,"run_27"
31,0.724485135400314,0.242410714285714,0.968763736263736,0.11718155456786,0.148407494140266,0.0466893350318106,0.637254901960784,"run_28"
31,0.724109350470958,0.269642857142857,0.963516483516484,0.112678804222644,0.142531484520374,0.0519185224384418,0.611111111111111,"run_29"
31,0.722322900313972,0.235267857142857,0.952802197802198,0.11225981464062,0.152728297696061,0.0581097289992152,0.651960784313726,"run_30"
31,0.715364256279435,0.281696428571429,0.963351648351648,0.122862894378982,0.147974971994197,0.048382480794476,0.553921568627451,"run_31"
31,0.707802197802198,0.2425,0.966373626373626,0.11219920684569,0.13976554198913,0.0505610936707208,0.638888888888889,"run_32"
31,0.701692258634223,0.260982142857143,0.95,0.106458508794079,0.145355459500863,0.0597033967629804,0.611111111111111,"run_33"
31,0.71131353021978,0.239107142857143,0.964807692307692,0.119802598778637,0.139472076072962,0.0494983769913591,0.694444444444444,"run_34"
31,0.708439952904239,0.277678571428571,0.961236263736264,0.121437651762018,0.157778583389093,0.0496761272484315,0.624183006535948,"run_35"
31,0.717388883437991,0.257946428571429,0.957692307692308,0.117452032657606,0.143670261980412,0.0548787495448609,0.581699346405229,"run_36"
31,0.710603169152276,0.280535714285714,0.95728021978022,0.12364530006761,0.158637878725436,0.0572980025043464,0.566993464052288,"run_37"
31,0.747761970172684,0.297142857142857,0.973021978021978,0.125094436692369,0.157334038242796,0.0429477019183638,0.540849673202614,"run_38"
31,0.733678129905808,0.255625,0.967967032967033,0.120971493585063,0.133697485490181,0.0460992171879539,0.624183006535948,"run_39"
31,0.690394917582418,0.19625,0.959532967032967,0.104004999436882,0.12755679148056,0.0549565880545915,0.679738562091503,"run_40"
