mtry,train_r2,test_r2,RMSE,MAE,RMSESD,RsquaredSD,MAESD
522,0.19632567404694118,0.5906309116957371,22.304413697862124,16.291564350089043,9.412553830240567,0.15947795681349314,3.164683247785562
32,0.10038565751427972,0.8384809225624992,27.718286524904883,19.031667357525965,9.507037355631638,0.07796506361237035,2.2602182049529804
32,0.162332766988169,0.8448217037123447,21.29706938497089,16.367357960694157,4.64540190336022,0.08914883452373386,2.2262761232407944
32,0.12125544349285464,0.8498022140322885,27.648936492468508,18.81557450300056,9.055886608024519,0.08625767522353911,2.4625482390277926
2,0.12276245779611063,0.818694187030773,24.948708878465442,17.62243837291174,8.724772631783214,0.09982772238068134,2.468704225114894
32,0.13656616586809955,0.6950669084920433,26.846641644143237,18.357605456570045,10.335615534975782,0.12895738053225866,3.2232196482490005
2,0.0982447270558943,0.8600880040699896,26.398610845224056,18.53445705910224,12.011675621589028,0.06268241209012536,4.2493597194577575
2,0.17563157113160557,0.6548360026849402,26.585318901165678,18.488095359939706,9.312233366558354,0.10762461074810778,2.0179540105779332
32,0.12295559736334846,0.5751819260891136,26.25235902790086,18.04142617440797,10.513821896769706,0.08609315041507437,2.877497079785254
32,0.19069387804055557,0.6438715739582022,20.364964010416905,15.932146634511565,3.21831629051442,0.10171731638826291,1.8414269090211868
2,0.13750273100498825,0.6000248239771881,26.62556149203667,18.88838675807691,12.344825435324356,0.09305089421375239,3.772531107969307
32,0.10508792421510713,0.877983292176881,26.973646277449483,18.719291957803076,11.145187694432666,0.08236415112431487,3.726486380072101
32,0.13188576420613296,0.9058194695508441,27.012791594017738,18.953433385076004,11.318006414552494,0.10503213161930068,4.450783258557745
2,0.11345302587924411,0.8985070880558249,24.115827487555748,17.518509705677495,7.842500856726107,0.09260737869603786,2.9615643711513138
32,0.10026171628683593,0.871712047326036,24.56309448532469,17.66181903712799,6.721546569422815,0.07497808942255703,2.199903826445605
