"Variable","median_mda","iqr25","iqr75","Genus"
"Otu00092",0.422353140315472,0.376606252066675,0.556952920148818,"Ruminococcaceae"
"Otu00041",0.421847946020475,0.369032248087229,0.482107038669417,"Clostridium_XI"
"Otu00120",0.421267651679419,0.343497611698512,0.630304560970563,"Lachnospiraceae"
"Otu00018",0.418119283349567,0.374911433642864,0.506076842797034,"Ruminococcaceae"
"Otu00037",0.41466559430214,0.358837235202898,0.470016366226095,"Alistipes"
"Otu00035",0.414459017690519,0.366796032621851,0.49410619531137,"Akkermansia"
"Otu00072",0.412506198683856,0.353444397317148,0.532793399390398,"Lachnospiraceae"
"Otu00056",0.412374037841203,0.365718171399768,0.507026739275311,"Ruminococcus"
"Otu00147",0.410027808091812,0.359510266912447,0.466740072525923,"Streptococcus"
"Otu00011",0.403471723778495,0.352152246152614,0.507924327094674,"Parabacteroides"
"Otu00182",0.402654996221591,0.357315092453621,0.470483297039107,"Coprococcus"
"Otu00151",0.402606724387119,0.345072731985393,0.468736415329711,"Subdoligranulum"
"Otu00441",0.399824857613312,0.299972708995788,0.735383322636309,"Lactococcus"
"Otu00030",0.397949890918157,0.338699798917091,0.482138893251219,"Lachnospiraceae"
"Otu00012",0.39395542308329,0.348749024772048,0.431772860902681,"Bifidobacterium"
"Otu00017",0.393646693896359,0.321389611873709,0.526474816461238,"Clostridiales"
"Otu00025",0.392131356352912,0.344158506163783,0.444483749253677,"Dorea"
"Otu00047",0.388547026226373,0.346254261710603,0.449144442027199,"Lachnospiraceae"
"Otu00043",0.387666364882552,0.342688632131875,0.445957231854494,"Ruminococcaceae"
"Otu00188",0.385402116380044,0.323867081974458,0.449213278038154,"Lachnospiraceae"
"Otu00075",0.3798046566522,0.321830873338166,0.4921142432299,"Clostridium_XI"
"Otu00046",0.378910971752863,0.339408454804926,0.445841708609576,"Roseburia"
"Otu00034",0.378576615611649,0.327547410960666,0.441116352667667,"Erysipelotrichaceae"
"Otu00288",0.374986276081526,0.297620066519935,0.468468673480293,"Lachnospiraceae"
"Otu00026",0.373987880552502,0.320699340795038,0.415923322418345,"Coprococcus"
"Otu00407",0.373113039134565,0.295433816716049,0.464043926737263,"Alistipes"
"Otu00227",0.364157217532082,0.292019134940833,0.423943556432454,"Eggerthella"
"Otu00121",0.361917068755053,0.311543153001609,0.439324635557503,"Blautia"
"Otu00064",0.360369883537991,0.305922031941734,0.423465435835675,"Firmicutes"
"Otu00231",0.358796526259713,0.325907434367363,0.423693590993832,"Lachnospiraceae"
"Otu00078",0.355031778970014,0.3177973796036,0.396313538487767,"Turicibacter"
"Otu00029",0.354964692402249,0.305682870730792,0.426809519151451,"Phascolarctobacterium"
"Otu00344",0.354893258922551,0.292482729329114,0.413631445342755,"Clostridiales"
"Otu00113",0.353216347031655,0.306663389889395,0.435549086351944,"Bacteroides"
"Otu00049",0.35240131512459,0.309230280768502,0.399273303991466,"Ruminococcaceae"
"Otu00060",0.348216777437241,0.308367887849202,0.39188839592313,"Veillonella"
"Otu00054",0.345305092707959,0.298354221054269,0.399546275019772,"Blautia"
"Otu00088",0.344490596320679,0.295719327514617,0.378188246405587,"Ruminococcus2"
"Otu00065",0.343997636205903,0.300098194195255,0.405334336305881,"Odoribacter"
"Otu00094",0.342857542123539,0.296957244668536,0.460754172444753,"Pasteurellaceae"
"Otu00027",0.341254929227119,0.301676755776723,0.390982043949892,"Ruminococcus2"
"Otu00241",0.340454349319069,0.281640312268089,0.391461506912265,"Pseudomonas"
"Otu00116",0.340412398221868,0.262601282926881,0.526992228285835,"Enterococcus"
"Otu00050",0.339701983974741,0.303729728311929,0.394220615583528,"Parabacteroides"
"Otu00193",0.339562494385889,0.287055544615423,0.4068477088518,"Lachnospiraceae"
"Otu00040",0.339124347260708,0.293101987535617,0.397711567490985,"Bacteroides"
"Otu00205",0.334825317520259,0.266731663010733,0.404442637396564,"Clostridium_IV"
"Otu00023",0.334250847996166,0.281722059225044,0.39155574979604,"Clostridium_sensu_stricto"
"Otu00234",0.334187829223576,0.285027567956805,0.419259988479735,"Asaccharobacter"
"Otu00069",0.333813526620562,0.275720016855026,0.391860727731112,"Bacteroides"
"Otu00084",0.332986780337984,0.267865763520983,0.490661885494222,"Ruminococcaceae"
"Otu00031",0.329606107612849,0.277245017093517,0.380677860123077,"Collinsella"
"Otu00045",0.328668965380135,0.280145410873473,0.383343676754739,"Alistipes"
"Otu00022",0.327185747672058,0.272177776830395,0.359637894668728,"Alistipes"
"Otu00053",0.322715583347204,0.282115349752113,0.40742880538561,"Butyricimonas"
"Otu00140",0.321300522149204,0.280784510312717,0.372662482880215,"Faecalibacterium"
"Otu00086",0.317210591588247,0.253519826481184,0.376737659057171,"Clostridium_IV"
"Otu00019",0.317043328043082,0.251219301318503,0.374158614839595,"Ruminococcus2"
"Otu00260",0.316547534173292,0.26494222618584,0.401625084882264,"Flavonifractor"
"Otu00098",0.315116624859959,0.263533560906503,0.370659709402302,"Lachnospiraceae"
"Otu00207",0.308953988498396,0.233977816285231,0.363781984044742,"Oscillibacter"
"Otu00134",0.30889651914603,0.262376418397704,0.368298563315574,"Actinomyces"
"Otu00144",0.308077529796018,0.248052142612377,0.430287716258403,"Clostridiales"
"Otu00195",0.307149267772612,0.269350371429783,0.381970345473856,"Ruminococcaceae"
"Otu00128",0.303217508215208,0.253025320175654,0.342129525968652,"Parasutterella"
"Otu00250",0.300499359159818,0.225856939763805,0.560096818371482,"Ruminococcus"
"Otu00279",0.298638512504047,0.257949746316462,0.330559240555333,"Lachnospiraceae"
"Otu00184",0.295406429130285,0.255515357788046,0.446827808759578,"Clostridium_XlVa"
"Otu00464",0.294063010116952,0.23108980993521,0.548096977463491,"Ruminococcaceae"
"Otu00143",0.293963569664187,0.251838673073797,0.327541330384085,"Lachnospiraceae"
"Otu00189",0.292054142811106,0.249691474541082,0.341388556603158,"Lachnospiraceae"
"Otu00138",0.290413745079349,0.226001555105755,0.344211944548169,"Blautia"
"Otu00480",0.288346847473151,0.224161639724636,0.384758282546671,"Lachnospiraceae"
"Otu00273",0.286505789395698,0.23434076521422,0.332706944252575,"Clostridium_IV"
"Otu00197",0.286200459766686,0.218416766705814,0.329363251477299,"Clostridium_XVIII"
"Otu00079",0.281782172713696,0.229993057307955,0.342818329291868,"Barnesiella"
"Otu00103",0.280271354940713,0.237086758696887,0.328545112231099,"Bacteroides"
"Otu00110",0.279798852259775,0.237642066891813,0.322952768113312,"Bifidobacterium"
"Otu00081",0.279483920514542,0.21563795424332,0.32112203121424,"Clostridium_XlVa"
"Otu00106",0.27892188683709,0.252503324576382,0.308784247856788,"Lachnospiraceae"
"Otu00304",0.276755136785816,0.219947391059694,0.353642242990083,"Lachnospiraceae"
"Otu00093",0.276179238240237,0.19970918559946,0.327145642203706,"Lachnospiraceae"
"Otu00105",0.274953569688249,0.231668737468834,0.317329041881838,"Ruminococcus"
"Otu00082",0.273865090555755,0.178145921436216,0.322309221362165,"Blautia"
"Otu00126",0.272734266030742,0.225353935992741,0.303305176884034,"Akkermansia"
"Otu00087",0.272522353594637,0.223736117047671,0.316264723851425,"Clostridiales"
"Otu00137",0.270779448956946,0.220997221931828,0.320333956400963,"Clostridiales"
"Otu00526",0.269894821542465,0.219250410131137,0.32822347152961,"Clostridium_XlVb"
"Otu00160",0.269475599835868,0.230859273248705,0.309081351266154,"Butyricicoccus"
"Otu00550",0.268150959132719,0.215333670142848,0.346817149842125,"Firmicutes"
"Otu00048",0.268052399936296,0.231436145557606,0.308605623128635,"Ruminococcaceae"
"Otu00172",0.267892664429149,0.228401891571504,0.321881422304098,"Oscillibacter"
"Otu00211",0.26667327826877,0.232368407735419,0.330022650601056,"Clostridium_XlVb"
"Otu00230",0.265727419298587,0.215356027718456,0.305798763772874,"Clostridium_XlVa"
"Otu00152",0.264978773654429,0.191385884312521,0.305301192865299,"Clostridium_XlVa"
"Otu00372",0.264622144511317,0.21949601757562,0.292957998263623,"Lachnospiraceae"
"Otu00277",0.263444716829503,0.221246081905615,0.341457619267113,"Alistipes"
"Otu00317",0.261917473278407,0.225669138314446,0.307499184582181,"Clostridium_IV"
"Otu00348",0.259662299083641,0.231096114770905,0.322020770974947,"Blautia"
"Otu00125",0.25927188439876,0.184984443404486,0.458631850924851,"Veillonella"
"Otu00202",0.259093432554813,0.195614279426407,0.31069179623144,"Lachnospiraceae"
"Otu00153",0.256935873799757,0.216530786473064,0.299537836447895,"Clostridiales"
"Otu00161",0.256740724480849,0.210092523293945,0.305690524066939,"Clostridium_XVIII"
"Otu00133",0.255982489797333,0.194590146860014,0.300643342077543,"Clostridium_XlVa"
"Otu00429",0.255709231282754,0.225187605180298,0.292433645254222,"Lachnospiraceae"
"Otu00124",0.255150145201576,0.226653929111967,0.303257109725483,"Clostridium_XI"
"Otu00115",0.254963821705652,0.202950974538523,0.304593345044567,"Bilophila"
"Otu00376",0.250658313507464,0.211894922043209,0.310206190278255,"Clostridium_XlVb"
"Otu00102",0.249239070698774,0.223178910906387,0.294648403711731,"Dialister"
"Otu00242",0.249203105265905,0.197283914275647,0.351233832929844,"Ruminococcus"
"Otu00236",0.248721422369111,0.208910649542999,0.314459492766176,"Desulfovibrio"
"Otu00131",0.246469154937854,0.211403059957041,0.299748435975433,"Clostridiales"
"Otu00232",0.244359595461245,0.177775790351046,0.281314882126562,"Ruminococcaceae"
"Otu00489",0.243846179631567,0.182364851669022,0.367849358915918,"Clostridiales"
"Otu00321",0.24236812216598,0.197354356720346,0.309793364498696,"Bacteroides"
"Otu00369",0.240981404338499,0.175379454338755,0.292617161435116,"Clostridiales"
"Otu00178",0.24021135528568,0.174951368285238,0.294302491801778,"Ruminococcaceae"
"Otu00259",0.238586814770443,0.170281277646175,0.276345292369585,"Ruminococcaceae"
"Otu00150",0.237447246801577,0.20634271595241,0.272904891060692,"Lachnospiraceae"
"Otu00132",0.236575450855987,0.158462299751551,0.278546892942085,"Firmicutes"
"Otu00135",0.235918561722079,0.184788765766815,0.280349148160433,"Lachnospiraceae"
"Otu00156",0.235525803293524,0.19272569447324,0.280659605191053,"Ruminococcaceae"
"Otu00214",0.232838854187766,0.163540747770436,0.278649856786454,"Bacteria"
"Otu00127",0.232548155458334,0.178914140103001,0.29282131760014,"Clostridium_sensu_stricto"
"Otu00157",0.232261772553309,0.191779712579228,0.27096144044841,"Ruminococcaceae"
"Otu00272",0.230751935122215,0.173094870086007,0.249636312210421,"Coriobacteriaceae"
"Otu00299",0.229281974651993,0.182071280554513,0.274454382285965,"Lachnospiraceae"
"Otu00269",0.229200985873163,0.191198422165649,0.265010328734713,"Blautia"
"Otu00252",0.229066221779318,0.178035626774112,0.268436386373055,"Lachnospiraceae"
"Otu00286",0.228501547770162,0.14853577767041,0.267334888772836,"Lachnospiraceae"
"Otu00296",0.228361756274953,0.196331892652875,0.278686618359651,"Alistipes"
"Otu00566",0.22740032797386,0.182224764983415,0.315111644012204,"Clostridiales"
"Otu00096",0.227327726490939,0.186428279080766,0.273587593427186,"Blautia"
"Otu00591",0.226618662556594,0.1839252518662,0.341373862315469,"Lachnospiraceae"
"Otu00379",0.226099302208319,0.180952646596296,0.262402462064537,"Streptococcus"
"Otu00185",0.225191931559746,0.180404319288649,0.249998053361406,"Lachnospiraceae"
"Otu00567",0.223741334122103,0.182526636774558,0.276940741628305,"Ruminococcaceae"
"Otu00055",0.223179276284382,0.199716316248185,0.267727285247533,"Blautia"
"Otu00255",0.222917807007219,0.18178097442396,0.31349053386146,"Ruminococcus"
"Otu00336",0.22167568674561,0.18359889009305,0.260935898444099,"Lachnospiraceae"
"Otu00179",0.221474796757028,0.172943658917126,0.27162770325053,"Ruminococcaceae"
"Otu00145",0.220869958958719,0.172702553907259,0.270830487844057,"Subdoligranulum"
"Otu00243",0.220817148047188,0.167877772034686,0.263028091230566,"Bacteria"
"Otu00266",0.220482278967136,0.190505786872294,0.260281696217719,"Actinomyces"
"Otu00393",0.219430384694254,0.1432182595791,0.262155046192403,"Clostridiales"
"Otu00130",0.218180823499813,0.182365109747408,0.257538512992963,"Coprococcus"
"Otu00465",0.217976226221197,0.176023635583555,0.31809107148597,"Clostridiales"
"Otu00613",0.217930828568112,0.177322354473107,0.322308529089864,"Coprobacillus"
"Otu00392",0.217757456757586,0.184912445792309,0.268108215021092,"Firmicutes"
"Otu00388",0.21714494112765,0.174762063507163,0.261360017645311,"Lachnospiraceae"
"Otu00191",0.216385773786232,0.175874566474161,0.268642423350435,"Ruminococcus2"
"Otu00448",0.215979197644252,0.171963570409338,0.300042243722881,"Alistipes"
"Otu00162",0.212526059374996,0.154654600095641,0.255173797432287,"Clostridiales"
"Otu00208",0.212029740085045,0.154481316621933,0.255104018378344,"Holdemania"
"Otu00309",0.211588833928542,0.163481104550176,0.253485806761332,"Ruminococcaceae"
"Otu00318",0.210633667076033,0.174319727886413,0.249386341329485,"Ruminococcus2"
"Otu00223",0.21040215235994,0.123759885772457,0.256878258737768,"Clostridiales"
"Otu00163",0.209108734786248,0.143772877684239,0.253127993484227,"Lachnospiraceae"
"Otu00099",0.208738710788791,0.164988990176601,0.257845636307494,"Ruminococcaceae"
"Otu00855",0.208323084826578,0.173041285107717,0.280802888127651,"Ruminococcaceae"
"Otu00220",0.205840503181704,0.170236330919836,0.249664571774051,"Lachnospiraceae"
"Otu01114",0.204915069255608,0.135315793189869,0.254081926186591,"Ruminococcaceae"
"Otu00180",0.20426893683,0.16694340764406,0.229454476204773,"Ruminococcaceae"
"Otu00253",0.204223484749959,0.14318774529715,0.248939056498732,"Ruminococcaceae"
"Otu00066",0.201368627940396,0.158236963210698,0.246783854018549,"Faecalibacterium"
"Otu00450",0.200054247306142,0.159196050466118,0.239184145568265,"Bacteria"
"Otu00438",0.199843246963731,0.143769516617622,0.25349542594703,"Lachnospiraceae"
"Otu00080",0.198487741899929,0.165644068478072,0.234507724945332,"Prevotella"
"Otu00139",0.196723601674467,0.166373885509678,0.236986327137264,"Acidaminococcus"
"Otu00427",0.196588230290748,0.140938395882958,0.228521999272264,"Porphyromonadaceae"
"Otu00455",0.196398741992697,0.133527595158264,0.22988043896964,"Ruminococcaceae"
"Otu00487",0.196052253039844,0.15046408086877,0.249963379615702,"Gemella"
"Otu00204",0.195299714489185,0.134320683731241,0.244506169974533,"Coriobacteriaceae"
"Otu00371",0.195204873200329,0.14801407233411,0.235612544681541,"Firmicutes"
"Otu00176",0.19519581979767,0.152973185551288,0.223004669381466,"Clostridium_sensu_stricto"
"Otu00383",0.195095933149029,0.135327544406687,0.231658726525083,"Ruminococcaceae"
"Otu00329",0.194712326811932,0.160721945718292,0.237446918605322,"Blautia"
"Otu00326",0.19416151212158,0.158744700303432,0.23687376248825,"Streptococcus"
"Otu00382",0.192375495109852,0.138483259167413,0.231595759963143,"Ruminococcaceae"
"Otu00032",0.191058649654391,0.163295170572401,0.227548960418618,"Prevotella"
"Otu00404",0.190268847130181,0.152475086807346,0.224093929704044,"Lachnospiraceae"
"Otu00141",0.189914545266441,0.154321215043625,0.218119610039699,"Clostridium_XlVa"
"Otu00142",0.189661099836617,0.147616850308016,0.221199057247202,"Enterobacteriaceae"
"Otu00267",0.187634808606228,0.152350255321505,0.224683874704615,"Lachnospiraceae"
"Otu00385",0.185766073476931,0.137311737135885,0.215257757945862,"Lactobacillales"
"Otu00310",0.185618067030975,0.143662725154801,0.282462023384144,"Alistipes"
"Otu00122",0.185578124412553,0.153235001853961,0.226405507478481,"Clostridiales"
"Otu00311",0.185549536567569,0.141368531564996,0.228837472406543,"Streptococcus"
"Otu00462",0.185535608014465,0.124922648927158,0.232549665518256,"Gordonibacter"
"Otu00114",0.184994902690934,0.144024226603535,0.215255673927423,"Lachnospiraceae"
"Otu00148",0.184979077840647,0.148650416767655,0.230251556539644,"Lachnospiraceae"
"Otu00062",0.184798618350852,0.135264913648518,0.220849559890245,"Bacteroides"
"Otu00175",0.184195101386954,0.149769533946823,0.223926630625459,"Coprococcus"
"Otu00316",0.182657457157424,0.126456318711057,0.229727292898544,"Firmicutes"
"Otu00203",0.181504750379033,0.133642580962507,0.222269622824767,"Ruminococcaceae"
"Otu00083",0.180944321495098,0.1478908497804,0.205546459920669,"Paraprevotella"
"Otu01029",0.18082310702453,0.135962205393427,0.28304541534208,"Clostridiales"
"Otu00100",0.17952702424982,0.151302650753772,0.208339615182994,"Bacteroides"
"Otu00112",0.178098097358745,0.156344498137268,0.218965826232686,"Barnesiella"
"Otu00419",0.178086703345267,0.14477702509884,0.204218001412295,"Clostridiales"
"Otu00262",0.175892350523785,0.147405248537885,0.214569050197419,"Erysipelotrichaceae"
"Otu00363",0.171532242978687,0.126924892525666,0.212124415210975,"Clostridium_XlVa"
"Otu00470",0.171286127604583,0.122449739355953,0.206892632798782,"Ruminococcaceae"
"Otu00401",0.171276709990454,0.131123023882994,0.212551868752842,"Ruminococcaceae"
"Otu00408",0.169562941890397,0.13022313936097,0.21116522109257,"Bacteroidetes"
"Otu00258",0.169067754030541,0.119175495726639,0.208824053043887,"Bacteroides"
"Otu00412",0.168856161893339,0.132323888642023,0.199428526274785,"Ruminococcaceae"
"Otu00473",0.168834225519275,0.127134963306144,0.203272596041555,"Clostridiales"
"Otu00453",0.168768821453043,0.131235253654931,0.193295880289944,"Clostridium_IV"
"Otu00522",0.168363711071779,0.136369188843332,0.200301055117454,"Firmicutes"
"Otu00219",0.168236008652131,0.136237046183116,0.198036893356117,"Ruminococcaceae"
"Otu00213",0.167340792368304,0.133319129091283,0.202924273782434,"Akkermansia"
"Otu00535",0.166685300060798,0.140669216250661,0.205566438305239,"Ruminococcaceae"
"Otu00551",0.165638483948996,0.130479286664043,0.205330803459878,"Clostridiales"
"Otu00246",0.165384085403601,0.11658255369109,0.196451489176266,"Clostridiales"
"Otu00240",0.165133008290435,0.106740017951532,0.204610447527242,"Rothia"
"Otu00375",0.164838833336407,0.118051487998569,0.207489168808117,"Clostridium_XlVa"
"Otu00484",0.164764176701614,0.132915633353913,0.209008887675964,"Anaerostipes"
"Otu00154",0.164242554031483,0.137277866232712,0.201388726844071,"Bacteria"
"Otu00391",0.164148206431023,0.123831927664812,0.194498694718201,"Clostridium_IV"
"Otu00247",0.164117321922421,0.116016638527286,0.196003601686596,"Barnesiella"
"Otu00845",0.163483666717026,0.136809222988545,0.194259330453127,"Ruminococcaceae"
"Otu00485",0.16254766276905,0.130423293733045,0.19277915419331,"Streptococcus"
"Otu00598",0.162354956855704,0.130519743915997,0.210779505145625,"Streptococcus"
"Otu00679",0.16215918768213,0.132846456659428,0.19627277945132,"Ruminococcaceae"
"Otu00263",0.161857721694185,0.129724010402402,0.19874185433468,"Porphyromonadaceae"
"Otu00192",0.160747140831667,0.13517286072541,0.18917171405392,"Lachnospiraceae"
"Otu00358",0.160174696093231,0.0974824068409414,0.200530193127105,"Clostridium_XlVa"
"Otu00463",0.159359491371518,0.125892866681426,0.195340472448485,"Ruminococcaceae"
"Otu00111",0.159286767255234,0.128787084566455,0.182894417088764,"Bacteroides"
"Otu00251",0.157259015559186,0.106551577842988,0.18154947544319,"Parabacteroides"
"Otu00305",0.156517014087081,0.134350558182358,0.180555058583634,"Lachnospiraceae"
"Otu00635",0.155720373837693,0.124082379071133,0.190865915257279,"Lachnospiraceae"
"Otu00532",0.155558037100397,0.123968152303675,0.185615137341772,"Lachnospiraceae"
"Otu00516",0.155501803072268,0.108996090189552,0.185727384081103,"Streptococcus"
"Otu00389",0.155305535526923,0.118478706801291,0.182536571108869,"Bacteria"
"Otu00323",0.155206910154674,0.115599633408062,0.183810322273917,"Ruminococcaceae"
"Otu00216",0.155191905726575,0.125772115852659,0.204336982653432,"Lactobacillus"
"Otu00536",0.155190175015866,0.118623924965913,0.187803196277515,"Ruminococcaceae"
"Otu01139",0.154713378662272,0.114073625327937,0.191420786954196,"Clostridia"
"Otu00545",0.154405849790581,0.10473429958175,0.205285758535796,"Ruminococcaceae"
"Otu00308",0.154292914448426,0.105895743757254,0.185541302024326,"Firmicutes"
"Otu00270",0.154079442920408,0.115037640369514,0.180585043763503,"Lactobacillus"
"Otu00625",0.153527527560799,0.111800202761533,0.18700717405125,"Bacteria"
"Otu00307",0.153251369054637,0.108099948725885,0.180696033939791,"Porphyromonadaceae"
"Otu00578",0.153170330397053,0.127253649181389,0.189824911493864,"Ruminococcaceae"
"Otu00186",0.152824346428272,0.12985826207381,0.189517389686739,"Streptococcus"
"Otu00170",0.152780204526529,0.11716479312233,0.188950320372065,"Clostridiales"
"Otu00282",0.149360854080704,0.105896479855268,0.188310466514649,"Clostridiales"
"Otu00676",0.149024309073936,0.108523431937136,0.189863038850293,"Clostridiales"
"Otu00523",0.14884587229168,0.111955766904589,0.181816740033595,"Lachnospiraceae"
"Otu00353",0.147769830796173,0.094829343386852,0.188924976166891,"Bacteria"
"Otu00628",0.146367451809532,0.111134012543019,0.180076567616207,"Firmicutes"
"Otu00562",0.145888455262488,0.113388111072249,0.179873415344778,"Ruminococcaceae"
"Otu00235",0.145860673128786,0.122125408865094,0.1709008951936,"Coriobacteriaceae"
"Otu00677",0.145636266377651,0.117725384081406,0.172528025210239,"Pasteurellaceae"
"Otu00436",0.145583295967587,0.114759170755259,0.176684483896047,"Clostridium_XlVa"
"Otu00044",0.14541080516079,0.105738824836159,0.189989934190896,"Clostridiales"
"Otu00831",0.143545405292195,0.109810747591523,0.194558685595138,"Oscillibacter"
"Otu00254",0.14301403033391,0.0918962498030098,0.186602949778125,"Ruminococcaceae"
"Otu00248",0.142800369593809,0.104679661429403,0.176131681490404,"Peptostreptococcaceae"
"Otu00284",0.142673599127598,0.110769458866169,0.173934121314125,"Acidaminococcaceae"
"Otu04178",0.142078008786878,0.112228691168954,0.170751630544141,"Clostridia"
"Otu00164",0.141812542339153,0.110782552226292,0.186192826420774,"Clostridiales"
"Otu00762",0.141112722878195,0.113019440752821,0.169510683063985,"Clostridiales"
"Otu00319",0.140622810463831,0.0661562672767385,0.189926658411199,"Clostridiales"
"Otu00073",0.140489963418291,0.115325833283469,0.178175388001784,"Roseburia"
"Otu00422",0.140012111575844,0.0786753072895765,0.172090487534113,"Lachnospiraceae"
"Otu00224",0.139477619849477,0.0976402678370841,0.178094017545142,"Enterorhabdus"
"Otu00173",0.138807423325642,0.116912519935067,0.174148799598336,"Porphyromonas"
"Otu00734",0.138245903691829,0.095193677413571,0.166448095477432,"Clostridiales"
"Otu00492",0.13809177610828,0.0837817656845148,0.160668135573678,"Clostridiales"
"Otu00200",0.138062291018627,0.119087262806271,0.174414822315091,"Bacteroides"
"Otu00233",0.137546062951383,0.102420594768145,0.173874027771499,"Coprococcus"
"Otu00343",0.137277725304908,0.101074034461084,0.175934225401778,"Clostridiales"
"Otu00166",0.137124161293428,0.102018830906,0.162477648891444,"Blautia"
"Otu00394",0.136881793998012,0.106412966659899,0.175054222853637,"Lachnospiraceae"
"Otu00775",0.135551113116516,0.106486252450148,0.166236371508322,"Clostridiales"
"Otu00467",0.134617786687856,0.0991870795079779,0.188525021610449,"Lachnospiraceae"
"Otu00609",0.133689398828853,0.076991523389177,0.159274213391538,"Clostridiales"
"Otu00256",0.133478947425303,0.105842400725905,0.154966139384861,"Porphyromonadaceae"
"Otu00452",0.13344692038615,0.086521730521775,0.168961040397794,"Oscillibacter"
"Otu00502",0.133027770212182,0.0816133219387327,0.165744041385422,"Oscillibacter"
"Otu00123",0.132606591720474,0.0935616362527984,0.166014794306218,"Bacteroides"
"Otu00755",0.131701411195814,0.105490970774216,0.165128743132673,"Bacteria"
"Otu00842",0.13160546958792,0.0924984789763194,0.166262492711056,"Ruminococcaceae"
"Otu00291",0.131427867365083,0.101804595525794,0.155706816003268,"Porphyromonadaceae"
"Otu01411",0.131079799934927,0.101389885946688,0.160297268029843,"Firmicutes"
"Otu00581",0.130479927000025,0.0812392101766068,0.171264142128605,"Flavonifractor"
"Otu00785",0.129508666527549,0.0934578944132914,0.164676715599176,"Ruminococcaceae"
"Otu00101",0.127512144335366,0.0996165157857492,0.153946522462138,"Bacteroides"
"Otu00501",0.127406955648304,0.105675407398199,0.176289632414888,"Barnesiella"
"Otu00181",0.126839172997248,0.103361667015363,0.152571213554195,"Bifidobacterium"
"Otu00594",0.126352069342625,0.0851029906890596,0.153334215164117,"Ruminococcaceae"
"Otu00057",0.126306104385103,0.0827412299496782,0.165734883857893,"Alistipes"
"Otu00580",0.125874064868459,0.0949938708805476,0.150583511537092,"Ruminococcaceae"
"Otu00221",0.125417079681898,0.0899081506755185,0.1495173889397,"Lachnospiraceae"
"Otu00177",0.125393222430789,0.104659780306992,0.160773841849471,"Paraprevotella"
"Otu00508",0.124846336821817,0.079777632454977,0.163377274904077,"Bacteria"
"Otu00312",0.124524909053331,0.0901515473378854,0.151221741817182,"Lachnospiraceae"
"Otu00802",0.123049668996228,0.0936625268995606,0.149191296954595,"Ruminococcaceae"
"Otu00844",0.122932895361753,0.0919214567558408,0.14948362675444,"Ruminococcaceae"
"Otu00517",0.122642697710623,0.0870528639700348,0.157243662112906,"Bacteria"
"Otu00558",0.122500463535673,0.0783332361383842,0.161611321225587,"Clostridium_XlVa"
