mtry,train_AUC,test_AUC,Sens,Spec,ROCSD,SensSD,SpecSD
32,0.7208603662053057,0.6856103023516237,0.6158088235294118,0.696078431372549,0.0766394904112365,0.11763748429176799,0.08420979559951061
32,0.7337946943483276,0.6388888888888888,0.6422794117647059,0.6901960784313725,0.08534464079635626,0.10215105855514638,0.12281670111821702
32,0.7278300413302576,0.7252252252252251,0.6820261437908497,0.6110294117647059,0.08025536235842283,0.10240868142609494,0.10958102814859791
32,0.729959630911188,0.6356589147286821,0.6705882352941176,0.6604575163398693,0.124761281356909,0.1884802327952614,0.08345179328645638
32,0.7267084775086505,0.6680743243243243,0.6555147058823529,0.7163398692810458,0.058779594798901505,0.0757636456229349,0.08725211400679547
522,0.7162725874663591,0.6821705426356588,0.6676470588235295,0.711764705882353,0.06102476412210295,0.12558972768548923,0.09784294078333054
2,0.7113417916186082,0.6569767441860465,0.7058823529411765,0.6127450980392157,0.08485190161599902,0.1270733470276051,0.17051497187182438
2,0.7107843137254902,0.7847222222222223,0.6838235294117647,0.6552287581699346,0.09808324906018016,0.14885544686029104,0.12393670870194388
2,0.7400795367166475,0.6625,0.6872549019607843,0.6301470588235294,0.12749698833164558,0.16939645799485833,0.15132893623984567
32,0.7403060121107267,0.6111422172452408,0.6683823529411764,0.7094771241830066,0.07147561508131826,0.14007947982832272,0.10692541008300872
32,0.7581519127258747,0.5529115341545353,0.7084967320261438,0.6488970588235294,0.07233931698433933,0.10956028231571856,0.1102021675538372
522,0.7409109477124183,0.6694444444444444,0.7212418300653595,0.6595588235294118,0.07027255708280176,0.09225299764889006,0.13725709031868913
2,0.7159752258746636,0.6612541993281075,0.6691176470588235,0.6555555555555556,0.06395780440273194,0.11647960369808284,0.07393296825457282
2,0.7095906622452903,0.6566332218506132,0.6183823529411765,0.6666666666666667,0.10847240427185824,0.15279656310359427,0.1083316766052446
2,0.7148584678969627,0.7277777777777776,0.6797794117647059,0.6245098039215686,0.09107108517419436,0.14525497028250836,0.08644118601811929
32,0.7265264561707035,0.6368243243243243,0.7366013071895425,0.6349264705882353,0.0697900954493221,0.16492533017144453,0.0910671981189773
32,0.7501826220684352,0.6079931972789115,0.6426470588235295,0.684640522875817,0.09250480115500993,0.12207998477876394,0.13080289606923323
2,0.721078431372549,0.5980392156862745,0.5996323529411764,0.738562091503268,0.08326849039847525,0.12143426813827135,0.11059729975160831
32,0.722607891195694,0.6701773835920177,0.6514705882352941,0.6794117647058824,0.05487949707693368,0.11434289810385995,0.15075599429219524
32,0.7373335976547482,0.5608108108108107,0.63125,0.6869281045751634,0.12825169698264588,0.13337083616895987,0.15123027418382246
522,0.7364523260284506,0.6729024943310659,0.6533088235294118,0.6833333333333333,0.058379379445524834,0.08244644114477863,0.09681454899159184
32,0.7285082660515186,0.6112956810631229,0.6673202614379085,0.6941176470588235,0.09205747233564299,0.13897152482076527,0.08680762204383784
522,0.7349961553248751,0.6234772978959026,0.6673202614379086,0.6882352941176471,0.0965430813967309,0.157148432655058,0.05580489988532432
32,0.7031346116878124,0.7075942350332594,0.6820261437908497,0.6033088235294117,0.1037056663983471,0.162335319824378,0.11851763775674352
2,0.7277489427143407,0.6900895856662934,0.6577205882352941,0.6813725490196079,0.07757434134383326,0.11715391435292388,0.11029916070129646
2,0.7535274894271434,0.5528792912513844,0.7362745098039215,0.6764705882352942,0.08916315238784127,0.09408700481576529,0.0843365222259081
2,0.7219951460976548,0.6302660753880266,0.6746323529411765,0.6627450980392157,0.08179251143271288,0.06869853636359784,0.09048347590111498
2,0.7242004277201076,0.66917502787068,0.7516339869281046,0.5897058823529412,0.07366130236935953,0.10168715494653562,0.15903255731708762
32,0.7041979046520569,0.7007278835386338,0.6679738562091504,0.6143382352941177,0.07280209908156278,0.06640771614575278,0.12118666770503349
32,0.7391850490196078,0.5931372549019608,0.7480392156862745,0.6286764705882353,0.07601761886258154,0.10087228315516264,0.11235813816129503
522,0.7110222029988467,0.7189578713968958,0.6444852941176471,0.6758169934640523,0.10117793955668579,0.1193460098184789,0.12124138963681609
32,0.6818825692041522,0.7063269876819709,0.6029411764705882,0.7009803921568628,0.09425999660952997,0.106526048098533,0.12339937363646607
32,0.7317053537101115,0.58980044345898,0.6803921568627451,0.6746323529411765,0.07222774455696042,0.08271410470660052,0.11479448668553227
32,0.7251736111111111,0.6866554054054055,0.6375,0.6823529411764706,0.10906869597998305,0.16684858871771563,0.08265670022699063
2,0.7013816801230296,0.6555555555555556,0.6758169934640523,0.6301470588235294,0.09371583744802377,0.14745609214602903,0.1380426449273243
522,0.7353289600153787,0.5873059866962306,0.6915441176470588,0.6627450980392157,0.0956779625469821,0.12909537322581388,0.1408037927791797
2,0.7354839484813533,0.6513888888888889,0.6904411764705882,0.65065359477124185,0.07885730576820323,0.1069734316133052,0.14198417712041192
2,0.7374471357170319,0.6351052048726468,0.7,0.630718954248366,0.0694340237948058,0.10540925533894595,0.11953817750439139
522,0.735329560745867,0.6594202898550725,0.7316993464052288,0.6040441176470588,0.105386670737937,0.13078656566654193,0.09780993409864558
2,0.7167567762399077,0.7522172949002217,0.6863970588235294,0.6330065359477124,0.06448835059628347,0.08318993573465217,0.10871492440168812
32,0.7239961793540945,0.7017837235228539,0.6901960784313725,0.6330882352941176,0.1178523342282904,0.11762486678452415,0.14319683825677113
522,0.7219915417147251,0.6614285714285715,0.6305147058823529,0.6911764705882353,0.10366242556104682,0.17416841538721334,0.1296548006538993
32,0.7217890955401769,0.6642857142857143,0.6077205882352941,0.730718954248366,0.07499370618704793,0.11348925874817879,0.11291415866086339
2,0.7003183871587851,0.6371428571428571,0.7418300653594772,0.5378676470588235,0.053954372525827264,0.0789290672450405,0.10193028979315431
2,0.7487120338331411,0.5744739756367663,0.6882352941176471,0.6666666666666666,0.07329790191989433,0.11781034420235137,0.0960584212856148
2,0.7326929546328336,0.6581746920492721,0.7415032679738562,0.5852941176470589,0.09021504344323522,0.1330711570789897,0.16535309928541114
522,0.7139729911572472,0.6369179600886918,0.6275735294117647,0.6738562091503268,0.12455461106163603,0.18117412635886854,0.13438751955082825
2,0.7371059207996924,0.6743348115299336,0.7552287581699346,0.6518382352941177,0.09019846826230679,0.08353706566683598,0.12062272840809095
32,0.728636221645521,0.6263888888888889,0.6908088235294118,0.6529411764705882,0.07862382356436635,0.07594974872260293,0.12403767821636973
2,0.7376585928489042,0.6,0.734313725490196,0.618014705882353,0.061931423665389854,0.11966765174905662,0.09780072094272398
522,0.7309928873510189,0.6399776035834266,0.663235294117647,0.6803921568627451,0.0738499772771489,0.09177604358483821,0.0992398044442193
2,0.7300701653210304,0.6349384098544233,0.7601307189542483,0.5783088235294118,0.09509086529369683,0.10059840605657475,0.04777997528319038
522,0.7541810841983853,0.6213968957871396,0.64375,0.7147058823529412,0.0720576247116382,0.14363299276600372,0.1025360612183883
522,0.714878892733564,0.6351052048726468,0.6947712418300653,0.6235294117647059,0.09027465846640453,0.15479298999292726,0.14193694957532435
2,0.7242887351018839,0.6459025470653377,0.6941176470588235,0.6254901960784314,0.08118926754597477,0.1294711687781896,0.11561424588294866
2,0.7052467800845829,0.7530487804878049,0.7156862745098039,0.580514705882353,0.08987113148541498,0.10512970253982383,0.10681396732598672
32,0.7109837562475971,0.6569444444444444,0.636764705882353,0.6630718954248366,0.06565314200975303,0.07062907315422698,0.11013982321990018
32,0.7393892973856209,0.6121794871794871,0.5900735294117647,0.75,0.10159186850810678,0.14467273801434558,0.10877166781917344
32,0.6951929546328335,0.7335562987736901,0.6474264705882353,0.6830065359477124,0.07584985113231317,0.11378529635193525,0.13963765018703322
32,0.7217296232218378,0.6958333333333333,0.7104575163398693,0.6533088235294118,0.06802772158434539,0.10243359083996244,0.1533974035253025
2,0.6861111111111111,0.6754079254079255,0.7611111111111111,0.5272058823529412,0.10495713451563873,0.12843363618073855,0.08750377593873936
32,0.7233369883040935,0.664504716981132,0.6125,0.7350877192982456,0.0587879604382871,0.12774758097296576,0.09610353919305803
32,0.728656045751634,0.6547202797202798,0.6025735294117647,0.7222222222222222,0.06535394516349369,0.15874190364941665,0.11111111111111112
2,0.7099270713187236,0.7092572062084258,0.6803921568627451,0.6397058823529412,0.09363401071267766,0.10585859134293221,0.07820125555658734
2,0.7200692041522492,0.6713732004429679,0.6781045751633987,0.6411764705882353,0.05343005760415036,0.1053129610740001,0.08060707761213516
2,0.7346261053440984,0.6287625418060201,0.7011029411764705,0.6898692810457516,0.07987575446588178,0.11034925092600671,0.07016552877126317
32,0.7380334486735871,0.6583610188261351,0.6611111111111111,0.6764705882352942,0.07921328345606368,0.128282023292848,0.09705387192756533
2,0.7227784986543637,0.6060090702947846,0.6463235294117647,0.6607843137254902,0.07046793911724189,0.12533356109945193,0.06673924879667376
32,0.707121059207997,0.6455767077267637,0.6573529411764706,0.6686274509803921,0.10147833777711503,0.05128936349917701,0.17729038447094952
2,0.7535401047673972,0.6718403547671841,0.6801470588235294,0.6568627450980392,0.06982064126202706,0.11596271806062362,0.09750520261699452
2,0.7153979238754326,0.6824473975636766,0.7084967320261438,0.6529411764705882,0.06993201430047953,0.12009081388607425,0.09383126363925802
2,0.7320453671664744,0.6713732004429679,0.7133986928104575,0.6235294117647059,0.08015527577006132,0.08064019337607774,0.10449343211352335
