Overall,otu,run
1.6089941244148915,Otu00001,1
-0.9581570920029634,Otu00002,1
0.04810720296941511,Otu00003,1
0.7286460786201321,Otu00004,1
2.1782952849438777,Otu00005,1
1.0832514623598488,Otu00006,1
0.8876665925197919,Otu00007,1
-0.2347984647135757,Otu00008,1
0.27035539154784477,Otu00009,1
-0.12588987212296385,Otu00010,1
-0.32488780731464045,Otu00011,1
0.2716669650351976,Otu00012,1
0.6789221782189819,Otu00013,1
-1.2673217086766746,Otu00014,1
1.1158468938874093,Otu00015,1
-0.5970559537796281,Otu00016,1
-0.16837316939018457,Otu00017,1
1.4273440362053305,Otu00018,1
0.44368316108217143,Otu00019,1
-1.2436775492917473,Otu00020,1
1.3733791196270837,Otu00021,1
-0.3231034921149208,Otu00022,1
-1.8196937596798606,Otu00023,1
1.4244071912536713,Otu00024,1
-1.413009955508852,Otu00025,1
1.5388468162469902,Otu00026,1
-1.0226274701263502,Otu00027,1
-0.9141356357172108,Otu00028,1
-0.15506748369444823,Otu00029,1
1.6956403631994248,Otu00030,1
2.041668574002726,Otu00031,1
0.38873312676800964,Otu00032,1
-0.7641944622105498,Otu00033,1
1.6993740243845465,Otu00034,1
-3.170061027897933,Otu00035,1
0.5597685095586997,Otu00036,1
0.7386849135010441,Otu00037,1
-0.7775669404313362,Otu00038,1
0.6940908808645897,Otu00040,1
0.7688320402739136,Otu00041,1
-0.1417232561012003,Otu00042,1
1.3334984245229526,Otu00043,1
2.4890930843879775,Otu00044,1
0.08083574093078062,Otu00045,1
-0.8928159223411684,Otu00046,1
1.410528234486052,Otu00047,1
-0.7652925139825387,Otu00048,1
-0.45357130988397704,Otu00049,1
-0.458405837018073,Otu00050,1
1.2994389192998035,Otu00053,1
-0.4272628199855138,Otu00054,1
-1.488279509206285,Otu00055,1
-0.6864051382701287,Otu00056,1
-1.1496130566145155,Otu00057,1
3.1873986657902367,Otu00060,1
-2.2071883607213696,Otu00061,1
0.8294916988319291,Otu00062,1
-0.20235152612318213,Otu00064,1
-1.757285950973603,Otu00065,1
0.6373774121632392,Otu00066,1
0.49010053456766595,Otu00067,1
-0.38422090046193985,Otu00068,1
0.11035412176901116,Otu00069,1
-2.3119865396891415,Otu00072,1
0.3104042523423007,Otu00073,1
0.4626437420166827,Otu00074,1
-0.22294615816144553,Otu00075,1
-0.12508166477543625,Otu00078,1
0.1731879844673088,Otu00079,1
-2.3233787169279543,Otu00080,1
-1.1085605237546343,Otu00081,1
-0.7015927811094124,Otu00082,1
-0.1940833369548627,Otu00083,1
0.556740219675883,Otu00084,1
0.8951926134136151,Otu00086,1
1.3711894514892076,Otu00087,1
1.28655120888615,Otu00088,1
0.6133440666075423,Otu00092,1
-1.0277914778108528,Otu00093,1
1.2488866875957951,Otu00094,1
0.8341697919228541,Otu00095,1
0.9238531247807271,Otu00096,1
-0.6764940851642333,Otu00097,1
1.4185143681345003,Otu00098,1
-0.5695622476713221,Otu00099,1
0.7615513702508301,Otu00100,1
0.4722300593063112,Otu00101,1
-1.6521780726488502,Otu00102,1
-0.9365840693298274,Otu00103,1
0.6639260527953545,Otu00105,1
0.4552662492811985,Otu00106,1
1.7406340510703828,Otu00107,1
1.3225739998032642,Otu00110,1
0.9020499296688088,Otu00111,1
-1.30219997670437,Otu00112,1
1.0230193624443544,Otu00113,1
-1.5996207440147023,Otu00114,1
0.017466049486255984,Otu00115,1
-0.22189953372479548,Otu00116,1
0.6810986003322446,Otu00117,1
0.7878483614037933,Otu00118,1
