mtry,train_r2,test_r2,RMSE,MAE,RMSESD,RsquaredSD,MAESD
32,0.01532044268513535,0.02184112414870032,2.9201765118671665,1.9458007385999285,0.9758851108701535,0.019738663454502616,0.3906878827603366
522,0.021000965701108106,0.0014228587412695726,3.3323228258627315,2.086583103249976,0.8436195851993923,0.02716352811731083,0.33368433454784663
32,0.04767906007417418,-0.007947404716299955,2.6316433085563293,1.7965907228735816,0.5264460197522439,0.05392903567961752,0.20235885858260974
522,0.02339397238976461,-0.012477016224395232,3.169872076695176,2.1131843665990964,1.239217147638159,0.03631574756585246,0.5675261244963676
522,0.038900140925765346,-0.007036663229103235,3.089433366963616,2.086128251246973,0.9699665291066127,0.06884523563266777,0.4201340746577154
2,0.021716761747120474,-0.010901892737917196,2.8318696876961753,1.8657063743917306,0.9889413013258109,0.03067972783321451,0.3312134267626358
2,0.020516689498934763,-0.010524338917931475,3.0685215184690025,1.9887252609512855,0.9955722939737639,0.033027347686351,0.41178447552250047
2,0.031241705267978863,0.09470954279254606,3.0210670337727965,1.9608544140859252,1.0104733281815803,0.03710561739630946,0.35938002686732917
32,0.023411701095161278,0.0030199800461517823,3.1132371579866795,2.088026289134565,0.8292448127519033,0.03781303920363287,0.29407117930327153
32,0.03632172954660447,-0.012399747055589883,2.6603693145192824,1.8896160037726635,1.020471243801528,0.04411006277303917,0.47867131996193113
2,0.043012438374421084,-0.012008235631455033,2.9977553031704867,1.9142560269221272,0.8784851343645218,0.08149888687191081,0.360451705104571
522,0.02875603341931289,-0.011122977827056069,3.089165596169878,2.0394150413876675,0.8990224831328114,0.04729896390659272,0.3743807720703774
2,0.019256743861722873,0.04056248725855416,2.7970967432764464,1.7605642708339533,0.8151492122837312,0.022417293355314952,0.22462189067856442
522,0.018813665577559233,-0.004681823056168488,3.1253390848921185,2.092119591859751,1.090997897532898,0.022171819621363942,0.5022031426323739
522,0.06611653007602646,-0.012365515034642893,2.4963221040688195,1.7318195586897338,0.633054811696751,0.07592451281807944,0.25339991613282686
2,0.03443142808909754,-0.011605438113631905,2.6025715147122797,1.7257754856873693,0.9249374870078099,0.0428815872116885,0.3103401706246669
32,0.012097493429227736,-0.0070704630833504645,3.024477806246732,1.9965868906712139,0.7216350266422025,0.017214948444006596,0.27026639594725965
2,0.049171752087623595,-0.011972706021145862,2.706770039624109,1.7842044259816905,0.9566109098911358,0.0570041818928104,0.4058161349641627
2,0.056665266171383365,-0.004584335644281845,2.8003720729842363,1.849439259630645,1.0984489747174493,0.06995880284865805,0.3908405087972722
522,0.037192497720145226,-0.011332242742493781,3.3237740315315185,2.1420045977659883,0.7074283911917663,0.046826003395573725,0.2507093761709546
32,0.02810128538553503,-0.00962508985810695,2.6661847470593036,1.8502244699251438,0.586846446562052,0.020156961522243853,0.27371416237231605
522,0.0447503056224215,-0.010006610440558505,2.908205321474202,1.96726007719123,0.6945699861643005,0.11075142820500013,0.33533284152346127
2,0.04363465361340674,-0.012451169879684754,2.829598815233585,1.8735303495011137,1.186297453215128,0.06511464171616953,0.48376183233442294
