model,avg_full,sd_full,avg_otu,sd_otu,pvalue,bh
adn,0.5322976190476191,0.04696662702787971,0.5307115749525617,0.04702982933709918,0.8116420058783989,0.8116420058783989
crc,0.635888888888889,0.05619952252875825,0.6202614379084969,0.044123453962788745,0.02996922768267963,0.05993845536535926
