mtry,train_AUC,test_AUC,Sens,Spec,ROCSD,SensSD,SpecSD
32,0.7104761904761905,0.75,0.7428571428571429,0.5866666666666667,0.15979878377996518,0.17561037061510262,0.20439612955674524
2,0.7497165532879818,0.7012987012987013,0.7071428571428571,0.6642857142857143,0.0912321775344592,0.13330026044845564,0.1980790846079749
32,0.7531746031746032,0.7411764705882353,0.7690476190476191,0.6,0.13595155471290857,0.11880928523690142,0.1405456737852613
2,0.7373809523809524,0.5843137254901961,0.8446428571428571,0.55,0.1485380592698393,0.08163663893330328,0.18070506630322883
2,0.7897619047619048,0.6875,0.8714285714285714,0.5466666666666666,0.13714345421680726,0.14206127514453618,0.24504975559271508
2,0.7291666666666666,0.7666666666666666,0.8119047619047619,0.6166666666666667,0.17038672425535134,0.15077276379988155,0.3337959752399956
522,0.7650892857142857,0.7196078431372549,0.7803571428571429,0.6333333333333333,0.0858391270546078,0.19343864420093204,0.1784708711578779
32,0.7968820861678004,0.6038961038961038,0.6928571428571428,0.719047619047619,0.10517262568473487,0.11580232677441919,0.18605991443927117
2,0.7583630952380952,0.6666666666666666,0.8910714285714285,0.37333333333333335,0.19440447688120838,0.13026061875404227,0.27025365314281513
32,0.7474773242630386,0.670995670995671,0.7119047619047619,0.6976190476190476,0.1308259652798983,0.18896557066953518,0.18341748910243533
2,0.7634920634920634,0.6823529411764706,0.8238095238095238,0.5833333333333334,0.17225452602214492,0.0979765038857839,0.22566773346211003
32,0.6976190476190476,0.819607843137255,0.7767857142857143,0.5133333333333333,0.14165721812784487,0.1613194075341387,0.14332902663641864
2,0.7648809523809524,0.6416666666666666,0.9035714285714286,0.48,0.21800743652094268,0.11639911011028872,0.2616188916046478
32,0.7198412698412698,0.7372549019607842,0.8142857142857143,0.6166666666666667,0.09641033424338284,0.1656431155326294,0.17655831757856338
2,0.7533928571428572,0.675,0.8910714285714285,0.39666666666666667,0.10093417978204473,0.1429687064374864,0.213986269318361
32,0.7876417233560091,0.7103174603174602,0.719047619047619,0.6547619047619048,0.09773106715317093,0.11599254543774673,0.18451314186607415
2,0.8014739229024943,0.5850202429149797,0.8238095238095238,0.5833333333333334,0.11687809448707918,0.1523313411302867,0.2656656381478738
32,0.8062925170068027,0.5583333333333333,0.7571428571428571,0.7333333333333333,0.05770137835074696,0.12336101096968538,0.19850791366175852
2,0.6731292517006803,0.8083333333333332,0.6714285714285714,0.6047619047619047,0.13913540373252417,0.2010303517331754,0.1892154040658489
2,0.7459750566893424,0.6234817813765181,0.8047619047619048,0.5976190476190476,0.11136035785672092,0.1387414183073788,0.15530024399476147
32,0.7717261904761905,0.6336032388663967,0.8142857142857143,0.53,0.1347119213164595,0.1908849780101409,0.26501805202897893
2,0.77095238095238094,0.71875,0.8571428571428571,0.5466666666666666,0.17700298853156568,0.19047619047619047,0.2037912269886289
32,0.7204761904761905,0.78125,0.7714285714285714,0.5433333333333333,0.1440173346975066,0.16768397011103817,0.1540001603334102
2,0.720952380952381,0.71875,0.8285714285714285,0.48666666666666664,0.17292774805352432,0.21081851067789195,0.20917238445777944
2,0.7503968253968254,0.7078431372549019,0.8214285714285714,0.5333333333333333,0.14086463198839336,0.16235930591649828,0.2459549291242073
2,0.7706349206349207,0.534412955465587,0.8333333333333334,0.6333333333333333,0.12795593744831651,0.11223917161691231,0.13571196507808925
2,0.7592120181405896,0.6309523809523809,0.8047619047619047,0.5595238095238095,0.20783323056456565,0.17880936529065322,0.29870173438982245
2,0.7240362811791383,0.7658730158730158,0.8142857142857143,0.6071428571428571,0.17754855074033898,0.19107050140703696,0.1761296906442234
2,0.7824263038548753,0.7166666666666668,0.7761904761904762,0.5857142857142857,0.11221619968504622,0.21331349114072815,0.24415567358823811
32,0.7943310657596372,0.6825396825396826,0.8047619047619047,0.65,0.087918572511471,0.0853313019410515,0.1995364999563108
2,0.7502551020408164,0.6749999999999999,0.7595238095238095,0.6857142857142857,0.15188961947472648,0.1573151212283644,0.2388348301435432
2,0.7534863945578231,0.8416666666666667,0.7404761904761905,0.6047619047619047,0.12170163433299612,0.15160599901309937,0.19251553781533465
32,0.8206349206349206,0.6352941176470588,0.7666666666666666,0.6,0.1257212333070321,0.12387055882620109,0.22498285257018433
32,0.7358928571428571,0.6980392156862745,0.8160714285714286,0.62,0.08169210060239267,0.07045467013773951,0.10446808243149475
2,0.764702380952381,0.6842105263157895,0.9089285714285714,0.44666666666666666,0.1116370947463539,0.10461637619321583,0.2025760031125035
2,0.7409013605442176,0.6774891774891775,0.75,0.6785714285714286,0.13306658065645607,0.11891527034739441,0.16619358405850732
2,0.7171428571428571,0.75,0.8285714285714285,0.45666666666666667,0.0982640967162053,0.1312766547818116,0.2055105055738868
32,0.8116666666666666,0.5625,0.8,0.7233333333333334,0.14746300850142469,0.09988655696858584,0.21084778899352202
2,0.7545918367346939,0.702429149797571,0.8023809523809523,0.6,0.09803102871125717,0.17244335156396798,0.16449836708611576
2,0.7497165532879818,0.8441295546558705,0.7952380952380952,0.5547619047619048,0.17917384897639235,0.17930185709768812,0.2760832669134247
2,0.7817460317460317,0.6825396825396826,0.780952380952381,0.6214285714285714,0.17807593415393036,0.19172868627527162,0.22460457680868037
2,0.8053854875283447,0.6497975708502025,0.8238095238095238,0.5619047619047619,0.14573805940313525,0.13663707439147518,0.2179868495251161
2,0.7654761904761904,0.7372549019607842,0.8547619047619047,0.5333333333333333,0.1544104678854144,0.13489729023062186,0.17213259316477408
2,0.7014739229024943,0.7103174603174602,0.8071428571428572,0.49047619047619045,0.12525685205600137,0.12215520735441221,0.20146853144101123
522,0.7383786848072562,0.6781376518218625,0.7285714285714285,0.6619047619047619,0.13634994831479896,0.192842445060158,0.16101529717988267
2,0.7968452380952381,0.7125506072874493,0.8910714285714285,0.5066666666666666,0.10547050592609948,0.08886807083314818,0.12938601447119677
2,0.7403571428571428,0.6072874493927126,0.8875,0.45999999999999996,0.19630182699463367,0.11232507186157276,0.28056380625931787
2,0.7604308390022676,0.7583333333333333,0.7428571428571429,0.6428571428571429,0.11848033383056324,0.17125211376839591,0.21618791225200376
32,0.8142857142857143,0.7004048582995952,0.8642857142857143,0.5933333333333334,0.10048658074615192,0.1123723765896591,0.24884920318523412
32,0.7257142857142858,0.6725490196078431,0.7857142857142857,0.5599999999999999,0.14539543910062064,0.20481726826291968,0.20834444414816394
2,0.710827664399093,0.8198380566801619,0.7738095238095238,0.5833333333333333,0.12458605658160786,0.17755442318410394,0.14558679625273127
2,0.7732709750566894,0.625506072874494,0.819047619047619,0.6,0.14165893282545328,0.13571196507808925,0.2704940749732164
2,0.709920634920635,0.6761133603238866,0.8261904761904761,0.4976190476190476,0.08749077624781626,0.14722168741613384,0.16512896080380668
2,0.779421768707483,0.638888888888889,0.8095238095238095,0.5928571428571429,0.14294820920543325,0.15016577720971827,0.1849223380260833
2,0.7309240362811791,0.7165991902834008,0.819047619047619,0.5428571428571428,0.0953239201122264,0.13571196507808925,0.2126036273048028
2,0.7802437641723357,0.6298701298701299,0.7523809523809524,0.65,0.13609339339069984,0.15801425859993418,0.21029499730296144
2,0.7545351473922902,0.7935222672064778,0.8333333333333334,0.6,0.13458755102030437,0.13089224208310035,0.21349058829961806
2,0.7083333333333334,0.7619047619047619,0.8232142857142857,0.38666666666666666,0.12066624488887003,0.10256420476839491,0.16040073273438746
2,0.7730952380952381,0.65625,0.8857142857142857,0.5433333333333333,0.07303355548484115,0.11268723396380222,0.1540001603334102
32,0.7541383219954648,0.7662337662337664,0.6595238095238095,0.719047619047619,0.10639758811180765,0.16762761522115524,0.25342203165369825
32,0.7532738095238095,0.726190476190476,0.8482142857142857,0.55,0.11830031650042945,0.1312901488101951,0.1751542530048272
32,0.724047619047619,0.6875,0.7571428571428571,0.6166666666666667,0.17459036749566859,0.17880936529065322,0.3047970383187823
2,0.759375,0.7313725490196079,0.8571428571428571,0.52,0.08979520091235893,0.1649572197684645,0.2184117755609887
32,0.8301587301587301,0.6984126984126985,0.7976190476190476,0.6666666666666666,0.13919467471996033,0.19220446092559262,0.19245008972987526
