mtry,train_AUC,test_AUC,Sens,Spec,ROCSD,SensSD,SpecSD
32,0.65,0.5222222222222221,0.5,0.55,0.23484135701141517,0.408248290463863,0.3073181485764296
522,0.5916666666666667,0.7333333333333334,0.5833333333333334,0.4666666666666667,0.2551929795079078,0.2324055629261321,0.33609963249453717
522,0.690625,0.5852272727272727,0.6,0.65,0.20270463387816032,0.23174059571793568,0.24152294576982397
522,0.7302083333333333,0.5944444444444444,0.7,0.6416666666666666,0.2225718820286001,0.24279748203791285,0.26657984697800174
2,0.7489583333333333,0.6888888888888889,0.6166666666666667,0.65,0.19570831805565353,0.29186501192363773,0.35746017649212025
32,0.6614583333333334,0.7202380952380953,0.675,0.4583333333333333,0.20431601208228856,0.2898754521821014,0.23651925508231111
522,0.6895833333333333,0.6833333333333332,0.6083333333333333,0.6166666666666667,0.14111070100552828,0.2423203165284932,0.17213259316477408
32,0.7253472222222223,0.5568181818181819,0.7416666666666667,0.5916666666666667,0.15518282684608625,0.20581815058714115,0.24984563135298732
522,0.8166666666666667,0.45238095238095233,0.8,0.5916666666666667,0.14757557176821662,0.19720265943665388,0.24984563135298732
522,0.7416666666666667,0.5773809523809524,0.85,0.5583333333333333,0.09781564923143893,0.17480147469502524,0.2391148801850816
522,0.7166666666666667,0.7833333333333333,0.5666666666666667,0.6,0.16959237622627402,0.2908056072956089,0.29344694769431684
32,0.59375,0.7840909090909092,0.6416666666666666,0.43333333333333335,0.14902266481857593,0.12453617650811052,0.1791612832955233
2,0.70625,0.5277777777777778,0.6583333333333333,0.675,0.17051404217907368,0.2872012672347296,0.23717082451262844
522,0.74375,0.5773809523809524,0.725,0.5333333333333333,0.2572351958571267,0.24860723150293831,0.3647255013815523
522,0.7054166666666667,0.7692307692307692,0.735,0.55,0.1315718423195405,0.17328524974093373,0.22635054208292626
522,0.75125,0.5256410256410257,0.73,0.5416666666666666,0.18596646534944922,0.2496664441476534,0.2946278254943948
522,0.7114583333333333,0.5227272727272727,0.5333333333333333,0.625,0.21393228726386912,0.22291558497487643,0.2429563289518875
32,0.7677083333333333,0.40340909090909094,0.6666666666666666,0.7083333333333334,0.11867179848714202,0.2041241452319315,0.21960261528947078
522,0.65,0.7388888888888888,0.6416666666666666,0.575,0.17369442445403868,0.2153449715923812,0.2898754521821014
522,0.6670833333333334,0.6666666666666667,0.4583333333333333,0.7,0.16183327135063846,0.2866634366743096,0.19293061504650377
522,0.6670833333333334,0.608974358974359,0.74,0.4583333333333333,0.1768906904221494,0.27568097504180444,0.24295632895188754
522,0.7791666666666667,0.6477272727272727,0.7833333333333333,0.6,0.19374875547190898,0.2581988897471611,0.27999118151898117
522,0.7270833333333333,0.5833333333333333,0.6916666666666667,0.775,0.21278802194660915,0.2694587625061728,0.24860723150293831
522,0.6583333333333333,0.6333333333333333,0.6583333333333333,0.6,0.21227747971714223,0.20203440606631312,0.2539806544591658
522,0.7354166666666667,0.638888888888889,0.7916666666666666,0.525,0.14992603629131496,0.20126912147485332,0.2005009159179843
32,0.6858333333333333,0.5576923076923077,0.725,0.5083333333333333,0.1466208893206735,0.21889875894272828,0.29775393768581365
