mtry,train_AUC,test_AUC,Sens,Spec,ROCSD,SensSD,SpecSD
32,0.7073554421768707,0.5790513833992095,0.569047619047619,0.6428571428571428,0.11566085543521525,0.18389764041899911,0.18766527107660055
2,0.6066898148148149,0.5714285714285714,0.11333333333333334,0.9527777777777777,0.2139628758451815,0.15729189661499013,0.0997682499781554
32,0.6304634353741496,0.553113553113553,0.36428571428571427,0.7428571428571429,0.12945790723042058,0.17748345818399347,0.16755714495477902
2,0.7168055555555556,0.5392857142857143,0.16666666666666666,0.9013888888888889,0.10508484226601891,0.11221672153735643,0.11461489464320977
32,0.6432142857142857,0.5381944444444444,0.37666666666666665,0.7892857142857143,0.19817271200730072,0.2414206921895552,0.10094508059857178
2,0.6757440476190476,0.6176470588235294,0.29,0.8553571428571428,0.13520083896635346,0.1531963961797703,0.12269703945924487
32,0.6241071428571429,0.7070175438596491,0.3333333333333333,0.7660714285714285,0.16173403940541878,0.13608276348795434,0.1158652014107738
2,0.6946428571428571,0.691699604743083,0.5476190476190476,0.6767857142857143,0.12334619355581522,0.16533862425396556,0.23182976444481776
32,0.7178784013605443,0.5732600732600732,0.49047619047619045,0.7089285714285714,0.0798164532527087,0.18653326406885828,0.1612754752327973
2,0.6460416666666666,0.5285714285714286,0.15,0.9625,0.120038292822862,0.14677605348469897,0.06038073644245599
2,0.6885416666666666,0.5719298245614035,0.25666666666666665,0.925,0.12384983969795794,0.18328282132429266,0.08740073734751262
32,0.6610969387755102,0.5321428571428571,0.369047619047619,0.7785714285714286,0.17828476545375688,0.21095291841273037,0.15016053389970044
2,0.652175925925926,0.5392857142857143,0.19999999999999998,0.9125,0.12956091101842093,0.19499920860871384,0.10290907529357057
2,0.6385841836734694,0.7234848484848485,0.5071428571428571,0.7160714285714286,0.13683353142260216,0.19571177536720863,0.2091734760525345
2,0.6822491496598639,0.6025641025641025,0.45476190476190476,0.7267857142857143,0.0995642661808408,0.17655831757856338,0.2228846772774642
2,0.6100595238095238,0.5659722222222222,0.24,0.8214285714285714,0.16945575870184656,0.22922305703515783,0.13309928437498747
2,0.6731292517006803,0.6593406593406593,0.46904761904761905,0.7196428571428571,0.13110931761943254,0.26347532935960805,0.17004442863484404
2,0.6799532312925171,0.625,0.4095238095238095,0.775,0.1637822715416035,0.11435183272589129,0.24660391737255932
2,0.7670493197278911,0.44642857142857145,0.5119047619047619,0.8178571428571428,0.18917795539848856,0.2048941371972315,0.17673660533233937
522,0.6224107142857143,0.5208333333333333,0.31,0.7821428571428571,0.1557511910833189,0.21776077031095328,0.19612169390677228
2,0.7612670068027211,0.6071428571428571,0.5595238095238095,0.7732142857142857,0.1386492347314702,0.26590262805953896,0.1536244832681641
2,0.662797619047619,0.6006944444444444,0.2533333333333333,0.8232142857142857,0.17877688797485344,0.17860916708808994,0.23681949889459977
32,0.7125850340136054,0.5377777777777778,0.6571428571428571,0.5857142857142857,0.13712963274132395,0.1995838451936496,0.14206127514453618
32,0.658125,0.5192982456140351,0.3566666666666667,0.8625,0.1569642625147206,0.14491376746189438,0.09223309842157773
2,0.674702380952381,0.487719298245614,0.4166666666666667,0.8178571428571428,0.1898411412711249,0.30681558381075724,0.16978377605721018
2,0.6119472789115646,0.6185770750988142,0.43333333333333335,0.6,0.16690848748052584,0.25391864594864444,0.16924033280939005
2,0.6694090136054421,0.5909090909090908,0.4952380952380952,0.7196428571428571,0.10972566228217753,0.18435945915218555,0.23750671311672478
