"Variable","median_mda","iqr25","iqr75","Genus"
"Otu00173",3.80779301520089,3.42939217648085,4.15823918572058,"Porphyromonas"
"Otu00487",1.15807658080522,0.976441801648764,1.38518800411216,"Gemella"
"Otu00004",1.0365094961153,0.877574772197339,1.1954016195219,"Bacteroides"
"Otu00215",0.872509608900986,0.667328784893241,1.05252198389269,"Prevotella"
"Otu00033",0.867142060673998,0.691713240968684,1.02090365314738,"Streptococcus"
"Otu00031",0.803720174215924,0.670609430868695,0.962469100261377,"Collinsella"
"Otu00002",0.801201005184132,0.631846350735466,0.954033829938275,"Bacteroides"
"Otu00010",0.776390821893567,0.630114129206596,0.88391384380131,"Anaerostipes"
"Otu00115",0.766678187467549,0.597248409896656,0.91559941164084,"Bilophila"
"Otu00065",0.765133832123024,0.622524178093983,0.86708896751294,"Odoribacter"
"Otu00156",0.758006670552395,0.619051554576339,0.892342518436531,"Ruminococcaceae"
"Otu00011",0.730893039106137,0.603087603437118,0.91392422354279,"Parabacteroides"
"Otu00028",0.723051280383221,0.564866524188896,0.884770261343078,"Ruminococcaceae"
"Otu00094",0.70436503407729,0.536428047233348,0.896003174896084,"Pasteurellaceae"
"Otu00014",0.669282160741278,0.557954489642812,0.782707197518357,"Lachnospiraceae"
"Otu00006",0.663641149580388,0.553905783613422,0.787791098348266,"Bacteroides"
"Otu00211",0.611198718052916,0.503085360854622,0.740212303177213,"Clostridium_XlVb"
"Otu00074",0.609940769675917,0.490380671695204,0.722218470712794,"Dorea"
"Otu00558",0.603981061726,0.48938012893035,0.742347458248667,"Clostridium_XlVa"
"Otu00003",0.561370673618343,0.478542685015576,0.668423507539922,"Anaerostipes"
"Otu00037",0.552120858625286,0.45199080656815,0.640967022869867,"Alistipes"
"Otu00005",0.546926362474479,0.472339106294312,0.60987714096402,"Roseburia"
"Otu00438",0.540441969234254,0.442594963925145,0.697835448488081,"Lachnospiraceae"
"Otu00231",0.536618781413636,0.430205763898454,0.605245067000698,"Lachnospiraceae"
"Otu00008",0.510668164580302,0.442668590319289,0.624108041212186,"Blautia"
"Otu00027",0.507469192207246,0.414455403824319,0.594282640403223,"Ruminococcus2"
"Otu00326",0.505949057449777,0.396994882842169,0.670931488862133,"Streptococcus"
"Otu00147",0.502963982468824,0.417013987068676,0.622929515297987,"Streptococcus"
"Otu00035",0.491558134672767,0.419360478781472,0.627388788010041,"Akkermansia"
"Otu00041",0.488839078590868,0.407439293489225,0.61891575031566,"Clostridium_XI"
"Otu00049",0.480201478264654,0.392463502916405,0.641498073521015,"Ruminococcaceae"
"Otu00141",0.473902951003574,0.393900072727119,0.606403689061045,"Clostridium_XlVa"
"Otu00025",0.466420199459171,0.400893921660939,0.544094677304093,"Dorea"
"Otu00062",0.462849667602595,0.38664750176133,0.610279798744778,"Bacteroides"
"Otu00015",0.453153647797051,0.398523878231766,0.50539716673895,"Clostridiales"
"Otu00001",0.451175047049803,0.392118221959135,0.509571008970017,"Blautia"
"Otu00133",0.444941174695669,0.338682765744986,0.549427320633989,"Clostridium_XlVa"
"Otu00072",0.437189770430687,0.362760965966978,0.552124056501879,"Lachnospiraceae"
"Otu00013",0.412406643477746,0.359766120123125,0.480207158631861,"Faecalibacterium"
"Otu00038",0.410380861988536,0.360868051988199,0.467188403089541,"Bacteroides"
"Otu00009",0.399592492207189,0.365946364413252,0.458610246363204,"Blautia"
"Otu00188",0.397617199287951,0.334022625886457,0.499960782420997,"Lachnospiraceae"
"Otu00202",0.395551760412295,0.298045038511119,0.508805399166177,"Lachnospiraceae"
"Otu00393",0.394433726835408,0.302548796348319,0.530275423823236,"Clostridiales"
"Otu00007",0.393544222641933,0.331362099870141,0.450388181255469,"Faecalibacterium"
"Otu00047",0.381859088110263,0.295267132439209,0.468670777692858,"Lachnospiraceae"
"Otu00148",0.375551482860784,0.28237543642455,0.524485772054415,"Lachnospiraceae"
"Otu00396",0.374443896781742,0.310451783048847,0.473692041597489,"Blautia"
"Otu00375",0.37045788975274,0.298525874554163,0.474203548380382,"Clostridium_XlVa"
"Otu00036",0.369588552527124,0.315158328622919,0.427449290127039,"Clostridium_XlVa"
"Otu00113",0.365711373477104,0.293015282395602,0.445114102925088,"Bacteroides"
"Otu00021",0.365104016271028,0.312734813757552,0.432917762503575,"Ruminococcus"
"Otu00197",0.362438766348173,0.29227382827539,0.458443064818968,"Clostridium_XVIII"
"Otu00020",0.359983076211303,0.309375085995804,0.408988670314613,"Enterobacteriaceae"
"Otu00142",0.357452767271486,0.295637074440402,0.488803728802572,"Enterobacteriaceae"
"Otu00029",0.356262829904851,0.293511057013966,0.423855491516042,"Phascolarctobacterium"
"Otu00107",0.354971821146443,0.289153841827313,0.416102915781734,"Roseburia"
"Otu00075",0.345754336140433,0.295627223275746,0.398001708580018,"Clostridium_XI"
"Otu00056",0.344531901836494,0.297582046909088,0.418480455059852,"Ruminococcus"
"Otu00143",0.340552560194916,0.301230211686083,0.387183978309378,"Lachnospiraceae"
"Otu00613",0.339676635462986,0.250014328958756,0.481596353251248,"Coprobacillus"
"Otu00116",0.336033332778328,0.243967633520381,0.426520776280019,"Enterococcus"
"Otu00026",0.332266957819323,0.288830124714677,0.387579812630885,"Coprococcus"
"Otu00230",0.332228033807798,0.247107882052807,0.398946131247536,"Clostridium_XlVa"
"Otu00030",0.330133394017329,0.282219107525707,0.39783784108501,"Lachnospiraceae"
"Otu00024",0.325150827205289,0.274706269058773,0.370534242366658,"Blautia"
"Otu00478",0.32511314899755,0.237879500344057,0.449878619944516,"Cloacibacillus"
"Otu00018",0.32072167146208,0.272140393184535,0.378888578808894,"Ruminococcaceae"
"Otu00092",0.320138968502491,0.277836102660005,0.359010723343528,"Ruminococcaceae"
"Otu00413",0.319206917911724,0.259071035784311,0.409620836166319,"Lactobacillus"
"Otu00260",0.31867405469164,0.261264222719821,0.379730619033865,"Flavonifractor"
"Otu00167",0.31845438970634,0.280873428186696,0.385886449594074,"Clostridiales"
"Otu00040",0.317046300439917,0.258825887827836,0.353678796341815,"Bacteroides"
"Otu00088",0.316694386485432,0.261270616955085,0.383813792139448,"Ruminococcus2"
"Otu00241",0.314865459029854,0.265963700066684,0.382383451318772,"Pseudomonas"
"Otu00204",0.312429105500075,0.248101845598811,0.414956135940979,"Coriobacteriaceae"
"Otu00184",0.311322936567128,0.239798225922343,0.383955753670783,"Clostridium_XlVa"
"Otu00019",0.310786313012608,0.274437979072378,0.370040831497639,"Ruminococcus2"
"Otu00106",0.309361337106836,0.252729477815414,0.383952147958835,"Lachnospiraceae"
"Otu00095",0.306235337218111,0.268297444187348,0.360946780444206,"Roseburia"
"Otu00132",0.305370648528166,0.242674538214852,0.4134650162664,"Firmicutes"
"Otu00219",0.303122177859133,0.232384190819007,0.360292599234319,"Ruminococcaceae"
"Otu00134",0.302258794815823,0.25145576627398,0.359409839366725,"Actinomyces"
"Otu00034",0.300758265801939,0.255897784884648,0.365269716993606,"Erysipelotrichaceae"
"Otu00084",0.298719027784407,0.234983940480387,0.38032307006453,"Ruminococcaceae"
"Otu00045",0.2983765358059,0.260323375745718,0.346030568366715,"Alistipes"
"Otu00022",0.29254325056156,0.257826640248655,0.334523412693216,"Alistipes"
"Otu00120",0.287880017885668,0.237348829969655,0.329762789489694,"Lachnospiraceae"
"Otu00138",0.287873066667679,0.246910813320634,0.353081274698557,"Blautia"
"Otu00043",0.287513679151264,0.25494369394902,0.324025103034345,"Ruminococcaceae"
"Otu00119",0.285317335109003,0.208124952321391,0.358408053088997,"Catenibacterium"
"Otu00023",0.284229806884459,0.242775764111211,0.351764866999553,"Clostridium_sensu_stricto"
"Otu00054",0.28323356224877,0.247803297889663,0.317812289401898,"Blautia"
"Otu00279",0.283164384159695,0.245167261314994,0.344360465590515,"Lachnospiraceae"
"Otu00598",0.282944861966063,0.192119731546891,0.375366851474217,"Streptococcus"
"Otu00012",0.282572969232916,0.246283993059808,0.318802767332449,"Bifidobacterium"
"Otu00299",0.281619943532055,0.216193982573403,0.352127550274438,"Lachnospiraceae"
"Otu00205",0.278481394396343,0.239159590466251,0.322332745572052,"Clostridium_IV"
"Otu00110",0.277327743309087,0.228190453498877,0.335570705115732,"Bifidobacterium"
"Otu00105",0.276604308547386,0.211652120946945,0.326026676289899,"Ruminococcus"
"Otu00103",0.276123014474505,0.227490654816228,0.345059029462275,"Bacteroides"
"Otu00182",0.275109017356276,0.23146136472972,0.318174801996923,"Coprococcus"
"Otu00060",0.271750247847995,0.239110195863043,0.317188510438064,"Veillonella"
