ID#	11
Name	butyrate
	Data Filename	Sample ID	Sample Name	Ret. Time	Area	Relative Retention Time	Peak Start	Peak End	Height	Std. Conc.	Conc.	T.Plate#	Width(5%)	Width(50%)
1	2017-06-20_000.lcd	BLANK	No injection	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
2	2017-06-20_001.lcd	STD-0111	40 mM Mix	22.817	325784	1.462	21.692	24.442	10178	-----	47.87903	12361.088	1.124	0.478
3	2017-06-20_002.lcd	STD-0112	20 mM Mix	22.840	159088	1.463	21.675	24.225	4993	-----	23.38038	12482.767	1.115	0.477
4	2017-06-20_003.lcd	STD-0113	10 mM Mix	22.846	77805	1.464	21.958	24.042	2501	-----	11.43468	12759.857	1.077	0.472
5	2017-06-20_004.lcd	STD-0114	5 mM Mix	22.849	38251	1.464	22.025	23.942	1236	-----	5.62161	12872.448	1.068	0.470
6	2017-06-20_005.lcd	STD-0115	2.5 mM Mix	22.853	19283	1.464	22.075	23.842	628	-----	2.83391	12880.153	1.052	0.469
7	2017-06-20_006.lcd	STD-0116	1 mM Mix	22.852	6749	1.464	22.092	23.575	225	-----	0.99189	13270.053	1.008	0.462
8	2017-06-20_007.lcd	STD-0117	0.5 mM Mix	22.867	3513	1.464	22.092	23.608	116	-----	0.51623	13369.970	1.033	0.465
9	2017-06-20_008.lcd	STD-0118	0.25 mM Mix	22.869	1838	1.464	22.275	23.508	59	-----	0.27011	12930.180	1.086	0.475
10	2017-06-20_009.lcd	STD-0119	0.1 mM Mix	22.871	599	1.464	22.392	23.408	22	-----	0.08807	15804.075	0.859	0.429
11	2017-06-20_010.lcd	BLANK	Water	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
12	2017-06-20_011.lcd	P2-A01		22.850	2953	1.464	22.208	23.492	102	-----	0.43402	14289.202	0.943	0.450
13	2017-06-20_012.lcd	P2-A02		22.856	444	1.465	22.392	23.375	16	-----	0.06524	16298.294	0.854	0.454
14	2017-06-20_013.lcd	P2-A03		22.860	3483	1.465	22.142	23.625	116	-----	0.51190	13431.841	1.008	0.462
15	2017-06-20_014.lcd	P2-A04		22.855	3363	1.465	22.242	23.458	115	-----	0.49420	13705.756	0.951	0.456
16	2017-06-20_015.lcd	P2-A05		22.870	2287	1.465	22.242	23.508	78	-----	0.33616	13639.449	0.985	0.455
17	2017-06-20_016.lcd	P2-A06		22.858	2496	1.464	22.242	23.508	85	-----	0.36690	14754.514	0.974	0.456
18	2017-06-20_017.lcd	P2-A07		22.882	2546	1.465	22.258	23.542	87	-----	0.37415	13625.094	0.963	0.456
19	2017-06-20_018.lcd	P2-A08		22.862	4027	1.465	22.058	23.458	140	-----	0.59187	14547.461	0.942	0.446
20	2017-06-20_019.lcd	P2-A09		22.861	5933	1.465	21.925	23.775	195	-----	0.87195	13401.348	1.025	0.464
21	2017-06-20_020.lcd	P2-A10		22.861	5922	1.465	22.042	23.792	193	-----	0.87027	13263.709	1.091	0.465
22	2017-06-20_021.lcd	P2-A11		22.862	13289	1.464	21.842	23.908	429	-----	1.95300	13059.709	1.081	0.467
23	2017-06-20_022.lcd	P2-A12		22.856	2534	1.464	22.075	23.442	87	-----	0.37235	13958.545	0.968	0.455
24	2017-06-20_023.lcd	P2-B01		22.886	706	1.466	22.308	23.475	25	-----	0.10379	14377.626	0.884	0.439
25	2017-06-20_024.lcd	P2-B02		22.852	6004	1.464	22.125	23.892	196	-----	0.88235	13333.909	1.058	0.463
26	2017-06-20_025.lcd	P2-B03		22.854	866	1.464	22.375	23.408	32	-----	0.12730	16165.874	0.901	0.428
27	2017-06-20_026.lcd	P2-B04		22.865	4463	1.465	22.192	23.542	153	-----	0.65595	13629.620	0.992	0.456
28	2017-06-20_027.lcd	P2-B05		22.856	1037	1.465	22.292	23.458	35	-----	0.15246	13813.844	0.968	0.462
29	2017-06-20_028.lcd	P2-B06		22.858	16553	1.464	21.942	24.008	515	-----	2.43279	12698.824	1.168	0.472
30	2017-06-20_029.lcd	P2-B07		22.846	12006	1.464	21.858	24.008	384	-----	1.76441	12956.120	1.105	0.466
31	2017-06-20_030.lcd	P2-B08		22.854	3317	1.464	21.992	23.675	97	-----	0.48751	11577.990	0.000	0.487
32	2017-06-20_031.lcd	P2-B09		22.852	2338	1.464	22.192	23.492	79	-----	0.34359	13767.493	0.986	0.461
33	2017-06-20_032.lcd	P2-B10		22.868	3711	1.465	22.142	23.475	127	-----	0.54541	13784.546	0.983	0.455
34	2017-06-20_033.lcd	P2-B11		22.872	2270	1.465	22.258	23.608	77	-----	0.33354	13870.641	1.022	0.451
35	2017-06-20_034.lcd	P2-B12		22.859	12395	1.464	21.975	23.725	404	-----	1.82157	13128.310	1.067	0.466
36	2017-06-20_035.lcd	P2-C01		22.853	25098	1.464	21.892	23.958	796	-----	3.68851	12742.635	1.114	0.472
37	2017-06-20_036.lcd	P2-F01		22.849	9216	1.464	21.925	23.658	289	-----	1.35439	12862.333	1.176	0.469
38	2017-06-20_037.lcd	P2-F02		22.845	8513	1.464	21.958	23.858	273	-----	1.25115	12786.653	1.067	0.472
39	2017-06-20_038.lcd	P2-F03		22.841	36719	1.464	21.892	24.125	1136	-----	5.39649	12530.099	1.163	0.475
40	2017-06-20_039.lcd	P2-F04		22.842	35908	1.464	21.875	24.125	1116	-----	5.27731	12602.635	1.155	0.475
41	2017-06-20_040.lcd	P2-F05		22.843	25186	1.464	21.992	24.058	789	-----	3.70140	12592.942	1.131	0.475
42	2017-06-20_041.lcd	P2-F06		22.847	12002	1.464	21.975	23.708	322	-----	1.76381	10927.876	0.000	0.503
43	2017-06-20_042.lcd	P2-F07		22.869	748	1.466	22.325	23.408	26	-----	0.10994	14998.248	0.944	0.454
44	2017-06-20_043.lcd	P2-F08		22.838	7554	1.463	21.975	23.858	197	-----	1.11015	10692.482	0.000	0.514
45	2017-06-20_044.lcd	P2-F09		22.838	853	1.463	22.358	23.425	30	-----	0.12535	16780.912	0.916	0.449
46	2017-06-20_045.lcd	P2-F10		22.846	23957	1.464	22.042	23.958	764	-----	3.52082	12493.093	1.079	0.478
47	2017-06-20_046.lcd	P2-F11		22.852	7333	1.464	21.975	23.808	221	-----	1.07776	11901.103	1.228	0.486
48	2017-06-20_047.lcd	P2-F12		22.836	2144	1.463	22.258	23.475	72	-----	0.31507	13147.977	0.996	0.463
49	2017-06-20_048.lcd	P2-G01		22.847	10902	1.464	21.942	23.808	306	-----	1.60224	11314.158	0.000	0.498
50	2017-06-20_049.lcd	P2-G02		22.843	17673	1.464	21.992	23.925	503	-----	2.59733	11423.919	0.000	0.496
51	2017-06-20_050.lcd	P2-G03		22.844	14764	1.464	21.942	23.908	462	-----	2.16976	12253.094	1.116	0.481
52	2017-06-20_051.lcd	P2-G04		22.847	13392	1.464	21.992	23.675	413	-----	1.96819	12196.486	1.174	0.482
53	2017-06-20_052.lcd	P2-G05		22.855	15823	1.464	22.008	23.992	500	-----	2.32551	12335.614	1.103	0.479
54	2017-06-20_053.lcd	P2-G06		22.854	10562	1.464	21.975	23.775	334	-----	1.55220	12386.312	1.093	0.478
55	2017-06-20_054.lcd	P2-G07		22.844	21768	1.464	22.008	24.092	656	-----	3.19912	12019.634	1.263	0.485
56	2017-06-20_055.lcd	P2-G08		22.835	3917	1.463	22.192	24.158	122	-----	0.57572	12687.533	1.365	0.471
57	2017-06-20_056.lcd	P2-G09		22.849	19734	1.464	21.892	23.792	615	-----	2.90022	12350.964	1.145	0.478
58	2017-06-20_057.lcd	P2-G10		22.852	13039	1.464	21.992	23.942	417	-----	1.91625	12643.358	1.097	0.474
59	2017-06-20_058.lcd	P2-G11		22.854	13884	1.464	21.942	23.875	410	-----	2.04041	12036.209	0.000	0.485
60	2017-06-20_059.lcd	P2-G12		22.853	5969	1.463	22.075	23.875	189	-----	0.87721	12708.628	1.096	0.476
61	2017-06-20_060.lcd	P2-H12		22.854	5580	1.463	22.042	23.658	165	-----	0.82008	11988.525	0.000	0.489
62	2017-06-20_061.lcd	STD-0111	40 mM Mix	22.809	327035	1.461	21.675	24.425	10020	-----	48.06291	12069.413	1.163	0.484
63	2017-06-20_062.lcd	STD-0112	20 mM Mix	22.831	161133	1.463	21.625	24.642	4930	-----	23.68098	12224.310	1.166	0.481
64	2017-06-20_063.lcd	STD-0113	10 mM Mix	22.835	77040	1.463	21.958	24.042	2461	-----	11.32216	12632.893	1.093	0.473
65	2017-06-20_064.lcd	STD-0114	5 mM Mix	22.848	37941	1.464	21.992	24.075	1220	-----	5.57605	12796.569	1.080	0.470
66	2017-06-20_065.lcd	STD-0115	2.5 mM Mix	22.863	19110	1.464	22.075	23.925	618	-----	2.80855	12866.108	1.068	0.469
67	2017-06-20_066.lcd	STD-0116	1 mM Mix	22.863	6799	1.464	22.125	23.658	221	-----	0.99927	12850.345	1.046	0.470
68	2017-06-20_067.lcd	STD-0117	0.5 mM Mix	22.864	3565	1.464	22.142	23.575	115	-----	0.52396	12504.773	1.089	0.472
69	2017-06-20_068.lcd	STD-0118	0.25 mM Mix	22.880	1644	1.465	22.142	23.458	56	-----	0.24157	14456.263	0.960	0.452
70	2017-06-20_069.lcd	STD-0119	0.1 mM Mix	22.846	540	1.461	22.458	23.442	20	-----	0.07936	12943.786	0.805	0.456

