ID#	11
Name	butyrate
	Data Filename	Sample ID	Sample Name	Ret. Time	Area	Relative Retention Time	Peak Start	Peak End	Height	Std. Conc.	Conc.	T.Plate#	Width(5%)	Width(50%)
1	2017-08-01_000.lcd	BLANK	No injection	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
2	2017-08-01_001.lcd	STD-0111	40 mM Mix	22.918	320105	1.461	21.875	24.558	10226	-----	47.04445	13185.201	1.123	0.465
3	2017-08-01_002.lcd	STD-0112	20 mM Mix	22.940	157343	1.462	21.942	24.292	5052	-----	23.12393	13371.988	1.120	0.462
4	2017-08-01_003.lcd	STD-0113	10 mM Mix	22.954	79293	1.463	21.992	24.158	2558	-----	11.65327	13516.171	1.118	0.460
5	2017-08-01_004.lcd	STD-0114	5 mM Mix	22.960	38659	1.463	22.025	24.108	1267	-----	5.68149	13747.412	1.083	0.457
6	2017-08-01_005.lcd	STD-0115	2.5 mM Mix	22.966	19690	1.464	22.092	23.875	650	-----	2.89372	13767.811	1.069	0.456
7	2017-08-01_006.lcd	STD-0116	1 mM Mix	22.969	7279	1.464	22.158	23.758	242	-----	1.06979	13841.328	1.066	0.455
8	2017-08-01_007.lcd	STD-0117	0.5 mM Mix	22.969	3656	1.463	22.275	23.708	124	-----	0.53725	14130.993	1.032	0.451
9	2017-08-01_008.lcd	STD-0118	0.25 mM Mix	22.967	1828	1.463	22.358	23.725	62	-----	0.26864	14772.226	1.026	0.452
10	2017-08-01_009.lcd	STD-0119	0.1 mM Mix	23.005	672	1.466	22.508	23.642	24	-----	0.09881	16688.367	0.930	0.434
11	2017-08-01_010.lcd	BLANK	Water	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
12	2017-08-01_031.lcd	P8-A01		22.815	7725	1.461	22.158	23.925	191	-----	1.13532	7232.418	1.357	0.624
13	2017-08-01_032.lcd	P8-A02		22.864	3443	1.463	22.142	23.908	86	-----	0.50606	7653.565	1.305	0.625
14	2017-08-01_033.lcd	P8-A03		22.857	9031	1.461	22.075	23.942	230	-----	1.32721	7765.139	1.328	0.610
15	2017-08-01_034.lcd	P8-A04		22.885	7700	1.462	22.175	23.908	201	-----	1.13157	7954.995	1.248	0.604
