ID#	11
Name	butyrate
	Data Filename	Sample ID	Sample Name	Ret. Time	Area	Relative Retention Time	Peak Start	Peak End	Height	Std. Conc.	Conc.	T.Plate#	Width(5%)	Width(50%)
1	2017-06-12_000.lcd	BLANK	No injection	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
2	2017-06-12_001.lcd	STD-0111	40 mM Mix	22.841	327484	1.461	21.875	24.708	9930	-----	48.12879	11808.014	1.160	0.490
3	2017-06-12_002.lcd	STD-0112	20 mM Mix	22.857	160571	1.462	21.942	24.542	4889	-----	23.59836	11892.431	1.157	0.489
4	2017-06-12_003.lcd	STD-0113	10 mM Mix	22.869	80691	1.463	22.008	24.358	2469	-----	11.85874	12007.693	1.155	0.487
5	2017-06-12_004.lcd	STD-0114	5 mM Mix	22.884	40934	1.464	22.058	24.275	1235	-----	6.01591	11873.670	1.198	0.489
6	2017-06-12_005.lcd	STD-0115	2.5 mM Mix	22.892	19578	1.464	22.125	24.042	619	-----	2.87727	12334.884	1.084	0.481
7	2017-06-12_006.lcd	STD-0116	1 mM Mix	22.898	7081	1.465	22.125	23.858	226	-----	1.04070	12505.813	1.085	0.478
8	2017-06-12_007.lcd	STD-0117	0.5 mM Mix	22.896	3570	1.463	22.075	23.592	116	-----	0.52461	12886.103	1.032	0.475
9	2017-06-12_008.lcd	STD-0118	0.25 mM Mix	22.911	1750	1.465	22.325	23.642	57	-----	0.25722	13316.185	1.089	0.473
10	2017-06-12_009.lcd	STD-0119	0.1 mM Mix	22.922	603	1.465	22.442	23.492	21	-----	0.08866	13716.293	0.869	0.457
11	2017-06-12_010.lcd	BLANK	Water	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
12	2017-06-12_011.lcd	P1-A03		22.886	17208	1.464	22.142	24.092	483	-----	2.52893	11571.961	0.000	0.496
13	2017-06-12_012.lcd	P1-A05		22.888	16314	1.464	22.175	23.708	528	-----	2.39761	12559.671	1.046	0.476
14	2017-06-12_013.lcd	P1-A07		22.887	2788	1.463	22.325	23.508	97	-----	0.40971	14903.692	0.923	0.457
15	2017-06-12_014.lcd	P1-A08		22.869	768	1.463	22.308	23.408	26	-----	0.11293	14243.285	0.916	0.469
16	2017-06-12_015.lcd	P1-A09		22.886	42404	1.464	22.092	23.758	1360	-----	6.23188	12557.092	1.064	0.477
17	2017-06-12_016.lcd	P1-A11		22.884	76145	1.463	22.058	23.758	2403	-----	11.19063	12370.791	1.101	0.480
18	2017-06-12_017.lcd	P1-A12		22.884	49614	1.464	22.092	23.758	1572	-----	7.29159	12351.328	1.092	0.480
19	2017-06-12_018.lcd	P1-B03		22.883	3070	1.465	22.192	23.642	100	-----	0.45119	12689.942	1.051	0.473
20	2017-06-12_019.lcd	P1-B04		22.881	28784	1.464	22.058	23.842	917	-----	4.23022	12387.533	1.073	0.480
21	2017-06-12_020.lcd	P1-B07		22.853	107883	1.462	22.025	24.025	3382	-----	15.85508	12081.859	1.100	0.485
22	2017-06-12_021.lcd	P1-B08		22.853	50199	1.463	22.042	23.892	1578	-----	7.37754	12090.563	1.088	0.485
23	2017-06-12_022.lcd	P1-B09		22.869	56112	1.462	22.058	23.875	1706	-----	8.24653	11612.353	1.172	0.494
