ID#	11
Name	butyrate
	Data Filename	Sample ID	Sample Name	Ret. Time	Area	Relative Retention Time	Peak Start	Peak End	Height	Std. Conc.	Conc.	T.Plate#	Width(5%)	Width(50%)
1	2017-07-12_000.lcd	BLANK	No injection	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
2	2017-07-12_001.lcd	STD-0111	40 mM Mix	22.840	319335	1.461	21.758	24.692	9382	-----	46.93125	11143.962	1.228	0.503
3	2017-07-12_002.lcd	STD-0112	20 mM Mix	22.857	156848	1.462	21.725	24.075	4632	-----	23.05130	11294.495	1.220	0.500
4	2017-07-12_003.lcd	STD-0113	10 mM Mix	22.853	76114	1.462	21.875	23.958	2321	-----	11.18619	11689.101	1.162	0.492
5	2017-07-12_004.lcd	STD-0114	5 mM Mix	22.871	37561	1.463	22.008	24.025	1151	-----	5.52018	11697.869	1.149	0.492
6	2017-07-12_005.lcd	STD-0115	2.5 mM Mix	22.878	19059	1.463	22.058	24.008	587	-----	2.80095	11739.927	1.134	0.491
7	2017-07-12_006.lcd	STD-0116	1 mM Mix	22.872	6893	1.463	22.108	23.825	214	-----	1.01301	12028.303	1.112	0.489
8	2017-07-12_007.lcd	STD-0117	0.5 mM Mix	22.877	3503	1.463	22.208	23.775	110	-----	0.51489	12071.401	1.097	0.489
9	2017-07-12_008.lcd	STD-0118	0.25 mM Mix	22.884	1603	1.462	22.308	23.625	53	-----	0.23552	12289.327	0.999	0.471
10	2017-07-12_009.lcd	STD-0119	0.1 mM Mix	22.895	575	1.463	22.458	23.475	21	-----	0.08445	17287.291	0.886	0.431
11	2017-07-12_010.lcd	BLANK	Water	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
12	2017-07-12_011.lcd	P5-A01		22.879	12332	1.463	21.992	23.742	384	-----	1.81230	11875.078	1.115	0.487
13	2017-07-12_012.lcd	P5-A02		22.875	14276	1.463	22.092	24.042	440	-----	2.09807	11709.633	1.129	0.492
14	2017-07-12_013.lcd	P5-A03		22.886	3563	1.464	22.142	23.642	110	-----	0.52371	12008.221	1.157	0.489
15	2017-07-12_014.lcd	P5-A04		22.873	14042	1.463	21.992	23.908	432	-----	2.06371	11779.901	1.129	0.492
16	2017-07-12_015.lcd	P5-A05		22.883	6615	1.464	22.125	23.908	201	-----	0.97222	11390.196	1.149	0.499
17	2017-07-12_016.lcd	P5-A06		22.874	3683	1.463	22.058	24.158	107	-----	0.54131	11640.290	1.417	0.497
18	2017-07-12_017.lcd	P5-A07		22.885	7239	1.463	21.958	24.008	219	-----	1.06388	11901.789	1.173	0.493
19	2017-07-12_018.lcd	P5-A08		22.892	4291	1.464	22.125	23.775	132	-----	0.63058	12053.820	1.140	0.493
20	2017-07-12_019.lcd	P5-A09		22.883	10007	1.463	22.092	24.175	302	-----	1.47066	11786.404	1.172	0.493
21	2017-07-12_020.lcd	P5-A10		-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
22	2017-07-12_021.lcd	P5-A11		22.873	1950	1.463	22.208	23.592	63	-----	0.28654	13108.113	1.058	0.474
23	2017-07-12_022.lcd	P5-A12		22.862	7014	1.463	22.075	23.458	238	-----	1.03077	13635.845	0.954	0.462
24	2017-07-12_023.lcd	P5-B01		22.882	17366	1.463	22.058	23.958	530	-----	2.55216	11618.005	1.155	0.495
25	2017-07-12_024.lcd	P5-B02		22.886	4298	1.464	22.158	23.842	130	-----	0.63169	11639.354	1.208	0.496
26	2017-07-12_025.lcd	P5-B03		22.873	17668	1.463	22.042	23.975	540	-----	2.59652	11620.133	1.146	0.494
27	2017-07-12_026.lcd	P5-B04		22.871	8727	1.463	22.158	23.792	275	-----	1.28250	12126.611	1.097	0.484
28	2017-07-12_027.lcd	P5-B05		22.876	9236	1.463	22.108	23.875	281	-----	1.35742	11636.870	1.150	0.496
29	2017-07-12_028.lcd	P5-B06		22.875	11486	1.463	21.992	23.958	347	-----	1.68809	11373.220	1.160	0.498
30	2017-07-12_029.lcd	P5-B07		22.869	4014	1.463	22.158	23.958	122	-----	0.58993	11797.543	1.143	0.494
31	2017-07-12_030.lcd	P5-B08		22.859	3531	1.463	22.025	23.725	109	-----	0.51901	12054.869	1.143	0.491
32	2017-07-12_031.lcd	P5-B09		22.860	10513	1.463	21.825	23.842	316	-----	1.54506	11275.952	1.189	0.499
33	2017-07-12_032.lcd	P5-B10		22.872	5085	1.463	22.075	24.108	148	-----	0.74736	11237.376	1.361	0.499
