ID#	7
Name	acetate
	Data Filename	Sample ID	Sample Name	Ret. Time	Area	Relative Retention Time	Peak Start	Peak End	Height	Std. Conc.	Conc.	T.Plate#	Width(5%)	Width(50%)
1	2017-07-19_000.lcd	BLANK	No injection	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
2	2017-07-19_001.lcd	STD-0111	40 mM Mix	15.640	153702	1.000	14.942	16.550	7608	-----	51.92735	14678.054	0.728	0.299
3	2017-07-19_002.lcd	STD-0112	20 mM Mix	15.640	75383	1.000	14.942	16.492	3715	-----	25.46786	14517.713	0.732	0.300
4	2017-07-19_003.lcd	STD-0113	10 mM Mix	15.636	37484	1.000	14.892	16.367	1859	-----	12.66377	14650.439	0.728	0.298
5	2017-07-19_004.lcd	STD-0114	5 mM Mix	15.645	18488	1.000	15.017	16.292	922	-----	6.24617	14647.397	0.722	0.299
6	2017-07-19_005.lcd	STD-0115	2.5 mM Mix	15.640	9196	1.000	15.100	16.233	457	-----	3.10669	14481.461	0.719	0.301
7	2017-07-19_006.lcd	STD-0116	1 mM Mix	15.643	3301	1.000	15.133	16.192	165	-----	1.11539	14665.483	0.720	0.299
8	2017-07-19_007.lcd	STD-0117	0.5 mM Mix	15.648	1607	1.000	15.250	16.092	83	-----	0.54286	14790.152	0.658	0.296
9	2017-07-19_008.lcd	STD-0118	0.25 mM Mix	15.646	783	1.000	15.325	16.133	41	-----	0.26461	15627.747	0.656	0.296
10	2017-07-19_009.lcd	STD-0119	0.1 mM Mix	15.623	253	1.000	15.383	15.992	15	-----	0.08540	19132.968	0.564	0.263
11	2017-07-19_010.lcd	BLANK	Water	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
12	2017-07-19_011.lcd	P6-A01		15.634	25492	1.000	15.017	16.292	1231	-----	8.61238	13907.805	0.758	0.306
13	2017-07-19_012.lcd	P6-A02		15.637	28763	1.000	14.950	16.458	1321	-----	9.71729	13622.376	0.875	0.309
14	2017-07-19_013.lcd	P6-A03		15.633	8343	1.000	15.017	16.242	366	-----	2.81872	12574.896	0.910	0.319
15	2017-07-19_014.lcd	P6-A04		15.646	21490	1.000	15.000	16.450	1022	-----	7.26041	13918.365	0.782	0.306
16	2017-07-19_015.lcd	P6-A05		15.641	26851	1.000	14.775	16.200	1294	-----	9.07149	13944.750	0.753	0.306
17	2017-07-19_016.lcd	P6-A06		15.638	24600	1.000	14.967	16.317	1161	-----	8.31112	13897.948	0.825	0.306
18	2017-07-19_017.lcd	P6-A07		15.646	22389	1.000	14.992	16.275	1086	-----	7.56417	14017.138	0.752	0.305
19	2017-07-19_018.lcd	P6-A08		15.638	16427	1.000	15.033	16.525	745	-----	5.54982	13406.173	0.881	0.311
20	2017-07-19_019.lcd	P6-A09		15.637	30360	1.000	14.942	16.483	1426	-----	10.25696	13811.512	0.819	0.307
21	2017-07-19_020.lcd	P6-A10		15.636	16386	1.000	15.008	16.458	734	-----	5.53580	13237.505	0.950	0.313
22	2017-07-19_021.lcd	P6-A11		15.637	28693	1.000	15.008	16.450	1340	-----	9.69376	13712.872	0.829	0.308
23	2017-07-19_022.lcd	P6-A12		15.635	54683	1.000	14.933	16.225	2735	-----	18.47444	14502.374	0.705	0.300
24	2017-07-19_023.lcd	P6-B01		15.635	41555	1.000	14.992	16.450	1968	-----	14.03921	13817.803	0.803	0.307
25	2017-07-19_024.lcd	P6-B02		15.631	25399	1.000	14.833	16.450	1121	-----	8.58105	13225.980	0.935	0.313
26	2017-07-19_025.lcd	P6-B03		15.636	24083	1.000	14.933	16.417	1101	-----	8.13623	13406.966	0.859	0.311
27	2017-07-19_026.lcd	P6-B04		15.632	11593	1.000	14.850	16.525	486	-----	3.91662	12278.606	1.030	0.323
28	2017-07-19_027.lcd	P6-B05		15.638	20351	1.000	14.942	16.608	905	-----	6.87548	13109.174	0.925	0.314
29	2017-07-19_028.lcd	P6-B06		15.633	19809	1.000	15.033	16.575	841	-----	6.69227	12525.218	0.000	0.321
30	2017-07-19_029.lcd	P6-B07		15.639	36512	1.000	14.842	16.542	1493	-----	12.33535	12461.685	1.054	0.322
31	2017-07-19_030.lcd	P6-B08		15.642	21171	1.000	15.025	16.600	809	-----	7.15246	11682.714	1.102	0.333
32	2017-07-19_031.lcd	P6-B09		15.637	3811	1.000	15.167	16.317	180	-----	1.28741	13070.915	0.778	0.315
33	2017-07-19_032.lcd	P6-B10		15.627	26356	1.000	14.933	16.383	1225	-----	8.90421	13397.921	0.826	0.311
34	2017-07-19_033.lcd	P6-B11		15.627	8772	1.000	14.942	16.275	397	-----	2.96362	12773.679	0.855	0.318
35	2017-07-19_034.lcd	P6-B12		15.635	81439	1.000	14.742	16.317	3836	-----	27.51378	13827.490	0.771	0.307
36	2017-07-19_035.lcd	P6-C01		15.641	17698	1.000	14.925	16.392	812	-----	5.97928	13239.364	0.848	0.313
37	2017-07-19_036.lcd	P6-C02		15.636	19732	1.000	15.025	16.483	930	-----	6.66630	13546.759	0.788	0.310
38	2017-07-19_037.lcd	P6-C03		15.637	25853	1.000	14.950	16.258	1250	-----	8.73443	13815.897	0.748	0.307
39	2017-07-19_038.lcd	P6-C04		15.637	12454	1.000	15.158	16.317	602	-----	4.20768	13921.581	0.760	0.306
40	2017-07-19_039.lcd	P6-C05		15.634	15534	1.000	14.733	16.442	682	-----	5.24808	12783.428	0.923	0.318
41	2017-07-19_040.lcd	P6-C06		15.637	15780	1.000	15.067	16.475	637	-----	5.33119	12238.335	1.114	0.325
42	2017-07-19_041.lcd	P6-C07		15.638	41895	1.000	14.933	16.500	1973	-----	14.15403	13635.467	0.787	0.309
43	2017-07-19_042.lcd	P6-C08		15.636	3676	1.000	15.217	16.183	184	-----	1.24197	14260.000	0.687	0.304
44	2017-07-19_043.lcd	P6-C09		15.632	14937	1.000	15.067	16.433	701	-----	5.04656	13332.953	0.801	0.312
45	2017-07-19_044.lcd	P6-C10		15.632	71751	1.000	14.858	16.542	3375	-----	24.24077	13605.526	0.784	0.309
46	2017-07-19_045.lcd	P6-C11		15.636	25074	1.000	15.008	16.533	1143	-----	8.47123	13181.648	0.855	0.314
47	2017-07-19_046.lcd	P6-C12		15.631	30923	1.000	14.950	16.433	1464	-----	10.44717	13625.679	0.782	0.309
48	2017-07-19_047.lcd	P6-D01		15.629	17469	1.000	14.983	16.508	798	-----	5.90196	13183.699	0.861	0.314
49	2017-07-19_048.lcd	P6-D02		15.634	57210	1.000	14.983	16.508	2696	-----	19.32798	13554.684	0.787	0.310
50	2017-07-19_049.lcd	P6-D03		15.638	29831	1.000	14.917	16.558	1372	-----	10.07829	13187.300	0.820	0.314
51	2017-07-19_050.lcd	P6-D04		15.634	23024	1.000	14.942	16.350	1086	-----	7.77841	13622.436	0.787	0.309
52	2017-07-19_051.lcd	P6-D05		15.633	28488	1.000	14.792	16.433	1261	-----	9.62456	12887.890	0.920	0.317
53	2017-07-19_052.lcd	P6-D06		15.633	23306	1.000	14.758	16.508	947	-----	7.87391	12134.347	1.052	0.327
54	2017-07-19_053.lcd	P6-D07		15.633	20152	1.000	14.967	16.550	853	-----	6.80828	12354.168	1.011	0.324
55	2017-07-19_054.lcd	P6-D08		15.636	34532	1.000	14.942	16.583	1605	-----	11.66641	13313.142	0.800	0.313
56	2017-07-19_055.lcd	P6-D09		15.635	32496	1.000	14.900	16.475	1454	-----	10.97845	12936.620	0.895	0.317
57	2017-07-19_056.lcd	P6-D10		15.638	3931	1.000	15.167	16.217	187	-----	1.32793	13323.808	0.758	0.314
58	2017-07-19_057.lcd	P6-D11		15.632	22442	1.000	14.933	16.550	991	-----	7.58176	12945.600	0.931	0.317
59	2017-07-19_058.lcd	P6-D12		15.634	25835	1.000	14.917	16.533	1116	-----	8.72834	12407.599	0.939	0.323
60	2017-07-19_059.lcd	BLANK	Water	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
61	2017-07-19_060.lcd	STD-0111	40 mM Mix	15.628	153555	1.000	14.958	16.850	7331	-----	51.87769	13782.296	0.756	0.308
62	2017-07-19_061.lcd	STD-0112	20 mM Mix	15.625	75186	1.000	14.950	16.608	3584	-----	25.40133	13680.382	0.758	0.309
63	2017-07-19_062.lcd	STD-0113	10 mM Mix	15.627	37260	1.000	14.925	16.425	1789	-----	12.58827	13801.131	0.753	0.307
64	2017-07-19_063.lcd	STD-0114	5 mM Mix	15.637	18346	1.000	14.967	16.425	883	-----	6.19809	13803.859	0.751	0.308
65	2017-07-19_064.lcd	STD-0115	2.5 mM Mix	15.640	8977	1.000	15.083	16.283	431	-----	3.03286	13445.195	0.747	0.312
66	2017-07-19_065.lcd	STD-0116	1 mM Mix	15.639	3036	1.000	15.208	16.133	151	-----	1.02577	14033.350	0.699	0.307
67	2017-07-19_066.lcd	STD-0117	0.5 mM Mix	15.650	1531	1.000	15.267	16.183	76	-----	0.51740	14367.849	0.714	0.307
68	2017-07-19_067.lcd	STD-0118	0.25 mM Mix	15.663	702	1.000	15.308	16.025	36	-----	0.23712	13601.586	0.605	0.308
69	2017-07-19_068.lcd	STD-0119	0.1 mM Mix	15.674	195	1.000	15.433	16.000	12	-----	0.06580	17001.810	0.538	0.273
70	2017-07-19_069.lcd	P6-E01		15.638	9459	1.000	15.125	16.433	433	-----	3.19566	12905.351	0.845	0.318
71	2017-07-19_070.lcd	P6-E02		15.635	30812	1.000	14.967	16.508	1366	-----	10.40982	12787.900	0.917	0.319
72	2017-07-19_071.lcd	P6-E03		15.636	18260	1.000	15.000	16.483	831	-----	6.16890	12810.695	0.839	0.318
73	2017-07-19_072.lcd	P6-E04		15.634	35330	1.000	14.900	16.500	1588	-----	11.93611	12836.114	0.879	0.318
74	2017-07-19_073.lcd	P6-E05		15.634	30568	1.000	14.975	16.575	1325	-----	10.32740	12649.203	0.959	0.321
75	2017-07-19_074.lcd	P6-E06		15.635	22406	1.000	15.225	16.175	1153	-----	7.56964	14641.218	0.653	0.300
76	2017-07-19_075.lcd	P6-E07		15.636	32836	1.000	14.867	16.517	1411	-----	11.09339	12416.489	0.963	0.323
77	2017-07-19_076.lcd	P6-E08		15.637	25684	1.000	15.042	16.383	1201	-----	8.67707	12969.320	0.777	0.317
78	2017-07-19_077.lcd	P6-E09		15.637	53906	1.000	14.992	16.425	2549	-----	18.21183	13228.976	0.763	0.314
