ID#	7
Name	acetate
	Data Filename	Sample ID	Sample Name	Ret. Time	Area	Relative Retention Time	Peak Start	Peak End	Height	Std. Conc.	Conc.	T.Plate#	Width(5%)	Width(50%)
1	2017-08-01_000.lcd	BLANK	No injection	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
2	2017-08-01_001.lcd	STD-0111	40 mM Mix	15.685	153143	1.000	14.983	16.558	7547	-----	51.73847	14508.882	0.726	0.301
3	2017-08-01_002.lcd	STD-0112	20 mM Mix	15.689	75654	1.000	14.958	16.525	3736	-----	25.55937	14578.141	0.726	0.300
4	2017-08-01_003.lcd	STD-0113	10 mM Mix	15.690	37668	1.000	14.992	16.392	1880	-----	12.72595	14763.328	0.718	0.298
5	2017-08-01_004.lcd	STD-0114	5 mM Mix	15.689	18831	1.000	15.058	16.317	944	-----	6.36205	14841.134	0.714	0.298
6	2017-08-01_005.lcd	STD-0115	2.5 mM Mix	15.692	9466	1.000	15.125	16.333	477	-----	3.19819	14886.640	0.709	0.298
7	2017-08-01_006.lcd	STD-0116	1 mM Mix	15.694	3366	1.000	15.233	16.200	174	-----	1.13710	15290.272	0.664	0.294
8	2017-08-01_007.lcd	STD-0117	0.5 mM Mix	15.696	1679	1.000	15.325	16.142	91	-----	0.56710	15756.603	0.622	0.288
9	2017-08-01_008.lcd	STD-0118	0.25 mM Mix	15.703	885	1.000	15.342	16.117	47	-----	0.29905	15881.849	0.661	0.288
10	2017-08-01_009.lcd	STD-0119	0.1 mM Mix	15.694	283	1.000	15.467	16.042	17	-----	0.09562	20457.233	0.525	0.268
11	2017-08-01_010.lcd	BLANK	Water	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
12	2017-08-01_031.lcd	P8-A01		15.612	12213	1.000	15.042	16.492	426	-----	4.12597	6769.016	1.010	0.434
13	2017-08-01_032.lcd	P8-A02		15.631	7840	1.000	15.008	16.375	281	-----	2.64875	7277.602	0.962	0.427
14	2017-08-01_033.lcd	P8-A03		15.647	13243	1.000	14.858	16.492	472	-----	4.47410	7839.875	1.051	0.414
15	2017-08-01_034.lcd	P8-A04		15.657	23132	1.000	14.925	16.458	844	-----	7.81520	8000.355	0.982	0.411
16	2017-08-01_035.lcd	P8-A05		15.664	6528	1.000	14.933	16.592	222	-----	2.20559	7623.655	1.238	0.419
17	2017-08-01_036.lcd	P8-A06		15.662	66437	1.000	14.892	16.442	2600	-----	22.44535	8965.702	0.884	0.389
18	2017-08-01_037.lcd	P8-A07		15.672	44544	1.000	14.675	16.617	1755	-----	15.04881	9929.465	0.964	0.366
19	2017-08-01_038.lcd	P8-A08		15.673	31423	1.000	14.892	16.650	1253	-----	10.61604	9738.853	0.906	0.370
20	2017-08-01_039.lcd	P8-A09		15.674	39458	1.000	15.042	16.425	1699	-----	13.33078	10514.944	0.791	0.356
21	2017-08-01_040.lcd	P8-A10		15.676	16304	1.000	14.925	16.408	673	-----	5.50809	10381.394	0.884	0.358
22	2017-08-01_041.lcd	P8-A11		15.687	1004	1.000	15.217	16.175	41	-----	0.33925	10051.623	0.855	0.370
23	2017-08-01_042.lcd	P8-B01		15.675	10495	1.000	15.083	16.333	461	-----	3.54564	11021.678	0.781	0.347
24	2017-08-01_043.lcd	P8-B02		15.681	38406	1.000	14.967	16.550	1674	-----	12.97518	11124.991	0.806	0.345
25	2017-08-01_044.lcd	P8-B03		15.678	24746	1.000	15.050	16.142	1099	-----	8.36043	11369.864	0.787	0.341
26	2017-08-01_045.lcd	P8-B04		15.681	19163	1.000	15.033	16.542	794	-----	6.47413	11496.527	1.060	0.338
27	2017-08-01_046.lcd	P8-B05		15.682	14877	1.000	15.058	16.658	622	-----	5.02603	11439.211	1.007	0.339
28	2017-08-01_047.lcd	P8-B06		15.686	30199	1.000	15.058	16.600	1344	-----	10.20271	11776.695	0.806	0.334
29	2017-08-01_048.lcd	P8-B07		15.690	13178	1.000	15.150	16.075	680	-----	4.45205	14602.374	0.637	0.303
30	2017-08-01_049.lcd	P8-B08		15.685	37643	1.000	15.008	16.467	1550	-----	12.71748	11771.753	1.207	0.334
31	2017-08-01_050.lcd	P8-B09		15.684	19632	1.000	14.900	16.442	872	-----	6.63258	12172.157	0.835	0.329
32	2017-08-01_051.lcd	P8-B10		15.679	19506	1.000	15.100	16.550	883	-----	6.59000	12436.741	0.811	0.325
33	2017-08-01_052.lcd	P8-B11		15.676	8402	1.000	15.208	16.558	375	-----	2.83844	13305.399	1.001	0.315
34	2017-08-01_053.lcd	P8-C01		15.675	12214	1.000	15.208	16.025	664	-----	4.12640	16079.519	0.599	0.288
35	2017-08-01_054.lcd	P8-C02		15.684	25412	1.000	15.083	16.217	1219	-----	8.58532	13355.389	0.739	0.314
36	2017-08-01_055.lcd	P8-C03		15.671	8416	1.000	15.183	16.017	461	-----	2.84317	16149.913	0.590	0.287
37	2017-08-01_056.lcd	P8-C04		15.675	4822	1.000	15.100	16.533	210	-----	1.62896	12523.087	0.904	0.324
38	2017-08-01_057.lcd	P8-C05		15.683	26054	1.000	15.058	16.517	1234	-----	8.80228	13538.544	0.765	0.311
39	2017-08-01_058.lcd	P8-C06		15.678	14111	1.000	14.983	16.400	608	-----	4.76742	12753.736	1.025	0.319
40	2017-08-01_059.lcd	P8-C07		15.678	25790	1.000	14.933	16.367	1239	-----	8.71297	13889.222	0.750	0.308
41	2017-08-01_060.lcd	P8-C08		15.677	15544	1.000	14.900	16.492	689	-----	5.25154	12770.045	0.897	0.320
42	2017-08-01_061.lcd	P8-C09		15.671	2177	1.000	15.275	15.958	129	-----	0.73548	18588.603	0.529	0.268
43	2017-08-01_062.lcd	P8-C10		15.678	38122	1.000	15.008	16.308	1860	-----	12.87924	14037.799	0.733	0.306
