ID#	8
Name	propionate
	Data Filename	Sample ID	Sample Name	Ret. Time	Area	Relative Retention Time	Peak Start	Peak End	Height	Std. Conc.	Conc.	T.Plate#	Width(5%)	Width(50%)
1	2017-07-12_000.lcd	BLANK	No injection	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
2	2017-07-12_001.lcd	STD-0111	40 mM Mix	18.482	220319	1.182	17.675	19.075	8763	-----	53.88018	12581.321	0.866	0.383
3	2017-07-12_002.lcd	STD-0112	20 mM Mix	18.487	102199	1.182	17.758	19.017	4224	-----	24.99330	13225.745	0.807	0.374
4	2017-07-12_003.lcd	STD-0113	10 mM Mix	18.482	48902	1.183	17.917	18.992	2100	-----	11.95928	13901.213	0.755	0.365
5	2017-07-12_004.lcd	STD-0114	5 mM Mix	18.491	23176	1.183	18.067	18.967	1031	-----	5.66780	14651.563	0.708	0.358
6	2017-07-12_005.lcd	STD-0115	2.5 mM Mix	18.493	11427	1.183	18.117	18.917	528	-----	2.79460	15613.347	0.664	0.348
7	2017-07-12_006.lcd	STD-0116	1 mM Mix	18.489	4402	1.183	18.158	18.850	212	-----	1.07643	16865.274	0.608	0.338
8	2017-07-12_007.lcd	STD-0117	0.5 mM Mix	18.495	1935	1.183	18.192	18.800	101	-----	0.47329	20423.373	0.547	0.314
9	2017-07-12_008.lcd	STD-0118	0.25 mM Mix	18.504	938	1.182	18.317	18.758	59	-----	0.22948	29033.158	0.423	0.268
10	2017-07-12_009.lcd	STD-0119	0.1 mM Mix	18.540	226	1.185	18.408	18.758	17	-----	0.05529	40881.176	0.335	0.220
11	2017-07-12_010.lcd	BLANK	Water	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
12	2017-07-12_011.lcd	P5-A01		18.497	7060	1.183	18.158	18.900	337	-----	1.72667	16598.855	0.627	0.340
13	2017-07-12_012.lcd	P5-A02		18.490	10440	1.183	18.100	18.908	479	-----	2.55306	15434.963	0.665	0.351
14	2017-07-12_013.lcd	P5-A03		18.488	2448	1.182	18.192	18.808	123	-----	0.59857	18572.937	0.559	0.326
15	2017-07-12_014.lcd	P5-A04		18.489	11094	1.183	18.108	18.925	508	-----	2.71305	15399.951	0.672	0.351
16	2017-07-12_015.lcd	P5-A05		18.490	7684	1.183	18.125	18.892	358	-----	1.87912	15907.673	0.651	0.346
17	2017-07-12_016.lcd	P5-A06		18.491	3341	1.183	18.158	18.858	161	-----	0.81699	17093.390	0.609	0.337
18	2017-07-12_017.lcd	P5-A07		18.512	1927	1.184	18.233	18.808	103	-----	0.47138	20919.422	0.526	0.307
19	2017-07-12_018.lcd	P5-A08		18.497	7721	1.183	18.125	18.900	360	-----	1.88812	15781.338	0.650	0.347
20	2017-07-12_019.lcd	P5-A09		18.493	7181	1.183	18.125	18.900	336	-----	1.75627	15890.290	0.649	0.346
21	2017-07-12_020.lcd	P5-A10		18.596	-1744	1.165	18.017	18.858	1	-----	0.00000	--	0.841	0.004
22	2017-07-12_021.lcd	P5-A11		18.494	6119	1.183	18.167	18.892	295	-----	1.49645	16885.997	0.623	0.336
23	2017-07-12_022.lcd	P5-A12		18.481	5352	1.183	18.142	18.867	263	-----	1.30878	17537.914	0.610	0.329
24	2017-07-12_023.lcd	P5-B01		18.493	3966	1.182	18.158	18.858	192	-----	0.96979	16720.329	0.613	0.336
25	2017-07-12_024.lcd	P5-B02		18.486	3591	1.182	18.150	18.842	176	-----	0.87821	17379.346	0.600	0.334
26	2017-07-12_025.lcd	P5-B03		18.489	6565	1.183	18.125	18.892	307	-----	1.60544	15857.854	0.647	0.345
27	2017-07-12_026.lcd	P5-B04		18.484	5559	1.182	18.133	18.858	268	-----	1.35947	16927.966	0.621	0.337
28	2017-07-12_027.lcd	P5-B05		18.486	5985	1.183	18.133	18.892	280	-----	1.46371	15717.824	0.647	0.346
29	2017-07-12_028.lcd	P5-B06		18.499	8165	1.183	18.150	18.925	380	-----	1.99691	15943.485	0.653	0.346
30	2017-07-12_029.lcd	P5-B07		18.487	3896	1.183	18.167	18.858	189	-----	0.95268	17214.508	0.608	0.335
31	2017-07-12_030.lcd	P5-B08		18.482	3500	1.183	18.158	18.850	170	-----	0.85607	17179.415	0.605	0.336
32	2017-07-12_031.lcd	P5-B09		18.504	3251	1.184	18.208	18.867	164	-----	0.79494	18597.773	0.582	0.322
33	2017-07-12_032.lcd	P5-B10		18.492	4891	1.183	18.150	18.875	233	-----	1.19617	16280.536	0.630	0.342
34	2017-07-12_033.lcd	P5-B11		18.485	2300	1.183	18.175	18.825	115	-----	0.56250	18074.773	0.575	0.328
35	2017-07-12_034.lcd	P5-B12		18.481	24511	1.183	18.033	18.975	1065	-----	5.99434	14031.910	0.734	0.365
36	2017-07-12_035.lcd	P5-C01		18.480	12870	1.183	18.083	18.925	581	-----	3.14750	14935.613	0.686	0.355
37	2017-07-12_036.lcd	P5-C02		18.492	6215	1.183	18.142	18.900	289	-----	1.52003	15763.378	0.651	0.348
38	2017-07-12_037.lcd	P5-C03		18.503	7826	1.183	18.150	18.908	364	-----	1.91380	15817.231	0.649	0.347
39	2017-07-12_038.lcd	P5-C04		18.498	3398	1.183	18.183	18.842	168	-----	0.83094	17849.938	0.583	0.331
40	2017-07-12_039.lcd	P5-C05		18.494	11387	1.183	18.133	18.933	519	-----	2.78477	15099.600	0.674	0.354
41	2017-07-12_040.lcd	P5-C06		18.479	3552	1.183	18.150	18.867	168	-----	0.86859	16343.380	0.623	0.346
42	2017-07-12_041.lcd	P5-C07		18.475	2599	1.182	18.158	18.825	128	-----	0.63553	17306.396	0.594	0.332
43	2017-07-12_042.lcd	P5-C08		18.489	11892	1.183	18.125	18.933	540	-----	2.90823	15065.384	0.676	0.354
44	2017-07-12_043.lcd	P5-C09		18.489	2529	1.183	18.200	18.808	130	-----	0.61855	19318.710	0.550	0.319
45	2017-07-12_044.lcd	P5-C10		18.483	4525	1.182	18.125	18.850	217	-----	1.10660	16803.887	0.614	0.339
