ID#	8
Name	propionate
	Data Filename	Sample ID	Sample Name	Ret. Time	Area	Relative Retention Time	Peak Start	Peak End	Height	Std. Conc.	Conc.	T.Plate#	Width(5%)	Width(50%)
1	2017-06-26_000.lcd	BLANK	No injection	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
2	2017-06-26_001.lcd	STD-0111	40 mM Mix	18.470	227155	1.182	17.650	19.042	9670	-----	55.55194	14432.202	0.809	0.358
3	2017-06-26_002.lcd	STD-0112	20 mM Mix	18.474	107708	1.183	17.700	19.008	4722	-----	26.34057	14886.337	0.759	0.353
4	2017-06-26_003.lcd	STD-0113	10 mM Mix	18.481	51692	1.183	18.008	18.975	2341	-----	12.64145	15436.858	0.714	0.347
5	2017-06-26_004.lcd	STD-0114	5 mM Mix	18.484	25347	1.183	18.083	18.950	1174	-----	6.19871	15917.524	0.683	0.343
6	2017-06-26_005.lcd	STD-0115	2.5 mM Mix	18.482	12918	1.183	18.117	18.900	612	-----	3.15929	16391.065	0.650	0.339
7	2017-06-26_006.lcd	STD-0116	1 mM Mix	18.481	5427	1.182	18.142	18.858	257	-----	1.32732	16452.150	0.623	0.342
8	2017-06-26_007.lcd	STD-0117	0.5 mM Mix	18.482	2938	1.182	18.175	18.817	147	-----	0.71843	18149.423	0.569	0.327
9	2017-06-26_008.lcd	STD-0118	0.25 mM Mix	18.488	1557	1.184	18.275	18.775	89	-----	0.38071	23276.416	0.475	0.292
10	2017-06-26_009.lcd	STD-0119	0.1 mM Mix	18.492	546	1.183	18.342	18.742	38	-----	0.13348	32717.520	0.384	0.246
11	2017-06-26_010.lcd	BLANK	Water	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
12	2017-06-26_011.lcd	P3-A01		18.496	16750	1.184	18.150	18.925	808	-----	4.09635	17153.371	0.643	0.332
13	2017-06-26_012.lcd	P3-A02		18.469	1309	1.181	18.175	18.733	71	-----	0.32018	21602.001	0.505	0.306
14	2017-06-26_013.lcd	P3-A03		18.488	5081	1.182	18.142	18.867	241	-----	1.24265	16287.859	0.631	0.342
15	2017-06-26_014.lcd	P3-A04		18.496	12491	1.183	18.150	18.900	596	-----	3.05470	16589.530	0.639	0.337
16	2017-06-26_015.lcd	P3-A05		18.500	7661	1.184	18.175	18.875	382	-----	1.87348	17810.623	0.603	0.325
17	2017-06-26_016.lcd	P3-A06		18.499	11002	1.183	18.167	18.892	531	-----	2.69056	17122.697	0.624	0.333
18	2017-06-26_017.lcd	P3-A07		18.491	11851	1.183	18.117	18.900	563	-----	2.89834	16462.462	0.649	0.338
19	2017-06-26_018.lcd	P3-A08		18.483	5190	1.182	18.142	18.858	252	-----	1.26932	17309.119	0.616	0.334
20	2017-06-26_019.lcd	P3-A09		18.481	3310	1.182	18.167	18.825	165	-----	0.80955	18064.220	0.582	0.329
21	2017-06-26_020.lcd	P3-A10		18.490	17506	1.183	18.092	19.000	695	-----	4.28120	11535.975	0.790	0.401
22	2017-06-26_021.lcd	P3-A11		18.490	6086	1.183	18.142	18.883	290	-----	1.48834	16442.193	0.634	0.340
23	2017-06-26_022.lcd	P3-A12		18.490	14057	1.183	18.108	18.917	665	-----	3.43763	16456.845	0.655	0.338
24	2017-06-26_023.lcd	P3-B01		18.489	10698	1.183	18.117	18.900	508	-----	2.61629	16561.983	0.649	0.338
25	2017-06-26_024.lcd	P3-B02		18.487	8990	1.183	18.158	18.875	433	-----	2.19867	16939.408	0.624	0.336
26	2017-06-26_025.lcd	P3-B03		18.510	1515	1.184	18.250	18.758	90	-----	0.37052	25335.596	0.462	0.281
27	2017-06-26_026.lcd	P3-B04		18.465	1715	1.181	18.192	18.775	88	-----	0.41949	19235.551	0.537	0.321
28	2017-06-26_027.lcd	P3-B05		18.498	7415	1.184	18.175	18.867	370	-----	1.81333	18233.912	0.598	0.323
29	2017-06-26_028.lcd	P3-B06		18.471	5176	1.182	18.125	18.858	243	-----	1.26584	16120.272	0.634	0.345
30	2017-06-26_029.lcd	P3-B07		18.482	10897	1.183	18.108	18.883	520	-----	2.66504	16592.851	0.642	0.337
31	2017-06-26_030.lcd	P3-B08		18.478	3455	1.182	18.158	18.817	170	-----	0.84504	17339.661	0.587	0.333
32	2017-06-26_031.lcd	P3-B09		18.493	12084	1.183	18.117	18.900	577	-----	2.95530	16706.327	0.647	0.336
33	2017-06-26_032.lcd	P3-B10		18.485	13404	1.183	18.100	18.883	579	-----	3.27812	14308.954	0.000	0.360
34	2017-06-26_033.lcd	P3-B11		18.488	15723	1.183	18.092	18.892	680	-----	3.84520	14414.576	0.000	0.359
35	2017-06-26_034.lcd	P3-B12		18.493	8905	1.183	18.108	18.850	359	-----	2.17778	11435.032	0.000	0.406
36	2017-06-26_035.lcd	P3-C01		18.478	4538	1.182	18.150	18.825	224	-----	1.10988	17603.662	0.594	0.330
37	2017-06-26_036.lcd	P3-C02		18.464	1906	1.181	18.158	18.767	97	-----	0.46616	18329.508	0.547	0.327
38	2017-06-26_037.lcd	P3-C03		18.493	12891	1.183	18.100	18.892	621	-----	3.15263	16933.177	0.642	0.333
39	2017-06-26_038.lcd	P3-C04		18.477	8422	1.183	18.117	18.875	405	-----	2.05969	16860.162	0.636	0.335
40	2017-06-26_039.lcd	P3-C05		18.494	4858	1.184	18.183	18.850	248	-----	1.18811	19028.752	0.581	0.317
41	2017-06-26_040.lcd	P3-C06		18.482	8095	1.183	18.142	18.867	403	-----	1.97966	18104.014	0.609	0.325
42	2017-06-26_041.lcd	P3-C07		18.484	9239	1.183	18.117	18.883	443	-----	2.25938	16844.138	0.640	0.335
