ID#	8
Name	propionate
	Data Filename	Sample ID	Sample Name	Ret. Time	Area	Relative Retention Time	Peak Start	Peak End	Height	Std. Conc.	Conc.	T.Plate#	Width(5%)	Width(50%)
1	2017-07-19_000.lcd	BLANK	No injection	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
2	2017-07-19_001.lcd	STD-0111	40 mM Mix	18.486	227542	1.182	17.633	19.033	9823	-----	55.64679	15013.613	0.810	0.350
3	2017-07-19_002.lcd	STD-0112	20 mM Mix	18.490	107803	1.182	17.675	19.008	4744	-----	26.36379	15269.309	0.771	0.348
4	2017-07-19_003.lcd	STD-0113	10 mM Mix	18.490	50981	1.183	17.975	18.967	2341	-----	12.46768	15938.910	0.709	0.342
5	2017-07-19_004.lcd	STD-0114	5 mM Mix	18.498	24880	1.182	18.075	18.942	1160	-----	6.08464	16146.038	0.681	0.340
6	2017-07-19_005.lcd	STD-0115	2.5 mM Mix	18.491	12604	1.182	18.108	18.908	596	-----	3.08232	16516.973	0.654	0.338
7	2017-07-19_006.lcd	STD-0116	1 mM Mix	18.495	4937	1.182	18.167	18.867	243	-----	1.20737	17563.162	0.608	0.329
8	2017-07-19_007.lcd	STD-0117	0.5 mM Mix	18.503	2369	1.182	18.275	18.825	129	-----	0.57926	21694.948	0.514	0.305
9	2017-07-19_008.lcd	STD-0118	0.25 mM Mix	18.511	911	1.183	18.358	18.792	59	-----	0.22276	31414.009	0.411	0.257
10	2017-07-19_009.lcd	STD-0119	0.1 mM Mix	18.517	399	1.185	18.400	18.783	28	-----	0.09750	39507.243	0.366	0.234
11	2017-07-19_010.lcd	BLANK	Water	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
12	2017-07-19_011.lcd	P6-A01		18.494	9552	1.183	18.142	18.900	468	-----	2.33608	17486.981	0.627	0.329
13	2017-07-19_012.lcd	P6-A02		18.494	8128	1.183	18.150	18.892	400	-----	1.98774	17636.393	0.617	0.328
14	2017-07-19_013.lcd	P6-A03		18.458	1330	1.181	18.183	18.775	65	-----	0.32537	18226.094	0.548	0.338
15	2017-07-19_014.lcd	P6-A04		18.502	6196	1.183	18.175	18.875	311	-----	1.51527	18066.738	0.600	0.324
16	2017-07-19_015.lcd	P6-A05		18.498	12248	1.183	18.142	18.908	593	-----	2.99520	17175.017	0.636	0.332
17	2017-07-19_016.lcd	P6-A06		18.494	7639	1.183	18.158	18.892	373	-----	1.86816	17320.577	0.621	0.331
