ID#	7
Name	acetate
	Data Filename	Sample ID	Sample Name	Ret. Time	Area	Relative Retention Time	Peak Start	Peak End	Height	Std. Conc.	Conc.	T.Plate#	Width(5%)	Width(50%)
1	2017-06-26_000.lcd	BLANK	No injection	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
2	2017-06-26_001.lcd	STD-0111	40 mM Mix	15.623	152314	1.000	14.950	16.492	7491	-----	51.45860	14140.107	0.721	0.304
3	2017-06-26_002.lcd	STD-0112	20 mM Mix	15.622	76219	1.000	14.933	16.625	3712	-----	25.75024	14174.872	0.733	0.303
4	2017-06-26_003.lcd	STD-0113	10 mM Mix	15.626	37859	1.000	14.950	16.442	1854	-----	12.79059	14221.548	0.728	0.303
5	2017-06-26_004.lcd	STD-0114	5 mM Mix	15.626	18622	1.000	14.983	16.275	925	-----	6.29122	14356.111	0.713	0.302
6	2017-06-26_005.lcd	STD-0115	2.5 mM Mix	15.627	9343	1.000	15.083	16.300	464	-----	3.15646	14322.451	0.709	0.303
7	2017-06-26_006.lcd	STD-0116	1 mM Mix	15.629	3281	1.000	15.175	16.125	167	-----	1.10840	14716.421	0.683	0.298
8	2017-06-26_007.lcd	STD-0117	0.5 mM Mix	15.631	1633	1.000	15.242	16.058	86	-----	0.55171	14862.487	0.650	0.295
9	2017-06-26_008.lcd	STD-0118	0.25 mM Mix	15.618	832	1.000	15.292	16.058	44	-----	0.28124	14626.379	0.613	0.297
10	2017-06-26_009.lcd	STD-0119	0.1 mM Mix	15.629	285	1.000	15.350	15.967	16	-----	0.09635	16546.887	0.553	0.287
11	2017-06-26_010.lcd	BLANK	Water	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
12	2017-06-26_011.lcd	P3-A01		15.628	45726	1.000	14.950	16.408	2232	-----	15.44824	14163.205	0.740	0.304
13	2017-06-26_012.lcd	P3-A02		15.633	3269	1.000	15.225	16.367	153	-----	1.10426	13078.569	0.803	0.315
14	2017-06-26_013.lcd	P3-A03		15.637	11737	1.000	15.092	16.158	586	-----	3.96520	14636.920	0.727	0.299
15	2017-06-26_014.lcd	P3-A04		15.633	19739	1.000	15.075	16.183	996	-----	6.66878	14437.902	0.691	0.301
16	2017-06-26_015.lcd	P3-A05		15.631	10893	1.000	14.975	16.342	507	-----	3.68000	13303.896	0.820	0.312
17	2017-06-26_016.lcd	P3-A06		15.631	26463	1.000	14.975	16.475	1256	-----	8.94042	13742.005	0.780	0.308
18	2017-06-26_017.lcd	P3-A07		15.634	31852	1.000	14.917	16.517	1466	-----	10.76103	13648.775	0.839	0.309
19	2017-06-26_018.lcd	P3-A08		15.632	11859	1.000	14.933	16.475	486	-----	4.00658	12394.120	1.028	0.323
20	2017-06-26_019.lcd	P3-A09		15.631	9970	1.000	15.017	16.383	447	-----	3.36822	12997.344	0.913	0.314
21	2017-06-26_020.lcd	P3-A10		15.633	20480	1.000	15.050	16.433	812	-----	6.91893	11941.748	1.034	0.329
22	2017-06-26_021.lcd	P3-A11		15.636	43339	1.000	14.958	16.250	2128	-----	14.64192	14168.928	0.733	0.304
23	2017-06-26_022.lcd	P3-A12		15.634	32618	1.000	14.950	16.450	1564	-----	11.01977	14140.145	0.780	0.304
24	2017-06-26_023.lcd	P3-B01		15.632	26927	1.000	15.075	16.408	1315	-----	9.09713	14131.454	0.742	0.304
25	2017-06-26_024.lcd	P3-B02		15.628	18365	1.000	15.008	16.425	834	-----	6.20465	13276.765	0.876	0.313
26	2017-06-26_025.lcd	P3-B03		15.627	5576	1.000	14.975	16.425	231	-----	1.88384	12036.399	1.051	0.327
27	2017-06-26_026.lcd	P3-B04		15.636	5140	1.000	15.075	16.325	244	-----	1.73640	13821.314	0.798	0.307
28	2017-06-26_027.lcd	P3-B05		15.626	19246	1.000	15.092	16.267	955	-----	6.50222	14285.735	0.716	0.302
29	2017-06-26_028.lcd	P3-B06		15.626	20842	1.000	14.925	16.767	840	-----	7.04153	11972.388	1.111	0.327
30	2017-06-26_029.lcd	P3-B07		15.627	22950	1.000	15.217	16.225	1199	-----	7.75342	15163.727	0.648	0.294
31	2017-06-26_030.lcd	P3-B08		15.626	8830	1.000	14.817	16.367	345	-----	2.98307	11490.110	1.190	0.334
32	2017-06-26_031.lcd	P3-B09		15.635	18807	1.000	15.217	16.133	989	-----	6.35401	15219.854	0.639	0.294
33	2017-06-26_032.lcd	P3-B10		15.625	54357	1.000	14.892	16.550	2573	-----	18.36430	13974.814	0.795	0.305
34	2017-06-26_033.lcd	P3-B11		15.627	24071	1.000	14.942	16.625	1148	-----	8.13227	13963.885	0.783	0.305
35	2017-06-26_034.lcd	P3-B12		15.629	18829	1.000	14.942	16.475	782	-----	6.36116	12579.524	1.027	0.320
36	2017-06-26_035.lcd	P3-C01		15.629	20156	1.000	14.850	16.467	917	-----	6.80947	13461.943	0.893	0.310
37	2017-06-26_036.lcd	P3-C02		15.631	5961	1.000	14.950	16.317	255	-----	2.01399	12055.431	0.969	0.326
38	2017-06-26_037.lcd	P3-C03		15.638	26317	1.000	14.900	16.292	1281	-----	8.89113	14169.010	0.752	0.303
39	2017-06-26_038.lcd	P3-C04		15.625	15704	1.000	15.142	16.308	751	-----	5.30535	13930.716	0.805	0.305
40	2017-06-26_039.lcd	P3-C05		15.624	15340	1.000	14.992	16.492	648	-----	5.18238	12629.077	0.991	0.320
41	2017-06-26_040.lcd	P3-C06		15.629	28215	1.000	14.900	16.417	1163	-----	9.53216	12360.710	1.004	0.323
42	2017-06-26_041.lcd	P3-C07		15.631	32979	1.000	14.892	16.550	1446	-----	11.14191	13174.232	0.958	0.313
43	2017-06-26_042.lcd	P3-C08		15.630	24588	1.000	14.925	16.467	1110	-----	8.30691	13462.287	0.904	0.310
44	2017-06-26_043.lcd	P3-C09		15.622	22757	1.000	14.850	16.467	1002	-----	7.68845	13391.088	0.993	0.311
45	2017-06-26_044.lcd	P3-C10		15.634	26782	1.000	15.042	16.292	1320	-----	9.04815	14368.336	0.736	0.302
46	2017-06-26_045.lcd	P3-C11		15.634	5649	1.000	15.142	16.425	272	-----	1.90861	14034.858	0.796	0.304
47	2017-06-26_046.lcd	P3-C12		15.626	19741	1.000	14.842	16.367	940	-----	6.66926	13915.583	0.786	0.305
48	2017-06-26_047.lcd	P3-D01		15.630	41160	1.000	14.875	16.458	1957	-----	13.90579	14009.076	0.792	0.305
49	2017-06-26_048.lcd	P3-D02		15.636	6272	1.000	14.950	16.417	233	-----	2.11903	10575.849	1.192	0.350
50	2017-06-26_049.lcd	P3-D03		15.634	14161	1.000	14.883	16.400	632	-----	4.78420	13524.050	0.957	0.310
51	2017-06-26_050.lcd	P3-D04		15.633	23282	1.000	14.917	16.442	1067	-----	7.86577	13605.947	0.880	0.309
52	2017-06-26_051.lcd	P3-D05		15.633	19368	1.000	14.842	16.475	895	-----	6.54354	13541.244	0.827	0.310
53	2017-06-26_052.lcd	P3-D06		15.642	15473	1.000	14.958	16.633	673	-----	5.22760	13019.517	0.959	0.316
54	2017-06-26_053.lcd	P3-D07		15.636	40746	1.000	14.875	16.642	1881	-----	13.76573	13802.241	0.849	0.307
55	2017-06-26_054.lcd	P3-D08		15.636	22391	1.000	14.817	16.383	997	-----	7.56484	13042.950	0.921	0.315
56	2017-06-26_055.lcd	P3-D09		15.631	32967	1.000	14.875	16.442	1538	-----	11.13784	13629.198	0.826	0.309
57	2017-06-26_056.lcd	P3-D10		15.632	18588	1.000	15.042	16.517	856	-----	6.27973	13599.190	0.866	0.310
58	2017-06-26_057.lcd	P3-D11		15.632	37819	1.000	14.875	16.525	1527	-----	12.77707	12160.705	1.014	0.326
59	2017-06-26_058.lcd	P3-D12		15.634	32261	1.000	14.883	16.750	1503	-----	10.89912	13677.421	0.811	0.309
60	2017-06-26_059.lcd	BLANK	Water	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
61	2017-06-26_060.lcd	P1-B94	40 mM Mix	15.630	155258	1.000	14.933	16.925	7456	-----	52.45329	14032.466	0.753	0.305
62	2017-06-26_061.lcd	P1-B95	20 mM Mix	15.629	75499	1.000	14.933	16.608	3663	-----	25.50697	14211.853	0.746	0.303
63	2017-06-26_062.lcd	P1-B96	10 mM Mix	15.633	37575	1.000	14.900	16.367	1837	-----	12.69445	14290.216	0.738	0.302
64	2017-06-26_063.lcd	P1-B97	5 mM Mix	15.633	18420	1.000	14.983	16.242	911	-----	6.22319	14386.807	0.725	0.302
65	2017-06-26_064.lcd	P1-B98	2.5 mM Mix	15.633	9245	1.000	15.033	16.283	457	-----	3.12339	14279.177	0.725	0.301
66	2017-06-26_065.lcd	P1-B99	1 mM Mix	15.641	3275	1.000	15.158	16.250	162	-----	1.10652	14245.089	0.713	0.303
67	2017-06-26_066.lcd	P1-B100	0.5 mM Mix	15.644	1563	1.000	15.258	16.050	81	-----	0.52814	14307.660	0.630	0.303
68	2017-06-26_067.lcd	P1-B101	0.25 mM Mix	15.634	777	1.000	15.300	16.092	41	-----	0.26259	16170.716	0.636	0.294
69	2017-06-26_068.lcd	P1-B102	0.1 mM Mix	15.649	182	1.000	15.458	16.000	12	-----	0.06148	24407.017	0.483	0.253
70	2017-06-26_069.lcd	P3-E01		15.632	54869	1.000	14.917	16.292	2648	-----	18.53739	14003.059	0.753	0.305
71	2017-06-26_070.lcd	P3-E02		15.635	16642	1.000	14.883	16.583	695	-----	5.62257	12589.963	1.033	0.320
72	2017-06-26_071.lcd	P3-E03		15.635	18127	1.000	15.008	16.483	830	-----	6.12413	13322.765	0.869	0.312
73	2017-06-26_072.lcd	P3-E04		15.631	21020	1.000	14.892	16.775	920	-----	7.10156	13038.157	0.950	0.315
74	2017-06-26_073.lcd	P3-E05		15.631	23432	1.000	14.942	16.417	1007	-----	7.91626	12655.160	0.984	0.320
75	2017-06-26_074.lcd	P3-E06		15.636	22423	1.000	15.000	16.408	1001	-----	7.57564	13006.340	0.919	0.316
76	2017-06-26_075.lcd	P3-E07		15.638	19016	1.000	14.917	16.592	743	-----	6.42431	12097.138	1.076	0.328
77	2017-06-26_076.lcd	P3-E08		15.629	32542	1.000	14.817	16.842	1404	-----	10.99420	12901.515	0.975	0.317
