ID#	7
Name	acetate
	Data Filename	Sample ID	Sample Name	Ret. Time	Area	Relative Retention Time	Peak Start	Peak End	Height	Std. Conc.	Conc.	T.Plate#	Width(5%)	Width(50%)
1	2017-06-20_000.lcd	BLANK	No injection	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
2	2017-06-20_001.lcd	STD-0111	40 mM Mix	15.606	155748	1.000	14.925	16.892	7426	-----	52.61867	13429.540	0.738	0.312
3	2017-06-20_002.lcd	STD-0112	20 mM Mix	15.609	76076	1.000	14.925	16.600	3636	-----	25.70199	13413.829	0.736	0.312
4	2017-06-20_003.lcd	STD-0113	10 mM Mix	15.606	37470	1.000	14.983	16.342	1820	-----	12.65901	13613.578	0.723	0.310
5	2017-06-20_004.lcd	STD-0114	5 mM Mix	15.604	18668	1.000	15.017	16.292	907	-----	6.30677	13591.917	0.725	0.310
6	2017-06-20_005.lcd	STD-0115	2.5 mM Mix	15.607	9327	1.000	15.058	16.225	454	-----	3.15121	13609.125	0.717	0.310
7	2017-06-20_006.lcd	STD-0116	1 mM Mix	15.606	3314	1.000	15.142	16.133	163	-----	1.11957	13632.175	0.702	0.310
8	2017-06-20_007.lcd	STD-0117	0.5 mM Mix	15.614	1628	1.000	15.258	16.050	83	-----	0.55005	13791.635	0.651	0.308
9	2017-06-20_008.lcd	STD-0118	0.25 mM Mix	15.625	925	1.000	15.292	16.175	42	-----	0.31239	11677.050	0.781	0.326
10	2017-06-20_009.lcd	STD-0119	0.1 mM Mix	15.623	287	1.000	15.358	15.975	15	-----	0.09683	13768.022	0.556	0.309
11	2017-06-20_010.lcd	BLANK	Water	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----
12	2017-06-20_011.lcd	P2-A01		15.603	10070	1.000	15.092	16.217	466	-----	3.40224	12889.446	0.808	0.317
13	2017-06-20_012.lcd	P2-A02		15.597	5948	1.000	14.975	16.350	246	-----	2.00958	10935.444	0.955	0.343
14	2017-06-20_013.lcd	P2-A03		15.609	11850	1.000	15.042	16.308	558	-----	4.00334	13209.128	0.780	0.313
15	2017-06-20_014.lcd	P2-A04		15.605	12085	1.000	15.025	16.400	567	-----	4.08273	13351.955	0.795	0.312
16	2017-06-20_015.lcd	P2-A05		15.613	5096	1.000	15.000	16.242	234	-----	1.72164	12969.791	0.838	0.316
17	2017-06-20_016.lcd	P2-A06		15.612	8078	1.000	14.992	16.417	313	-----	2.72896	10551.052	1.005	0.351
18	2017-06-20_017.lcd	P2-A07		15.621	8802	1.000	14.958	16.450	327	-----	2.97369	10351.507	1.097	0.357
19	2017-06-20_018.lcd	P2-A08		15.609	17878	1.000	14.975	16.475	736	-----	6.04014	11710.968	0.968	0.333
20	2017-06-20_019.lcd	P2-A09		15.608	12388	1.000	14.933	16.375	528	-----	4.18536	11999.845	0.946	0.328
21	2017-06-20_020.lcd	P2-A10		15.610	9261	1.000	14.942	16.350	406	-----	3.12895	12424.797	0.920	0.322
22	2017-06-20_021.lcd	P2-A11		15.612	13725	1.000	15.042	16.375	657	-----	4.63684	13636.824	0.757	0.309
23	2017-06-20_022.lcd	P2-A12		15.610	13535	1.000	14.983	16.342	638	-----	4.57275	13571.062	0.787	0.310
24	2017-06-20_023.lcd	P2-B01		15.616	3847	1.000	15.083	16.358	167	-----	1.29976	11989.802	0.911	0.328
25	2017-06-20_024.lcd	P2-B02		15.606	9522	1.000	15.050	16.325	459	-----	3.21713	13708.918	0.748	0.308
26	2017-06-20_025.lcd	P2-B03		15.607	5737	1.000	15.050	16.325	249	-----	1.93838	12101.745	0.903	0.328
27	2017-06-20_026.lcd	P2-B04		15.610	16156	1.000	14.942	16.333	714	-----	5.45818	12270.000	0.870	0.324
28	2017-06-20_027.lcd	P2-B05		15.606	3226	1.000	14.908	16.308	134	-----	1.08984	11651.429	1.022	0.333
29	2017-06-20_028.lcd	P2-B06		15.612	12812	1.000	14.942	16.325	555	-----	4.32857	12041.569	0.915	0.326
30	2017-06-20_029.lcd	P2-B07		15.605	13541	1.000	15.117	16.225	677	-----	4.57481	14253.661	0.696	0.303
31	2017-06-20_030.lcd	P2-B08		15.607	7246	1.000	15.133	16.367	335	-----	2.44812	12983.574	0.815	0.317
32	2017-06-20_031.lcd	P2-B09		15.611	8455	1.000	14.975	16.408	378	-----	2.85657	12668.257	0.884	0.319
33	2017-06-20_032.lcd	P2-B10		15.609	5385	1.000	15.092	16.258	236	-----	1.81933	12185.474	0.921	0.325
34	2017-06-20_033.lcd	P2-B11		15.610	4163	1.000	15.200	16.267	206	-----	1.40635	13750.311	0.705	0.307
35	2017-06-20_034.lcd	P2-B12		15.611	17125	1.000	14.900	16.333	798	-----	5.78574	13470.032	0.810	0.310
36	2017-06-20_035.lcd	P2-C01		15.607	19705	1.000	14.825	16.425	832	-----	6.65736	12257.328	0.986	0.325
37	2017-06-20_036.lcd	P2-F01		15.602	29801	1.000	14.758	16.358	1343	-----	10.06819	12772.711	0.858	0.318
38	2017-06-20_037.lcd	P2-F02		15.599	30533	1.000	14.750	16.367	1272	-----	10.31554	11521.872	0.962	0.334
