kegg_ortholog,method,parameter,statistic,p.value,bh
K06595,Kruskal-Wallis rank sum test,2,0.054222468524986224,0.9732529764260023,0.9999980855427674
K06336,Kruskal-Wallis rank sum test,2,0.054222468524986224,0.9732529764260023,0.9999980855427674
K06342,Kruskal-Wallis rank sum test,2,0.054222468524986224,0.9732529764260023,0.9999980855427674
K11637,Kruskal-Wallis rank sum test,2,0.054222468524986224,0.9732529764260023,0.9999980855427674
K11638,Kruskal-Wallis rank sum test,2,0.054222468524986224,0.9732529764260023,0.9999980855427674
K11615,Kruskal-Wallis rank sum test,2,0.054222468524986224,0.9732529764260023,0.9999980855427674
K02254,Kruskal-Wallis rank sum test,2,0.054222468524986224,0.9732529764260023,0.9999980855427674
K05519,Kruskal-Wallis rank sum test,2,0.054222468524986224,0.9732529764260023,0.9999980855427674
K05518,Kruskal-Wallis rank sum test,2,0.05422246422636739,0.973252978517824,0.9999980855427674
K11357,Kruskal-Wallis rank sum test,2,0.054221707680067795,0.9732533466733635,0.9999980855427674
K13582,Kruskal-Wallis rank sum test,2,0.054221707680067795,0.9732533466733635,0.9999980855427674
K09709,Kruskal-Wallis rank sum test,2,0.05422047833735709,0.973253944904501,0.9999980855427674
K07317,Kruskal-Wallis rank sum test,2,0.05421343037006562,0.9732573746415292,0.9999980855427674
K07341,Kruskal-Wallis rank sum test,2,0.05420691799645283,0.9732605437545113,0.9999980855427674
K06304,Kruskal-Wallis rank sum test,2,0.05420110082934232,0.9732633745682406,0.9999980855427674
K01415,Kruskal-Wallis rank sum test,2,0.05420109653241303,0.9732633766592625,0.9999980855427674
K05301,Kruskal-Wallis rank sum test,2,0.05420082582724123,0.9732635083929863,0.9999980855427674
K08225,Kruskal-Wallis rank sum test,2,0.054200335986661005,0.9732637467649964,0.9999980855427674
K14585,Kruskal-Wallis rank sum test,2,0.05418276765182751,0.9732722961142379,0.9999980855427674
K14584,Kruskal-Wallis rank sum test,2,0.05418276765182751,0.9732722961142379,0.9999980855427674
K00622,Kruskal-Wallis rank sum test,2,0.054182763356348564,0.9732722982045733,0.9999980855427674
K00467,Kruskal-Wallis rank sum test,2,0.054182754765392714,0.973272302385243,0.9999980855427674
K05818,Kruskal-Wallis rank sum test,2,0.054182754765392714,0.973272302385243,0.9999980855427674
K05817,Kruskal-Wallis rank sum test,2,0.05418274617443959,0.9732723065659113,0.9999980855427674
K03583,Kruskal-Wallis rank sum test,2,0.054180489639747975,0.9732734046778929,0.9999980855427674
K10229,Kruskal-Wallis rank sum test,2,0.0541725693509982,0.9732772589887235,0.9999980855427674
K05597,Kruskal-Wallis rank sum test,2,0.0541725178169833,0.9732772840671661,0.9999980855427674
K06118,Kruskal-Wallis rank sum test,2,0.05416735736518158,0.9732797953456632,0.9999980855427674
K10019,Kruskal-Wallis rank sum test,2,0.054161524240803054,0.9732826339808532,0.9999980855427674
K10020,Kruskal-Wallis rank sum test,2,0.054161524240803054,0.9732826339808532,0.9999980855427674
K02667,Kruskal-Wallis rank sum test,2,0.054159510786759124,0.9732836138112742,0.9999980855427674
K09826,Kruskal-Wallis rank sum test,2,0.05414829009930136,0.9732890742822109,0.9999980855427674
K06602,Kruskal-Wallis rank sum test,2,0.05414829009930136,0.9732890742822109,0.9999980855427674
K01471,Kruskal-Wallis rank sum test,2,0.05414369556393536,0.9732913101903157,0.9999980855427674
K14199,Kruskal-Wallis rank sum test,2,0.05414095824352453,0.9732926422963117,0.9999980855427674
K14194,Kruskal-Wallis rank sum test,2,0.05414095824352453,0.9732926422963117,0.9999980855427674
K02448,Kruskal-Wallis rank sum test,2,0.05412650796852642,0.9732996744948834,0.9999980855427674
K07124,Kruskal-Wallis rank sum test,2,0.054122507060810676,0.9733016215379197,0.9999980855427674
K02010,Kruskal-Wallis rank sum test,2,0.054114517776724824,0.9733055095372631,0.9999980855427674
K14748,Kruskal-Wallis rank sum test,2,0.05410729664116284,0.973309023729121,0.9999980855427674
K01301,Kruskal-Wallis rank sum test,2,0.054107288062172625,0.9733090279041253,0.9999980855427674
K00469,Kruskal-Wallis rank sum test,2,0.054107288062172625,0.9733090279041253,0.9999980855427674
K11898,Kruskal-Wallis rank sum test,2,0.054107288062172625,0.9733090279041253,0.9999980855427674
K14597,Kruskal-Wallis rank sum test,2,0.054107288062172625,0.9733090279041253,0.9999980855427674
K04496,Kruskal-Wallis rank sum test,2,0.054107288062172625,0.9733090279041253,0.9999980855427674
K03759,Kruskal-Wallis rank sum test,2,0.054107288062172625,0.9733090279041253,0.9999980855427674
K04712,Kruskal-Wallis rank sum test,2,0.054107288062172625,0.9733090279041253,0.9999980855427674
K08178,Kruskal-Wallis rank sum test,2,0.054107288062172625,0.9733090279041253,0.9999980855427674
K10747,Kruskal-Wallis rank sum test,2,0.054107288062172625,0.9733090279041253,0.9999980855427674
K06609,Kruskal-Wallis rank sum test,2,0.05410728377267854,0.9733090299916269,0.9999980855427674
K03477,Kruskal-Wallis rank sum test,2,0.05410727948318513,0.9733090320791283,0.9999980855427674
K10564,Kruskal-Wallis rank sum test,2,0.05410724516726236,0.9733090487791272,0.9999980855427674
K13665,Kruskal-Wallis rank sum test,2,0.05409089679396392,0.9733170048214763,0.9999980855427674
K08280,Kruskal-Wallis rank sum test,2,0.05407602177357674,0.9733242439035417,0.9999980855427674
K07000,Kruskal-Wallis rank sum test,2,0.054065306798975143,0.9733294584897865,0.9999980855427674
K02597,Kruskal-Wallis rank sum test,2,0.05405896811765557,0.9733325433073031,0.9999980855427674
K07101,Kruskal-Wallis rank sum test,2,0.05405386287725378,0.9733350278587863,0.9999980855427674
K13276,Kruskal-Wallis rank sum test,2,0.05405258023530367,0.9733356520791556,0.9999980855427674
K06315,Kruskal-Wallis rank sum test,2,0.05405258023530367,0.9733356520791556,0.9999980855427674
K05961,Kruskal-Wallis rank sum test,2,0.05405258023530367,0.9733356520791556,0.9999980855427674
K11641,Kruskal-Wallis rank sum test,2,0.05405258023530367,0.9733356520791556,0.9999980855427674
K11640,Kruskal-Wallis rank sum test,2,0.05405258023530367,0.9733356520791556,0.9999980855427674
K06312,Kruskal-Wallis rank sum test,2,0.05405258023530367,0.9733356520791556,0.9999980855427674
K03794,Kruskal-Wallis rank sum test,2,0.05405258023530367,0.9733356520791556,0.9999980855427674
K05711,Kruskal-Wallis rank sum test,2,0.05403224180676125,0.9733455501882874,0.9999980855427674
K14470,Kruskal-Wallis rank sum test,2,0.05403223323967069,0.973345554357657,0.9999980855427674
K05525,Kruskal-Wallis rank sum test,2,0.05403223323967069,0.973345554357657,0.9999980855427674
K13929,Kruskal-Wallis rank sum test,2,0.05402899538304546,0.9733471301356085,0.9999980855427674
K13934,Kruskal-Wallis rank sum test,2,0.05402899538304546,0.9733471301356085,0.9999980855427674
K13933,Kruskal-Wallis rank sum test,2,0.05402899538304546,0.9733471301356085,0.9999980855427674
K13931,Kruskal-Wallis rank sum test,2,0.05402899538304546,0.9733471301356085,0.9999980855427674
K13930,Kruskal-Wallis rank sum test,2,0.05402899538304546,0.9733471301356085,0.9999980855427674
K02009,Kruskal-Wallis rank sum test,2,0.05402435597546837,0.9733493880152527,0.9999980855427674
K13503,Kruskal-Wallis rank sum test,2,0.05401482659330578,0.9733540257354494,0.9999980855427674
K00607,Kruskal-Wallis rank sum test,2,0.05401482659330578,0.9733540257354494,0.9999980855427674
K00150,Kruskal-Wallis rank sum test,2,0.054014685282320604,0.9733540945082599,0.9999980855427674
K02486,Kruskal-Wallis rank sum test,2,0.05400144483923383,0.9733605383493356,0.9999980855427674
K07810,Kruskal-Wallis rank sum test,2,0.05399805515433856,0.9733621880434908,0.9999980855427674
K12266,Kruskal-Wallis rank sum test,2,0.05399155185411711,0.973365353081903,0.9999980855427674
K14286,Kruskal-Wallis rank sum test,2,0.053982764262576574,0.9733696298598701,0.9999980855427674
K14661,Kruskal-Wallis rank sum test,2,0.053982764262576574,0.9733696298598701,0.9999980855427674
K00476,Kruskal-Wallis rank sum test,2,0.053982764262576574,0.9733696298598701,0.9999980855427674
K00862,Kruskal-Wallis rank sum test,2,0.053982764262576574,0.9733696298598701,0.9999980855427674
K13767,Kruskal-Wallis rank sum test,2,0.05397742769560878,0.9733722270894422,0.9999980855427674
K07231,Kruskal-Wallis rank sum test,2,0.05395786903759469,0.9733817460632417,0.9999980855427674
K09947,Kruskal-Wallis rank sum test,2,0.05395786903759469,0.9733817460632417,0.9999980855427674
K13583,Kruskal-Wallis rank sum test,2,0.05395681176243146,0.97338226062955,0.9999980855427674
K08484,Kruskal-Wallis rank sum test,2,0.05394540433452438,0.9733878125393652,0.9999980855427674
K02702,Kruskal-Wallis rank sum test,2,0.053939181045723386,0.973390841380814,0.9999980855427674
K11952,Kruskal-Wallis rank sum test,2,0.053939181045723386,0.973390841380814,0.9999980855427674
K11951,Kruskal-Wallis rank sum test,2,0.053939181045723386,0.973390841380814,0.9999980855427674
K11950,Kruskal-Wallis rank sum test,2,0.053939181045723386,0.973390841380814,0.9999980855427674
K06344,Kruskal-Wallis rank sum test,2,0.053939181045723386,0.973390841380814,0.9999980855427674
K11355,Kruskal-Wallis rank sum test,2,0.053939181045723386,0.973390841380814,0.9999980855427674
K08688,Kruskal-Wallis rank sum test,2,0.05393916394105686,0.9733908497055769,0.9999980855427674
K10807,Kruskal-Wallis rank sum test,2,0.05393915966489192,0.9733908517867669,0.9999980855427674
K09650,Kruskal-Wallis rank sum test,2,0.05393915966489192,0.9733908517867669,0.9999980855427674
K13238,Kruskal-Wallis rank sum test,2,0.05393915966489192,0.9733908517867669,0.9999980855427674
K00906,Kruskal-Wallis rank sum test,2,0.053929618445108504,0.9733954954658693,0.9999980855427674
K07399,Kruskal-Wallis rank sum test,2,0.05392919616903188,0.9733957009867067,0.9999980855427674
K03656,Kruskal-Wallis rank sum test,2,0.05391875050582527,0.9734007848818124,0.9999980855427674
K08253,Kruskal-Wallis rank sum test,2,0.05390499373500959,0.973407480330594,0.9999980855427674
K02330,Kruskal-Wallis rank sum test,2,0.05389989728532763,0.9734099607948761,0.9999980855427674
K05915,Kruskal-Wallis rank sum test,2,0.05389989728532763,0.9734099607948761,0.9999980855427674
K07453,Kruskal-Wallis rank sum test,2,0.0538998759184416,0.973409971194246,0.9999980855427674
K09931,Kruskal-Wallis rank sum test,2,0.05388718753042045,0.9734161467155443,0.9999980855427674
K09682,Kruskal-Wallis rank sum test,2,0.05388330790285494,0.9734180349634337,0.9999980855427674
K06422,Kruskal-Wallis rank sum test,2,0.05388330790285494,0.9734180349634337,0.9999980855427674
K06375,Kruskal-Wallis rank sum test,2,0.05388330790285494,0.9734180349634337,0.9999980855427674
K11619,Kruskal-Wallis rank sum test,2,0.05388330790285494,0.9734180349634337,0.9999980855427674
K13300,Kruskal-Wallis rank sum test,2,0.05388330790285494,0.9734180349634337,0.9999980855427674
K13796,Kruskal-Wallis rank sum test,2,0.053883132762256765,0.9734181202059459,0.9999980855427674
K05812,Kruskal-Wallis rank sum test,2,0.05387181898825246,0.9734236267378326,0.9999980855427674
K00079,Kruskal-Wallis rank sum test,2,0.053863900296750276,0.973427480866163,0.9999980855427674
K04335,Kruskal-Wallis rank sum test,2,0.053863891756353165,0.9734274850228917,0.9999980855427674
K05559,Kruskal-Wallis rank sum test,2,0.053851405255304394,0.9734335623935193,0.9999980855427674
K13019,Kruskal-Wallis rank sum test,2,0.05385091396775078,0.9734338015114453,0.9999980855427674
K02698,Kruskal-Wallis rank sum test,2,0.053847488920560425,0.9734354685412262,0.9999980855427674
K02290,Kruskal-Wallis rank sum test,2,0.053847488920560425,0.9734354685412262,0.9999980855427674
K02706,Kruskal-Wallis rank sum test,2,0.053847488920560425,0.9734354685412262,0.9999980855427674
K13799,Kruskal-Wallis rank sum test,2,0.053847488920560425,0.9734354685412262,0.9999980855427674
K11532,Kruskal-Wallis rank sum test,2,0.053847488920560425,0.9734354685412262,0.9999980855427674
K08906,Kruskal-Wallis rank sum test,2,0.053847488920560425,0.9734354685412262,0.9999980855427674
K05356,Kruskal-Wallis rank sum test,2,0.053847488920560425,0.9734354685412262,0.9999980855427674
K11949,Kruskal-Wallis rank sum test,2,0.05384748038277016,0.9734354726967201,0.9999980855427674
K14091,Kruskal-Wallis rank sum test,2,0.05384227666277122,0.9734380054428335,0.9999980855427674
K10810,Kruskal-Wallis rank sum test,2,0.05383290378567224,0.9734425674109175,0.9999980855427674
K05845,Kruskal-Wallis rank sum test,2,0.053825136379260355,0.9734463479802786,0.9999980855427674
K02616,Kruskal-Wallis rank sum test,2,0.053822533074658695,0.973447615069782,0.9999980855427674
K00395,Kruskal-Wallis rank sum test,2,0.05382058200854383,0.9734485647005733,0.9999980855427674
K12270,Kruskal-Wallis rank sum test,2,0.05381976699603191,0.9734489613870341,0.9999980855427674
K05913,Kruskal-Wallis rank sum test,2,0.053815466108122614,0.9734510547367189,0.9999980855427674
K02457,Kruskal-Wallis rank sum test,2,0.05381199165306887,0.9734527458441563,0.9999980855427674
K09683,Kruskal-Wallis rank sum test,2,0.05380946735597821,0.9734539744868989,0.9999980855427674
K06431,Kruskal-Wallis rank sum test,2,0.05380946735597821,0.9734539744868989,0.9999980855427674
K06432,Kruskal-Wallis rank sum test,2,0.05380946735597821,0.9734539744868989,0.9999980855427674
K06433,Kruskal-Wallis rank sum test,2,0.05380946735597821,0.9734539744868989,0.9999980855427674
K11686,Kruskal-Wallis rank sum test,2,0.05380946735597821,0.9734539744868989,0.9999980855427674
K09388,Kruskal-Wallis rank sum test,2,0.05380946735597821,0.9734539744868989,0.9999980855427674
K00686,Kruskal-Wallis rank sum test,2,0.05380946735597821,0.9734539744868989,0.9999980855427674
K06429,Kruskal-Wallis rank sum test,2,0.05380946735597821,0.9734539744868989,0.9999980855427674
K06428,Kruskal-Wallis rank sum test,2,0.05380946735597821,0.9734539744868989,0.9999980855427674
K08713,Kruskal-Wallis rank sum test,2,0.05380946735597821,0.9734539744868989,0.9999980855427674
K06371,Kruskal-Wallis rank sum test,2,0.05380946735597821,0.9734539744868989,0.9999980855427674
K06300,Kruskal-Wallis rank sum test,2,0.05380946735597821,0.9734539744868989,0.9999980855427674
K02247,Kruskal-Wallis rank sum test,2,0.05380946735597821,0.9734539744868989,0.9999980855427674
K06401,Kruskal-Wallis rank sum test,2,0.053809463090096994,0.9734539765632183,0.9999980855427674
K02615,Kruskal-Wallis rank sum test,2,0.053809463090096994,0.9734539765632183,0.9999980855427674
K06348,Kruskal-Wallis rank sum test,2,0.053809463090096994,0.9734539765632183,0.9999980855427674
K10780,Kruskal-Wallis rank sum test,2,0.053809463090096994,0.9734539765632183,0.9999980855427674
K07131,Kruskal-Wallis rank sum test,2,0.053807072561576914,0.9734551400986606,0.9999980855427674
K06948,Kruskal-Wallis rank sum test,2,0.0537936023743571,0.973461696432233,0.9999980855427674
K01283,Kruskal-Wallis rank sum test,2,0.053789035697285686,0.9734639191773752,0.9999980855427674
K10217,Kruskal-Wallis rank sum test,2,0.05378887791997488,0.9734639959726379,0.9999980855427674
K07823,Kruskal-Wallis rank sum test,2,0.05378611395481182,0.9734653412838535,0.9999980855427674
K07225,Kruskal-Wallis rank sum test,2,0.05378510327453538,0.973465833215088,0.9999980855427674
K11962,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K05574,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02724,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02694,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02696,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02697,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02690,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02692,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02693,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02699,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K05588,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K08480,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K00464,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02638,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K11325,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K11329,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K00218,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K10697,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K14330,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K14331,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K07769,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K07978,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02722,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K11959,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K11963,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K14518,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K00555,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K05371,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02708,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02709,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K00988,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02720,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02723,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02715,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K00514,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K05581,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K05580,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K05583,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K05582,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K05585,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K05584,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K05586,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02637,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K00535,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02689,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02096,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02097,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02094,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02095,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02092,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02093,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K05978,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K03692,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02643,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02640,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K08479,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02707,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02704,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02705,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K05572,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K05573,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K05576,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K03867,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K11960,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02634,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02635,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K01437,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02285,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02284,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02289,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02288,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K08902,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K08903,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K07242,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K05578,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K05579,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02711,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02710,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02713,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02712,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02714,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02717,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02716,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02719,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K02718,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K00367,Kruskal-Wallis rank sum test,2,0.05377160034251581,0.9734724055587591,0.9999980855427674
K10221,Kruskal-Wallis rank sum test,2,0.05377159181675738,0.9734724097085544,0.9999980855427674
K13892,Kruskal-Wallis rank sum test,2,0.05375980558140953,0.973478146512921,0.9999980855427674
K12976,Kruskal-Wallis rank sum test,2,0.0537585174769485,0.9734787734838944,0.9999980855427674
K13637,Kruskal-Wallis rank sum test,2,0.053750208778444726,0.9734828176631093,0.9999980855427674
K04719,Kruskal-Wallis rank sum test,2,0.05374682423817892,0.9734844650604004,0.9999980855427674
K05900,Kruskal-Wallis rank sum test,2,0.0537344214065346,0.9734905020610837,0.9999980855427674
K12525,Kruskal-Wallis rank sum test,2,0.053719743673023616,0.9734976464043816,0.9999980855427674
K05368,Kruskal-Wallis rank sum test,2,0.053719743673023616,0.9734976464043816,0.9999980855427674
K14647,Kruskal-Wallis rank sum test,2,0.053714553144156706,0.9735001728914778,0.9999980855427674
K01342,Kruskal-Wallis rank sum test,2,0.053714553144156706,0.9735001728914778,0.9999980855427674
K06197,Kruskal-Wallis rank sum test,2,0.053714553144156706,0.9735001728914778,0.9999980855427674
K02491,Kruskal-Wallis rank sum test,2,0.053714553144156706,0.9735001728914778,0.9999980855427674
K00152,Kruskal-Wallis rank sum test,2,0.0536961321199155,0.9735091393679126,0.9999980855427674
K01618,Kruskal-Wallis rank sum test,2,0.0536961321199155,0.9735091393679126,0.9999980855427674
K01253,Kruskal-Wallis rank sum test,2,0.05369612786301753,0.9735091414399771,0.9999980855427674
K03384,Kruskal-Wallis rank sum test,2,0.05369612786301753,0.9735091414399771,0.9999980855427674
K00369,Kruskal-Wallis rank sum test,2,0.05369612786301753,0.9735091414399771,0.9999980855427674
K10552,Kruskal-Wallis rank sum test,2,0.05369610657853781,0.973509151800295,0.9999980855427674
K10553,Kruskal-Wallis rank sum test,2,0.05369610657853781,0.973509151800295,0.9999980855427674
K04338,Kruskal-Wallis rank sum test,2,0.05369605549585533,0.9735091766650247,0.9999980855427674
K09019,Kruskal-Wallis rank sum test,2,0.053686753007081915,0.9735137047046485,0.9999980855427674
K01611,Kruskal-Wallis rank sum test,2,0.05364485992581597,0.9735340966625907,0.9999980855427674
K03805,Kruskal-Wallis rank sum test,2,0.05364133360145417,0.973535813162605,0.9999980855427674
K03428,Kruskal-Wallis rank sum test,2,0.05363969581256148,0.973536610386002,0.9999980855427674
K04037,Kruskal-Wallis rank sum test,2,0.05363969581256148,0.973536610386002,0.9999980855427674
K04038,Kruskal-Wallis rank sum test,2,0.05363969581256148,0.973536610386002,0.9999980855427674
K04039,Kruskal-Wallis rank sum test,2,0.05363969581256148,0.973536610386002,0.9999980855427674
K04040,Kruskal-Wallis rank sum test,2,0.05363969581256148,0.973536610386002,0.9999980855427674
K00524,Kruskal-Wallis rank sum test,2,0.05362106294388396,0.9735456803181588,0.9999980855427674
K02473,Kruskal-Wallis rank sum test,2,0.05362106294388396,0.9735456803181588,0.9999980855427674
K00320,Kruskal-Wallis rank sum test,2,0.05362106294388396,0.9735456803181588,0.9999980855427674
K03689,Kruskal-Wallis rank sum test,2,0.05362106294388396,0.9735456803181588,0.9999980855427674
K10619,Kruskal-Wallis rank sum test,2,0.05362106294388396,0.9735456803181588,0.9999980855427674
K10617,Kruskal-Wallis rank sum test,2,0.05362106294388396,0.9735456803181588,0.9999980855427674
K00115,Kruskal-Wallis rank sum test,2,0.05362106294388396,0.9735456803181588,0.9999980855427674
K05378,Kruskal-Wallis rank sum test,2,0.05362106294388396,0.9735456803181588,0.9999980855427674
K11899,Kruskal-Wallis rank sum test,2,0.05362106294388396,0.9735456803181588,0.9999980855427674
K00273,Kruskal-Wallis rank sum test,2,0.05362106294388396,0.9735456803181588,0.9999980855427674
K08689,Kruskal-Wallis rank sum test,2,0.05362106294388396,0.9735456803181588,0.9999980855427674
K05898,Kruskal-Wallis rank sum test,2,0.05362106294388396,0.9735456803181588,0.9999980855427674
K05912,Kruskal-Wallis rank sum test,2,0.05362106294388396,0.9735456803181588,0.9999980855427674
K03268,Kruskal-Wallis rank sum test,2,0.05362106294388396,0.9735456803181588,0.9999980855427674
K10620,Kruskal-Wallis rank sum test,2,0.05362106294388396,0.9735456803181588,0.9999980855427674
