SRR5665184_k101_1293	2303
SRR5665186_k101_28320	1242
SRR5665184_k101_22398	1127
SRR5665186_k101_1809	5711
SRR5665186_k101_44771	1853
SRR5665187_k101_79930	2269
SRR5665187_k101_107365	1040
SRR5665187_k101_82687	1055
SRR5665187_k101_113802	1463
SRR5665184_k101_20492	3008
SRR5665186_k101_75195	1652
SRR5665186_k101_79495	1083
SRR5665184_k101_19414	1348
SRR5665186_k101_23398	1539
SRR5665186_k101_44510	2305
SRR5665187_k101_69063	5479
SRR5665184_k101_29481	1267
SRR5665185_k101_48568	1589
SRR5665184_k101_33893	2627
SRR5665187_k101_36755	1351
SRR5665187_k101_90984	1106
SRR5665187_k101_86325	1074
SRR5665187_k101_74960	2007
SRR5665187_k101_91504	2097
SRR5665184_k101_30346	5404
SRR5665186_k101_16126	1358
SRR5665186_k101_70062	1246
SRR5665187_k101_55141	2161
SRR5665184_k101_13144	1138
SRR5665186_k101_11298	6741
SRR5665186_k101_4949	1308
SRR5665186_k101_35867	2928
SRR5665187_k101_51880	1236
SRR5665185_k101_3200	1649
SRR5665185_k101_30776	1380
SRR5665187_k101_16562	2401
SRR5665186_k101_9894	4989
SRR5665184_k101_46840	1017
SRR5665187_k101_22336	2716
SRR5665187_k101_17310	1072
SRR5665186_k101_6839	2024
SRR5665186_k101_56498	1334
SRR5665185_k101_13125	6780
SRR5665186_k101_36203	1777
SRR5665184_k101_33313	1094
SRR5665187_k101_34808	2731
SRR5665186_k101_34851	3269
SRR5665187_k101_49584	1884
SRR5665184_k101_2559	2323
SRR5665187_k101_27096	1069
SRR5665184_k101_16596	2158
SRR5665185_k101_46430	2177
SRR5665187_k101_37335	3274
SRR5665186_k101_36110	1155
SRR5665184_k101_4095	1032
SRR5665186_k101_52571	1340
SRR5665187_k101_104444	2228
SRR5665187_k101_27134	1904
SRR5665186_k101_93168	1771
SRR5665186_k101_33549	4105
SRR5665185_k101_3452	1090
SRR5665184_k101_32873	1288
SRR5665185_k101_13306	1510
SRR5665184_k101_2949	1629
SRR5665186_k101_58647	1023
SRR5665184_k101_17515	1652
SRR5665187_k101_67087	2414
SRR5665186_k101_14139	1082
SRR5665187_k101_1462	2293
SRR5665187_k101_40404	1197
SRR5665186_k101_44053	1006
SRR5665186_k101_32848	1832
SRR5665187_k101_13272	16982
SRR5665187_k101_14823	2571
SRR5665184_k101_42342	1452
SRR5665187_k101_122788	1003
SRR5665187_k101_127038	1487
SRR5665186_k101_45829	1464
SRR5665186_k101_53228	1845
SRR5665187_k101_75828	1190
SRR5665185_k101_19995	1079
SRR5665184_k101_13546	1012
SRR5665187_k101_25960	1368
SRR5665184_k101_53590	1251
SRR5665186_k101_17852	1365
SRR5665185_k101_48063	3273
SRR5665187_k101_71245	2418
SRR5665187_k101_74591	11849
SRR5665187_k101_28401	1047
SRR5665185_k101_20039	1319
SRR5665185_k101_16934	1397
SRR5665184_k101_44608	1109
SRR5665185_k101_14097	1146
SRR5665186_k101_85476	2495
SRR5665187_k101_106289	1305
SRR5665184_k101_53327	1580
SRR5665184_k101_8720	3209
SRR5665184_k101_35785	1438
SRR5665184_k101_16630	3074
SRR5665186_k101_74845	1172
SRR5665187_k101_21627	5540
