opf_cluster,Comparison,Z,P.unadj,P.adj
SRR5665184_k101_53091_1,Cancer - Normal,-2.6371413242155017,0.008360799112559353,0.01254119866883903
SRR5665186_k101_44916_1,Adenoma - Cancer,-0.7697501944423666,0.44144808897242444,0.44144808897242444
SRR5665186_k101_44916_1,Adenoma - Normal,-3.3225926114537625,8.918506068507745e-4,0.0026755518205523235
SRR5665186_k101_44916_1,Cancer - Normal,-2.5528424170113957,0.010684782576046048,0.016027173864069072
SRR5665187_k101_14811_1,Adenoma - Cancer,-0.3609264075056555,0.7181544619923068,0.7181544619923068
SRR5665187_k101_14811_1,Adenoma - Normal,-3.029882210376426,0.002446491319349321,0.007339473958047963
SRR5665187_k101_14811_1,Cancer - Normal,-2.6689558028707703,0.007608746172930762,0.011413119259396143
SRR5665184_k101_10337_1,Adenoma - Cancer,-0.4233478798609673,0.6720414658323303,0.6720414658323303
SRR5665184_k101_10337_1,Adenoma - Normal,-3.062516577717644,0.002194843178229163,0.006584529534687489
SRR5665184_k101_10337_1,Cancer - Normal,-2.6391686978566766,0.008310961239485602,0.012466441859228402
SRR5665186_k101_24141_1,Adenoma - Cancer,-0.28367880818043195,0.7766565364634267,0.7766565364634267
SRR5665186_k101_24141_1,Adenoma - Normal,-2.971873228556906,0.0029598887208465113,0.008879666162539534
SRR5665186_k101_24141_1,Cancer - Normal,-2.688194420376474,0.0071839555387651225,0.010775933308147684
SRR5665184_k101_53476_1,Adenoma - Cancer,-1.1321352811297687,0.25757756400786747,0.25757756400786747
SRR5665184_k101_53476_1,Adenoma - Normal,-3.622832899615257,2.9139407726709615e-4,8.741822318012885e-4
SRR5665184_k101_53476_1,Cancer - Normal,-2.490697618485488,0.012749257307842904,0.019123885961764356
SRR5665186_k101_37173_2,Adenoma - Cancer,-0.7896802686025085,0.4297145174613798,0.4297145174613798
SRR5665186_k101_37173_2,Adenoma - Normal,-3.3049581611882717,9.499057895049546e-4,0.002849717368514864
SRR5665186_k101_37173_2,Cancer - Normal,-2.5152778925857633,0.01189385930200596,0.01784078895300894
SRR5665186_k101_43798_1,Adenoma - Cancer,-0.9363856626163626,0.34907465714693897,0.34907465714693897
SRR5665186_k101_43798_1,Adenoma - Normal,-3.415053593071439,6.376946312676781e-4,0.001913083893803034
SRR5665186_k101_43798_1,Cancer - Normal,-2.4786679304550767,0.013187401680373015,0.01978110252055952
SRR5665186_k101_36956_1,Adenoma - Cancer,-0.7990068052221057,0.4242864660172069,0.4242864660172069
SRR5665186_k101_36956_1,Adenoma - Normal,-3.2934670751837984,9.89599310096958e-4,0.002968797930290874
SRR5665186_k101_36956_1,Cancer - Normal,-2.4944602699616927,0.012614884781034195,0.018922327171551293
SRR5665187_k101_14811_6,Adenoma - Cancer,-0.5100169167726022,0.6100396102300556,0.6100396102300556
SRR5665187_k101_14811_6,Adenoma - Normal,-3.066137203792683,0.0021684378498551516,0.006505313549565454
SRR5665187_k101_14811_6,Cancer - Normal,-2.556120287020081,0.010584652236284435,0.01587697835442665
SRR5665187_k101_1192_1,Adenoma - Cancer,-1.1487993041444406,0.2506387463873647,0.2506387463873647
SRR5665187_k101_1192_1,Adenoma - Normal,-3.598126122414666,3.205181901263249e-4,9.615545703789746e-4
SRR5665187_k101_1192_1,Cancer - Normal,-2.4493268182702255,0.014312351794650865,0.021468527691976297
SRR5665187_k101_13655_1,Adenoma - Cancer,-0.009740865956596354,0.9922280363510173,0.9922280363510173
SRR5665187_k101_13655_1,Adenoma - Normal,-2.8102398284781267,0.004950459557575728,0.014851378672727183
SRR5665187_k101_13655_1,Cancer - Normal,-2.80049896252153,0.005102367149098794,0.007653550723648191
SRR5665186_k101_18511_1,Adenoma - Cancer,-0.6416295896212849,0.5211137159413863,0.5211137159413863
SRR5665186_k101_18511_1,Adenoma - Normal,-3.1574929805047502,0.0015913206790874575,0.0047739620372623725
SRR5665186_k101_18511_1,Cancer - Normal,-2.5158633908834656,0.011874119753291074,0.017811179629936613
SRR5665184_k101_26499_1,Adenoma - Cancer,-0.8099970605472828,0.41794186515978454,0.41794186515978454
SRR5665184_k101_26499_1,Adenoma - Normal,-3.2887832458365565,0.0010062148187281004,0.0030186444561843013
SRR5665184_k101_26499_1,Cancer - Normal,-2.4787861852892736,0.013183030615557378,0.019774545923336065
SRR5665184_k101_19974_2,Adenoma - Cancer,-0.10485922938098469,0.9164875107958426,0.9164875107958426
SRR5665184_k101_19974_2,Adenoma - Normal,-2.816219303375018,0.0048592484497706895,0.014577745349312068
SRR5665184_k101_19974_2,Cancer - Normal,-2.711360073994033,0.006700781614838464,0.010051172422257696
SRR5665186_k101_69372_1,Adenoma - Cancer,-0.36359278023661906,0.7161621188502993,0.7161621188502993
SRR5665186_k101_69372_1,Adenoma - Normal,-2.9357863329849336,0.003327034006480888,0.009981102019442663
SRR5665186_k101_69372_1,Cancer - Normal,-2.5721935527483146,0.010105637692687248,0.015158456539030873
SRR5665187_k101_23021_2,Adenoma - Cancer,-0.10550987970760746,0.9159712308753993,0.9159712308753993
SRR5665187_k101_23021_2,Adenoma - Normal,-2.801873472235331,0.005080679575553492,0.015242038726660478
SRR5665187_k101_23021_2,Cancer - Normal,-2.696363592527723,0.007010110251115637,0.010515165376673456
SRR5665186_k101_58463_1,Adenoma - Cancer,-0.3002869170842002,0.7639583116838193,0.7639583116838193
SRR5665186_k101_58463_1,Adenoma - Normal,-2.8920837062866647,0.0038269597068295294,0.011480879120488587
SRR5665186_k101_58463_1,Cancer - Normal,-2.5917967892024643,0.009547614902564583,0.014321422353846876
SRR5665184_k101_23497_1,Adenoma - Cancer,-0.837982746940256,0.40204039339162434,0.40204039339162434
SRR5665184_k101_23497_1,Adenoma - Normal,-3.254491133465648,0.0011359570603376337,0.003407871181012901
SRR5665184_k101_23497_1,Cancer - Normal,-2.416508386525392,0.015670165246190772,0.023505247869286157
SRR5665184_k101_26737_2,Adenoma - Cancer,-0.8761059327376164,0.3809724478290445,0.3809724478290445
SRR5665184_k101_26737_2,Adenoma - Normal,-3.282879701982334,0.0010275250380708902,0.0030825751142126707
SRR5665184_k101_26737_2,Cancer - Normal,-2.4067737692447175,0.016094136189087158,0.024141204283630736
SRR5665185_k101_36918_2,Adenoma - Cancer,-0.3615230013108848,0.7177085134900809,0.7177085134900809
SRR5665185_k101_36918_2,Adenoma - Normal,-2.8921840104870813,0.0038257380633144734,0.01147721418994342
SRR5665185_k101_36918_2,Cancer - Normal,-2.5306610091761965,0.011384781943968095,0.017077172915952142
SRR5665187_k101_77001_29,Adenoma - Cancer,-0.22792635012755852,0.8197034973815261,0.8197034973815261
SRR5665187_k101_77001_29,Adenoma - Normal,-2.82135860428166,0.00478207132925262,0.014346213987757858
SRR5665187_k101_77001_29,Cancer - Normal,-2.5934322541541017,0.0095023257895407,0.014253488684311049
SRR5665184_k101_47908_24,Adenoma - Cancer,-0.47404917095997035,0.6354648436727437,0.6354648436727437
SRR5665184_k101_47908_24,Adenoma - Normal,-2.9570060174565964,0.0031064205546802396,0.009319261664040719
SRR5665184_k101_47908_24,Cancer - Normal,-2.482956846496626,0.013029687114589494,0.01954453067188424
SRR5665187_k101_85259_2,Adenoma - Cancer,-1.101499518298486,0.27067931402740875,0.27067931402740875
SRR5665187_k101_85259_2,Adenoma - Normal,-3.4524611767564477,5.5549740789486e-4,0.0016664922236845799
SRR5665187_k101_85259_2,Cancer - Normal,-2.350961658457962,0.018724963212408227,0.02808744481861234
SRR5665187_k101_12478_1,Adenoma - Cancer,-0.30171689118374717,0.762867890718246,0.762867890718246
SRR5665187_k101_12478_1,Adenoma - Normal,-2.826208854126242,0.00471025415053512,0.014130762451605359
SRR5665187_k101_12478_1,Cancer - Normal,-2.5244919629424944,0.011586565429636916,0.017379848144455375
SRR5665185_k101_7912_1,Adenoma - Cancer,-0.056570232138275535,0.9548875478698958,0.9548875478698958
SRR5665185_k101_7912_1,Adenoma - Normal,-2.715371142637243,0.006620153337004741,0.019860460011014224
SRR5665185_k101_7912_1,Cancer - Normal,-2.6588009104989676,0.007841928756436769,0.011762893134655153
SRR5665187_k101_50369_2,Adenoma - Cancer,-0.30078526373528663,0.763578246190576,0.763578246190576
SRR5665187_k101_50369_2,Adenoma - Normal,-2.819861847518311,0.004804432905992769,0.014413298717978307
SRR5665187_k101_50369_2,Cancer - Normal,-2.5190765837830247,0.011766306157661801,0.0176494592364927
SRR5665184_k101_41784_4,Adenoma - Cancer,-0.3570265204089197,0.7210719519632731,0.7210719519632731
SRR5665184_k101_41784_4,Adenoma - Normal,-2.8314949426276654,0.004633096625926354,0.013899289877779062
SRR5665184_k101_41784_4,Cancer - Normal,-2.4744684222187456,0.01334346162038737,0.020015192430581058
SRR5665185_k101_6861_2,Adenoma - Cancer,-0.07564096218354993,0.939704746687091,0.939704746687091
SRR5665185_k101_6861_2,Adenoma - Normal,-2.6990070597311933,0.006954670099766281,0.02086401029929884
SRR5665185_k101_6861_2,Cancer - Normal,-2.623366097547643,0.00870656614660399,0.013059849219905984
SRR5665184_k101_28943_2,Adenoma - Cancer,-0.46879159446583824,0.6392186086901923,0.6392186086901923
SRR5665184_k101_28943_2,Adenoma - Normal,-2.8927871560940726,0.0038183995889205483,0.011455198766761645
SRR5665184_k101_28943_2,Cancer - Normal,-2.4239955616282343,0.015350793097235745,0.023026189645853616
SRR5665184_k101_39073_1,Adenoma - Cancer,-0.46879159446583824,0.6392186086901923,0.6392186086901923
SRR5665184_k101_39073_1,Adenoma - Normal,-2.8927871560940726,0.0038183995889205483,0.011455198766761645
SRR5665184_k101_39073_1,Cancer - Normal,-2.4239955616282343,0.015350793097235745,0.023026189645853616
SRR5665185_k101_40389_3,Adenoma - Cancer,-0.46879159446583824,0.6392186086901923,0.6392186086901923
SRR5665185_k101_40389_3,Adenoma - Normal,-2.8927871560940726,0.0038183995889205483,0.011455198766761645
SRR5665185_k101_40389_3,Cancer - Normal,-2.4239955616282343,0.015350793097235745,0.023026189645853616
SRR5665186_k101_27184_1,Adenoma - Cancer,-0.46879159446583824,0.6392186086901923,0.6392186086901923
SRR5665186_k101_27184_1,Adenoma - Normal,-2.8927871560940726,0.0038183995889205483,0.011455198766761645
SRR5665186_k101_27184_1,Cancer - Normal,-2.4239955616282343,0.015350793097235745,0.023026189645853616
SRR5665186_k101_55526_1,Adenoma - Cancer,-0.46879159446583824,0.6392186086901923,0.6392186086901923
SRR5665186_k101_55526_1,Adenoma - Normal,-2.8927871560940726,0.0038183995889205483,0.011455198766761645
SRR5665186_k101_55526_1,Cancer - Normal,-2.4239955616282343,0.015350793097235745,0.023026189645853616
SRR5665186_k101_64928_1,Adenoma - Cancer,-0.32248743405375846,0.7470834558808878,0.7470834558808878
SRR5665186_k101_64928_1,Adenoma - Normal,-2.804238556989209,0.005043557275374747,0.01513067182612424
SRR5665186_k101_64928_1,Cancer - Normal,-2.4817511229354507,0.013073855242401497,0.019610782863602245
SRR5665187_k101_104766_11,Adenoma - Cancer,-0.6973265340468053,0.4855984662157416,0.4855984662157416
SRR5665187_k101_104766_11,Adenoma - Normal,-3.0501172414409488,0.0022875204977525257,0.006862561493257577
SRR5665187_k101_104766_11,Cancer - Normal,-2.3527907073941434,0.018633118440255347,0.027949677660383018
SRR5665187_k101_17070_1,Adenoma - Cancer,-0.4338564055825011,0.6643927184451989,0.6643927184451989
SRR5665187_k101_17070_1,Adenoma - Normal,-2.86281890982906,0.0041989046967885225,0.012596714090365568
SRR5665187_k101_17070_1,Cancer - Normal,-2.4289625042465586,0.015142098237154266,0.0227131473557314
SRR5665187_k101_53342_1,Adenoma - Cancer,-0.47466559877936443,0.6350253416122991,0.6350253416122991
SRR5665187_k101_53342_1,Adenoma - Normal,-2.8880256311274652,0.0038766828130879167,0.01163004843926375
SRR5665187_k101_53342_1,Cancer - Normal,-2.413360032348101,0.015806197516174528,0.02370929627426179
SRR5665187_k101_77395_1,Adenoma - Cancer,-1.779829462429355,0.07510387435363312,0.07510387435363312
SRR5665187_k101_77395_1,Adenoma - Normal,-4.043523532291811,5.265386874074222e-5,1.5796160622222666e-4
SRR5665187_k101_77395_1,Cancer - Normal,-2.263694069862456,0.023592937480608995,0.035389406220913494
SRR5665187_k101_53808_9,Adenoma - Cancer,-0.42405685751246897,0.6715243479884345,0.6715243479884345
SRR5665187_k101_53808_9,Adenoma - Normal,-2.853054537343896,0.0043301189546895305,0.012990356864068592
SRR5665187_k101_53808_9,Cancer - Normal,-2.428997679831427,0.015140629227110817,0.022710943840666225
SRR5665186_k101_89424_1,Adenoma - Cancer,-1.3530621509062555,0.17603577594236505,0.17603577594236505
SRR5665186_k101_89424_1,Adenoma - Normal,-3.6194412536742324,2.952398255651675e-4,8.857194766955024e-4
SRR5665186_k101_89424_1,Cancer - Normal,-2.266379102767977,0.02342818194356223,0.035142272915343345
SRR5665187_k101_4634_5,Adenoma - Cancer,-0.4806072225964502,0.6307956812067117,0.6307956812067117
SRR5665187_k101_4634_5,Adenoma - Normal,-2.883643335578701,0.00393103702694707,0.011793111080841209
SRR5665187_k101_4634_5,Cancer - Normal,-2.403036112982251,0.016259581645184165,0.024389372467776248
SRR5665187_k101_5073_2,Adenoma - Cancer,-0.3422862310195631,0.7321354965301652,0.7321354965301652
SRR5665187_k101_5073_2,Adenoma - Normal,-2.800148805569685,0.005107905424995494,0.015323716274986483
SRR5665187_k101_5073_2,Cancer - Normal,-2.4578625745501217,0.013976664632657577,0.020964996948986365
SRR5665187_k101_30512_6,Adenoma - Cancer,-0.2456564030314004,0.8059482234442874,0.8059482234442874
SRR5665187_k101_30512_6,Adenoma - Normal,-2.748281008913789,0.005990863971819324,0.01797259191545797
SRR5665187_k101_30512_6,Cancer - Normal,-2.502624605882388,0.012327622198060792,0.018491433297091187
SRR5665186_k101_31076_3,Adenoma - Cancer,-0.5912099934001723,0.5543797276781897,0.5543797276781897
SRR5665186_k101_31076_3,Adenoma - Normal,-2.946812310853982,0.0032106801603627123,0.009632040481088136
SRR5665186_k101_31076_3,Cancer - Normal,-2.35560231745381,0.01849270347063445,0.027739055205951678
SRR5665187_k101_55063_1,Adenoma - Cancer,-0.37892979162919715,0.7047400005368192,0.7047400005368192
SRR5665187_k101_55063_1,Adenoma - Normal,-2.8068873454014507,0.00500227321281737,0.015006819638452112
SRR5665187_k101_55063_1,Cancer - Normal,-2.4279575537722535,0.015184120239108504,0.022776180358662756
SRR5665184_k101_16337_1,Adenoma - Cancer,-0.3707382430922948,0.710832503120175,0.710832503120175
SRR5665184_k101_16337_1,Adenoma - Normal,-2.7973885615145946,0.005151753557302306,0.015455260671906917
SRR5665184_k101_16337_1,Cancer - Normal,-2.4266503184223,0.01523893593436882,0.02285840390155323
SRR5665186_k101_28978_1,Adenoma - Cancer,-1.4451627612588716,0.14841217353854055,0.14841217353854055
SRR5665186_k101_28978_1,Adenoma - Normal,-3.6848380813093837,2.2884807753724166e-4,6.86544232611725e-4
SRR5665186_k101_28978_1,Cancer - Normal,-2.239675320050512,0.025112008933180295,0.03766801339977044
SRR5665187_k101_8215_4,Adenoma - Cancer,-1.19136471910073,0.2335104369732161,0.2335104369732161
SRR5665187_k101_8215_4,Adenoma - Normal,-3.4400177419693128,5.816760541023135e-4,0.0017450281623069405
SRR5665187_k101_8215_4,Cancer - Normal,-2.248653022868583,0.024534580155731164,0.036801870233596747
SRR5665184_k101_54510_1,Adenoma - Cancer,-0.9741464774158528,0.32998381528834764,0.32998381528834764
SRR5665184_k101_54510_1,Adenoma - Normal,-3.2307136339614324,0.0012348158700504546,0.003704447610151364
SRR5665184_k101_54510_1,Cancer - Normal,-2.2565671565455796,0.02403513455491901,0.03605270183237851
SRR5665184_k101_47308_1,Adenoma - Cancer,-0.5416484767882627,0.5880606898513958,0.5880606898513958
SRR5665184_k101_47308_1,Adenoma - Normal,-2.8907228868165036,0.0038435687123993963,0.011530706137198189
SRR5665184_k101_47308_1,Cancer - Normal,-2.349074410028241,0.018820145334200906,0.02823021800130136
SRR5665186_k101_83213_1,Adenoma - Cancer,-0.015306122448978141,0.9877879580482718,0.9877879580482718
SRR5665186_k101_83213_1,Adenoma - Normal,-2.6173469387755097,0.008861622117076936,0.026584866351230807
SRR5665186_k101_83213_1,Cancer - Normal,-2.602040816326532,0.009267082222756103,0.013900623334134155
SRR5665184_k101_51463_1,Adenoma - Cancer,-0.41606017423554237,0.6773659714020409,0.6773659714020409
SRR5665184_k101_51463_1,Adenoma - Normal,-2.795550384189373,0.005181142503582796,0.015543427510748387
SRR5665184_k101_51463_1,Cancer - Normal,-2.379490209953831,0.017336603526735578,0.026004905290103367
SRR5665187_k101_92290_2,Adenoma - Cancer,-0.6077964003382537,0.5433225170185225,0.5433225170185225
SRR5665187_k101_92290_2,Adenoma - Normal,-2.9190221858350327,0.003511312326259394,0.010533936978778182
SRR5665187_k101_92290_2,Cancer - Normal,-2.311225785496779,0.020820386802856396,0.031230580204284594
SRR5665187_k101_111680_1,Adenoma - Cancer,-0.5988897639074654,0.5492463978093203,0.5492463978093203
SRR5665187_k101_111680_1,Adenoma - Normal,-2.912248263706886,0.003588373081827928,0.010765119245483783
SRR5665187_k101_111680_1,Cancer - Normal,-2.313358499799421,0.020702936796808524,0.031054405195212784
SRR5665184_k101_1892_2,Adenoma - Cancer,-0.5145273597795772,0.6068833368337434,0.6068833368337434
SRR5665184_k101_1892_2,Adenoma - Normal,-2.847051390780334,0.004412623833752631,0.013237871501257895
SRR5665184_k101_1892_2,Cancer - Normal,-2.3325240310007564,0.019673140223871854,0.02950971033580778
SRR5665186_k101_7299_2,Adenoma - Cancer,-0.030612244897958312,0.9755787767108384,0.9755787767108384
SRR5665186_k101_7299_2,Adenoma - Normal,-2.6020408163265296,0.009267082222756162,0.027801246668268484
SRR5665186_k101_7299_2,Cancer - Normal,-2.5714285714285716,0.010127990549390663,0.015191985824085995
SRR5665184_k101_55288_1,Adenoma - Cancer,-0.03482112539559199,0.972222375215367,0.972222375215367
SRR5665184_k101_55288_1,Adenoma - Normal,-2.6028791233205744,0.009244454083222843,0.027733362249668526
SRR5665184_k101_55288_1,Cancer - Normal,-2.5680579979249822,0.010227004347305075,0.015340506520957612
SRR5665187_k101_88989_9,Adenoma - Cancer,-0.3832176979284858,0.7015583567901258,0.7015583567901258
SRR5665187_k101_88989_9,Adenoma - Normal,-2.7572980704610544,0.005828119779477467,0.017484359338432398
SRR5665187_k101_88989_9,Cancer - Normal,-2.3740803725325685,0.017592720553580375,0.026389080830370563
SRR5665184_k101_55282_1,Adenoma - Cancer,-1.0024161002176222,0.31614266933504914,0.31614266933504914
SRR5665184_k101_55282_1,Adenoma - Normal,-3.2126614359433634,0.001315112161908364,0.003945336485725092
SRR5665184_k101_55282_1,Cancer - Normal,-2.2102453357257414,0.027088140147978404,0.040632210221967606
SRR5665187_k101_122651_1,Adenoma - Cancer,-0.6291450984819928,0.5292540677725213,0.5292540677725213
SRR5665187_k101_122651_1,Adenoma - Normal,-2.908506848720029,0.0036315922196455564,0.01089477665893667
SRR5665187_k101_122651_1,Cancer - Normal,-2.2793617502380363,0.022645570094133215,0.03396835514119982
SRR5665184_k101_35142_2,Adenoma - Cancer,-0.5867644987284087,0.5573618829109239,0.5573618829109239
SRR5665184_k101_35142_2,Adenoma - Normal,-2.872518740043553,0.004072139265464259,0.012216417796392777
SRR5665184_k101_35142_2,Cancer - Normal,-2.2857542413151446,0.02226864004470429,0.03340296006705644
SRR5665184_k101_49800_1,Adenoma - Cancer,-0.5620513194736664,0.5740810542862798,0.5740810542862798
SRR5665184_k101_49800_1,Adenoma - Normal,-2.8543390537976423,0.004312647750271034,0.012937943250813102
SRR5665184_k101_49800_1,Cancer - Normal,-2.292287734323976,0.02188904514033088,0.03283356771049632
SRR5665187_k101_17070_3,Adenoma - Cancer,-0.3230281068302577,0.7466739560076454,0.7466739560076454
SRR5665187_k101_17070_3,Adenoma - Normal,-2.70773560137128,0.006774396809198686,0.020323190427596057
SRR5665187_k101_17070_3,Cancer - Normal,-2.384707494541022,0.017092705837862734,0.0256390587567941
SRR5665187_k101_75129_1,Adenoma - Cancer,-1.078949110453285,0.28061041422349453,0.28061041422349453
SRR5665187_k101_75129_1,Adenoma - Normal,-3.264799380853461,0.001095416326901935,0.003286248980705805
SRR5665187_k101_75129_1,Cancer - Normal,-2.1858502704001763,0.02882656152588088,0.04323984228882132
SRR5665187_k101_8741_1,Adenoma - Cancer,-0.04084143963612734,0.967422302850771,0.967422302850771
SRR5665187_k101_8741_1,Adenoma - Normal,-2.578115877030484,0.009934067882475407,0.02980220364742622
SRR5665187_k101_8741_1,Cancer - Normal,-2.5372744373943568,0.011171933633466155,0.01675790045019923
SRR5665187_k101_110835_2,Adenoma - Cancer,-0.19523095273904967,0.8452121484765946,0.8452121484765946
SRR5665187_k101_110835_2,Adenoma - Normal,-2.6373926888202615,0.008354605462861216,0.025063816388583647
SRR5665187_k101_110835_2,Cancer - Normal,-2.442161736081212,0.014599604283189859,0.021899406424784787
SRR5665187_k101_52037_6,Adenoma - Cancer,-0.38219021177612783,0.702320281633847,0.702320281633847
SRR5665187_k101_52037_6,Adenoma - Normal,-2.728505772766971,0.006362197660261975,0.019086592980785924
SRR5665187_k101_52037_6,Cancer - Normal,-2.3463155609908433,0.018960047457941075,0.028440071186911612
SRR5665187_k101_95328_4,Adenoma - Cancer,-0.44531474809142,0.656092311340837,0.656092311340837
SRR5665187_k101_95328_4,Adenoma - Normal,-2.7654420070551207,0.0056845711780927006,0.017053713534278103
SRR5665187_k101_95328_4,Cancer - Normal,-2.3201272589637005,0.020333994127373328,0.030500991191059992
SRR5665184_k101_27693_11,Adenoma - Cancer,-0.3251572490859449,0.7450620623896402,0.7450620623896402
SRR5665184_k101_27693_11,Adenoma - Normal,-2.6899372424382717,0.007146545732632129,0.021439637197896388
SRR5665184_k101_27693_11,Cancer - Normal,-2.3647799933523266,0.018040784532119193,0.02706117679817879
SRR5665186_k101_56817_1,Adenoma - Cancer,-0.3251572490859449,0.7450620623896402,0.7450620623896402
SRR5665186_k101_56817_1,Adenoma - Normal,-2.6899372424382717,0.007146545732632129,0.021439637197896388
SRR5665186_k101_56817_1,Cancer - Normal,-2.3647799933523266,0.018040784532119193,0.02706117679817879
SRR5665187_k101_14811_4,Adenoma - Cancer,-0.1714522839095484,0.8638681467333843,0.8638681467333843
