opf_cluster,Comparison,Z,P.unadj,P.adj
SRR5665184_k101_47069_1,Cancer - Normal,-2.9264115576246263,0.0034289698694877795,0.010286909608463339
SRR5665184_k101_47276_1,Adenoma - Cancer,-0.14773100556866825,0.8825550612046612,0.8825550612046612
SRR5665184_k101_47276_1,Adenoma - Normal,-2.2036541663993154,0.027548674800733627,0.08264602440220088
SRR5665184_k101_47276_1,Cancer - Normal,-2.0559231608306474,0.039789923266180104,0.05968488489927015
SRR5665184_k101_47308_1,Adenoma - Cancer,-0.5416484767882627,0.5880606898513958,0.5880606898513958
SRR5665184_k101_47308_1,Adenoma - Normal,-2.8907228868165036,0.0038435687123993963,0.011530706137198189
SRR5665184_k101_47308_1,Cancer - Normal,-2.349074410028241,0.018820145334200906,0.02823021800130136
SRR5665184_k101_47462_2,Adenoma - Cancer,0.4388834367855203,0.6607459988128936,0.6607459988128936
SRR5665184_k101_47462_2,Adenoma - Normal,-2.9803247335202796,0.002879429597932539,0.0043191443968988085
SRR5665184_k101_47462_2,Cancer - Normal,-3.4192081703058,6.280365930154716e-4,0.0018841097790464147
SRR5665184_k101_4749_1,Adenoma - Cancer,-0.19445334104796377,0.8458209267874656,0.8458209267874656
SRR5665184_k101_4749_1,Adenoma - Normal,-2.403149780875783,0.016254528242697082,0.048763584728091246
SRR5665184_k101_4749_1,Cancer - Normal,-2.2086964398278197,0.027195762231685686,0.04079364334752853
SRR5665184_k101_47540_28,Adenoma - Cancer,0.04085581081065647,0.9674108458750953,0.9674108458750953
SRR5665184_k101_47540_28,Adenoma - Normal,-2.5228463175581104,0.011640926278548956,0.017461389417823433
SRR5665184_k101_47540_28,Cancer - Normal,-2.563702128368767,0.010356238041750681,0.031068714125252042
SRR5665184_k101_47627_1,Adenoma - Cancer,1.1232429323813897,0.26133433345134255,0.26133433345134255
SRR5665184_k101_47627_1,Adenoma - Normal,-2.389507480376558,0.01687098029462963,0.025306470441944444
SRR5665184_k101_47627_1,Cancer - Normal,-3.512750412757948,4.4349386850200105e-4,0.001330481605506003
SRR5665184_k101_47627_2,Adenoma - Cancer,1.4882650651197635,0.1366810041643979,0.1366810041643979
SRR5665184_k101_47627_2,Adenoma - Normal,-2.416282542215226,0.015679888992882675,0.023519833489324012
SRR5665184_k101_47627_2,Cancer - Normal,-3.904547607334989,9.440180824661404e-5,2.832054247398421e-4
SRR5665184_k101_47908_24,Adenoma - Cancer,-0.47404917095997035,0.6354648436727437,0.6354648436727437
SRR5665184_k101_47908_24,Adenoma - Normal,-2.9570060174565964,0.0031064205546802396,0.009319261664040719
SRR5665184_k101_47908_24,Cancer - Normal,-2.482956846496626,0.013029687114589494,0.01954453067188424
SRR5665184_k101_47908_3,Adenoma - Cancer,-1.4646536781308845,0.1430154289613268,0.2145231434419902
SRR5665184_k101_47908_3,Adenoma - Normal,-2.4309182574533432,0.015060611931934639,0.04518183579580391
SRR5665184_k101_47908_3,Cancer - Normal,-0.9662645793224587,0.33391180535418064,0.33391180535418064
SRR5665184_k101_47908_5,Adenoma - Cancer,-1.9613413526037053,0.04983921642827014,0.07475882464240521
SRR5665184_k101_47908_5,Adenoma - Normal,-2.681656982099756,0.007325853378475558,0.021977560135426677
SRR5665184_k101_47908_5,Cancer - Normal,-0.7203156294960505,0.47133068376515574,0.47133068376515574
SRR5665184_k101_479_1,Adenoma - Cancer,-1.870976039567322,0.06134840217926408,0.09202260326889612
SRR5665184_k101_479_1,Adenoma - Normal,-2.667311938587876,0.007646066762721973,0.02293820028816592
SRR5665184_k101_479_1,Cancer - Normal,-0.7963358990205537,0.42583682508757525,0.42583682508757525
SRR5665184_k101_47911_1,Adenoma - Cancer,-2.003290097571414,0.04514615975551778,0.06771923963327667
SRR5665184_k101_47911_1,Adenoma - Normal,-2.5185001363449113,0.01178558379007264,0.03535675137021792
SRR5665184_k101_47911_1,Cancer - Normal,-0.5152100387734971,0.6064062547787386,0.6064062547787386
SRR5665184_k101_47911_4,Adenoma - Cancer,-2.095046633611061,0.03616684720651405,0.05425027080977107
SRR5665184_k101_47911_4,Adenoma - Normal,-3.127348343435269,0.001763907968438825,0.0052917239053164745
SRR5665184_k101_47911_4,Cancer - Normal,-1.0323017098242082,0.3019308003520557,0.3019308003520557
SRR5665184_k101_47930_1,Adenoma - Cancer,0.8716327691086962,0.3834087479248912,0.3834087479248912
SRR5665184_k101_47930_1,Adenoma - Normal,-1.8723963188260844,0.06115179394829545,0.09172769092244318
SRR5665184_k101_47930_1,Cancer - Normal,-2.7440290879347806,0.006069015995763065,0.018207047987289195
SRR5665184_k101_48081_1,Adenoma - Cancer,0.31666431281982554,0.7514983304426628,0.7514983304426628
SRR5665184_k101_48081_1,Adenoma - Normal,-2.099727981928385,0.03575277662704307,0.053629164940564605
SRR5665184_k101_48081_1,Cancer - Normal,-2.416392294748211,0.01567516292510038,0.04702548877530115
SRR5665184_k101_48119_2,Adenoma - Cancer,-2.711512675534664,0.006697698022499983,0.02009309406749995
SRR5665184_k101_48119_2,Adenoma - Normal,-1.9415090759913516,0.05219655963283998,0.07829483944925997
SRR5665184_k101_48119_2,Cancer - Normal,0.7700035995433124,0.44129775747692457,0.44129775747692457
SRR5665184_k101_48420_1,Adenoma - Cancer,-1.5763560879072998,0.11494376233123527,0.1724156434968529
SRR5665184_k101_48420_1,Adenoma - Normal,-2.475729374576404,0.013296432158104932,0.0398892964743148
SRR5665184_k101_48420_1,Cancer - Normal,-0.899373286669104,0.368453863095074,0.368453863095074
SRR5665184_k101_48447_1,Adenoma - Cancer,0.45558676214678295,0.6486871642083636,0.6486871642083636
SRR5665184_k101_48447_1,Adenoma - Normal,-2.4133785238045835,0.01580539552540067,0.023708093288101008
SRR5665184_k101_48447_1,Cancer - Normal,-2.868965285951367,0.004118169939340766,0.012354509818022299
SRR5665184_k101_48447_2,Adenoma - Cancer,1.8322541609076046,0.06691356302397258,0.10037034453595887
SRR5665184_k101_48447_2,Adenoma - Normal,-0.8733594771893722,0.3824671711345372,0.3824671711345372
SRR5665184_k101_48447_2,Cancer - Normal,-2.7056136380969766,0.006817831701908139,0.020453495105724417
SRR5665184_k101_48573_2,Adenoma - Cancer,0.45353132654136313,0.650166191067977,0.650166191067977
SRR5665184_k101_48573_2,Adenoma - Normal,-1.989685819665336,0.04662555573729946,0.06993833360594919
SRR5665184_k101_48573_2,Cancer - Normal,-2.4432171462066994,0.014556975582998693,0.04367092674899608
SRR5665184_k101_4879_2,Adenoma - Cancer,-1.1516673430536453,0.24945779674317367,0.24945779674317367
SRR5665184_k101_4879_2,Adenoma - Normal,-2.90703127722412,0.00364876712814397,0.01094630138443191
SRR5665184_k101_4879_2,Cancer - Normal,-1.7553639341704748,0.07919707697449883,0.11879561546174824
SRR5665184_k101_48800_1,Adenoma - Cancer,-0.3347100646883565,0.7378438084397172,0.7378438084397172
SRR5665184_k101_48800_1,Adenoma - Normal,-2.29084347553097,0.021972468142683808,0.06591740442805143
SRR5665184_k101_48800_1,Cancer - Normal,-1.9561334108426134,0.050449440236759444,0.07567416035513916
SRR5665184_k101_48877_1,Adenoma - Cancer,-0.7924076641131313,0.42812301202850694,0.42812301202850694
SRR5665184_k101_48877_1,Adenoma - Normal,-2.6929232569263,0.00708285701672205,0.02124857105016615
SRR5665184_k101_48877_1,Cancer - Normal,-1.9005155928131687,0.05736549068090418,0.08604823602135626
SRR5665184_k101_4903_42,Adenoma - Cancer,2.571880309494251,0.01011478538591293,0.03034435615773879
SRR5665184_k101_4903_42,Adenoma - Normal,1.2859401547471254,0.19846394835083433,0.19846394835083433
SRR5665184_k101_4903_42,Cancer - Normal,-1.2859401547471254,0.19846394835083433,0.2976959225262515
SRR5665184_k101_49080_1,Adenoma - Cancer,-2.5597497647499075,0.01047475563533991,0.03142426690601973
SRR5665184_k101_49080_1,Adenoma - Normal,-2.1112221832033273,0.03475321897412624,0.05212982846118936
SRR5665184_k101_49080_1,Cancer - Normal,0.44852758154658007,0.653772485107404,0.653772485107404
SRR5665184_k101_49402_1,Adenoma - Cancer,-0.5094421892454941,0.610442310521326,0.610442310521326
SRR5665184_k101_49402_1,Adenoma - Normal,-2.5840380924379946,0.009765100853167551,0.029295302559502655
SRR5665184_k101_49402_1,Cancer - Normal,-2.0745959031925008,0.03802400212089959,0.05703600318134938
SRR5665184_k101_49420_2,Adenoma - Cancer,1.537453558589976,0.12418227941717834,0.1862734191257675
SRR5665184_k101_49420_2,Adenoma - Normal,-1.2430475580089169,0.2138503088806184,0.2138503088806184
SRR5665184_k101_49420_2,Cancer - Normal,-2.780501116598893,0.005427507305658658,0.016282521916975976
SRR5665184_k101_49424_2,Adenoma - Cancer,-2.5790520543782574,0.009907185634231049,0.029721556902693146
SRR5665184_k101_49424_2,Adenoma - Normal,-2.230975953521681,0.02568272189415305,0.03852408284122957
SRR5665184_k101_49424_2,Cancer - Normal,0.3480761008565762,0.7277830321492876,0.7277830321492876
SRR5665184_k101_49469_13,Adenoma - Cancer,2.762174978634373,0.005741769754957176,0.01722530926487153
SRR5665184_k101_49469_13,Adenoma - Normal,1.2058225795053616,0.22788590735411945,0.22788590735411945
SRR5665184_k101_49469_13,Cancer - Normal,-1.5563523991290116,0.1196243176807597,0.17943647652113956
SRR5665184_k101_49492_3,Adenoma - Cancer,-1.8083622511510642,0.07055013904578275,0.10582520856867413
SRR5665184_k101_49492_3,Adenoma - Normal,-2.368866048408326,0.01784271433630499,0.053528143008914966
SRR5665184_k101_49492_3,Cancer - Normal,-0.560503797257262,0.5751358503165896,0.5751358503165896
SRR5665184_k101_49531_2,Adenoma - Cancer,-2.3237966109294748,0.0201363974744116,0.0604091924232348
SRR5665184_k101_49531_2,Adenoma - Normal,-1.9511122487992767,0.05104369444883905,0.07656554167325857
SRR5665184_k101_49531_2,Cancer - Normal,0.3726843621301981,0.7093833765383835,0.7093833765383835
SRR5665184_k101_49756_2,Adenoma - Cancer,-0.3578149473538428,0.7204818038259047,0.7204818038259047
SRR5665184_k101_49756_2,Adenoma - Normal,-2.3347425314838204,0.01955687497581136,0.05867062492743408
SRR5665184_k101_49756_2,Cancer - Normal,-1.9769275841299776,0.048049816324974404,0.0720747244874616
SRR5665184_k101_49790_1,Adenoma - Cancer,-1.598542948089244,0.10992219518166976,0.16488329277250463
SRR5665184_k101_49790_1,Adenoma - Normal,-2.4952865531149175,0.012585544843564866,0.0377566345306946
SRR5665184_k101_49790_1,Cancer - Normal,-0.8967436050256735,0.3698557468848157,0.3698557468848157
SRR5665184_k101_49800_1,Adenoma - Cancer,-0.5620513194736664,0.5740810542862798,0.5740810542862798
SRR5665184_k101_49800_1,Adenoma - Normal,-2.8543390537976423,0.004312647750271034,0.012937943250813102
SRR5665184_k101_49800_1,Cancer - Normal,-2.292287734323976,0.02188904514033088,0.03283356771049632
SRR5665184_k101_49860_1,Adenoma - Cancer,-1.660250775415914,0.09686401385643491,0.14529602078465237
SRR5665184_k101_49860_1,Adenoma - Normal,-2.4821570998792386,0.013058968709881382,0.03917690612964415
SRR5665184_k101_49860_1,Cancer - Normal,-0.8219063244633246,0.4111302132116072,0.4111302132116072
SRR5665184_k101_49870_1,Adenoma - Cancer,-1.1167829953339696,0.2640871212493336,0.2640871212493336
SRR5665184_k101_49870_1,Adenoma - Normal,-3.0784366045292915,0.0020808979885830756,0.006242693965749227
SRR5665184_k101_49870_1,Cancer - Normal,-1.9616536091953218,0.04980282629281338,0.07470423943922007
SRR5665184_k101_49947_2,Adenoma - Cancer,-0.09439120549778264,0.924798401611046,0.924798401611046
SRR5665184_k101_49947_2,Adenoma - Normal,-2.3433642756188697,0.01911071402535089,0.05733214207605267
SRR5665184_k101_49947_2,Cancer - Normal,-2.2489730701210875,0.024514209462643183,0.036771314193964774
SRR5665184_k101_49966_1,Adenoma - Cancer,-2.0915372027866668,0.036479935112358274,0.05471990266853741
SRR5665184_k101_49966_1,Adenoma - Normal,-3.1729732189614923,0.0015088644200814906,0.004526593260244472
SRR5665184_k101_49966_1,Cancer - Normal,-1.0814360161748255,0.27950320796432354,0.27950320796432354
SRR5665184_k101_49966_2,Adenoma - Cancer,-1.5365469703080534,0.12440428714708723,0.18660643072063085
SRR5665184_k101_49966_2,Adenoma - Normal,-2.7922197632479695,0.005234778956301839,0.015704336868905516
SRR5665184_k101_49966_2,Cancer - Normal,-1.2556727929399158,0.20923462736125997,0.20923462736125997
SRR5665184_k101_50259_1,Adenoma - Cancer,2.185257181133031,0.02886999502798008,0.04330499254197012
SRR5665184_k101_50259_1,Adenoma - Normal,-0.22606108770341676,0.8211539087068427,0.8211539087068427
SRR5665184_k101_50259_1,Cancer - Normal,-2.4113182688364474,0.015894971051115998,0.047684913153347996
SRR5665184_k101_50260_1,Adenoma - Cancer,-0.8063346478288407,0.42004991773774586,0.42004991773774586
SRR5665184_k101_50260_1,Adenoma - Normal,-2.708457406809699,0.0067596788115636035,0.02027903643469081
SRR5665184_k101_50260_1,Cancer - Normal,-1.902122758980858,0.05715510774230034,0.08573266161345051
SRR5665184_k101_50260_2,Adenoma - Cancer,-1.846682072345758,0.06479323146884118,0.09718984720326176
SRR5665184_k101_50260_2,Adenoma - Normal,-2.979217562026554,0.002889855099114036,0.008669565297342108
SRR5665184_k101_50260_2,Cancer - Normal,-1.132535489680796,0.2574093725895514,0.2574093725895514
SRR5665184_k101_50281_1,Adenoma - Cancer,-2.64120159670073,0.008261254579646621,0.024783763738939864
SRR5665184_k101_50281_1,Adenoma - Normal,-2.0845732306942537,0.03710805649750253,0.055662084746253795
SRR5665184_k101_50281_1,Cancer - Normal,0.556628366006476,0.577781368958993,0.577781368958993
SRR5665184_k101_50562_2,Adenoma - Cancer,-0.9254191859059635,0.35474790271597945,0.35474790271597945
SRR5665184_k101_50562_2,Adenoma - Normal,-2.6901720520522217,0.007141518917085576,0.021424556751256728
SRR5665184_k101_50562_2,Cancer - Normal,-1.7647528661462584,0.07760530934927329,0.11640796402390993
SRR5665184_k101_50626_1,Adenoma - Cancer,-1.5484078393778098,0.12152413498173496,0.18228620247260244
SRR5665184_k101_50626_1,Adenoma - Normal,-2.4889222307035914,0.01281309901835994,0.03843929705507982
SRR5665184_k101_50626_1,Cancer - Normal,-0.9405143913257819,0.34695377125046056,0.34695377125046056
SRR5665184_k101_50899_1,Adenoma - Cancer,0.1643007344140976,0.8694944035719581,0.8694944035719581
SRR5665184_k101_50899_1,Adenoma - Normal,-2.326152503020654,0.02001041647932927,0.030015624718993904
SRR5665184_k101_50899_1,Cancer - Normal,-2.4904532374347514,0.012758028338932952,0.03827408501679885
SRR5665184_k101_51093_1,Adenoma - Cancer,-0.4336837575848285,0.664518102972103,0.664518102972103
SRR5665184_k101_51093_1,Adenoma - Normal,-2.3584599850680537,0.018350938106592087,0.05505281431977626
SRR5665184_k101_51093_1,Cancer - Normal,-1.924776227483225,0.054257359279411874,0.0813860389191178
SRR5665184_k101_51463_1,Adenoma - Cancer,-0.41606017423554237,0.6773659714020409,0.6773659714020409
SRR5665184_k101_51463_1,Adenoma - Normal,-2.795550384189373,0.005181142503582796,0.015543427510748387
SRR5665184_k101_51463_1,Cancer - Normal,-2.379490209953831,0.017336603526735578,0.026004905290103367
SRR5665184_k101_51589_1,Adenoma - Cancer,0.824209052567254,0.40982078423174034,0.40982078423174034
SRR5665184_k101_51589_1,Adenoma - Normal,-1.7616980223120002,0.07812033218249026,0.11718049827373539
SRR5665184_k101_51589_1,Cancer - Normal,-2.585907074879254,0.00971231109182663,0.029136933275479886
SRR5665184_k101_5177_1,Adenoma - Cancer,0.2617419889028513,0.7935203662267568,0.7935203662267568
SRR5665184_k101_5177_1,Adenoma - Normal,-2.1899079738205165,0.028530911576424407,0.042796367364636614
SRR5665184_k101_5177_1,Cancer - Normal,-2.451649962723368,0.014220291843150485,0.042660875529451456
SRR5665184_k101_51777_1,Adenoma - Cancer,-2.312401856377706,0.020755548162597535,0.031133322243896304
SRR5665184_k101_51777_1,Adenoma - Normal,-2.364458296272465,0.018056460160505258,0.054169380481515775
SRR5665184_k101_51777_1,Cancer - Normal,-0.05205643989475895,0.9584837218036437,0.9584837218036437
SRR5665184_k101_51876_1,Adenoma - Cancer,-1.00336409838007,0.3156852196338932,0.3156852196338932
SRR5665184_k101_51876_1,Adenoma - Normal,-2.5548919693575605,0.010622075927825112,0.03186622778347534
SRR5665184_k101_51876_1,Cancer - Normal,-1.5515278709774905,0.12077523349461454,0.1811628502419218
SRR5665184_k101_5205_1,Adenoma - Cancer,-3.079306761954445,0.002074829208332631,0.006224487624997893
SRR5665184_k101_5205_1,Adenoma - Normal,-2.2822110061351744,0.022476885617503637,0.03371532842625546
SRR5665184_k101_5205_1,Cancer - Normal,0.7970957558192708,0.4253954210784528,0.4253954210784528
SRR5665184_k101_52120_2,Adenoma - Cancer,-1.347974083025272,0.17766671851203758,0.2665000777680564
SRR5665184_k101_52120_2,Adenoma - Normal,-2.464866894674783,0.013706415780981179,0.04111924734294353
SRR5665184_k101_52120_2,Cancer - Normal,-1.116892811649511,0.26404015851937873,0.26404015851937873
SRR5665184_k101_52133_1,Adenoma - Cancer,-2.7032984284563857,0.0068655075223071765,0.02059652256692153
SRR5665184_k101_52133_1,Adenoma - Normal,-1.2900238701144449,0.19704237041608785,0.19704237041608785
SRR5665184_k101_52133_1,Cancer - Normal,1.413274558341941,0.1575750115615318,0.2363625173422977
SRR5665184_k101_52190_4,Adenoma - Cancer,1.0109681654284144,0.3120316666459735,0.3120316666459735
SRR5665184_k101_52190_4,Adenoma - Normal,-1.6316011318497192,0.10276353964983796,0.15414530947475694
SRR5665184_k101_52190_4,Cancer - Normal,-2.6425692972781336,0.008227962618728718,0.02468388785618615
SRR5665184_k101_52208_1,Adenoma - Cancer,1.6918915309083138,0.09066665707098928,0.1359999856064839
SRR5665184_k101_52208_1,Adenoma - Normal,-0.8418392326121482,0.3998779483385361,0.3998779483385361
SRR5665184_k101_52208_1,Cancer - Normal,-2.533730763520462,0.01128554051199244,0.03385662153597732
SRR5665184_k101_52421_2,Adenoma - Cancer,-0.6676516609081702,0.5043559728804166,0.5043559728804166
SRR5665184_k101_52421_2,Adenoma - Normal,-2.869730823201782,0.004108213618893938,0.012324640856681814
SRR5665184_k101_52421_2,Cancer - Normal,-2.202079162293612,0.027659717125537057,0.04148957568830559
SRR5665184_k101_52442_1,Adenoma - Cancer,-2.8623835558701245,0.00420467731184533,0.01261403193553599
SRR5665184_k101_52442_1,Adenoma - Normal,-2.612645393277429,0.00898444681434586,0.013476670221518789
SRR5665184_k101_52442_1,Cancer - Normal,0.2497381625926954,0.8027898436137435,0.8027898436137435
SRR5665184_k101_52554_1,Adenoma - Cancer,1.0597391240554803,0.28926329844799514,0.28926329844799514
SRR5665184_k101_52554_1,Adenoma - Normal,-2.642806210607493,0.008222207994448309,0.012333311991672462
SRR5665184_k101_52554_1,Cancer - Normal,-3.702545334662973,2.1344720402281575e-4,6.403416120684472e-4
SRR5665184_k101_52880_1,Adenoma - Cancer,1.3485979363609721,0.1774661438853449,0.26619921582801737
SRR5665184_k101_52880_1,Adenoma - Normal,-1.3287656137674289,0.18392531010369836,0.18392531010369836
SRR5665184_k101_52880_1,Cancer - Normal,-2.6773635501284008,0.007420407033000661,0.02226122109900198
SRR5665184_k101_53091_1,Adenoma - Cancer,-0.4897548173543075,0.6243074065615544,0.6243074065615544
SRR5665184_k101_53091_1,Adenoma - Normal,-3.126896141569809,0.001766623236406597,0.005299869709219791
SRR5665184_k101_53091_1,Cancer - Normal,-2.6371413242155017,0.008360799112559353,0.01254119866883903
SRR5665184_k101_53123_1_1,Adenoma - Cancer,-1.6604526009865381,0.096823435752926,0.145235153629389
SRR5665184_k101_53123_1_1,Adenoma - Normal,-2.5893196500532656,0.0096165781534801,0.028849734460440302
SRR5665184_k101_53123_1_1,Cancer - Normal,-0.9288670490667272,0.3529579914203361,0.3529579914203361
SRR5665184_k101_53384_1,Adenoma - Cancer,-2.652469112187961,0.007990543845585613,0.02397163153675684
SRR5665184_k101_53384_1,Adenoma - Normal,-1.7960292421084634,0.0724898664866415,0.10873479972996225
SRR5665184_k101_53384_1,Cancer - Normal,0.8564398700794977,0.39175451921771526,0.39175451921771526
SRR5665184_k101_53410_1,Adenoma - Cancer,-1.4594669962612723,0.14443661799508548,0.21665492699262823
SRR5665184_k101_53410_1,Adenoma - Normal,-2.6980055022628093,0.0069756287690988985,0.020926886307296694
SRR5665184_k101_53410_1,Cancer - Normal,-1.238538506001537,0.21551645352912815,0.21551645352912815
SRR5665184_k101_53476_1,Adenoma - Cancer,-1.1321352811297687,0.25757756400786747,0.25757756400786747
SRR5665184_k101_53476_1,Adenoma - Normal,-3.622832899615257,2.9139407726709615e-4,8.741822318012885e-4
SRR5665184_k101_53476_1,Cancer - Normal,-2.490697618485488,0.012749257307842904,0.019123885961764356
SRR5665184_k101_53499_1,Adenoma - Cancer,-0.8610378432714355,0.3892172007549807,0.3892172007549807
SRR5665184_k101_53499_1,Adenoma - Normal,-2.5161777257437374,0.011863534225176973,0.03559060267553092
SRR5665184_k101_53499_1,Cancer - Normal,-1.655139882472302,0.09789612646846649,0.14684418970269975
SRR5665184_k101_53643_3,Adenoma - Cancer,-1.5631826413000933,0.11800964186380465,0.17701446279570698
SRR5665184_k101_53643_3,Adenoma - Normal,-2.418147841031573,0.015599737279933074,0.046799211839799224
SRR5665184_k101_53643_3,Cancer - Normal,-0.8549651997314794,0.39257041363817147,0.39257041363817147
SRR5665184_k101_53652_1,Adenoma - Cancer,-0.45307355526528903,0.6504957768800156,0.6504957768800156
SRR5665184_k101_53652_1,Adenoma - Normal,-2.4845969159709425,0.012969819882543743,0.038909459647631234
SRR5665184_k101_53652_1,Cancer - Normal,-2.0315233607056533,0.04220193225462077,0.06330289838193116
SRR5665184_k101_53667_1,Adenoma - Cancer,-1.6356459400951837,0.1019137096924797,0.15287056453871956
SRR5665184_k101_53667_1,Adenoma - Normal,-2.8131752787114253,0.004905490368626777,0.01471647110588033
SRR5665184_k101_53667_1,Cancer - Normal,-1.1775293386162413,0.23898429455567508,0.23898429455567508
SRR5665184_k101_5386_1,Adenoma - Cancer,0.09210397601426239,0.9266154294801767,0.9266154294801767
SRR5665184_k101_5386_1,Adenoma - Normal,-2.4533149974708026,0.014154632799909346,0.021231949199864018
SRR5665184_k101_5386_1,Cancer - Normal,-2.5454189734850647,0.010914669128385606,0.032744007385156815
SRR5665184_k101_54094_1,Adenoma - Cancer,-2.1332886821201624,0.03290105208123969,0.04935157812185953
SRR5665184_k101_54094_1,Adenoma - Normal,-2.529974594084655,0.011407078610830401,0.034221235832491204
SRR5665184_k101_54094_1,Cancer - Normal,-0.3966859119644928,0.6915990902642728,0.6915990902642728
SRR5665184_k101_54142_1,Adenoma - Cancer,1.3316728878118813,0.18296770215254707,0.18296770215254707
SRR5665184_k101_54142_1,Adenoma - Normal,-1.9291683477392056,0.05370996623327974,0.08056494934991962
SRR5665184_k101_54142_1,Cancer - Normal,-3.260841235551087,0.0011108221813920694,0.003332466544176208
SRR5665184_k101_54203_6,Adenoma - Cancer,-0.6483823357356606,0.5167376923954985,0.5167376923954985
SRR5665184_k101_54203_6,Adenoma - Normal,-2.5032482582199562,0.01230591906994412,0.03691775720983236
SRR5665184_k101_54203_6,Cancer - Normal,-1.8548659224842956,0.06361537534966427,0.09542306302449641
SRR5665184_k101_54483_1,Adenoma - Cancer,-0.26614491475430324,0.790127605006242,0.790127605006242
SRR5665184_k101_54483_1,Adenoma - Normal,-2.2608598944076923,0.023767934297156384,0.07130380289146915
SRR5665184_k101_54483_1,Cancer - Normal,-1.9947149796533892,0.046073974677412075,0.0691109620161181
SRR5665184_k101_54510_1,Adenoma - Cancer,-0.9741464774158528,0.32998381528834764,0.32998381528834764
SRR5665184_k101_54510_1,Adenoma - Normal,-3.2307136339614324,0.0012348158700504546,0.003704447610151364
SRR5665184_k101_54510_1,Cancer - Normal,-2.2565671565455796,0.02403513455491901,0.03605270183237851
SRR5665184_k101_5453_1,Adenoma - Cancer,1.7845796551814577,0.07432952384523958,0.11149428576785937
SRR5665184_k101_5453_1,Adenoma - Normal,-1.3693001127807416,0.1709054827703271,0.1709054827703271
SRR5665184_k101_5453_1,Cancer - Normal,-3.153879767962199,0.0016111544845960446,0.0048334634537881335
SRR5665184_k101_54550_3,Adenoma - Cancer,-2.538817356467631,0.011122787306976653,0.033368361920929956
SRR5665184_k101_54550_3,Adenoma - Normal,-1.6382140287108873,0.101377054175193,0.1520655812627895
SRR5665184_k101_54550_3,Cancer - Normal,0.9006033277567437,0.36779926463394336,0.36779926463394336
SRR5665184_k101_54854_1,Adenoma - Cancer,1.743425826655261,0.08125926023001424,0.12188889034502137
SRR5665184_k101_54854_1,Adenoma - Normal,-1.5077266269143135,0.13162450776909992,0.13162450776909992
SRR5665184_k101_54854_1,Cancer - Normal,-3.2511524535695746,0.0011493820658919226,0.0034481461976757677
SRR5665184_k101_55017_1,Adenoma - Cancer,0.7964136902445942,0.4257916235608314,0.4257916235608314
SRR5665184_k101_55017_1,Adenoma - Normal,-1.707773686297685,0.08767834341726831,0.13151751512590246
SRR5665184_k101_55017_1,Cancer - Normal,-2.504187376542279,0.012273301572801288,0.036819904718403865
SRR5665184_k101_55132_1,Adenoma - Cancer,-1.114475471357907,0.26507526162204287,0.26507526162204287
SRR5665184_k101_55132_1,Adenoma - Normal,-2.5423971690352274,0.011009499148163739,0.03302849744449122
SRR5665184_k101_55132_1,Cancer - Normal,-1.4279216976773201,0.15331439758165055,0.22997159637247583
SRR5665184_k101_55282_1,Adenoma - Cancer,-1.0024161002176222,0.31614266933504914,0.31614266933504914
SRR5665184_k101_55282_1,Adenoma - Normal,-3.2126614359433634,0.001315112161908364,0.003945336485725092
SRR5665184_k101_55282_1,Cancer - Normal,-2.2102453357257414,0.027088140147978404,0.040632210221967606
SRR5665184_k101_55288_1,Adenoma - Cancer,-0.03482112539559199,0.972222375215367,0.972222375215367
SRR5665184_k101_55288_1,Adenoma - Normal,-2.6028791233205744,0.009244454083222843,0.027733362249668526
SRR5665184_k101_55288_1,Cancer - Normal,-2.5680579979249822,0.010227004347305075,0.015340506520957612
SRR5665184_k101_55288_2,Adenoma - Cancer,-0.472053780920427,0.6368884014412193,0.6368884014412193
SRR5665184_k101_55288_2,Adenoma - Normal,-2.752868088733982,0.005907569421465124,0.01772270826439537
SRR5665184_k101_55288_2,Cancer - Normal,-2.280814307813555,0.02255943736803391,0.033839156052050866
SRR5665184_k101_55600_2,Adenoma - Cancer,-1.0477201167986077,0.2947675763472621,0.2947675763472621
SRR5665184_k101_55600_2,Adenoma - Normal,-2.854797015497123,0.004306434308749891,0.012919302926249671
SRR5665184_k101_55600_2,Cancer - Normal,-1.8070768986985155,0.07075029003234645,0.10612543504851968
SRR5665184_k101_559_2,Adenoma - Cancer,0.6718370591195995,0.501687433317823,0.501687433317823
SRR5665184_k101_559_2,Adenoma - Normal,-1.8761258953837763,0.06063799464036152,0.09095699196054229
SRR5665184_k101_559_2,Cancer - Normal,-2.547962954503376,0.010835397669027884,0.03250619300708365
SRR5665184_k101_5638_2,Adenoma - Cancer,1.2602040816326527,0.20759575082489284,0.20759575082489284
SRR5665184_k101_5638_2,Adenoma - Normal,-1.3367346938775515,0.18130925294730674,0.2719638794209601
SRR5665184_k101_5638_2,Cancer - Normal,-2.5969387755102042,0.009405868779652443,0.028217606338957327
SRR5665184_k101_5773_1,Adenoma - Cancer,-2.545836170836302,0.010901633865781885,0.016352450798672827
SRR5665184_k101_5773_1,Adenoma - Normal,-2.811941891279321,0.004924339858691005,0.014773019576073016
SRR5665184_k101_5773_1,Cancer - Normal,-0.2661057204430193,0.7901577895175108,0.7901577895175108
