#Sample	Metric	Value
2315650	Weighted NSTI	0.0594610362878
2321650	Weighted NSTI	0.051232740494
2325660	Weighted NSTI	0.0505084480451
2327650	Weighted NSTI	0.0495695752588
2329650	Weighted NSTI	0.0525474305252
2335650	Weighted NSTI	0.0528340347608
2337650	Weighted NSTI	0.0539962762086
2339651	Weighted NSTI	0.0501009859151
2341650	Weighted NSTI	0.0529470375151
2343650	Weighted NSTI	0.0514612140473
2349653	Weighted NSTI	0.0499841092847
2353670	Weighted NSTI	0.0513741406897
2355653	Weighted NSTI	0.0500208145346
2359650	Weighted NSTI	0.0541262513005
2361650	Weighted NSTI	0.0504847203204
2365651	Weighted NSTI	0.049744191006
2367650	Weighted NSTI	0.0523490954143
2373690	Weighted NSTI	0.0526402926303
2375650	Weighted NSTI	0.0514192139734
2379653	Weighted NSTI	0.057088010537
2381650	Weighted NSTI	0.0500385752829
2383650	Weighted NSTI	0.0496641582349
2385650	Weighted NSTI	0.0510217972066
2387650	Weighted NSTI	0.0499753054238
2389650	Weighted NSTI	0.0501958941876
2393650	Weighted NSTI	0.0585611328256
2395670	Weighted NSTI	0.0698091917813
2399670	Weighted NSTI	0.0672568789412
2405680	Weighted NSTI	0.0534979913913
2409670	Weighted NSTI	0.0554899609519
2411660	Weighted NSTI	0.0588013774839
2413660	Weighted NSTI	0.0547107596177
2419660	Weighted NSTI	0.0533731081824
2421651	Weighted NSTI	0.0499063698605
2427660	Weighted NSTI	0.0529826774185
2431660	Weighted NSTI	0.0579190997734
2433650	Weighted NSTI	0.05026402018
2435680	Weighted NSTI	0.0702362032719
2437680	Weighted NSTI	0.0510639340322
2447651	Weighted NSTI	0.0505218742816
2449650	Weighted NSTI	0.0499774663244
2453653	Weighted NSTI	0.0666085663862
2455650	Weighted NSTI	0.0522109065231
2457670	Weighted NSTI	0.0548436747135
2459650	Weighted NSTI	0.0501623296535
2461651	Weighted NSTI	0.0499621536417
2463651	Weighted NSTI	0.0514044148881
2465680	Weighted NSTI	0.050679657888
2467650	Weighted NSTI	0.0780078288933
2471651	Weighted NSTI	0.0511798299302
2473660	Weighted NSTI	0.0498299418235
2475653	Weighted NSTI	0.050016802222
2487651	Weighted NSTI	0.0540380680284
2491670	Weighted NSTI	0.0546490298578
2493651	Weighted NSTI	0.0521119039021
2495653	Weighted NSTI	0.0509196842716
2499660	Weighted NSTI	0.070542892338
2501650	Weighted NSTI	0.0516746438046
2503650	Weighted NSTI	0.052287710668
2505651	Weighted NSTI	0.0510186120019
2507651	Weighted NSTI	0.050849079695
2509650	Weighted NSTI	0.0494656558838
2511650	Weighted NSTI	0.0501867895735
2513680	Weighted NSTI	0.0509889401711
2515650	Weighted NSTI	0.0506439323855
2517650	Weighted NSTI	0.0497840844252
2519650	Weighted NSTI	0.0532460316245
2523653	Weighted NSTI	0.0679636892634
2525651	Weighted NSTI	0.0500187461157
2527670	Weighted NSTI	0.0554805263295
2529680	Weighted NSTI	0.0769558500892
2531651	Weighted NSTI	0.0543003988692
2533650	Weighted NSTI	0.0547271966327
2535652	Weighted NSTI	0.0496882355419
2537670	Weighted NSTI	0.0514717502529
2539660	Weighted NSTI	0.0496346984788
2541670	Weighted NSTI	0.0696355553505
2543653	Weighted NSTI	0.0600758439754
2545651	Weighted NSTI	0.0504973263978
2547670	Weighted NSTI	0.105814805975
2549650	Weighted NSTI	0.0577186567427
2551650	Weighted NSTI	0.0540423816297
2553650	Weighted NSTI	0.0550732231528
2555653	Weighted NSTI	0.0498022175902
2557650	Weighted NSTI	0.0512699982629
2559650	Weighted NSTI	0.0502181727572
2565650	Weighted NSTI	0.0508839169655
2567653	Weighted NSTI	0.0505428428866
2569660	Weighted NSTI	0.0515891110254
2571650	Weighted NSTI	0.0518375995943
2575653	Weighted NSTI	0.0486935700931
2577650	Weighted NSTI	0.0508760365534
2579680	Weighted NSTI	0.0613264890932
2581651	Weighted NSTI	0.0500131829586
2583650	Weighted NSTI	0.0571432510545
2587650	Weighted NSTI	0.050517515638
2589650	Weighted NSTI	0.0506039872693
2591650	Weighted NSTI	0.049870370278
2597670	Weighted NSTI	0.0557120604564
2599650	Weighted NSTI	0.0512130426646
2603650	Weighted NSTI	0.0969274023513
2605650	Weighted NSTI	0.0506857250723
2611670	Weighted NSTI	0.0568607674762
2613650	Weighted NSTI	0.050447778029
2617653	Weighted NSTI	0.0497832919597
2619653	Weighted NSTI	0.049771802851
2625653	Weighted NSTI	0.050051802608
2629651	Weighted NSTI	0.0503723919019
2633670	Weighted NSTI	0.0416479909356
2637651	Weighted NSTI	0.0497682371043
2639690	Weighted NSTI	0.0510691780586
2641650	Weighted NSTI	0.0512405120995
2643651	Weighted NSTI	0.0497807995162
2647650	Weighted NSTI	0.0596112973042
2651650	Weighted NSTI	0.049557568628
2657651	Weighted NSTI	0.0511659911424
2661650	Weighted NSTI	0.0500122132862
2665650	Weighted NSTI	0.0495598158621
2667653	Weighted NSTI	0.0513926321882
2669660	Weighted NSTI	0.0520808293146
2671660	Weighted NSTI	0.069151721795
2675680	Weighted NSTI	0.0842952969343
2677650	Weighted NSTI	0.0507959204635
2679660	Weighted NSTI	0.0519570623107
2681650	Weighted NSTI	0.0502079031406
2683650	Weighted NSTI	0.0616820977526
2693650	Weighted NSTI	0.0708159060126
2695652	Weighted NSTI	0.0503117523765
2701650	Weighted NSTI	0.051374662525
2703653	Weighted NSTI	0.0446716180577
2705653	Weighted NSTI	0.0504072472717
2709650	Weighted NSTI	0.0498043906556
2711650	Weighted NSTI	0.0766994695729
2713651	Weighted NSTI	0.0497188537561
2715650	Weighted NSTI	0.0559555558818
2717652	Weighted NSTI	0.0509057294046
2719650	Weighted NSTI	0.0571078155166
2721650	Weighted NSTI	0.0521992656127
2725650	Weighted NSTI	0.0497140368855
2727653	Weighted NSTI	0.0497952333816
2729650	Weighted NSTI	0.0617893129012
2731670	Weighted NSTI	0.0507995548774
2733650	Weighted NSTI	0.0506121809785
2739651	Weighted NSTI	0.0508408633948
2743650	Weighted NSTI	0.0497323080677
2749650	Weighted NSTI	0.0533503230487
2751650	Weighted NSTI	0.0514363114224
2757652	Weighted NSTI	0.0496398047994
2761650	Weighted NSTI	0.0658712261367
2767650	Weighted NSTI	0.0560470283985
2769660	Weighted NSTI	0.0863689650561
2771670	Weighted NSTI	0.0509801215769
2773651	Weighted NSTI	0.0502633385217
2775653	Weighted NSTI	0.0507344752896
2777670	Weighted NSTI	0.0513664989375
2779670	Weighted NSTI	0.0577288564991
2785650	Weighted NSTI	0.0498520856959
2787660	Weighted NSTI	0.0514933688624
2789650	Weighted NSTI	0.0527857485879
2795690	Weighted NSTI	0.055623077709
2799653	Weighted NSTI	0.0502024398733
2801653	Weighted NSTI	0.0498972358871
2803670	Weighted NSTI	0.0547796503945
2805660	Weighted NSTI	0.0505435858807
2807650	Weighted NSTI	0.0516157276961
2811650	Weighted NSTI	0.0522204044345
2813650	Weighted NSTI	0.049726616011
2815650	Weighted NSTI	0.0669991273367
2817670	Weighted NSTI	0.0511441964568
2823650	Weighted NSTI	0.0494928294866
2825650	Weighted NSTI	0.0515884743191
2827650	Weighted NSTI	0.0502710851545
2829660	Weighted NSTI	0.0521309525353
2831680	Weighted NSTI	0.0502129380165
2833650	Weighted NSTI	0.0505841885302
2835650	Weighted NSTI	0.052091946216
2837680	Weighted NSTI	0.0789415806315
2839650	Weighted NSTI	0.0516814028558
2841680	Weighted NSTI	0.049898702867
2843670	Weighted NSTI	0.0768548460774
2849650	Weighted NSTI	0.0498406737977
2853660	Weighted NSTI	0.0554639562949
2855690	Weighted NSTI	0.0502129806836
2857650	Weighted NSTI	0.0501430529167
2859650	Weighted NSTI	0.0505024341664
2861650	Weighted NSTI	0.0512608445387
2863680	Weighted NSTI	0.054001091804
2867650	Weighted NSTI	0.0500799682405
2869650	Weighted NSTI	0.0521246541058
2871650	Weighted NSTI	0.0539488452492
2873653	Weighted NSTI	0.0498692279461
2879660	Weighted NSTI	0.0509047746729
2881650	Weighted NSTI	0.0277117244211
2883650	Weighted NSTI	0.0540485373049
2887670	Weighted NSTI	0.0504832456019
2889660	Weighted NSTI	0.0506174675052
2893660	Weighted NSTI	0.0513513410627
2895650	Weighted NSTI	0.0499516395245
2897650	Weighted NSTI	0.0506825250536
2901651	Weighted NSTI	0.0500314976382
2903653	Weighted NSTI	0.0513050450927
2905650	Weighted NSTI	0.0503250131086
2907653	Weighted NSTI	0.0553107272773
2909653	Weighted NSTI	0.0545167434488
2911680	Weighted NSTI	0.0603721873417
2913650	Weighted NSTI	0.0585755344764
2915650	Weighted NSTI	0.0518722500872
2917650	Weighted NSTI	0.0505770476605
2921652	Weighted NSTI	0.0504726882718
2923650	Weighted NSTI	0.049811019639
2927650	Weighted NSTI	0.0612159837131
2929650	Weighted NSTI	0.0506139063238
2931650	Weighted NSTI	0.0505512027106
2933652	Weighted NSTI	0.0516331381433
2935650	Weighted NSTI	0.0518881881634
2937653	Weighted NSTI	0.0535853420588
2939650	Weighted NSTI	0.0527779799587
2943650	Weighted NSTI	0.050677234496
2945660	Weighted NSTI	0.0513782061258
2951650	Weighted NSTI	0.0545742023704
2955670	Weighted NSTI	0.0497303365533
2957680	Weighted NSTI	0.0501898999649
2959660	Weighted NSTI	0.0516587841358
2961650	Weighted NSTI	0.0522338217008
2963670	Weighted NSTI	0.0510014520712
2965650	Weighted NSTI	0.0553230687363
2967680	Weighted NSTI	0.050609114192
2969650	Weighted NSTI	0.0511537446342
2971660	Weighted NSTI	0.0496308213718
2975650	Weighted NSTI	0.0496377573431
2981651	Weighted NSTI	0.0499987796004
2983650	Weighted NSTI	0.0499838163307
2987670	Weighted NSTI	0.0811992639788
2989650	Weighted NSTI	0.0496109713792
2991650	Weighted NSTI	0.0650072113578
2993690	Weighted NSTI	0.0513318283685
2995660	Weighted NSTI	0.051264741564
2997651	Weighted NSTI	0.0499937904165
2999650	Weighted NSTI	0.052626606928
3001670	Weighted NSTI	0.0507232653425
3003650	Weighted NSTI	0.0498120532492
3005653	Weighted NSTI	0.0500186612972
3007650	Weighted NSTI	0.0502444026045
3009670	Weighted NSTI	0.0505360722524
3011651	Weighted NSTI	0.0505601633256
3013653	Weighted NSTI	0.0544423958668
3015650	Weighted NSTI	0.0508060118505
3017650	Weighted NSTI	0.0500105440149
3019650	Weighted NSTI	0.0665797601409
3021690	Weighted NSTI	0.0504327353175
3023652	Weighted NSTI	0.0497981695404
3025650	Weighted NSTI	0.0540763648675
3027650	Weighted NSTI	0.0544491615676
3031650	Weighted NSTI	0.0536967338595
3033660	Weighted NSTI	0.049758321198
3037650	Weighted NSTI	0.052409559458
3041650	Weighted NSTI	0.051111861044
3043652	Weighted NSTI	0.0519633749162
3047652	Weighted NSTI	0.0502981830029
3049660	Weighted NSTI	0.0497614369217
3051650	Weighted NSTI	0.0527418372415
3053650	Weighted NSTI	0.0499080196802
3061660	Weighted NSTI	0.078323933296
3063660	Weighted NSTI	0.0494356434374
3065652	Weighted NSTI	0.0496827446767
3069660	Weighted NSTI	0.0504521560236
3073680	Weighted NSTI	0.050549092144
3075653	Weighted NSTI	0.0496178352236
3079650	Weighted NSTI	0.0666046309535
3081660	Weighted NSTI	0.0755825251669
3083650	Weighted NSTI	0.0501522111357
3085650	Weighted NSTI	0.0507913516557
3087661	Weighted NSTI	0.0544244013025
3089650	Weighted NSTI	0.0500837697718
3091650	Weighted NSTI	0.05540675747
3095670	Weighted NSTI	0.0568195460657
3099680	Weighted NSTI	0.0677750004641
3101650	Weighted NSTI	0.0501102557713
3103670	Weighted NSTI	0.0506121739844
3105660	Weighted NSTI	0.0498854789748
3107650	Weighted NSTI	0.0498275744807
3109650	Weighted NSTI	0.0820854511431
3111650	Weighted NSTI	0.0556804158702
3113650	Weighted NSTI	0.0665899236532
3117652	Weighted NSTI	0.0498891073207
3119660	Weighted NSTI	0.0497516138735
3121650	Weighted NSTI	0.0563376288456
3123653	Weighted NSTI	0.049605504972
3125660	Weighted NSTI	0.0498719063896
3127690	Weighted NSTI	0.0513591194489
3129670	Weighted NSTI	0.0794397025031
3131650	Weighted NSTI	0.0522338902978
3133652	Weighted NSTI	0.0532271411979
3135660	Weighted NSTI	0.0527378552544
3137650	Weighted NSTI	0.0524361994934
3139650	Weighted NSTI	0.051908140135
3141652	Weighted NSTI	0.0498630377216
3143650	Weighted NSTI	0.0692263875541
3145650	Weighted NSTI	0.0510415474349
3149653	Weighted NSTI	0.0502138539929
3153670	Weighted NSTI	0.0507504697171
3155690	Weighted NSTI	0.093185549793
3159650	Weighted NSTI	0.0531629535477
3161650	Weighted NSTI	0.0500671335388
3163690	Weighted NSTI	0.0355212340612
3165650	Weighted NSTI	0.0520092768954
3169650	Weighted NSTI	0.0517913688547
3173650	Weighted NSTI	0.0626447612107
3179650	Weighted NSTI	0.0519065473555
3181650	Weighted NSTI	0.0609711096335
3183650	Weighted NSTI	0.0563759426695
3185650	Weighted NSTI	0.0527039803503
3187680	Weighted NSTI	0.0513632048032
3189650	Weighted NSTI	0.0502047817701
3191650	Weighted NSTI	0.0500427002554
3193650	Weighted NSTI	0.0504489383622
3195650	Weighted NSTI	0.0543349367676
3197670	Weighted NSTI	0.0514844563834
3199650	Weighted NSTI	0.0505173708741
3203680	Weighted NSTI	0.0578084047259
3209651	Weighted NSTI	0.0533465704901
3211670	Weighted NSTI	0.0602283800382
3215650	Weighted NSTI	0.0503073840359
3217660	Weighted NSTI	0.0527202216383
3219650	Weighted NSTI	0.0541708648564
3221650	Weighted NSTI	0.0535945154193
3223650	Weighted NSTI	0.0531982102237
3225690	Weighted NSTI	0.0489240337254
3229650	Weighted NSTI	0.0706498907628
3231650	Weighted NSTI	0.0579102741027
3239650	Weighted NSTI	0.0507479127922
3241660	Weighted NSTI	0.0513054195511
3243680	Weighted NSTI	0.0481837267207
3245680	Weighted NSTI	0.0502636133595
3247652	Weighted NSTI	0.0509064671416
3249650	Weighted NSTI	0.0603845582347
3251653	Weighted NSTI	0.0596428990233
3253650	Weighted NSTI	0.0590695734408
3257660	Weighted NSTI	0.0508932748351
3263650	Weighted NSTI	0.0590589923074
3267660	Weighted NSTI	0.0508017871899
3271650	Weighted NSTI	0.0507773365501
3273652	Weighted NSTI	0.0497119874146
3277650	Weighted NSTI	0.0502932025908
3279650	Weighted NSTI	0.0517766067143
3281670	Weighted NSTI	0.050520634385
3283690	Weighted NSTI	0.0498318515349
3289650	Weighted NSTI	0.0590124455565
3291670	Weighted NSTI	0.0502376017921
3293653	Weighted NSTI	0.0513447240418
3297650	Weighted NSTI	0.0504009407227
3301660	Weighted NSTI	0.114198943419
3307650	Weighted NSTI	0.049698296289
3311680	Weighted NSTI	0.0561821740613
3313650	Weighted NSTI	0.0472021166297
3315650	Weighted NSTI	0.0600942102102
3317650	Weighted NSTI	0.0502998827718
3319650	Weighted NSTI	0.0504076376753
3321660	Weighted NSTI	0.0505439964614
3323670	Weighted NSTI	0.0518562195193
3327650	Weighted NSTI	0.050558570276
3335650	Weighted NSTI	0.0551228120883
3337650	Weighted NSTI	0.0509327452884
3339680	Weighted NSTI	0.0524069558919
3341680	Weighted NSTI	0.0503487932487
3343650	Weighted NSTI	0.0574634008525
3345650	Weighted NSTI	0.0498293954157
3347653	Weighted NSTI	0.0496921545747
3357650	Weighted NSTI	0.0506055258563
3361650	Weighted NSTI	0.0519733773039
3363660	Weighted NSTI	0.0517393526763
3365650	Weighted NSTI	0.0517178401903
3367653	Weighted NSTI	0.0501603163978
3371650	Weighted NSTI	0.0519925151594
3373660	Weighted NSTI	0.052354413608
3375670	Weighted NSTI	0.0489615263814
3377650	Weighted NSTI	0.0503275547098
3381650	Weighted NSTI	0.0761552782499
3385670	Weighted NSTI	0.0523482751706
3387660	Weighted NSTI	0.0527928550489
3389690	Weighted NSTI	0.0510266165749
3391652	Weighted NSTI	0.0508728201273
3399653	Weighted NSTI	0.0500058657488
3401650	Weighted NSTI	0.0499414529956
3403653	Weighted NSTI	0.0502219435566
3405653	Weighted NSTI	0.0499168975984
3407653	Weighted NSTI	0.0505322018364
3409650	Weighted NSTI	0.0938297982115
3411650	Weighted NSTI	0.0523814958903
3415660	Weighted NSTI	0.0646495586248
3417653	Weighted NSTI	0.0503630847392
3419660	Weighted NSTI	0.0506896360348
3421653	Weighted NSTI	0.0581704496903
3427670	Weighted NSTI	0.0497142454144
3429653	Weighted NSTI	0.0498885009241
3431650	Weighted NSTI	0.0502681960666
3433650	Weighted NSTI	0.0501736689684
3435690	Weighted NSTI	0.0669896979333
3437650	Weighted NSTI	0.0513938156989
3439680	Weighted NSTI	0.050854374072
3441650	Weighted NSTI	0.0531234891966
3443650	Weighted NSTI	0.0690214316485
3445670	Weighted NSTI	0.0501715603237
3447650	Weighted NSTI	0.0505677645637
3449650	Weighted NSTI	0.0498662481236
3453650	Weighted NSTI	0.0556478904795
3455650	Weighted NSTI	0.0555892148756
3457650	Weighted NSTI	0.0513724171951
3473650	Weighted NSTI	0.0519703746238
3477660	Weighted NSTI	0.0509005453505
3481660	Weighted NSTI	0.0509715026832
3483651	Weighted NSTI	0.0499678505856
3485680	Weighted NSTI	0.0584455015895
3487650	Weighted NSTI	0.0634407667235
3489670	Weighted NSTI	0.0503587475997
3491650	Weighted NSTI	0.0581948695467
3495650	Weighted NSTI	0.0515858579205
3497650	Weighted NSTI	0.0483415930221
3499660	Weighted NSTI	0.0531036537295
3501650	Weighted NSTI	0.0499288934742
3503650	Weighted NSTI	0.0511664237407
3509661	Weighted NSTI	0.0594565998175
3511650	Weighted NSTI	0.0619621022591
3515660	Weighted NSTI	0.0544046831389
3517653	Weighted NSTI	0.0500866860704
3519670	Weighted NSTI	0.0517151068919
3523650	Weighted NSTI	0.0504027202097
3525650	Weighted NSTI	0.0507247815577
3527670	Weighted NSTI	0.0501411654447
3529653	Weighted NSTI	0.0501465641996
3531650	Weighted NSTI	0.0499468914366
3535650	Weighted NSTI	0.0666838721911
3537650	Weighted NSTI	0.0502081596974
3551650	Weighted NSTI	0.0655553808661
3561650	Weighted NSTI	0.0647893382477
