sample_name,cluster_group,final_abund
SRR5665031,20,0
SRR5665031,21,4.384202564230611
SRR5665031,22,0
SRR5665031,23,3920.205398558974
SRR5665031,24,0
SRR5665031,25,15600.878103836469
SRR5665031,26,961.5384615384615
SRR5665031,27,0
SRR5665031,28,29.253538979146118
SRR5665031,29,0
SRR5665031,30,0
SRR5665031,31,56.77906244856857
SRR5665031,32,0
SRR5665031,33,15.27825745714516
SRR5665031,34,0
SRR5665031,35,15865.77296654883
SRR5665031,36,0
SRR5665031,37,0
SRR5665031,38,0
SRR5665031,39,2546.8817028963117
SRR5665031,40,61.85212376863506
SRR5665031,41,0
SRR5665031,42,4.031347760183184
SRR5665031,43,101394.37876629748
SRR5665031,44,126.47677318385877
SRR5665031,45,0
SRR5665031,46,384.2810460292361
SRR5665031,47,81.47021059352262
SRR5665031,48,5228.590314234572
SRR5665031,49,43699.02498254892
SRR5665031,50,30.07570715247467
SRR5665031,51,18767.59418450262
SRR5665031,52,0
SRR5665031,53,269.57518244667995
SRR5665031,54,0
SRR5665031,55,9108.978360874657
SRR5665031,56,0
SRR5665031,57,399.28432986103195
SRR5665031,58,0
SRR5665031,59,0
SRR5665031,60,0
SRR5665031,61,1198.0246629210408
SRR5665031,62,0
SRR5665031,63,192.8170962261887
SRR5665031,64,49.35801291750754
SRR5665031,65,0
SRR5665031,66,789.0351235523831
SRR5665031,67,119.45831813133978
SRR5665031,68,0
SRR5665031,69,0
SRR5665031,70,0
SRR5665031,71,7779.56069493465
SRR5665031,72,0
SRR5665031,73,4957.713619130942
SRR5665031,74,0
SRR5665031,75,8585.190632089778
SRR5665032,0,39.56988391407795
SRR5665032,1,90.71702349374324
SRR5665032,2,0
SRR5665032,3,7789.75729521143
SRR5665032,4,0
SRR5665032,5,1.2971833061665847
SRR5665032,6,37.64659303811006
SRR5665032,7,171.1607033746951
SRR5665032,8,1107.9787151614398
SRR5665032,9,50.21930999395103
SRR5665032,10,0
SRR5665032,11,0
SRR5665032,12,5006.744644746644
SRR5665032,13,0
SRR5665032,14,4895.111659222498
SRR5665032,15,0
SRR5665032,16,0
SRR5665032,17,4624.259560699232
SRR5665032,18,4.833703308566839
SRR5665032,19,979.5627649728294
SRR5665032,20,0
SRR5665032,21,0
SRR5665032,22,0
SRR5665032,23,0
SRR5665032,24,0
SRR5665032,25,702.2471910112359
SRR5665032,26,0
SRR5665032,27,0
SRR5665032,28,5.551913563587655
SRR5665032,29,0
SRR5665032,30,0
SRR5665032,31,31.27459347738044
SRR5665032,32,0
SRR5665032,33,581.080650810329
SRR5665032,34,0
SRR5665032,35,2.505258354701929
SRR5665032,36,0
SRR5665032,37,0
SRR5665032,38,0
SRR5665032,39,7016.087100594461
SRR5665032,40,16.500483675815833
SRR5665032,41,0
SRR5665032,42,150.84849519562835
SRR5665032,43,37051.15098012844
SRR5665032,44,0
SRR5665032,45,0
SRR5665032,46,68.03829497039037
SRR5665032,47,12.133314763297696
SRR5665032,48,505.6897306267246
SRR5665032,49,1237.1348373228643
SRR5665032,50,5.63871087791909
SRR5665032,51,1878.4675751167515
SRR5665032,52,0
SRR5665032,53,760.3546773902767
SRR5665032,54,0
SRR5665032,55,31072.380467095274
SRR5665032,56,0
SRR5665032,57,647.7344106773041
SRR5665032,58,0
SRR5665032,59,0
SRR5665032,60,0
SRR5665032,61,219.51291625527355
SRR5665032,62,0
SRR5665032,63,0
SRR5665032,64,36.57400829217354
SRR5665032,65,0
SRR5665032,66,63.44396534848913
SRR5665032,67,0
SRR5665032,68,0
SRR5665032,69,0
SRR5665032,70,0
SRR5665032,71,3075.704917866307
SRR5665032,72,0
SRR5665032,73,0
SRR5665032,74,0
SRR5665032,75,1699.543159088988
SRR5665033,0,115.88011805966468
SRR5665033,1,5614.57104301559
SRR5665033,2,0
SRR5665033,3,23996.887078331718
SRR5665033,4,894.5962214255551
SRR5665033,5,7.773919118240864
SRR5665033,6,55.063099928071615
SRR5665033,7,118.02417482510965
SRR5665033,8,8910.909871220505
SRR5665033,9,171.80175190173009
SRR5665033,10,0
SRR5665033,11,0
SRR5665033,12,10296.518897544804
SRR5665033,13,0
SRR5665033,14,14135.746458312578
SRR5665033,15,0
SRR5665033,16,0
SRR5665033,17,12868.80188728588
SRR5665033,18,200.01943369202877
SRR5665033,19,2120.4054360700325
SRR5665033,20,0
SRR5665033,21,17.719243068257637
SRR5665033,22,0
SRR5665033,23,1745.6975565512214
SRR5665033,24,0
SRR5665033,25,9187.4724913947
SRR5665033,26,0
SRR5665033,27,5895.307666856588
SRR5665033,28,0
SRR5665033,29,0
SRR5665033,30,0
SRR5665033,31,2017.5973374459247
SRR5665033,32,0
SRR5665033,33,326.84303549784653
SRR5665033,34,0
SRR5665033,35,5083.855562997227
SRR5665033,36,0
SRR5665033,37,0
SRR5665033,38,0
SRR5665033,39,7468.579653055667
SRR5665033,40,35.606921119685275
SRR5665033,41,0
SRR5665033,42,46.239194324366444
SRR5665033,43,40664.28668221137
SRR5665033,44,38.7762224204118
SRR5665033,45,0
SRR5665033,46,295.15398317020885
SRR5665033,47,17.925035402989863
SRR5665033,48,4391.919367068426
SRR5665033,49,19986.32533344247
SRR5665033,50,1814.9387913432467
SRR5665033,51,17459.389208773133
SRR5665033,52,0
SRR5665033,53,280.53355010927885
SRR5665033,54,0
SRR5665033,55,35526.095396826684
SRR5665033,56,0
SRR5665033,57,12310.980128316685
SRR5665033,58,0
SRR5665033,59,0
SRR5665033,60,0
SRR5665033,61,4205.7956780027
SRR5665033,62,0
SRR5665033,63,0
SRR5665033,64,17.888687256462866
SRR5665033,65,0
SRR5665033,66,110.46070098612903
SRR5665033,67,4487.42936487045
SRR5665033,68,0
SRR5665033,69,0
SRR5665033,70,0
SRR5665033,71,9920.174053336921
SRR5665033,72,5208.333333333333
SRR5665033,73,0
SRR5665033,74,0
SRR5665033,75,7497.089282137444
SRR5665034,0,160.47244988910353
SRR5665034,1,49448.11813189417
SRR5665034,2,123.00723850721545
SRR5665034,3,11684.635942817145
SRR5665034,4,1119.9068827095446
SRR5665034,5,14824.296395403819
SRR5665034,6,246.1244716255088
SRR5665034,7,299.8777499430897
SRR5665034,8,8989.216607256258
SRR5665034,9,309.7948326792787
SRR5665034,10,0
SRR5665034,11,0
SRR5665034,12,6137.677041694117
SRR5665034,13,0
SRR5665034,14,15126.995803666616
SRR5665034,15,0
SRR5665034,16,294.2907592701589
SRR5665034,17,10901.561992853483
SRR5665034,18,212.5419196967028
SRR5665034,19,779.8550412457989
SRR5665034,20,0
SRR5665034,21,212.394265194773
SRR5665034,22,0
SRR5665034,23,793.2910244786945
SRR5665034,24,0
SRR5665034,25,1962.973285064406
SRR5665034,26,0
SRR5665034,27,0
SRR5665034,28,11.451553967673261
SRR5665034,29,0
SRR5665034,30,0
SRR5665034,31,10.77916477400602
SRR5665034,32,0
SRR5665034,33,282.09885405634355
SRR5665034,34,5710.237748610273
SRR5665034,35,1606.5077109639508
SRR5665034,36,8159.564823209429
SRR5665034,37,456.8652548799358
SRR5665034,38,0
SRR5665034,39,1949.663083370832
SRR5665034,40,69.97997838383344
SRR5665034,41,8032.689451959608
SRR5665034,42,6.2887279918297425
SRR5665034,43,39157.25000849798
SRR5665034,44,2618.852292007831
SRR5665034,45,347.22222222222223
SRR5665034,46,2482.4508309823223
SRR5665034,47,1014.7196475262413
SRR5665034,48,12986.236742015544
SRR5665034,49,21267.89638977179
SRR5665034,50,279.57240722246354
SRR5665034,51,18581.894901100197
SRR5665034,52,0
SRR5665034,53,851.0825215502609
SRR5665034,54,0
SRR5665034,55,2.1824467488480845
SRR5665034,56,0
SRR5665034,57,1633.550996111298
SRR5665034,58,0
SRR5665034,59,0
SRR5665034,60,0
SRR5665034,61,2207.5035001808287
SRR5665034,62,0
SRR5665034,63,11.800522851651037
SRR5665034,64,29.285337362726576
SRR5665034,65,0
SRR5665034,66,379.8201566805706
SRR5665034,67,5304.379619025852
SRR5665034,68,0
SRR5665034,69,0
SRR5665034,70,0
SRR5665034,71,7559.234344396076
SRR5665034,72,0
SRR5665034,73,5353.457497275413
SRR5665034,74,2483.4437086092717
SRR5665034,75,5509.063428703934
SRR5665035,0,56.77335228489307
SRR5665035,1,4101.200272833207
SRR5665035,2,66.65333599946678
SRR5665035,3,9425.09703036465
SRR5665035,4,1917.4744034457867
SRR5665035,5,9.90681670014445
SRR5665035,6,1181.133787731129
SRR5665035,7,1501.8612682346454
SRR5665035,8,6520.829582873706
SRR5665035,9,146.37374093259265
SRR5665035,10,8458.626502126725
SRR5665035,11,187.0907390084191
SRR5665035,12,8468.601612207072
SRR5665035,13,0
SRR5665035,14,14294.026758432135
SRR5665035,15,3755.868544600939
SRR5665035,16,2060.035314891112
SRR5665035,17,12795.246040643506
SRR5665035,18,60.76848531134653
SRR5665035,19,1967.8974359644287
SRR5665035,20,0
SRR5665035,21,3.738994999857677
SRR5665035,22,519.4243466356796
SRR5665035,23,6961.152380368404
SRR5665035,24,0
SRR5665035,25,13149.053456977877
SRR5665035,26,0
SRR5665035,27,0
SRR5665035,28,2.896326010455737
SRR5665035,29,0
SRR5665035,30,869.5652173913044
SRR5665035,31,1057.9203845762722
SRR5665035,32,0
SRR5665035,33,109.67813017201902
SRR5665035,34,0
SRR5665035,35,3638.183482400645
SRR5665035,36,0
SRR5665035,37,11816.823866376488
SRR5665035,38,0
SRR5665035,39,5588.050593483311
SRR5665035,40,46.33915033046034
SRR5665035,41,0
SRR5665035,42,0
SRR5665035,43,54656.19642012972
SRR5665035,44,0
SRR5665035,45,0
SRR5665035,46,447.54599221938633
SRR5665035,47,41.6708176160741
SRR5665035,48,6123.748495085758
SRR5665035,49,3910.573907660625
SRR5665035,50,41.07661044431868
SRR5665035,51,14416.42624756002
SRR5665035,52,0
SRR5665035,53,898.6492013623381
SRR5665035,54,0
SRR5665035,55,2730.926271689241
SRR5665035,56,0
SRR5665035,57,4170.542650408852
SRR5665035,58,0
SRR5665035,59,0
SRR5665035,60,0
SRR5665035,61,1928.9387130950413
SRR5665035,62,0
SRR5665035,63,4.758399439675476
SRR5665035,64,9.278047474278944
SRR5665035,65,0
SRR5665035,66,36.22349176344402
SRR5665035,67,75.340917652377
SRR5665035,68,0
SRR5665035,69,0
SRR5665035,70,0
SRR5665035,71,10450.603635032063
SRR5665035,72,0
SRR5665035,73,5075.081361251112
SRR5665035,74,8278.14569536424
SRR5665035,75,5875.8034347708945
SRR5665041,0,127.07925134738652
SRR5665041,1,461.7133272797475
SRR5665041,2,0
SRR5665041,3,32794.36891599894
SRR5665041,4,9.52435377259653
SRR5665041,5,35.553580141124606
SRR5665041,6,125.85225877981017
SRR5665041,7,513.1477422337412
SRR5665041,8,9745.009412151168
SRR5665041,9,271.0109293319449
SRR5665041,10,0
SRR5665041,11,16063.494260960026
SRR5665041,12,19758.412393748597
SRR5665041,13,0
SRR5665041,14,22667.597359309897
SRR5665041,15,0
SRR5665041,16,15891.701000588582
SRR5665041,17,21199.00196716327
SRR5665041,18,275.2360504419611
SRR5665041,19,6487.262265377235
SRR5665041,20,0
SRR5665041,21,34.50360562621398
SRR5665041,22,30.171373400917208
SRR5665041,23,260.2180702327777
SRR5665041,24,0
SRR5665041,25,9876.60506223077
